"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Level, Trendpulse start Date/Price($)",Trendpulse Breakout Date/Price($),Earliest Unconfirmed Signal Date/Price($),Time from Latest Trading day to Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,TrendPulse Start/End (Date and Price($)),Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
"EEM, Long, 2025-07-31 (Price: 48.56)",2025-12-10 (Price: 55.14) (Today),"13.55%, 4 days","83.33%, Past 20 years, 12","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2025-12-10 (Price: 55.14), 13.55% above",4 days,"0, 2020-07-31 (Price: 43.29)",2025-05-31 (Price: 45.52),2025-07-31 (Price: 48.56),193/132/132 days,21.13% above/13.55% above/13.55% above,2020-07-31 (Price: 60.0161)/2025-07-31 (Price: 45.2207),23.15%/1.8%/11.72%,"17.13%, 38.01%",1 day/4 days/9 days,2027-11-12/2026-01-20/2026-09-21,1.85%,4.85%,-3.0%,0.23,0.23,56.1111/54.2512/51.72/51.3833/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,36.7/37.485/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/44.66,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"BDGI.TO, Long, 2025-07-31 (Price: 52.29)",2025-12-10 (Price: 78.37) (Today),"49.88%, 4 days","95.0%, Past 20 years, 20","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2025-12-10 (Price: 78.37), 49.88% above",4 days,"4, 2023-07-31 (Price: 32.1)",2025-05-31 (Price: 44.61),2025-07-02 (Price: 48.62),193/161/132 days,75.68% above/61.19% above/49.88% above,2023-07-31 (Price: 58.772)/2025-07-31 (Price: 36.956),69.93%/3.87%/34.79%,"37.81%, 54.03%",11 days/5 days/6 days,2026-11-29/2026-03-05/2026-04-17,16.29%,14.03%,2.26%,1.02,0.66,103.4139/70.4817/64.4/No Horizontal Resistance/50.7492/58.5532/No EMA 200 Target,35.88/24.32/46.0323/42.8299/No F-Track Level/No F-Track Level/41.26,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"BPCL.NS, Long, 2025-07-06 (Price: 346.2)",2025-11-30 (Price: 359.1),"3.73%, 4 days","100.0%, Past 10 years, 25","Weekly, is CONFIRMED on 2025-07-04",Already confirmed,"2025-12-10 (Price: 355.15), 2.59% above",5 days,"2, 2024-09-01 (Price: 357.65)",2025-06-29 (Price: 333.0),2025-07-04 (Price: 346.2),164/159/157 days,6.65% above/2.59% above/2.59% above,2024-09-01 (Price: 375.2119)/2025-07-06 (Price: 315.9317),29.59%/1.78%/10.75%,"-0.0%, 47.09%",8 days/28 days/2 days,2026-06-25/2025-08-15/2025-11-04,7.83%,8.79%,-0.96%,0.84,0.44,372.0611/383.4165/353.07/No Horizontal Resistance/372.4081/393.108/No EMA 200 Target,237.3/145.35/295.7614/248.4289/No F-Track Level/No F-Track Level/298.54,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"MAR, Long, 2025-07-06 (Price: 280.03)",2025-12-07 (Price: 292.59),"4.49%, 5 days","81.48%, Past 10 years, 27","Weekly, is CONFIRMED on 2025-07-04",Already confirmed,"2025-12-10 (Price: 286.96), 2.47% above",5 days,"2, 2025-01-19 (Price: 277.18)",2025-06-29 (Price: 273.47),2025-07-01 (Price: 278.07),164/162/157 days,4.93% above/3.2% above/2.47% above,2025-01-19 (Price: 314.27)/2025-07-06 (Price: 260.27),16.53%/2.51%/7.6%,"12.52%, 61.32%",10 days/28 days/2 days,2026-10-13/2025-08-15/2025-10-22,11.8%,10.04%,1.76%,0.46,0.51,321.4744/301.3123/281.74/No Horizontal Resistance/372.972/399.3723/No EMA 200 Target,214.58/129.12/275.4012/235.5515/No F-Track Level/No F-Track Level/264.74,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"FSF.NZ, Long, 2025-06-30 (Price: 6.58)",2025-11-30 (Price: 7.75),"17.78%, 5 days","100.0%, Past 20 years, 7","Monthly, is CONFIRMED on 2025-06-30",Already confirmed,"2025-12-10 (Price: 8.05), 22.34% above",5 days,"4, 2022-06-30 (Price: 3.1)",2025-05-31 (Price: 6.15),2025-06-16 (Price: 6.4),193/177/163 days,30.89% above/25.78% above/22.34% above,2022-06-30 (Price: 2.9723)/2025-06-30 (Price: 6.0296),44.06%/28.75%/36.57%,"-0.0%, 15.01%",1 day/6 days/9 days,2027-06-28/2026-03-22/2026-07-30,14.41%,0.49%,13.92%,1.44,-0.1,7.9671/8.9863/8.67/No Horizontal Resistance/8.5311/12.0421/No EMA 200 Target,3.0/2.942/6.3611/No support/No F-Track Level/No F-Track Level/5.37,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"RHHBY, Long, 2025-06-15 (Price: 41.32)",2025-12-07 (Price: 48.52),"17.42%, 5 days","87.5%, Past 10 years, 32","Weekly, is CONFIRMED on 2025-06-13",Already confirmed,"2025-12-10 (Price: 50.44), 22.07% above",5 days,"2, 2024-12-29 (Price: 35.07)",2025-06-08 (Price: 40.86),2025-06-10 (Price: 41.07),185/183/178 days,23.45% above/22.81% above/22.07% above,2024-12-29 (Price: 48.8357)/2025-06-15 (Price: 39.7843),18.53%/3.11%/9.28%,"21.59%, 44.18%",1 day/1 day/4 days,2027-03-02/2025-08-06/2025-12-27,3.03%,4.77%,-1.74%,0.42,0.23,42.8943/45.1545/45.07/52.46/58.6089/65.2057/No EMA 200 Target,37.65/34.5167/31.0544/No support/No F-Track Level/No F-Track Level/39.08,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"GDX, Long, 2025-05-31 (Price: 50.65)",2025-11-30 (Price: 83.23),"64.32%, 6 days","100.0%, Past 20 years, 11","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2025-12-10 (Price: 83.32), 64.5% above",6 days,"6, 2022-05-31 (Price: 31.73)",2025-05-31 (Price: 50.65),2025-05-20 (Price: 48.81),193/204/193 days,64.5% above/70.7% above/64.5% above,2022-05-31 (Price: 29.719)/2025-05-31 (Price: 47.8387),61.01%/20.13%/41.48%,"-0.0%, 37.94%",1 day/6 days/10 days,2027-07-22/2026-02-20/2026-08-25,8.32%,2.69%,5.63%,2.1,0.18,59.8227/71.6596/62.0/No Horizontal Resistance/72.73/88.5521/No EMA 200 Target,33.91/25.645/50.0225/36.1563/No F-Track Level/No F-Track Level/41.14,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"SONY, Long, 2025-03-31 (Price: 25.39)",2025-12-10 (Price: 27.08) (Today),"6.66%, 8 days","87.5%, Past 20 years, 16","Monthly, is CONFIRMED on 2025-03-31",Already confirmed,"2025-12-10 (Price: 27.08), 6.66% above",8 days,"2, 2023-05-31 (Price: 18.74)",2025-01-31 (Price: 22.01),2025-03-19 (Price: 24.97),313/266/254 days,23.03% above/8.45% above/6.66% above,2023-05-31 (Price: 20.1897)/2025-03-31 (Price: 20.152),48.17%/7.34%/29.32%,"31.07%, 31.13%",1 day/5 days/9 days,2027-02-06/2025-11-03/2026-05-22,7.48%,2.09%,5.39%,0.95,0.13,29.1426/32.8343/29.38/No Horizontal Resistance/33.2191/35.3948/No EMA 200 Target,16.47/14.992/24.8529/22.354/No F-Track Level/No F-Track Level/19.99,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"TCEHY, Long, 2025-03-31 (Price: 63.84)",2025-11-30 (Price: 79.04),"23.81%, 8 days","100.0%, Past 20 years, 10","Monthly, is CONFIRMED on 2025-03-31",Already confirmed,"2025-12-10 (Price: 77.33), 21.13% above",8 days,"0, 2020-03-31 (Price: 49.09)",2025-02-28 (Price: 61.61),2025-03-31 (Price: 63.84),285/254/254 days,25.52% above/21.13% above/21.13% above,2020-03-31 (Price: 108.6075)/2025-03-31 (Price: 58.3848),46.34%/14.29%/33.96%,"0%, 28.74%",1 day/4 days/8 days,2027-03-29/2025-09-23/2026-03-17,24.32%,14.37%,9.95%,3.32,0.71,89.4909/85.5201/72.69/73.09/91.9947/116.3817/No EMA 200 Target,34.84/36.36/58.3318/52.1422/No F-Track Level/No F-Track Level/53.18,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"BAC, Long, 2025-02-28 (Price: 46.1)",2025-12-10 (Price: 54.08) (Today),"17.31%, 9 days","76.92%, Past 20 years, 13","Monthly, is CONFIRMED on 2025-02-28",Already confirmed,"2025-12-10 (Price: 54.08), 17.31% above",9 days,"0, 2020-02-29 (Price: 28.5)",2024-12-31 (Price: 43.95),2025-02-28 (Price: 46.1),344/285/285 days,23.05% above/17.31% above/17.31% above,2020-02-29 (Price: 54.8024)/2025-02-28 (Price: 43.0714),30.69%/9.64%/18.15%,"25.08%, 44.87%",1 day/5 days/9 days,2027-01-06/2025-10-03/2026-03-26,4.68%,2.37%,2.31%,0.29,0.18,53.6973/54.4672/56.66/48.96/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,26.34/22.67/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/42.38,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"ATM.NZ, Long, 2025-02-28 (Price: 8.84)",2025-12-10 (Price: 10.18) (Today),"15.16%, 9 days","100.0%, Past 20 years, 8","Monthly, is CONFIRMED on 2025-02-28",Already confirmed,"2025-12-10 (Price: 10.18), 15.16% above",9 days,"0, 2020-02-29 (Price: 16.3)",2025-01-31 (Price: 6.44),2025-02-28 (Price: 8.84),313/285/285 days,58.07% above/15.16% above/15.16% above,2020-02-29 (Price: 23.4877)/2025-02-28 (Price: 6.0111),102.13%/45.63%/81.61%,"-0.0%, 48.4%",2 days/10 days/1 day,2028-02-28/2026-05-12/2027-06-12,19.84%,13.35%,6.49%,1.36,0.6,12.1833/16.0543/13.32/No Horizontal Resistance/21.86/25.8879/No EMA 200 Target,4.15/5.185/8.6495/8.0201/No F-Track Level/No F-Track Level/6.78,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"MSE.PA, Long, 2025-01-31 (Price: 57.37)",2025-12-10 (Price: 63.6) (Today),"10.86%, 10 days","100.0%, Past 20 years, 8","Monthly, is CONFIRMED on 2025-01-31",Already confirmed,"2025-12-10 (Price: 63.6), 10.86% above",10 days,"8, 2019-01-31 (Price: 30.745)",2024-12-31 (Price: 53.33),2025-01-06 (Price: 54.07),344/338/313 days,19.26% above/17.63% above/10.86% above,2019-01-31 (Price: 34.3249)/2025-01-31 (Price: 52.1166),11.99%/4.9%/8.12%,"-0.0%, 28.4%",1 day/5 days/11 days,2027-07-06/2025-09-05/2026-07-02,5.39%,1.99%,3.4%,0.77,-0.0,58.7354/62.0284/73.34/No Horizontal Resistance/58.4776/81.1364/No EMA 200 Target,52.08/33.57/44.4738/35.8188/No F-Track Level/No F-Track Level/53.19,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"ASHR, Long, 2024-10-06 (Price: 32.82)",2025-11-30 (Price: 32.58),"-0.73%, 1 day","75.0%, Past 10 years, 24","Weekly, is CONFIRMED on 2024-10-04",Already confirmed,"2025-12-10 (Price: 33.19), 1.13% above",1 day,"0, 2020-06-14 (Price: 28.35)",2024-09-29 (Price: 27.33),2024-10-01 (Price: 29.38),437/435/430 days,21.44% above/12.97% above/1.13% above,2020-06-14 (Price: 50.8785)/2024-10-06 (Price: 23.0131),24.71%/0.16%/9.63%,"38.84%, 52.68%",10 days/28 days/4 days,2025-12-27/2024-11-15/2025-04-15,0.98%,1.63%,-0.64%,0.13,0.05,34.9303/35.9806/35.5/39.9467/60.2967/80.3432/No EMA 200 Target,22.46/23.852/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/23.97,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"CNU.NZ, Long, 2024-09-30 (Price: 8.72)",2025-12-10 (Price: 9.18) (Today),"5.28%, 1 day","100.0%, Past 20 years, 6","Monthly, is CONFIRMED on 2024-09-30",Already confirmed,"2025-12-10 (Price: 9.18), 5.28% above",1 day,"2, 2023-03-31 (Price: 8.41)",2024-08-31 (Price: 8.54),2024-09-30 (Price: 8.72),466/436/436 days,7.49% above/5.28% above/5.28% above,2023-03-31 (Price: 8.938)/2024-09-30 (Price: 7.714),26.44%/7.23%/18.68%,"-0.0%, 15.86%",11 days/5 days/8 days,2026-01-25/2025-05-09/2025-09-16,14.78%,5.28%,9.5%,1.0,0.27,9.6243/10.3489/8.91/8.822/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,7.18/6.0983/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/7.84,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"IEI, Long, 2024-08-31 (Price: 118.72)",2025-12-10 (Price: 119.43) (Today),"0.6%, 1 day","77.78%, Past 20 years, 9","Monthly, is CONFIRMED on 2024-08-31",Already confirmed,"2025-12-10 (Price: 119.43), 0.6% above",1 day,"0, 2019-08-31 (Price: 127.75)",2024-07-31 (Price: 117.67),2024-08-30 (Price: 118.72),497/467/466 days,1.5% above/0.6% above/0.6% above,2019-08-31 (Price: 143.782)/2024-08-31 (Price: 114.902),1.93%/1.13%/1.45%,"15.13%, 15.6%",11 days/6 days/8 days,2025-12-30/2025-05-23/2025-08-17,1.43%,0.7%,0.73%,-0.36,-0.87,121.7355/120.4414/124.14/133.2183/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,112.29/112.768/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/115.83,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"AAPL, Long, 2024-07-31 (Price: 222.08)",2025-12-10 (Price: 278.78) (Today),"25.53%, 1 day","100.0%, Past 20 years, 20","Monthly, is CONFIRMED on 2024-07-31",Already confirmed,"2025-12-10 (Price: 278.78), 25.53% above",1 day,"0, 2019-07-31 (Price: 53.26)",2024-06-30 (Price: 210.62),2024-07-31 (Price: 222.08),528/497/497 days,32.36% above/25.53% above/25.53% above,2019-07-31 (Price: 117.046)/2024-07-31 (Price: 210.526),49.66%/12.62%/21.67%,"-0.0%, 40.56%",2 days/5 days/10 days,2028-02-24/2025-03-09/2025-10-30,17.77%,21.49%,-3.72%,2.41,1.03,323.0598/270.2047/323.37/No Horizontal Resistance/294.7231/309.0801/No EMA 200 Target,170.33/136.9225/189.8723/119.0319/No F-Track Level/No F-Track Level/189.12,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"^BVSP, Long, 2023-12-31 (Price: 134185.0)",2025-12-10 (Price: 159074.9688) (Today),"18.55%, 2 days","88.89%, Past 20 years, 9","Monthly, is CONFIRMED on 2023-12-31",Already confirmed,"2025-12-10 (Price: 159074.9688), 18.55% above",2 days,"0, 2018-12-31 (Price: 87887.0)",2023-11-30 (Price: 127331.0),2023-12-28 (Price: 134185.0),741/713/710 days,24.93% above/18.55% above/18.55% above,2018-12-31 (Price: 141006.0)/2023-12-31 (Price: 121374.0),14.35%/2.63%/9.45%,"18.7%, 34.07%",3 days/8 days/1 day,2028-09-15/2024-12-16/2026-09-16,6.15%,6.78%,-0.63%,0.48,0.36,148462.284/146865.4825/161963.8/No Horizontal Resistance/173653.968/192289.6/No EMA 200 Target,101882.0/90496.5/121313.6/110617.73/No F-Track Level/No F-Track Level/115493.12,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"GILD, Long, 2022-12-31 (Price: 85.85)",2025-12-10 (Price: 121.34) (Today),"41.34%, 3 days","100.0%, Past 33 years, 7","Quarterly, is CONFIRMED on 2022-12-31",Already confirmed,"2025-12-10 (Price: 121.34), 41.34% above",3 days,"4, 2014-12-31 (Price: 94.26)",2022-09-30 (Price: 61.69),2022-12-29 (Price: 85.26),1167/1077/1075 days,96.69% above/42.32% above/41.34% above,2014-12-31 (Price: 124.0506)/2022-12-31 (Price: 58.9201),48.53%/11.57%/42.07%,"-0.0%, 24.28%",3 days/1 day/2 days,2027-04-13/2025-02-20/2026-04-11,9.69%,12.1%,-2.41%,1.59,0.53,107.2181/121.9671/90.9/No Horizontal Resistance/123.4541/140.4376/No EMA 200 Target,58.26/56.99/75.3922/65.1312/No F-Track Level/No F-Track Level/67.59,88.89%/9/0 days (Across ALL Assets),100.0%/1/0 days (Across ALL Assets)
"TRI.TO, Short, 2025-12-07 (Price: 184.66)",No Exit Yet,"2.89%, 3 days","88.24%, Past 10 years, 17","Weekly, is CONFIRMED on 2025-12-05",Already confirmed,"2025-12-10 (Price: 179.32), 2.89% below",3 days,"2, 2025-06-22 (Price: 266.18)",2025-12-07 (Price: 184.66),2025-12-04 (Price: 186.64),3/6/3 days,2.89% below/3.92% below/2.89% below,2025-06-22 (Price: 252.31)/2025-12-07 (Price: 187.69),16.0%/1.62%/4.88%,"15.2%, 17.31%",5 days/1 day/2 days,2026-08-16/2026-02-14/2026-04-03,0.57%,5.4%,-4.83%,0.32,0.43,179.1941/175.6486/135.75/116.89/131.2534/93.0152/No EMA 200 Target,No support/116.89/131.2534/93.0152/No F-Track Level/No F-Track Level/No support,No Data (Across ALL Assets),25.0%/8/0 days (Across ALL Assets)
"NVO, Short, 2025-11-30 (Price: 49.35)",No Exit Yet,"0.61%, 10 days","100.0%, Past 20 years, 6","Monthly, is CONFIRMED on 2025-11-30",Already confirmed,"2025-12-10 (Price: 49.05), 0.61% below",10 days,"4, 2021-11-30 (Price: 53.415)",2025-10-31 (Price: 49.46),2025-11-24 (Price: 44.97),40/16/10 days,0.83% below/9.07% above/0.61% below,2021-11-30 (Price: 44.9064)/2025-11-30 (Price: 58.9856),15.1%/15.1%/15.1%,"0.0%, 34.17%",5 days/5 days/5 days,2026-07-05/2026-07-05/2026-07-05,3.32%,5.5%,-2.18%,0.43,0.53,48.6147/41.8982/46.91/45.4025/45.3824/37.3162/No EMA 200 Target,No support/45.4025/45.3824/37.3162/No F-Track Level/No F-Track Level/No support,100.0%/1/0 days (Across ALL Assets),0.0%/7/0 days (Across ALL Assets)
"TRI.TO, Short, 2025-09-28 (Price: 218.79)",2025-12-07 (Price: 184.66),"15.6%, 2 days","88.24%, Past 10 years, 17","Weekly, is CONFIRMED on 2025-09-26",Already confirmed,"2025-12-10 (Price: 179.32), 18.04% below",2 days,"0, 2021-06-06 (Price: 123.5202)",2025-09-14 (Price: 239.5),2025-09-23 (Price: 222.52),87/78/73 days,25.13% below/19.41% below/18.04% below,2021-06-06 (Price: 90.8973)/2025-09-28 (Price: 242.0315),16.0%/1.62%/4.88%,"15.2%, 17.31%",5 days/1 day/2 days,2026-06-07/2025-12-06/2026-01-23,0.57%,5.4%,-4.83%,0.32,0.43,212.3138/208.113/161.63/116.89/193.124/131.2534/No EMA 200 Target,No support/116.89/193.124/131.2534/No F-Track Level/No F-Track Level/No support,No Data (Across ALL Assets),25.0%/8/0 days (Across ALL Assets)
"TRI.TO, Short, 2025-09-21 (Price: 224.0)",2025-11-30 (Price: 189.55),"15.38%, 2 days","88.24%, Past 10 years, 17","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2025-12-10 (Price: 179.32), 19.95% below",2 days,"0, 2021-05-30 (Price: 122.866)",2025-09-14 (Price: 239.5),2025-09-19 (Price: 224.0),87/82/80 days,25.13% below/19.95% below/19.95% below,2021-05-30 (Price: 90.2256)/2025-09-21 (Price: 241.3598),16.0%/1.62%/4.88%,"15.2%, 17.31%",5 days/1 day/2 days,2026-05-31/2025-11-29/2026-01-16,0.57%,5.4%,-4.83%,0.32,0.43,217.3696/213.0688/163.32/117.9612/193.124/131.2534/No EMA 200 Target,No support/117.9612/193.124/131.2534/No F-Track Level/No F-Track Level/No support,No Data (Across ALL Assets),25.0%/8/0 days (Across ALL Assets)
"NVO, Short, 2025-04-30 (Price: 66.45)",2025-11-30 (Price: 49.35),"25.73%, 7 days","100.0%, Past 20 years, 6","Monthly, is CONFIRMED on 2025-04-30",Already confirmed,"2025-12-10 (Price: 49.05), 26.19% below",7 days,"4, 2020-08-31 (Price: 33.02)",2025-03-31 (Price: 69.44),2025-04-28 (Price: 62.62),254/226/224 days,29.36% below/21.67% below/26.19% below,2020-08-31 (Price: 31.012)/2025-04-30 (Price: 71.5343),15.1%/15.1%/15.1%,"0.0%, 34.17%",5 days/5 days/5 days,2025-12-03/2025-12-03/2025-12-03,3.32%,5.5%,-2.18%,0.43,0.53,65.4599/56.416/46.39/31.6225/51.1046/45.3824/No EMA 200 Target,No support/31.6225/51.1046/45.3824/No F-Track Level/No F-Track Level/No support,100.0%/1/0 days (Across ALL Assets),0.0%/7/0 days (Across ALL Assets)
"PFE, Short, 2024-03-31 (Price: 27.75)",2025-12-10 (Price: 25.78) (Today),"7.1%, 1 day","100.0%, Past 48 years, 5","Quarterly, is CONFIRMED on 2024-03-31",Already confirmed,"2025-12-10 (Price: 25.78), 7.1% below",1 day,"6, 2009-03-31 (Price: 12.9222)",2023-12-31 (Price: 28.79),2024-01-11 (Price: 28.4),710/699/619 days,10.46% below/9.23% below/7.1% below,2009-03-31 (Price: 11.0247)/2024-03-31 (Price: 32.0614),28.35%/7.35%/17.85%,"0.0%, 34.93%",1 day/1 day/1 day,2026-09-03/2026-02-06/2026-05-22,5.58%,5.5%,0.08%,0.53,0.21,25.863/22.7966/18.85/26.1058/21.508/20.5265/No EMA 200 Target,No support/26.1058/21.508/20.5265/No F-Track Level/No F-Track Level/No support,100.0%/1/0 days (Across ALL Assets),No Data (Across ALL Assets)
