"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Level, Trendpulse start Date/Price($)",Trendpulse Breakout Date/Price($),Earliest Unconfirmed Signal Date/Price($),Time from Latest Trading day to Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,TrendPulse Start/End (Date and Price($)),Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
"MSE.PA, Long, 2025-02-28 (Price: 59.36)",2026-01-05 (Price: 66.06) (Today),"11.29%, 10.4 months","100.0%, Past 20 years, 8","Monthly, is CONFIRMED on 2025-02-28",Already confirmed,"2026-01-05 (Price: 66.06), 11.29% above",10.4 months,"0, 2020-02-29 (Price: 32.4)",2025-02-28 (Price: 59.36),2025-02-28 (Price: 59.36),311/311/311 days,11.29% above/11.29% above/11.29% above,2020-02-29 (Price: 36.9416)/2025-02-28 (Price: 56.3799),11.99%/4.9%/8.12%,"-0.0%, 28.4%",1.7 year/5 months/11.9 months,2027-08-03/2025-10-03/2026-07-30,5.39%,1.99%,3.4%,0.77,-0.0,60.7728/64.18/75.54/No Horizontal Resistance/58.4776/81.1364/No EMA 200 Target,52.08/33.57/44.4738/35.8188/No F-Track Level/No F-Track Level/53.71,No Data (Across ALL Assets),No Data (Across ALL Assets)
"FBU.NZ, Long, 2025-02-23 (Price: 3.34)",2026-01-04 (Price: 3.68),"10.18%, 10.5 months","88.89%, Past 10 years, 18","Weekly, is CONFIRMED on 2025-02-21",Already confirmed,"2026-01-05 (Price: 3.75), 12.28% above",10.5 months,"2, 2024-08-11 (Price: 3.1)",2025-02-16 (Price: 3.18),2025-02-23 (Price: 3.34),323/316/316 days,17.92% above/12.28% above/12.28% above,2024-08-11 (Price: 3.5475)/2025-02-23 (Price: 2.985),5.66%/3.22%/4.85%,"41.61%, 51.08%",1.1 year/3.5 months/10 months,2026-09-19/2025-07-25/2026-05-03,-4.06%,-3.73%,-0.33%,-0.25,-0.19,3.2335/3.502/3.48/7.985/12.7156/14.3053/No EMA 200 Target,2.78/3.3133/3.1474/No support/No F-Track Level/No F-Track Level/3.03,No Data (Across ALL Assets),No Data (Across ALL Assets)
"IHI, Long, 2025-02-02 (Price: 63.81)",2025-12-28 (Price: 62.82),"-1.55%, 11 months","100.0%, Past 10 years, 34","Weekly, is CONFIRMED on 2025-01-31",Already confirmed,"2026-01-05 (Price: 62.77), 1.63% below",11.2 months,"2, 2024-08-18 (Price: 57.25)",2025-01-19 (Price: 61.84),2025-02-02 (Price: 63.81),351/337/337 days,1.5% above/1.63% below/1.63% below,2024-08-18 (Price: 59.4572)/2025-02-02 (Price: 62.3087),8.09%/1.52%/4.37%,"-0.0%, 28.87%",10.7 months/28 days/4 months,2026-05-12/2025-03-14/2025-07-25,10.39%,9.12%,1.27%,2.0,0.59,68.2512/66.5985/67.75/66.92/68.9264/76.3906/No EMA 200 Target,58.81/46.8983/56.0899/46.1919/No F-Track Level/No F-Track Level/57.97,No Data (Across ALL Assets),No Data (Across ALL Assets)
"BYD.TO, Long, 2025-02-02 (Price: 238.35)",2026-01-04 (Price: 216.35),"-9.23%, 11.2 months","100.0%, Past 10 years, 31","Weekly, is CONFIRMED on 2025-01-31",Already confirmed,"2026-01-05 (Price: 217.0), 8.96% below",11.2 months,"2, 2024-05-26 (Price: 234.42)",2025-01-19 (Price: 221.53),2025-02-02 (Price: 238.35),351/337/337 days,2.04% below/8.96% below/8.96% below,2024-05-26 (Price: 279.8657)/2025-02-02 (Price: 205.5178),13.87%/2.81%/7.23%,"-0.0%, 50.63%",7.2 months/28 days/4.3 months,2025-12-11/2025-03-14/2025-08-07,12.02%,17.33%,-5.31%,1.5,0.91,257.2035/255.5827/240.71/255.83/367.2583/388.6839/No EMA 200 Target,208.54/187.425/229.0045/147.1212/No F-Track Level/No F-Track Level/230.01,No Data (Across ALL Assets),No Data (Across ALL Assets)
"MSE.PA, Long, 2025-01-31 (Price: 57.37)",2025-12-31 (Price: 64.71),"12.79%, 11.1 months","100.0%, Past 20 years, 8","Monthly, is CONFIRMED on 2025-01-31",Already confirmed,"2026-01-05 (Price: 66.06), 15.15% above",11.3 months,"8, 2019-01-31 (Price: 30.745)",2024-12-31 (Price: 53.33),2025-01-06 (Price: 54.07),370/364/339 days,23.87% above/22.17% above/15.15% above,2019-01-31 (Price: 34.3249)/2025-01-31 (Price: 52.1166),11.99%/4.9%/8.12%,"-0.0%, 28.4%",1.7 year/5 months/11.9 months,2027-07-06/2025-09-05/2026-07-02,5.39%,1.99%,3.4%,0.77,-0.0,58.7354/62.0284/73.34/No Horizontal Resistance/58.4776/81.1364/No EMA 200 Target,52.08/33.57/44.4738/35.8188/No F-Track Level/No F-Track Level/53.19,No Data (Across ALL Assets),No Data (Across ALL Assets)
"AAPL, Long, 2024-09-30 (Price: 233.0)",2026-01-05 (Price: 267.26) (Today),"14.7%, 1.3 year","100.0%, Past 20 years, 20","Monthly, is CONFIRMED on 2024-09-30",Already confirmed,"2026-01-05 (Price: 267.26), 14.7% above",1.3 year,"2, 2022-07-31 (Price: 162.51)",2024-09-30 (Price: 233.0),2024-09-30 (Price: 233.0),462/462/462 days,14.7% above/14.7% above/14.7% above,2022-07-31 (Price: 175.7774)/2024-09-30 (Price: 216.2229),49.66%/12.62%/21.67%,"-0.0%, 40.56%",2.5 years/5.1 months/10.5 months,2028-04-25/2025-05-09/2025-12-30,17.77%,21.49%,-3.72%,2.41,1.03,338.9451/283.4911/275.29/No Horizontal Resistance/294.7231/309.0801/No EMA 200 Target,170.33/136.9225/189.8723/119.0319/No F-Track Level/No F-Track Level/197.37,No Data (Across ALL Assets),No Data (Across ALL Assets)
"CNU.NZ, Long, 2024-09-30 (Price: 8.72)",2025-12-31 (Price: 9.4),"7.8%, 1.3 year","100.0%, Past 20 years, 6","Monthly, is CONFIRMED on 2024-09-30",Already confirmed,"2026-01-05 (Price: 9.44), 8.26% above",1.3 year,"2, 2023-03-31 (Price: 8.41)",2024-08-31 (Price: 8.54),2024-09-30 (Price: 8.72),492/462/462 days,10.54% above/8.26% above/8.26% above,2023-03-31 (Price: 8.938)/2024-09-30 (Price: 7.714),26.44%/7.23%/18.68%,"-0.0%, 15.86%",11.1 months/5.1 months/8.1 months,2026-01-25/2025-05-09/2025-09-16,14.78%,5.28%,9.5%,1.0,0.27,9.6243/10.3489/8.91/8.822/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,7.18/6.0983/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/7.84,No Data (Across ALL Assets),No Data (Across ALL Assets)
"FPH.NZ, Long, 2024-09-08 (Price: 37.4)",2025-12-28 (Price: 37.86),"1.23%, 1.3 year","100.0%, Past 10 years, 15","Weekly, is CONFIRMED on 2024-09-06",Already confirmed,"2026-01-05 (Price: 37.67), 0.72% above",1.3 year,"2, 2023-12-03 (Price: 23.81)",2024-08-25 (Price: 35.4),2024-09-08 (Price: 37.4),498/484/484 days,6.41% above/0.72% above/0.72% above,2023-12-03 (Price: 24.0379)/2024-09-08 (Price: 33.3868),17.69%/6.92%/9.5%,"-0.0%, 27.7%",3.3 months/1.2 month/2.4 months,2025-01-29/2024-10-30/2024-12-21,12.27%,12.4%,-0.13%,1.68,0.68,43.7879/40.953/45.55/No Horizontal Resistance/40.9296/48.5677/No EMA 200 Target,23.8/22.675/30.9793/26.1935/No F-Track Level/No F-Track Level/27.55,No Data (Across ALL Assets),No Data (Across ALL Assets)
"IEI, Long, 2024-08-31 (Price: 118.72)",2025-12-31 (Price: 119.35),"0.53%, 1.4 year","77.78%, Past 20 years, 9","Monthly, is CONFIRMED on 2024-08-31",Already confirmed,"2026-01-05 (Price: 119.52), 0.67% above",1.4 year,"0, 2019-08-31 (Price: 127.75)",2024-07-31 (Price: 117.67),2024-08-30 (Price: 118.72),523/493/492 days,1.57% above/0.67% above/0.67% above,2019-08-31 (Price: 143.782)/2024-08-31 (Price: 114.902),1.93%/1.13%/1.45%,"15.13%, 15.6%",11.2 months/6.1 months/8.1 months,2025-12-30/2025-05-23/2025-08-17,1.43%,0.7%,0.73%,-0.36,-0.87,121.7355/120.4414/124.14/133.2183/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,112.29/112.768/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/115.83,No Data (Across ALL Assets),No Data (Across ALL Assets)
"PPH, Long, 2024-08-25 (Price: 98.11)",2026-01-05 (Price: 103.06) (Today),"5.05%, 1.4 year","76.19%, Past 10 years, 21","Weekly, is CONFIRMED on 2024-08-23",Already confirmed,"2026-01-05 (Price: 103.06), 5.05% above",1.4 year,"2, 2023-07-30 (Price: 80.47)",2024-08-18 (Price: 96.23),2024-08-25 (Price: 98.11),505/498/498 days,7.1% above/5.05% above/5.05% above,2023-07-30 (Price: 82.2606)/2024-08-25 (Price: 95.7533),8.34%/2.28%/4.32%,"20.68%, 31.01%",5.1 months/1.2 month/2.8 months,2025-04-03/2024-10-16/2024-12-24,5.44%,5.52%,-0.08%,-0.1,0.3,103.7121/102.3484/108.69/No Horizontal Resistance/96.0365/100.0174/No EMA 200 Target,85.14/65.948/87.7591/70.617/No F-Track Level/No F-Track Level/87.62,No Data (Across ALL Assets),No Data (Across ALL Assets)
"AAPL, Long, 2024-07-31 (Price: 222.08)",2025-12-31 (Price: 271.86),"22.42%, 1.4 year","100.0%, Past 20 years, 20","Monthly, is CONFIRMED on 2024-07-31",Already confirmed,"2026-01-05 (Price: 267.26), 20.34% above",1.5 year,"0, 2019-07-31 (Price: 53.26)",2024-06-30 (Price: 210.62),2024-07-31 (Price: 222.08),554/523/523 days,26.89% above/20.34% above/20.34% above,2019-07-31 (Price: 117.046)/2024-07-31 (Price: 210.526),49.66%/12.62%/21.67%,"-0.0%, 40.56%",2.5 years/5.1 months/10.5 months,2028-02-24/2025-03-09/2025-10-30,17.77%,21.49%,-3.72%,2.41,1.03,323.0598/270.2047/323.37/No Horizontal Resistance/294.7231/309.0801/No EMA 200 Target,170.33/136.9225/189.8723/119.0319/No F-Track Level/No F-Track Level/189.12,No Data (Across ALL Assets),No Data (Across ALL Assets)
"ASML, Long, 2024-01-31 (Price: 869.82)",2026-01-05 (Price: 1228.1899) (Today),"41.2%, 2 years","93.33%, Past 20 years, 15","Monthly, is CONFIRMED on 2024-01-31",Already confirmed,"2026-01-05 (Price: 1228.1899), 41.2% above",2 years,"0, 2019-01-31 (Price: 175.03)",2024-01-31 (Price: 869.82),2024-01-31 (Price: 869.82),705/705/705 days,41.2% above/41.2% above/41.2% above,2019-01-31 (Price: 1076.2209)/2024-01-31 (Price: 738.1755),42.83%/5.07%/18.51%,"28.83%, 59.07%",1.4 year/5.1 months/1 year,2026-01-28/2024-09-08/2025-07-05,8.92%,10.16%,-1.24%,0.75,0.49,1035.4337/1030.8237/1286.69/888.525/1034.6774/1091.1724/No EMA 200 Target,588.66/188.78/832.8601/749.8177/No F-Track Level/No F-Track Level/678.52,No Data (Across ALL Assets),No Data (Across ALL Assets)
"^BVSP, Long, 2023-12-31 (Price: 134185.0)",2025-12-31 (Price: 161125.0),"20.08%, 2 years","88.89%, Past 20 years, 9","Monthly, is CONFIRMED on 2023-12-31",Already confirmed,"2026-01-05 (Price: 161869.7656), 20.63% above",2 years,"0, 2018-12-31 (Price: 87887.0)",2023-11-30 (Price: 127331.0),2023-12-28 (Price: 134185.0),767/739/736 days,27.13% above/20.63% above/20.63% above,2018-12-31 (Price: 141006.0)/2023-12-31 (Price: 121374.0),14.35%/2.63%/9.45%,"18.7%, 34.07%",3.3 years/8.1 months/1.9 year,2028-09-15/2024-12-16/2026-09-16,6.15%,6.78%,-0.63%,0.48,0.36,148462.284/146865.4825/161963.8/No Horizontal Resistance/173653.968/192289.6/No EMA 200 Target,101882.0/90496.5/121313.6/110617.73/No F-Track Level/No F-Track Level/115493.12,No Data (Across ALL Assets),No Data (Across ALL Assets)
"GILD, Long, 2022-12-31 (Price: 85.85)",2025-12-31 (Price: 122.74),"42.97%, 3 years","100.0%, Past 33 years, 7","Quarterly, is CONFIRMED on 2022-12-31",Already confirmed,"2026-01-05 (Price: 118.3), 37.8% above",3.1 years,"4, 2014-12-31 (Price: 94.26)",2022-09-30 (Price: 61.69),2022-12-29 (Price: 85.26),1193/1103/1101 days,91.77% above/38.75% above/37.8% above,2014-12-31 (Price: 124.0506)/2022-12-31 (Price: 58.9201),48.53%/11.57%/42.07%,"-0.0%, 24.28%",3 years/1.5 year/2.3 years,2027-04-13/2025-02-20/2026-04-11,9.69%,12.1%,-2.41%,1.59,0.53,107.2181/121.9671/90.9/No Horizontal Resistance/123.4541/140.4376/No EMA 200 Target,58.26/56.99/75.3922/65.1312/No F-Track Level/No F-Track Level/67.59,No Data (Across ALL Assets),No Data (Across ALL Assets)
"TRI.TO, Short, 2025-12-07 (Price: 184.66)",2026-01-04 (Price: 173.66),"5.96%, 28 days","88.24%, Past 10 years, 17","Weekly, is CONFIRMED on 2025-12-05",Already confirmed,"2026-01-05 (Price: 178.16), 3.52% below",29 days,"2, 2025-06-22 (Price: 266.18)",2025-12-07 (Price: 184.66),2025-12-04 (Price: 186.64),29/32/29 days,3.52% below/4.54% below/3.52% below,2025-06-22 (Price: 252.31)/2025-12-07 (Price: 187.69),16.0%/1.62%/4.88%,"15.2%, 17.31%",5.8 months/1.6 month/2.7 months,2026-08-16/2026-02-14/2026-04-03,0.57%,5.4%,-4.83%,0.32,0.43,179.1941/175.6486/135.75/116.89/131.2534/93.0152/No EMA 200 Target,No support/116.89/131.2534/93.0152/No F-Track Level/No F-Track Level/No support,No Data (Across ALL Assets),No Data (Across ALL Assets)
"PFE, Short, 2024-03-31 (Price: 27.75)",2025-12-31 (Price: 24.9),"10.27%, 1.8 year","100.0%, Past 48 years, 5","Quarterly, is CONFIRMED on 2024-03-31",Already confirmed,"2026-01-05 (Price: 25.17), 9.3% below",1.8 year,"6, 2009-03-31 (Price: 12.9222)",2023-12-31 (Price: 28.79),2024-01-11 (Price: 28.4),736/725/645 days,12.57% below/11.37% below/9.3% below,2009-03-31 (Price: 11.0247)/2024-03-31 (Price: 32.0614),28.35%/7.35%/17.85%,"0.0%, 34.93%",1.7 year/1.3 year/1.5 year,2026-09-03/2026-02-06/2026-05-22,5.58%,5.5%,0.08%,0.53,0.21,25.863/22.7966/18.85/26.1058/21.508/20.5265/No EMA 200 Target,No support/26.1058/21.508/20.5265/No F-Track Level/No F-Track Level/No support,No Data (Across ALL Assets),No Data (Across ALL Assets)
