"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Level, Trendpulse start Date/Price($)",Trendpulse Breakout Date/Price($),Earliest Unconfirmed Signal Date/Price($),Time from Latest Trading day to Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,TrendPulse Start/End (Date and Price($)),Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/Moving Avg) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/Moving Avg) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
"^NZ50, Long, 2025-09-14 (Price: 13227.9004)",2025-11-16 (Price: 13464.46),"1.79%, 2.1 months","94.44%, Past 10 years, 36","Weekly, is CONFIRMED on 2025-09-12",Already confirmed,"2025-11-25 (Price: 13480.4297), 1.91% above",2.4 months,"2, 2025-03-30 (Price: 12287.46)",2025-09-07 (Price: 13223.5303),2025-09-14 (Price: 13227.9004),79/72/72 days,1.94% above/1.91% above/1.91% above,2025-03-30 (Price: 12815.9559)/2025-09-14 (Price: 13038.348),7.03%/0.27%/3.75%,"1.46%, 23.79%",6.3 months/19 days/2.1 months,2026-06-14/2025-10-11/2025-12-15,12.33%,9.64%,2.69%,1.87,0.54,13550.6612/13723.9467/13792.16/13351.2476/14773.8816/17170.3822/No Moving Avg Target,12017.84/10608.2731/12904.4271/10062.5272/No F-Track Level/No F-Track Level/12690.78,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
"EWJ, Long, 2025-09-14 (Price: 80.76)",2025-11-16 (Price: 83.98),"3.99%, 2.1 months","80.65%, Past 10 years, 31","Weekly, is CONFIRMED on 2025-09-12",Already confirmed,"2025-11-24 (Price: 81.74), 1.21% above",2.4 months,"2, 2025-03-02 (Price: 68.47)",2025-09-07 (Price: 79.18),2025-09-14 (Price: 80.76),78/71/71 days,3.23% above/1.21% above/1.21% above,2025-03-02 (Price: 71.0155)/2025-09-14 (Price: 79.0845),12.51%/1.17%/5.28%,"20.09%, 34.01%",6.1 months/19 days/2.3 months,2026-06-07/2025-10-11/2025-12-24,5.16%,4.75%,0.41%,0.52,0.11,82.4963/85.0241/88.13/No Horizontal Resistance/83.4752/89.1379/No Moving Avg Target,71.76/53.915/68.8472/52.3436/No F-Track Level/No F-Track Level/71.51,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
"DIA, Long, 2025-08-24 (Price: 456.64)",2025-11-16 (Price: 471.8),"3.32%, 2.8 months","100.0%, Past 10 years, 28","Weekly, is CONFIRMED on 2025-08-22",Already confirmed,"2025-11-24 (Price: 464.44), 1.71% above",3.1 months,"2, 2024-11-17 (Price: 434.51)",2025-08-24 (Price: 456.64),2025-08-24 (Price: 456.64),92/92/92 days,1.71% above/1.71% above/1.71% above,2024-11-17 (Price: 451.5898)/2025-08-24 (Price: 448.186),8.64%/1.23%/3.89%,"-0.0%, 14.86%",7.0 months/19 days/2.9 months,2026-06-22/2025-09-20/2025-12-28,10.29%,9.9%,0.39%,1.56,0.44,467.919/474.4033/469.92/No Horizontal Resistance/538.1343/826.9871/No Moving Avg Target,383.22/321.6725/359.6128/249.2814/No F-Track Level/No F-Track Level/430.51,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
"DOL.TO, Long, 2025-08-06 (Price: 194.0)",2025-11-20 (Price: 198.34),"2.24%, 3.5 months","100.0%, Past 4 years, 44","Daily, is CONFIRMED on 2025-08-06",Already confirmed,"2025-11-24 (Price: 199.13), 2.64% above",3.7 months,"2, 2025-06-05 (Price: 177.1)",2025-08-05 (Price: 192.7),2025-08-06 (Price: 194.0),111/110/110 days,3.34% above/2.64% above/2.64% above,2025-06-05 (Price: 196.992)/2025-08-06 (Price: 191.406),10.12%/0.29%/3.51%,"-0.0%, 13.61%",3.4 months/4 days/29 days,2025-12-30/2025-08-11/2025-09-17,31.05%,25.35%,5.71%,1.47,1.07,197.7442/200.8094/204.14/No Horizontal Resistance/194.1559/294.0831/No Moving Avg Target,185.49/45.99/132.3972/94.2286/No F-Track Level/No F-Track Level/159.0,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
"SLV, Long, 2025-07-31 (Price: 33.32)",2025-11-25 (Price: 46.63),"39.95%, 3.9 months","72.22%, Past 20 years, 18","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2025-11-24 (Price: 46.63), 39.95% above",3.9 months,"2, 2024-07-31 (Price: 26.39)",2025-06-30 (Price: 32.81),2025-07-31 (Price: 33.32),147/116/116 days,42.12% above/39.95% above/39.95% above,2024-07-31 (Price: 32.034)/2025-07-31 (Price: 31.098),30.37%/2.87%/19.11%,"54.87%, 60.6%",1.4 year/2.9 months/7.7 months,2027-08-26/2025-12-04/2026-06-30,3.89%,5.98%,-2.09%,0.2,0.22,36.0589/39.6875/37.48/No Horizontal Resistance/47.5817/54.635/No Moving Avg Target,26.33/18.99/31.6598/28.4154/No F-Track Level/No F-Track Level/29.96,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
"BPCL.NS, Long, 2025-07-06 (Price: 346.2)",2025-11-25 (Price: 355.85) (Today),"2.79%, 4.7 months","81.25%, Past 10 years, 32","Weekly, is CONFIRMED on 2025-07-04",Already confirmed,"2025-11-25 (Price: 355.85), 2.79% above",4.7 months,"2, 2024-09-01 (Price: 357.65)",2025-06-29 (Price: 333.0),2025-07-06 (Price: 346.2),149/142/142 days,6.86% above/2.79% above/2.79% above,2024-09-01 (Price: 375.2119)/2025-07-06 (Price: 315.9317),29.59%/1.78%/11.46%,"32.02%, 47.09%",5.8 months/19 days/2.0 months,2026-03-15/2025-08-02/2025-10-02,12.02%,12.45%,-0.44%,0.38,0.44,363.3369/385.8745/353.07/No Horizontal Resistance/372.4081/393.108/No Moving Avg Target,237.3/145.35/295.7614/248.4289/No F-Track Level/No F-Track Level/298.54,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
"FSF.NZ, Long, 2025-06-30 (Price: 6.58)",2025-11-25 (Price: 7.72) (Today),"17.33%, 4.9 months","100.0%, Past 20 years, 9","Monthly, is CONFIRMED on 2025-06-30",Already confirmed,"2025-11-25 (Price: 7.72), 17.33% above",4.9 months,"4, 2022-06-30 (Price: 3.1)",2025-05-31 (Price: 6.15),2025-06-30 (Price: 6.58),178/148/148 days,25.53% above/17.33% above/17.33% above,2022-06-30 (Price: 2.9723)/2025-06-30 (Price: 6.0296),44.06%/6.89%/28.09%,"-0.0%, 15.01%",1.0 year/4.3 months/7.5 months,2026-12-17/2026-01-04/2026-05-23,27.24%,1.15%,26.09%,1.21,-0.07,7.596/8.4283/8.67/No Horizontal Resistance/8.5311/12.0421/No Moving Avg Target,3.0/2.942/6.3611/26.9153/No F-Track Level/No F-Track Level/5.37,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
"CSCO, Long, 2025-06-29 (Price: 68.65)",2025-11-16 (Price: 78.0),"13.62%, 4.7 months","95.83%, Past 10 years, 24","Weekly, is CONFIRMED on 2025-06-27",Already confirmed,"2025-11-24 (Price: 76.24), 11.06% above",5.0 months,"2, 2025-01-12 (Price: 58.74)",2025-06-22 (Price: 66.32),2025-06-29 (Price: 68.65),155/148/148 days,14.96% above/11.06% above/11.06% above,2025-01-12 (Price: 66.7885)/2025-06-29 (Price: 65.4038),14.42%/0.74%/5.37%,"16.99%, 36.88%",6.6 months/19 days/1.9 month,2026-04-13/2025-07-26/2025-09-19,13.41%,8.78%,4.63%,0.75,0.32,72.8582/72.3365/74.6/No Horizontal Resistance/78.7458/109.6316/No Moving Avg Target,54.54/40.92/68.2017/52.6706/No F-Track Level/No F-Track Level/59.3,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
"CEN.NZ, Long, 2025-06-01 (Price: 9.16)",2025-11-23 (Price: 9.6),"4.8%, 5.8 months","100.0%, Past 10 years, 26","Weekly, is CONFIRMED on 2025-05-30",Already confirmed,"2025-11-25 (Price: 9.71), 6.0% above",5.9 months,"2, 2024-12-15 (Price: 9.0)",2025-06-01 (Price: 9.16),2025-06-01 (Price: 9.16),177/177/177 days,6.0% above/6.0% above/6.0% above,2024-12-15 (Price: 9.9031)/2025-06-01 (Price: 9.0781),16.04%/1.09%/5.37%,"-0.0%, 16.12%",6.8 months/24 days/2.6 months,2026-03-23/2025-07-05/2025-09-23,15.41%,3.65%,11.76%,1.66,0.08,9.5246/9.6519/9.26/No Horizontal Resistance/11.2606/15.4512/No Moving Avg Target,8.52/6.86/8.6706/33.2031/No F-Track Level/No F-Track Level/8.87,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
"GOOG, Long, 2025-05-31 (Price: 172.85)",2025-10-31 (Price: 281.82),"63.04%, 5.1 months","94.12%, Past 20 years, 17","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2025-11-24 (Price: 318.47), 84.25% above",5.9 months,"10, 2020-05-31 (Price: 71.446)",2025-05-31 (Price: 172.85),2025-05-31 (Price: 172.85),177/177/177 days,84.25% above/84.25% above/84.25% above,2020-05-31 (Price: 149.423)/2025-05-31 (Price: 157.2888),63.04%/1.54%/29.75%,"3.21%, 18.92%",1.1 year/2.9 months/6.6 months,2027-01-17/2025-10-02/2026-03-15,22.75%,24.26%,-1.52%,1.49,0.85,188.7349/224.2729/233.69/No Horizontal Resistance/219.0619/240.3589/No Moving Avg Target,156.23/85.8978/138.1748/130.09/No F-Track Level/No F-Track Level/172.82,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
"EURUSD=X, Long, 2025-05-31 (Price: 1.1378)",2025-10-31 (Price: 1.1572),"1.71%, 5.1 months","75.0%, Past 20 years, 20","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2025-11-25 (Price: 1.1529), 1.33% above",5.9 months,"2, 2023-11-30 (Price: 1.0974)",2025-05-31 (Price: 1.1378),2025-05-31 (Price: 1.1378),178/178/178 days,1.33% above/1.33% above/1.33% above,2023-11-30 (Price: 1.1131)/2025-05-31 (Price: 1.1277),8.26%/0.88%/4.48%,"18.25%, 23.39%",9.5 months/3.6 months/5.9 months,2026-07-16/2025-11-04/2026-02-12,0.65%,-0.39%,1.04%,0.09,-0.5,1.141/1.1888/1.16/1.2218/1.6296/1.7649/No Moving Avg Target,1.04/1.0207/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/1.08,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
"UBER, Long, 2025-05-31 (Price: 84.16)",2025-10-31 (Price: 96.5),"14.66%, 5.1 months","100.0%, Past 20 years, 4","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2025-11-24 (Price: 83.69), 0.56% below",5.9 months,"2, 2024-05-31 (Price: 64.56)",2025-04-30 (Price: 81.01),2025-05-31 (Price: 84.16),208/177/177 days,3.31% above/0.56% below/0.56% below,2024-05-31 (Price: 93.125)/2025-05-31 (Price: 78.425),38.27%/4.86%/19.26%,"-0.0%, 18.79%",5.1 months/3.6 months/4.1 months,2026-01-07/2025-11-04/2025-11-25,36.82%,14.17%,22.65%,0.8,0.47,102.1366/100.3692/95.92/No Horizontal Resistance/84.8096/88.7885/No Moving Avg Target,60.32/28.6593/75.9736/63.3753/No F-Track Level/No F-Track Level/73.7,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
"TD.TO, Long, 2025-05-31 (Price: 94.77)",2025-10-31 (Price: 115.16),"21.52%, 5.1 months","88.24%, Past 20 years, 17","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2025-11-24 (Price: 116.71), 23.15% above",5.9 months,"0, 2020-05-31 (Price: 58.98)",2025-04-30 (Price: 88.09),2025-05-30 (Price: 94.77),208/178/177 days,32.49% above/23.15% above/23.15% above,2020-05-31 (Price: 123.3668)/2025-05-31 (Price: 82.5474),21.52%/1.04%/11.02%,"18.56%, 26.48%",10.9 months/2.9 months/6.3 months,2026-09-16/2025-10-02/2026-02-28,7.3%,7.14%,0.16%,0.86,0.25,103.9343/105.2137/116.24/No Horizontal Resistance/128.6672/152.0396/No Moving Avg Target,75.2/73.6233/83.3451/69.6282/No F-Track Level/No F-Track Level/82.55,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
"TCEHY, Long, 2025-03-31 (Price: 63.84)",2025-11-25 (Price: 80.83),"26.61%, 8.0 months","100.0%, Past 20 years, 14","Monthly, is CONFIRMED on 2025-03-31",Already confirmed,"2025-11-24 (Price: 80.83), 26.61% above",8.0 months,"0, 2020-03-31 (Price: 49.09)",2025-02-28 (Price: 61.61),2025-03-31 (Price: 63.84),269/238/238 days,31.2% above/26.61% above/26.61% above,2020-03-31 (Price: 108.6075)/2025-03-31 (Price: 58.3848),48.56%/8.58%/32.02%,"-0.0%, 28.74%",1.2 year/2.9 months/6.0 months,2026-12-19/2025-08-04/2025-12-15,29.28%,21.03%,8.25%,1.74,0.72,78.3955/84.2816/72.69/73.09/91.9947/116.3817/No Moving Avg Target,34.84/36.36/58.3318/52.1422/No F-Track Level/No F-Track Level/53.18,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
"ASHR, Long, 2024-10-06 (Price: 32.82)",2025-11-25 (Price: 31.85),"-2.96%, 1.2 year","75.76%, Past 10 years, 33","Weekly, is CONFIRMED on 2024-10-04",Already confirmed,"2025-11-24 (Price: 31.85), 2.96% below",1.2 year,"0, 2020-06-14 (Price: 28.35)",2024-09-29 (Price: 27.33),2024-10-06 (Price: 32.82),421/414/414 days,16.54% above/2.96% below/2.96% below,2020-06-14 (Price: 50.8785)/2024-10-06 (Price: 23.0131),24.71%/0.16%/10.96%,"38.84%, 52.68%",7.3 months/19 days/3.2 months,2025-08-19/2024-11-02/2025-02-20,2.29%,2.49%,-0.19%,0.16,0.06,34.0475/36.4171/35.5/39.9467/60.2967/80.3432/No Moving Avg Target,22.46/23.852/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/23.97,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
"BNS.TO, Long, 2024-09-30 (Price: 73.69)",2025-10-31 (Price: 91.99),"24.83%, 1.1 year","88.24%, Past 20 years, 17","Monthly, is CONFIRMED on 2024-09-30",Already confirmed,"2025-11-24 (Price: 93.96), 27.51% above",1.2 year,"0, 2019-09-30 (Price: 75.25)",2024-08-31 (Price: 67.27),2024-09-30 (Price: 73.69),450/420/420 days,39.68% above/27.51% above/27.51% above,2019-09-30 (Price: 123.536)/2024-09-30 (Price: 64.496),24.83%/3.08%/11.43%,"30.99%, 38.87%",2.0 year/4.3 months/9.4 months,2027-08-07/2025-04-04/2025-11-12,4.31%,6.33%,-2.02%,0.35,0.21,75.6575/82.1128/74.63/81.0275/92.969/100.7509/No Moving Avg Target,56.15/54.1533/69.3218/61.3348/No F-Track Level/No F-Track Level/65.1,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
"ORCL, Long, 2024-09-30 (Price: 170.4)",2025-10-31 (Price: 262.61),"54.11%, 1.1 year","81.25%, Past 20 years, 16","Monthly, is CONFIRMED on 2024-09-30",Already confirmed,"2025-11-24 (Price: 200.28), 17.54% above",1.2 year,"0, 2019-09-30 (Price: 55.03)",2024-09-30 (Price: 170.4),2024-09-30 (Price: 170.4),420/420/420 days,17.54% above/17.54% above/17.54% above,2019-09-30 (Price: 79.91)/2024-09-30 (Price: 138.6433),54.11%/7.78%/20.09%,"6.17%, 28.67%",1.3 year/2.9 months/7 months,2026-08-23/2025-02-03/2025-07-31,9.74%,9.41%,0.32%,1.04,0.34,185.4293/204.6334/239.62/No Horizontal Resistance/145.7273/152.3597/No Moving Avg Target,61.07/54.8525/117.4897/106.3198/No F-Track Level/No F-Track Level/126.67,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
"^NZ50, Long, 2024-08-31 (Price: 12447.6797)",2025-10-31 (Price: 13548.3203),"8.84%, 1.2 year","83.33%, Past 20 years, 12","Monthly, is CONFIRMED on 2024-08-31",Already confirmed,"2025-11-25 (Price: 13480.4297), 8.3% above",1.3 year,"0, 2019-08-31 (Price: 10757.2002)",2024-07-31 (Price: 12405.2695),2024-08-31 (Price: 12447.6797),482/451/451 days,8.67% above/8.3% above/8.3% above,2019-08-31 (Price: 14326.3929)/2024-08-31 (Price: 11917.172),16.11%/2.05%/8.79%,"10.24%, 18.13%",10.1 months/4.3 months/6.8 months,2025-11-14/2025-03-07/2025-06-23,6.21%,8.68%,-2.47%,0.51,0.45,13109.8963/13541.8307/13461.97/13492.3003/14773.8816/17170.3822/No Moving Avg Target,10757.69/10637.0249/10062.5272/7182.4386/No F-Track Level/No F-Track Level/11844.52,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
"SFTBY, Long, 2024-03-31 (Price: 29.71)",2025-10-31 (Price: 87.91),"195.89%, 1.6 year","77.78%, Past 20 years, 9","Monthly, is CONFIRMED on 2024-03-31",Already confirmed,"2025-11-24 (Price: 56.26), 89.36% above",1.7 year,"0, 2019-03-31 (Price: 24.325)",2024-01-31 (Price: 21.6),2024-03-28 (Price: 29.71),663/606/603 days,160.46% above/89.36% above/89.36% above,2019-03-31 (Price: 68.9948)/2024-03-31 (Price: 19.4431),195.86%/14.0%/54.91%,"49.17%, 64.04%",1.2 year/8.7 months/1.1 year,2025-12-19/2025-04-11/2025-10-24,16.52%,15.45%,1.07%,0.27,0.51,32.8563/46.0238/32.94/33.06/52.6237/57.2421/No Moving Avg Target,16.86/16.82/28.6536/144.0247/No F-Track Level/No F-Track Level/23.29,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
"GILD, Long, 2022-12-31 (Price: 85.85)",2025-11-25 (Price: 125.27),"45.92%, 2.9 years","100.0%, Past 33 years, 10","Quarterly, is CONFIRMED on 2022-12-31",Already confirmed,"2025-11-24 (Price: 125.27), 45.92% above",2.9 years,"4, 2014-12-31 (Price: 94.26)",2022-09-30 (Price: 61.69),2022-12-31 (Price: 85.85),1151/1059/1059 days,103.06% above/45.92% above/45.92% above,2014-12-31 (Price: 124.0506)/2022-12-31 (Price: 58.9201),74.14%/5.29%/44.68%,"-0.0%, 24.28%",2.5 years/10.9 months/1.4 year,2026-08-14/2024-04-17/2025-01-06,12.82%,17.18%,-4.36%,1.5,0.52,96.8989/124.2078/90.9/No Horizontal Resistance/123.4541/140.4376/No Moving Avg Target,58.26/56.99/75.3922/65.1312/No F-Track Level/No F-Track Level/67.59,86.67%/15/1.7 year (Across ALL Assets),100.0%/1/5.2 months (Across ALL Assets)
"TRI.TO, Short, 2025-10-31 (Price: 214.84)",No Exit Yet,"13.01%, 25 days","88.89%, Past 20 years, 9","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-11-24 (Price: 186.9), 13.01% below",25 days,"0, 2020-10-31 (Price: 107.5597)",2025-09-30 (Price: 216.1),2025-10-31 (Price: 214.84),55/24/24 days,13.51% below/13.01% below/13.01% below,2020-10-31 (Price: 67.9753)/2025-10-31 (Price: 244.2985),25.37%/7.99%/21.25%,"21.18%, 25.96%",4.4 months/3.6 months/3.9 months,2026-05-08/2026-04-05/2026-04-18,35.0%,5.4%,29.6%,0.54,0.45,229.2343/169.1865/150.47/116.89/193.124/131.2534/No Moving Avg Target,278.08/116.89/193.124/131.2534/No F-Track Level/No F-Track Level/249.35,100.0%/1/9.4 months (Across ALL Assets),0.0%/4/3.7 months (Across ALL Assets)
"PFE, Short, 2024-03-31 (Price: 27.75)",2025-11-25 (Price: 25.22),"9.12%, 1.7 year","100.0%, Past 48 years, 7","Quarterly, is CONFIRMED on 2024-03-31",Already confirmed,"2025-11-24 (Price: 25.22), 9.12% below",1.7 year,"6, 2009-03-31 (Price: 12.9222)",2023-12-31 (Price: 28.79),2024-03-31 (Price: 27.75),694/603/603 days,12.4% below/9.12% below/9.12% below,2009-03-31 (Price: 11.0247)/2024-03-31 (Price: 32.0614),28.35%/4.94%/10.06%,"0.0%, 34.93%",2.0 year/10.9 months/1.1 year,2027-02-03/2025-07-16/2025-11-09,6.98%,5.5%,1.48%,0.85,0.21,26.4485/24.9583/18.85/26.1058/21.508/20.5265/No Moving Avg Target,59.05/26.1058/21.508/20.5265/No F-Track Level/No F-Track Level/31.61,100.0%/1/1.2 year (Across ALL Assets),No Data (Across ALL Assets)
