"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Level, Trendpulse start Date/Price($)",Trendpulse Breakout Date/Price($),Earliest Unconfirmed Signal Date/Price($),Time from Latest Trading day to Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,TrendPulse Start/End (Date and Price($)),Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
"ATZ.TO, Long, 2025-11-30 (Price: 110.5)",2026-01-12 (Price: 137.75) (Today),"24.66%, 1.4 month","100.0%, Past 10 years, 15","Weekly, is CONFIRMED on 2025-11-28",Already confirmed,"2026-01-12 (Price: 137.75), 24.66% above",1.4 month,"2, 2025-05-18 (Price: 66.25)",2025-11-23 (Price: 105.95),2025-11-30 (Price: 110.5),50/43/43 days,30.01% above/24.66% above/24.66% above,2025-05-18 (Price: 68.8719)/2025-11-30 (Price: 102.2504),29.02%/8.48%/17.19%,"-0.0%, 57.81%",7.7 months/1.2 month/3.5 months,2026-10-30/2026-01-21/2026-05-01,22.65%,15.15%,7.5%,1.82,0.68,115.3068/129.4949/137.05/No Horizontal Resistance/99.4929/119.4832/No EMA 200 Target,41.91/32.3325/82.0832/66.1919/No F-Track Level/No F-Track Level/72.64,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
"XLV, Long, 2025-11-24 (Price: 155.26)",2026-01-12 (Price: 157.38) (Today),"1.37%, 1.6 month","88.46%, Past 4 years, 26","Daily, is CONFIRMED on 2025-11-24",Already confirmed,"2026-01-12 (Price: 157.38), 1.37% above",1.6 month,"4, 2025-08-13 (Price: 133.29)",2025-11-20 (Price: 151.42),2025-11-24 (Price: 155.26),53/49/49 days,3.94% above/1.37% above/1.37% above,2025-08-13 (Price: 137.2847)/2025-11-24 (Price: 151.6729),3.22%/0.29%/1.57%,"7.54%, 13.97%",4.2 months/6 days/1.2 month,2026-05-25/2025-12-02/2026-01-15,5.15%,5.42%,-0.27%,0.31,0.28,159.6228/157.6976/168.44/No Horizontal Resistance/174.1807/202.706/No EMA 200 Target,143.98/120.178/153.114/117.2225/No F-Track Level/No F-Track Level/139.41,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
"UPS, Long, 2025-11-23 (Price: 94.66)",2026-01-04 (Price: 101.02),"6.72%, 1.4 month","84.0%, Past 10 years, 25","Weekly, is CONFIRMED on 2025-11-21",Already confirmed,"2026-01-12 (Price: 108.03), 14.12% above",1.7 month,"6, 2023-05-14 (Price: 168.5)",2025-11-23 (Price: 94.66),2025-11-21 (Price: 94.66),50/52/50 days,14.12% above/14.12% above/14.12% above,2023-05-14 (Price: 197.499)/2025-11-23 (Price: 93.6556),11.34%/2.91%/7.7%,"13.76%, 27.26%",9.8 months/28 days/4.1 months,2027-01-22/2026-01-02/2026-05-18,6.24%,1.27%,4.97%,0.28,0.02,91.8959/101.9488/138.96/221.2667/228.7501/295.6013/97.5,82.87/No Horizontal Support/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
"FBU.NZ, Long, 2025-11-16 (Price: 3.45)",2026-01-04 (Price: 3.68),"6.67%, 1.6 month","88.89%, Past 10 years, 18","Weekly, is CONFIRMED on 2025-11-14",Already confirmed,"2026-01-12 (Price: 3.8), 10.14% above",1.9 month,"4, 2024-06-30 (Price: 2.83)",2025-11-09 (Price: 3.49),2025-11-16 (Price: 3.45),64/57/57 days,8.88% above/10.14% above/10.14% above,2024-06-30 (Price: 3.5806)/2025-11-16 (Price: 3.3378),5.66%/3.22%/4.85%,"41.61%, 51.08%",1.1 year/3.5 months/10 months,2027-06-12/2026-04-17/2027-01-24,-4.06%,-3.73%,-0.33%,-0.25,-0.19,3.3399/3.6173/3.82/7.985/12.7156/14.3053/No EMA 200 Target,2.94/2.82/3.1474/No support/No F-Track Level/No F-Track Level/3.17,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
"SJ.TO, Long, 2025-11-09 (Price: 83.75)",2026-01-11 (Price: 88.81),"6.04%, 2.1 months","83.33%, Past 10 years, 24","Weekly, is CONFIRMED on 2025-11-07",Already confirmed,"2026-01-12 (Price: 88.54), 5.72% above",2.1 months,"6, 2024-06-23 (Price: 85.96)",2025-11-09 (Price: 83.75),2025-11-06 (Price: 81.86),64/67/64 days,5.72% above/8.16% above/5.72% above,2024-06-23 (Price: 99.5)/2025-11-09 (Price: 77.9),23.9%/1.55%/7.87%,"6.63%, 46.57%",1 year/1.2 month/2.6 months,2027-04-14/2025-12-31/2026-03-01,13.27%,11.85%,1.42%,0.6,0.66,93.0463/90.3411/85.08/84.3925/95.0177/123.2166/No EMA 200 Target,76.55/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/74.69,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
"^DJI, Long, 2025-11-02 (Price: 47562.8711)",2026-01-11 (Price: 49504.0703),"4.08%, 2.3 months","100.0%, Past 10 years, 24","Weekly, is CONFIRMED on 2025-10-31",Already confirmed,"2026-01-12 (Price: 49590.1992), 4.26% above",2.4 months,"0, 2021-07-11 (Price: 34870.1602)",2025-10-19 (Price: 46190.6094),2025-10-31 (Price: 47562.8711),85/73/71 days,7.36% above/4.26% above/4.26% above,2021-07-11 (Price: 36111.9479)/2025-11-02 (Price: 45602.9241),6.39%/1.18%/4.01%,"-0.0%, 34.78%",11.7 months/1.2 month/6.1 months,2027-03-25/2025-12-24/2026-07-25,5.68%,6.86%,-1.18%,2.06,0.43,49555.7554/49470.1422/55178.5/No Horizontal Resistance/54129.8938/83218.843/No EMA 200 Target,38314.86/32154.0552/36151.8794/25040.9446/No F-Track Level/No F-Track Level/43702.44,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
"ACWX, Long, 2025-10-26 (Price: 66.54)",2026-01-12 (Price: 69.82) (Today),"4.93%, 2.6 months","83.33%, Past 10 years, 18","Weekly, is CONFIRMED on 2025-10-24",Already confirmed,"2026-01-12 (Price: 69.82), 4.93% above",2.6 months,"2, 2025-05-11 (Price: 57.9)",2025-10-26 (Price: 66.54),2025-10-24 (Price: 66.54),78/80/78 days,4.93% above/4.93% above/4.93% above,2025-05-11 (Price: 59.6284)/2025-10-26 (Price: 66.0755),4.87%/1.37%/3.26%,"7.49%, 23.65%",11.9 months/28 days/3 months,2027-03-27/2025-12-05/2026-03-05,5.13%,1.98%,3.15%,0.52,-0.01,68.982/68.7092/71.72/No Horizontal Resistance/69.6679/76.9985/No EMA 200 Target,51.22/45.07/61.9685/No support/No F-Track Level/No F-Track Level/59.25,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
"MSE.PA, Long, 2025-10-26 (Price: 63.0002)",2026-01-04 (Price: 65.3),"3.65%, 2.3 months","100.0%, Past 10 years, 21","Weekly, is CONFIRMED on 2025-10-24",Already confirmed,"2026-01-12 (Price: 67.13), 6.56% above",2.6 months,"2, 2025-05-11 (Price: 58.41)",2025-10-19 (Price: 62.29),2025-10-23 (Price: 62.98),85/81/78 days,7.77% above/6.59% above/6.56% above,2025-05-11 (Price: 60.3079)/2025-10-26 (Price: 61.523),10.47%/2.5%/6.07%,"-0.0%, 33.38%",1.4 year/1.2 month/6.9 months,2027-10-24/2025-12-17/2026-08-21,7.99%,3.79%,4.2%,2.07,0.15,66.4274/66.8243/65.75/No Horizontal Resistance/81.1364/117.7989/No EMA 200 Target,57.29/33.6667/58.4776/44.4738/No F-Track Level/No F-Track Level/58.9,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
"SBUX, Long, 2025-10-17 (Price: 85.36)",2026-01-09 (Price: 88.88),"4.12%, 2.8 months","91.67%, Past 4 years, 12","Daily, is CONFIRMED on 2025-10-17",Already confirmed,"2026-01-12 (Price: 89.96), 5.39% above",2.9 months,"2, 2025-08-11 (Price: 91.74)",2025-10-16 (Price: 84.34),2025-10-17 (Price: 85.36),88/87/87 days,6.66% above/5.39% above/5.39% above,2025-08-11 (Price: 94.285)/2025-10-17 (Price: 83.3781),8.06%/2.15%/4.6%,"1.89%, 25.49%",3.2 months/6 days/1.2 month,2026-03-05/2025-10-25/2025-12-08,10.39%,-0.2%,10.59%,0.88,0.03,87.9293/89.2866/89.19/117.438/142.4098/150.3462/92.34,78.46/71.675/76.529/65.8616/No F-Track Level/No F-Track Level/No EMA 200 Support,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
"FBU.NZ, Long, 2025-10-05 (Price: 3.48)",2026-01-04 (Price: 3.68),"5.75%, 3 months","88.89%, Past 10 years, 18","Weekly, is CONFIRMED on 2025-10-03",Already confirmed,"2026-01-12 (Price: 3.8), 9.2% above",3.3 months,"0, 2021-06-13 (Price: 7.82)",2025-09-21 (Price: 3.14),2025-10-03 (Price: 3.48),113/101/99 days,21.02% above/9.2% above/9.2% above,2021-06-13 (Price: 8.3176)/2025-10-05 (Price: 2.9861),5.66%/3.22%/4.85%,"41.61%, 51.08%",1.1 year/3.5 months/10 months,2027-05-01/2026-03-06/2026-12-13,-4.06%,-3.73%,-0.33%,-0.25,-0.19,3.369/3.6488/6.08/7.985/12.7156/14.3053/No EMA 200 Target,2.94/2.82/3.1474/No support/No F-Track Level/No F-Track Level/3.11,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
"XLE, Long, 2025-09-26 (Price: 45.995)",2026-01-09 (Price: 46.67),"1.47%, 3.5 months","95.83%, Past 4 years, 24","Daily, is CONFIRMED on 2025-09-26",Already confirmed,"2026-01-12 (Price: 46.34), 0.75% above",3.6 months,"4, 2025-06-13 (Price: 44.05)",2025-09-25 (Price: 45.575),2025-09-26 (Price: 45.995),109/108/108 days,1.68% above/0.75% above/0.75% above,2025-06-13 (Price: 44.6187)/2025-09-26 (Price: 45.5323),6.81%/0.4%/3.61%,"6.99%, 40.87%",1.5 month/6 days/17 days,2025-11-30/2025-10-04/2025-10-20,10.35%,4.61%,5.74%,0.88,0.26,48.4373/47.6554/47.16/49.2225/53.4428/58.8712/No EMA 200 Target,43.84/22.8475/44.5115/37.0707/No F-Track Level/No F-Track Level/43.45,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
"WPM.TO, Long, 2025-09-21 (Price: 148.53)",2026-01-11 (Price: 173.79),"17.01%, 3.7 months","86.67%, Past 10 years, 30","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2026-01-12 (Price: 178.39), 20.1% above",3.8 months,"4, 2024-08-25 (Price: 83.91)",2025-09-21 (Price: 148.53),2025-09-19 (Price: 148.53),113/115/113 days,20.1% above/20.1% above/20.1% above,2024-08-25 (Price: 83.0762)/2025-09-21 (Price: 145.5318),27.09%/5.0%/11.19%,"14.05%, 49.41%",4.4 months/1.2 month/2.6 months,2026-03-31/2025-11-12/2026-01-11,3.49%,6.66%,-3.17%,0.68,0.35,158.0062/165.1505/187.3/No Horizontal Resistance/146.152/178.0989/No EMA 200 Target,82.12/48.855/125.9496/92.3678/No F-Track Level/No F-Track Level/111.59,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
"VGT, Long, 2025-09-21 (Price: 741.17)",2026-01-12 (Price: 765.51) (Today),"3.28%, 3.8 months","100.0%, Past 10 years, 18","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2026-01-12 (Price: 765.51), 3.28% above",3.8 months,"6, 2024-05-05 (Price: 509.46)",2025-09-14 (Price: 719.57),2025-09-21 (Price: 741.17),120/113/113 days,6.38% above/3.28% above/3.28% above,2024-05-05 (Price: 590.4298)/2025-09-21 (Price: 703.5827),12.53%/2.97%/5.81%,"-0.0%, 12.72%",4.4 months/28 days/2.2 months,2026-03-31/2025-10-31/2025-12-25,9.27%,12.34%,-3.07%,1.8,0.78,802.9836/784.232/880.2/No Horizontal Resistance/702.1644/946.1588/No EMA 200 Target,478.6/311.83/626.0547/551.3644/No F-Track Level/No F-Track Level/625.59,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
"WPM, Long, 2025-09-21 (Price: 107.65)",2026-01-11 (Price: 124.74),"15.88%, 3.7 months","84.62%, Past 10 years, 26","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2026-01-12 (Price: 128.43), 19.3% above",3.8 months,"4, 2024-08-25 (Price: 62.11)",2025-09-21 (Price: 107.65),2025-09-19 (Price: 107.65),113/115/113 days,19.3% above/19.3% above/19.3% above,2024-08-25 (Price: 60.9383)/2025-09-21 (Price: 105.9604),30.46%/2.87%/10.34%,"13.4%, 61.17%",2.8 months/28 days/1.6 month,2026-01-20/2025-10-31/2025-11-29,5.32%,5.11%,0.21%,0.63,0.29,116.3589/118.781/134.97/No Horizontal Resistance/131.4439/145.6176/No EMA 200 Target,57.06/38.292/98.515/93.6878/No F-Track Level/No F-Track Level/79.86,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
"AIA.NZ, Long, 2025-09-21 (Price: 7.85)",2026-01-04 (Price: 8.33),"6.11%, 3.5 months","100.0%, Past 10 years, 19","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2026-01-12 (Price: 8.6), 9.55% above",3.8 months,"2, 2025-02-09 (Price: 8.71)",2025-09-14 (Price: 7.79),2025-09-19 (Price: 7.85),120/115/113 days,10.4% above/9.55% above/9.55% above,2025-02-09 (Price: 8.7852)/2025-09-21 (Price: 7.5518),12.76%/0.47%/5.95%,"-0.0%, 7.89%",7.5 months/28 days/2.8 months,2026-08-12/2025-10-31/2026-01-20,11.42%,5.83%,5.59%,1.52,0.3,8.5824/8.3171/8.37/8.8962/11.1706/12.8535/7.98,7.47/7.0017/7.3934/6.6643/No F-Track Level/No F-Track Level/No EMA 200 Support,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
"XIU.TO, Long, 2025-08-31 (Price: 42.76)",2026-01-12 (Price: 48.48) (Today),"13.38%, 4.5 months","76.92%, Past 20 years, 13","Monthly, is CONFIRMED on 2025-08-31",Already confirmed,"2026-01-12 (Price: 48.48), 13.38% above",4.5 months,"0, 2020-08-31 (Price: 24.88)",2025-08-31 (Price: 42.76),2025-08-29 (Price: 42.76),134/136/134 days,13.38% above/13.38% above/13.38% above,2020-08-31 (Price: 30.7492)/2025-08-31 (Price: 40.7124),12.69%/8.05%/10.4%,"6.95%, 19.49%",1.2 year/4 months/8.4 months,2027-05-18/2026-02-20/2026-08-31,6.01%,3.56%,2.45%,0.45,0.12,47.0446/47.207/53.49/No Horizontal Resistance/53.8646/79.5406/No EMA 200 Target,28.76/27.9467/37.996/28.1885/No F-Track Level/No F-Track Level/38.98,95.24%/63/1 year (Across ALL Assets),74.68%/158/8.8 months (Across ALL Assets)
"QQQ, Long, 2025-08-31 (Price: 570.4)",2026-01-12 (Price: 627.17) (Today),"9.95%, 4.5 months","100.0%, Past 20 years, 14","Monthly, is CONFIRMED on 2025-08-31",Already confirmed,"2026-01-12 (Price: 627.17), 9.95% above",4.5 months,"0, 2020-08-31 (Price: 294.88)",2025-08-31 (Price: 570.4),2025-08-29 (Price: 570.4),134/136/134 days,9.95% above/9.95% above/9.95% above,2020-08-31 (Price: 357.9023)/2025-08-31 (Price: 561.1331),16.45%/5.89%/12.27%,"-0.0%, 33.07%",10.2 months/5 months/7.4 months,2026-11-17/2026-04-05/2026-07-18,8.4%,6.82%,1.58%,1.2,0.37,649.1722/640.3881/735.71/No Horizontal Resistance/610.7303/836.2536/No EMA 200 Target,468.92/256.995/563.3658/526.8888/No F-Track Level/No F-Track Level/518.49,95.24%/63/1 year (Across ALL Assets),74.68%/158/8.8 months (Across ALL Assets)
"VGT, Long, 2025-08-31 (Price: 697.02)",2026-01-12 (Price: 765.51) (Today),"9.83%, 4.5 months","100.0%, Past 20 years, 17","Monthly, is CONFIRMED on 2025-08-31",Already confirmed,"2026-01-12 (Price: 765.51), 9.83% above",4.5 months,"0, 2020-08-31 (Price: 328.15)",2025-08-31 (Price: 697.02),2025-08-29 (Price: 697.02),134/136/134 days,9.83% above/9.83% above/9.83% above,2020-08-31 (Price: 388.487)/2025-08-31 (Price: 683.1357),27.2%/4.39%/15.02%,"-0.0%, 51.21%",1.4 year/4.1 months/8 months,2027-08-29/2026-02-23/2026-08-13,6.44%,9.1%,-2.66%,1.52,0.57,820.1137/801.7124/918.34/No Horizontal Resistance/702.1644/946.1588/No EMA 200 Target,542.38/311.83/626.0547/551.3644/No F-Track Level/No F-Track Level/618.84,95.24%/63/1 year (Across ALL Assets),74.68%/158/8.8 months (Across ALL Assets)
"SFTBY, Long, 2025-07-31 (Price: 9.5375)",2025-12-31 (Price: 14.175),"48.62%, 5.1 months","100.0%, Past 20 years, 6","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2026-01-12 (Price: 14.17), 48.57% above",5.5 months,"2, 2024-07-31 (Price: 7.635)",2025-06-30 (Price: 9.1075),2025-07-18 (Price: 9.375),196/178/165 days,55.59% above/51.15% above/48.57% above,2024-07-31 (Price: 9.2975)/2025-07-31 (Price: 8.0025),36.66%/36.66%/36.66%,"-0.0%, 64.04%",1 year/1 year/1 year,2027-01-03/2027-01-03/2027-01-03,12.92%,8.11%,4.81%,0.88,0.41,9.2132/13.0339/10.68/No Horizontal Resistance/12.0968/14.0995/No EMA 200 Target,6.3/4.205/8.1314/7.1635/No F-Track Level/No F-Track Level/7.34,95.24%/63/1 year (Across ALL Assets),74.68%/158/8.8 months (Across ALL Assets)
"BAC, Long, 2025-07-31 (Price: 47.27)",2025-12-31 (Price: 55.0),"16.35%, 5.1 months","76.92%, Past 20 years, 13","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2026-01-12 (Price: 55.19), 16.75% above",5.5 months,"8, 2021-07-31 (Price: 38.36)",2025-05-31 (Price: 44.13),2025-07-30 (Price: 47.96),226/166/165 days,25.06% above/15.08% above/16.75% above,2021-07-31 (Price: 51.4786)/2025-07-31 (Price: 42.0938),30.69%/9.64%/18.15%,"25.08%, 44.87%",1.3 year/5 months/9 months,2027-06-08/2026-03-05/2026-08-26,4.68%,2.37%,2.31%,0.29,0.18,55.0601/55.8495/52.62/48.715/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,26.34/29.49/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/44.14,95.24%/63/1 year (Across ALL Assets),74.68%/158/8.8 months (Across ALL Assets)
"EEM, Long, 2025-07-31 (Price: 48.56)",2025-12-31 (Price: 54.71),"12.66%, 5.1 months","83.33%, Past 20 years, 12","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2026-01-12 (Price: 57.94), 19.32% above",5.5 months,"0, 2020-07-31 (Price: 43.29)",2025-05-31 (Price: 45.52),2025-07-31 (Price: 48.56),226/165/165 days,27.28% above/19.32% above/19.32% above,2020-07-31 (Price: 60.0161)/2025-07-31 (Price: 45.2207),23.15%/1.8%/11.72%,"17.13%, 38.01%",1.6 year/4 months/9.6 months,2027-11-12/2026-01-20/2026-09-21,1.85%,4.85%,-3.0%,0.23,0.23,56.1111/54.2512/51.72/51.3833/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,36.7/37.485/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/44.66,95.24%/63/1 year (Across ALL Assets),74.68%/158/8.8 months (Across ALL Assets)
"BDGI.TO, Long, 2025-07-31 (Price: 52.29)",2025-12-31 (Price: 73.13),"39.85%, 5.1 months","95.0%, Past 20 years, 20","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2026-01-12 (Price: 76.6), 46.49% above",5.5 months,"4, 2023-07-31 (Price: 32.1)",2025-05-31 (Price: 44.61),2025-07-02 (Price: 48.62),226/194/165 days,71.71% above/57.55% above/46.49% above,2023-07-31 (Price: 58.772)/2025-07-31 (Price: 36.956),69.93%/3.87%/34.79%,"37.81%, 54.03%",11.2 months/5 months/6 months,2026-11-29/2026-03-05/2026-04-17,16.29%,14.03%,2.26%,1.02,0.66,103.4139/70.4817/64.4/No Horizontal Resistance/50.7492/58.5532/No EMA 200 Target,35.88/24.32/46.0323/42.8299/No F-Track Level/No F-Track Level/41.26,95.24%/63/1 year (Across ALL Assets),74.68%/158/8.8 months (Across ALL Assets)
"TSLA, Long, 2025-05-31 (Price: 346.46)",2026-01-12 (Price: 448.96) (Today),"29.58%, 7.5 months","83.33%, Past 20 years, 6","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2026-01-12 (Price: 448.96), 29.58% above",7.5 months,"6, 2021-11-30 (Price: 381.5867)",2025-04-30 (Price: 282.16),2025-05-08 (Price: 284.82),257/249/226 days,59.12% above/57.63% above/29.58% above,2021-11-30 (Price: 408.2466)/2025-05-31 (Price: 214.4383),7.79%/7.79%/7.79%,"2.38%, 35.95%",1.9 year/1.9 year/1.9 year,2028-02-15/2028-02-15/2028-02-15,26.29%,28.82%,-2.53%,0.27,1.04,864.2098/373.4492/367.54/408.5817/413.6779/490.132/No EMA 200 Target,175.79/167.4534/330.0827/262.8246/No F-Track Level/No F-Track Level/302.39,95.24%/63/1 year (Across ALL Assets),74.68%/158/8.8 months (Across ALL Assets)
"FBU.NZ, Long, 2025-03-02 (Price: 3.39)",2026-01-04 (Price: 3.68),"8.55%, 10.3 months","88.89%, Past 10 years, 18","Weekly, is CONFIRMED on 2025-02-28",Already confirmed,"2026-01-12 (Price: 3.8), 12.09% above",10.5 months,"0, 2020-11-08 (Price: 4.42)",2025-02-23 (Price: 3.34),2025-02-28 (Price: 3.39),323/318/316 days,13.77% above/12.09% above/12.09% above,2020-11-08 (Price: 9.6808)/2025-03-02 (Price: 3.2008),5.66%/3.22%/4.85%,"41.61%, 51.08%",1.1 year/3.5 months/10 months,2026-09-26/2025-08-01/2026-05-10,-4.06%,-3.73%,-0.33%,-0.25,-0.19,3.2819/3.5544/4.01/7.985/12.7156/14.3053/No EMA 200 Target,2.78/3.3133/3.1474/No support/No F-Track Level/No F-Track Level/3.02,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
"BAC, Long, 2025-02-28 (Price: 46.1)",2025-12-31 (Price: 55.0),"19.31%, 10.2 months","76.92%, Past 20 years, 13","Monthly, is CONFIRMED on 2025-02-28",Already confirmed,"2026-01-12 (Price: 55.19), 19.72% above",10.6 months,"0, 2020-02-29 (Price: 28.5)",2024-12-31 (Price: 43.95),2025-02-28 (Price: 46.1),377/318/318 days,25.57% above/19.72% above/19.72% above,2020-02-29 (Price: 54.8024)/2025-02-28 (Price: 43.0714),30.69%/9.64%/18.15%,"25.08%, 44.87%",1.3 year/5 months/9 months,2027-01-06/2025-10-03/2026-03-26,4.68%,2.37%,2.31%,0.29,0.18,53.6973/54.4672/56.66/48.96/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,26.34/22.67/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/42.38,95.24%/63/1 year (Across ALL Assets),74.68%/158/8.8 months (Across ALL Assets)
"ATM.NZ, Long, 2025-02-28 (Price: 8.84)",2025-12-31 (Price: 10.78),"21.95%, 10.2 months","100.0%, Past 20 years, 8","Monthly, is CONFIRMED on 2025-02-28",Already confirmed,"2026-01-12 (Price: 10.68), 20.81% above",10.6 months,"0, 2020-02-29 (Price: 16.3)",2025-01-31 (Price: 6.44),2025-02-28 (Price: 8.84),346/318/318 days,65.84% above/20.81% above/20.81% above,2020-02-29 (Price: 23.4877)/2025-02-28 (Price: 6.0111),102.13%/45.63%/81.61%,"-0.0%, 48.4%",2.1 years/10.1 months/1.6 year,2028-02-28/2026-05-12/2027-06-12,19.84%,13.35%,6.49%,1.36,0.6,12.1833/16.0543/13.32/No Horizontal Resistance/21.86/25.8879/No EMA 200 Target,4.15/5.185/8.6495/8.0201/No F-Track Level/No F-Track Level/6.78,95.24%/63/1 year (Across ALL Assets),74.68%/158/8.8 months (Across ALL Assets)
"MSE.PA, Long, 2025-02-28 (Price: 59.36)",2026-01-12 (Price: 67.13) (Today),"13.09%, 10.6 months","100.0%, Past 20 years, 8","Monthly, is CONFIRMED on 2025-02-28",Already confirmed,"2026-01-12 (Price: 67.13), 13.09% above",10.6 months,"0, 2020-02-29 (Price: 32.4)",2025-02-28 (Price: 59.36),2025-02-28 (Price: 59.36),318/318/318 days,13.09% above/13.09% above/13.09% above,2020-02-29 (Price: 36.9416)/2025-02-28 (Price: 56.3799),11.99%/4.9%/8.12%,"-0.0%, 28.4%",1.7 year/5 months/11.9 months,2027-08-03/2025-10-03/2026-07-30,5.39%,1.99%,3.4%,0.77,-0.0,60.7728/64.18/75.54/No Horizontal Resistance/58.4776/81.1364/No EMA 200 Target,52.08/33.57/44.4738/35.8188/No F-Track Level/No F-Track Level/53.71,95.24%/63/1 year (Across ALL Assets),74.68%/158/8.8 months (Across ALL Assets)
"FBU.NZ, Long, 2025-02-23 (Price: 3.34)",2026-01-04 (Price: 3.68),"10.18%, 10.5 months","88.89%, Past 10 years, 18","Weekly, is CONFIRMED on 2025-02-21",Already confirmed,"2026-01-12 (Price: 3.8), 13.77% above",10.8 months,"2, 2024-08-11 (Price: 3.1)",2025-02-16 (Price: 3.18),2025-02-23 (Price: 3.34),330/323/323 days,19.5% above/13.77% above/13.77% above,2024-08-11 (Price: 3.5475)/2025-02-23 (Price: 2.985),5.66%/3.22%/4.85%,"41.61%, 51.08%",1.1 year/3.5 months/10 months,2026-09-19/2025-07-25/2026-05-03,-4.06%,-3.73%,-0.33%,-0.25,-0.19,3.2335/3.502/3.48/7.985/12.7156/14.3053/No EMA 200 Target,2.78/3.3133/3.1474/No support/No F-Track Level/No F-Track Level/3.03,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
