Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Current Trading Date/Price[$], Current Price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/Moving Avg) [$],"Win Rate [%], History Tested, Number of Trades","Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
PULSEGAUGE,"INDY, Long, 2025-07-06 (Price: 54.46)",Weekly,No Exit Yet,No Price Target,2025-11-26 (Min),3.92%/13.18%,"-1.18%, 4.8 months","2025-11-27 (Price: 53.82), 1.18% below",55.9304 (Historic Rise or Fall to Pivot)/66.1417 (Avg % Gain of Historic Winning trades)/60.9145 (Exit Rule)/60.9145 (F-Stack 1)/68.1277 (F-Stack 2)/68.1295 (Backtested Best)/65.4065 (Backtested Worst),2026-07-16 (Max)/2026-04-01 (Avg),47.57/40.73/48.7816/37.969/No F-Track Level/No F-Track Level/51.95,"90.0%, Past 16 years, 10",No Information,No Information,No Information,No Information,No Information,No Information,25.1%/20.1%/21.45%,"15.01%, 16.13%",8.6 months/3.3 months/6.2 months,19.26%,4.76%,14.5%,0.58,0.13,73.47%/49/5.2 months (Across ALL Assets),72.58%/124/4.9 months (Across ALL Assets)
PULSEGAUGE,"BTC-USD, Long, 2025-07-06 (Price: 109232.0703)",Weekly,2025-11-23 (Price: 86805.0078),No Price Target,2025-11-26 (Max),34.57%/43.83%,"-16.24%, 4.8 months","2025-11-27 (Price: 91496.7969), 16.24% below",123126.3896 (Historic Rise or Fall to Pivot)/136987.9394 (Avg % Gain of Historic Winning trades)/145442.5016 (Backtested Best)/131602.7983 (Backtested Worst),No Next Date Target,78214.48/18304.4229/87809.6423/72214.6916/No F-Track Level/No F-Track Level/No Moving Avg Support,"87.5%, Past 11 years, 8",No Information,No Information,No Information,No Information,No Information,No Information,33.15%/20.48%/25.41%,"15.02%, 15.64%",3.3 months/9 days/1.5 month,144.79%,63.87%,80.93%,0.46,1.51,73.47%/49/5.2 months (Across ALL Assets),72.58%/124/4.9 months (Across ALL Assets)
FRACTAL TRACK,"SJ.TO, Long, 2025-06-30 (Price: 78.49)",Monthly,No Exit Yet,87.5007 (Historic Rise or Fall to Pivot),No Date Target,9.32%/41.76%,"10.74%, 5 months","2025-11-27 (Price: 86.92), 10.74% above",986.7527 (Avg % Gain of Historic Winning trades)/135.41 (Exit Rule)/95.0177 (F-Stack 1)/123.2166 (F-Stack 2)/5851.4295 (Backtested Best),2040-03-26 (Max)/2026-02-06 (Min)/2030-06-02 (Avg),67.6/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/75.55,"100.0%, Past 31 years, 16",No Information,No Information,No Information,"38.2% (Price: 61.7578), 40.74% above, Upmove Bounce Back","2009-03-31 (Price: 3.125), 2024-07-31 (Price: 98.0)",No Information,7355.0%/9.52%/1157.17%,"-0.0%, 70.23%",10.3 years/5.1 months/3.5 years,13.79%,17.66%,-3.88%,0.26,0.62,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
TRENDPULSE,"FSF.NZ, Long, 2025-06-30 (Price: 6.58)",Monthly,2025-11-27 (Price: 7.7) (Today),No Price Target,No Date Target,9.46%/10.79%,"17.02%, 5 months","2025-11-27 (Price: 7.7), 17.02% above",8.4283 (Avg % Gain of Historic Winning trades)/8.67 (Exit Rule)/8.5311 (F-Stack 1)/12.0421 (F-Stack 2)/9.4791 (Backtested Best),2026-12-17 (Max)/2026-01-04 (Min)/2026-05-23 (Avg),3.0/2.942/6.3611/26.9153/No F-Track Level/No F-Track Level/5.37,"100.0%, Past 20 years, 9",No Information,No Information,No Information,No Information,No Information,25.2% above/17.02% above/17.02% above,44.06%/6.89%/28.09%,"-0.0%, 15.01%",1.0 year/4.3 months/7.5 months,27.24%,1.15%,26.09%,1.21,-0.07,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"HDFCBANK.NS, Long, 2025-06-29 (Price: 1007.45)",Weekly,No Exit Yet,No Price Target,2025-11-26 (Avg),0.74%/5.61%,"0.34%, 5.0 months","2025-11-27 (Price: 1010.85), 0.34% above",1071.1208 (Historic Rise or Fall to Pivot)/1067.5948 (Avg % Gain of Historic Winning trades)/1152.92 (Exit Rule)/1263.3223 (F-Stack 1)/2016.6114 (F-Stack 2)/1127.2358 (Backtested Best)/1018.3305 (Backtested Worst),2026-11-23 (Max),818.38/640.9/797.7641/510.0332/No F-Track Level/No F-Track Level/892.58,"100.0%, Past 10 years, 31",No Information,No Information,No Information,No Information,No Information,2.9% above/0.34% above/0.34% above,11.89%/1.08%/5.97%,"-0.0%, 23.57%",11.8 months/19 days/3.5 months,11.86%,15.07%,-3.2%,1.45,0.63,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
TRENDPULSE,"CEN.NZ, Long, 2025-06-01 (Price: 9.16)",Weekly,2025-11-23 (Price: 9.6),9.6519 (Avg % Gain of Historic Winning trades),No Date Target,10.38%/16.93%,"5.13%, 6.0 months","2025-11-27 (Price: 9.63), 5.13% above",11.2606 (F-Stack 1)/15.4512 (F-Stack 2)/10.6293 (Backtested Best),2026-03-23 (Max),8.52/6.86/8.6706/33.2031/No F-Track Level/No F-Track Level/8.87,"100.0%, Past 10 years, 26",No Information,No Information,No Information,No Information,No Information,5.13% above/5.13% above/5.13% above,16.04%/1.09%/5.37%,"-0.0%, 16.12%",6.8 months/24 days/2.6 months,15.41%,3.65%,11.76%,1.66,0.08,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
TRENDPULSE,"TD.TO, Long, 2025-05-31 (Price: 94.77)",Monthly,2025-10-31 (Price: 115.16),116.24 (Exit Rule)/115.1645 (Backtested Best),No Date Target,9.83%/29.78%,"23.62%, 6 months","2025-11-26 (Price: 117.15), 23.62% above",128.6672 (F-Stack 1)/152.0396 (F-Stack 2),2026-09-16 (Max)/2026-02-28 (Avg),75.2/73.6233/83.3451/69.6282/No F-Track Level/No F-Track Level/82.55,"88.24%, Past 20 years, 17",No Information,No Information,No Information,No Information,No Information,32.99% above/23.62% above/23.62% above,21.52%/1.04%/11.02%,"18.56%, 26.48%",10.9 months/2.9 months/6.3 months,7.3%,7.14%,0.16%,0.86,0.25,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"BTC-USD, Long, 2025-05-31 (Price: 104638.0938)",Monthly,No Exit Yet,No Price Target,2025-11-28 (Avg),48.75%/69.6%,"-12.56%, 6 months","2025-11-27 (Price: 91496.7969), 12.56% below",290297.4636 (Historic Rise or Fall to Pivot)/332895.6316 (Avg % Gain of Historic Winning trades)/161744.31 (Exit Rule)/136097.3501 (F-Stack 2)/468339.1802 (Backtested Best)/155178.2931 (Backtested Worst),2025-12-06 (Max)/2025-11-28 (Avg),16547.5/18304.4229/88806.9363/81023.3741/No F-Track Level/No F-Track Level/94736.72,"100.0%, Past 20 years, 6",No Information,No Information,No Information,No Information,No Information,2.88% below/12.56% below/12.56% below,347.58%/48.3%/218.14%,"-0.0%, 15.0%",4.4 months/3.6 months/4.2 months,256.42%,64.47%,191.95%,1.22,1.44,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"DOL.TO, Long, 2025-05-31 (Price: 176.5)",Monthly,No Exit Yet,201.8101 (Avg % Gain of Historic Winning trades),No Date Target,8.72%/15.11%,"14.69%, 6 months","2025-11-26 (Price: 202.42), 14.69% above",233.0 (Exit Rule)/294.0831 (F-Stack 2)/220.0779 (Backtested Best),2026-06-11 (Max)/2026-01-24 (Avg),39.04/45.99/132.3972/94.2286/No F-Track Level/No F-Track Level/147.05,"100.0%, Past 20 years, 12",No Information,No Information,No Information,No Information,No Information,14.69% above/14.69% above/14.69% above,24.69%/2.92%/14.34%,"-0.0%, 12.12%",8.7 months/3.6 months/5.5 months,19.68%,27.97%,-8.29%,1.55,1.28,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"SONY, Long, 2025-03-31 (Price: 25.39)",Monthly,No Exit Yet,29.38 (Exit Rule),No Date Target,12.95%/14.23%,"14.53%, 8.0 months","2025-11-26 (Price: 29.08), 14.53% above",32.8445 (Avg % Gain of Historic Winning trades)/33.2191 (F-Stack 1)/35.3948 (F-Stack 2)/37.6204 (Backtested Best),2026-10-16 (Max)/2026-02-03 (Avg),16.47/14.992/24.8529/22.354/No F-Track Level/No F-Track Level/19.99,"75.0%, Past 20 years, 20",No Information,No Information,No Information,No Information,No Information,32.12% above/14.53% above/14.53% above,48.17%/7.34%/29.36%,"31.07%, 31.13%",1.1 year/3.6 months/7.1 months,10.26%,2.49%,7.77%,0.63,0.12,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
BAND MATRIX,"SPY, Long, 2025-03-23 (Price: 563.98)",Weekly,No Exit Yet,691.72 (Exit Rule),No Date Target,5.26%/20.47%,"20.51%, 8.3 months","2025-11-27 (Price: 679.68), 20.51% above",818.7862 (Avg % Gain of Historic Winning trades)/969.1148 (F-Stack 2)/949.5167 (Backtested Best)/715.465 (Backtested Worst),2028-08-18 (Max)/2027-01-02 (Min)/2027-12-11 (Avg),562.81/321.605/415.8599/285.255/No F-Track Level/No F-Track Level/No Moving Avg Support,"100.0%, Past 15 years, 5",No Information,No Information,No Information,No Information,No Information,No Information,68.36%/26.86%/45.18%,"-0.0%, 21.14%",2.4 years/1.2 year/1.9 year,12.5%,12.01%,0.49%,1.29,0.57,100.0%/5/1.5 year (Across ALL Assets),80.68%/88/9.5 months (Across ALL Assets)
BAND MATRIX,"SOXX, Long, 2025-03-16 (Price: 201.12)",Weekly,2025-11-23 (Price: 270.83),301.3628 (F-Stack 2),No Date Target,13.15%/96.32%,"44.88%, 8.5 months","2025-11-27 (Price: 291.39), 44.88% above",329.7161 (Avg % Gain of Historic Winning trades)/572.0657 (Backtested Best),2028-07-27 (Max)/2026-01-19 (Min)/2027-01-08 (Avg),198.39/95.6666/161.2/103.2303/No F-Track Level/No F-Track Level/No Moving Avg Support,"100.0%, Past 15 years, 6",No Information,No Information,No Information,No Information,No Information,No Information,184.44%/3.33%/63.94%,"-0.0%, 33.46%",2.4 years/7.1 months/1.3 year,18.84%,20.64%,-1.8%,0.8,0.78,100.0%/5/1.5 year (Across ALL Assets),80.68%/88/9.5 months (Across ALL Assets)
BAND MATRIX,"NA.TO, Long, 2025-02-23 (Price: 124.43)",Weekly,No Exit Yet,165.2679 (Avg % Gain of Historic Winning trades),No Date Target,12.47%/19.91%,"34.81%, 9.2 months","2025-11-27 (Price: 167.74), 34.81% above",188.6608 (F-Stack 1)/207.1743 (F-Stack 2)/201.1287 (Backtested Best),2028-12-05 (Max)/2025-12-08 (Min)/2027-03-13 (Avg),106.39/73.9933/119.9028/88.8057/No F-Track Level/No F-Track Level/No Moving Avg Support,"100.0%, Past 15 years, 6",No Information,No Information,No Information,No Information,No Information,No Information,61.64%/4.69%/32.82%,"-0.0%, 42.56%",2.6 years/6.6 months/1.4 year,11.98%,10.84%,1.14%,1.17,0.44,100.0%/5/1.5 year (Across ALL Assets),80.68%/88/9.5 months (Across ALL Assets)
TRENDPULSE,"AIA.NZ, Long, 2025-01-31 (Price: 8.64)",Monthly,No Exit Yet,No Price Target,2025-12-02 (Avg),8.13%/8.56%,"-7.41%, 10 months","2025-11-27 (Price: 8.0), 7.41% below",8.7558 (Historic Rise or Fall to Pivot)/9.326 (Avg % Gain of Historic Winning trades)/8.65 (Exit Rule)/8.9117 (Horizontal)/11.1706 (F-Stack 1)/12.8535 (F-Stack 2)/10.9184 (Backtested Best)/8.6849 (Backtested Worst),2027-01-23 (Max)/2025-12-02 (Avg),7.3/7.0017/7.3934/6.6643/No F-Track Level/No F-Track Level/7.76,"88.24%, Past 20 years, 17",No Information,No Information,No Information,No Information,No Information,7.41% below/7.41% below/7.41% below,26.37%/0.52%/7.94%,"22.94%, 49.34%",1.4 year/3.6 months/7.0 months,4.72%,8.05%,-3.33%,0.41,0.3,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"ASHR, Long, 2024-10-06 (Price: 32.82)",Weekly,2025-11-27 (Price: 32.3),No Price Target,No Date Target,5.41%/9.91%,"-1.58%, 1.2 year","2025-11-26 (Price: 32.3), 1.58% below",34.0475 (Historic Rise or Fall to Pivot)/36.4171 (Avg % Gain of Historic Winning trades)/35.5 (Exit Rule)/39.9467 (Horizontal)/60.2967 (F-Stack 1)/80.3432 (F-Stack 2)/40.9298 (Backtested Best),No Next Date Target,22.46/23.852/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/23.97,"75.76%, Past 10 years, 33",No Information,No Information,No Information,No Information,No Information,18.19% above/1.58% below/1.58% below,24.71%/0.16%/10.96%,"38.84%, 52.68%",7.3 months/19 days/3.2 months,2.29%,2.49%,-0.19%,0.16,0.06,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
OSCILLATOR DELTA,"BRK-B, Short, 2025-11-19 (Price: 501.26)",Daily,2025-11-20 (Price: 501.12),No Price Target,2025-11-24 (Avg),-47.56%/-12.02%,"-1.99%, 5 days","2025-11-26 (Price: 511.23), 1.99% above",497.2499 (Historic Rise or Fall to Pivot)/495.9968 (Avg % Gain of Historic Winning trades)/496.62 (Exit Rule)/268.082 (Horizontal)/491.88 (F-Stack 1)/449.7662 (F-Stack 2)/497.38 (Moving Avg),2025-12-13 (Max),No Recent Maxima/268.082/491.88/449.7662/No F-Track Level/No F-Track Level/No Moving Avg Support,"89.8%, Past 6 years, 49",No Information,No Information,No Information,No Information,No Information,No Information,4.28%/0.01%/1.05%,"4.75%, 6.36%",17 days/1 day/4 days,25.34%,5.1%,20.24%,0.17,0.56,83.33%/18/4 days (Across ALL Assets),62.86%/35/4 days (Across ALL Assets)
TRENDPULSE,"TRI.TO, Short, 2025-09-30 (Price: 216.1)",Monthly,No Exit Yet,186.14 (Exit Rule),No Date Target,-37.88%/-30.24%,"12.93%, 1.9 month","2025-11-26 (Price: 188.16), 12.93% below",170.1787 (Avg % Gain of Historic Winning trades)/116.89 (Horizontal)/131.2534 (F-Stack 2),2026-04-07 (Max)/2026-03-05 (Min)/2026-03-18 (Avg),278.08/116.89/193.124/131.2534/No F-Track Level/No F-Track Level/250.82,"88.89%, Past 20 years, 9",No Information,No Information,No Information,No Information,No Information,22.86% below/12.93% below/12.93% below,25.37%/7.99%/21.25%,"21.18%, 25.96%",4.4 months/3.6 months/3.9 months,35.0%,5.4%,29.6%,0.54,0.45,100.0%/1/9.4 months (Across ALL Assets),0.0%/4/3.7 months (Across ALL Assets)
