Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Exit Signal Date/Price[$],"Current Trading Date/Price[$], Current Price vs Signal]","Win Rate [%], History Tested, Number of Trades",Next Two Target % from Latest Trading Price,"% Gain, Holding Period (days)",Backtested Returns(Win Trades) [%] (Best/Worst/Avg),Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Current Mark to Market and Holding Period,"Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date (Farthest./Earliest./Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2) [$],Moving Average (50-days/200-days),Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
PULSEGAUGE,"META, Long, 2025-07-06 (Price: 719.01)",Weekly,No Price Target,2025-11-19 (Farthest),2025-11-12 (Price: 609.01) (Today),"2025-11-12 (Price: 609.01), 15.3% below","100.0%, Past 13 years, 10",38.34%/38.34%,"-15.3%, 92 days",27.47%/20.35%/22.69%,882.1534 (Avg % Gain of Historic Winning trades)/842.484 (Exit Rule)/842.484 (F-Stack 1)/1305.5879 (F-Stack 2)/916.5220469999999 (Backtested Best)/865.328535 (Backtested Worst)/882.1533690000001 (Backtested Avg),2025-11-19 (Farthest),"-15.3%, 92 days","Weekly, was CONFIRMED on 2025-07-06",No Cancellation Possible,"2025-11-12 (Price: 609.01), 15.3% below",92 days,No Information,No Information,No Information,No Information,No Information,No Information,"-0.0%, 16.89%",94 days/34 days/67 days,2025-11-19/2025-08-24/2025-10-11,78.09%,22.84%,55.25%,1.02,0.73,773.511/882.1534/842.484/No Horizontal Resistance/842.484/1305.5879,501.48/241.8667/556.264/3267.3398/No F-Track Level/No F-Track Level,719.36/678.18,73.47%/49/155 days (Across ALL Assets),72.58%/124/147 days (Across ALL Assets)
PULSEGAUGE,"AMZN, Long, 2025-07-06 (Price: 223.41)",Weekly,No Price Target,2025-11-07 (Avg),No Exit Yet,"2025-11-12 (Price: 244.2), 9.31% above","88.24%, Past 25 years, 17",10.45%/12.22%,"9.31%, 92 days",27.18%/20.73%/22.66%,274.0347 (Avg % Gain of Historic Winning trades)/317.6152 (Exit Rule)/317.6152 (F-Stack 1)/339.3352 (F-Stack 2)/284.132838 (Backtested Best)/269.722893 (Backtested Worst)/274.03470599999997 (Backtested Avg),2026-01-16 (Farthest),"9.31%, 92 days","Weekly, was CONFIRMED on 2025-07-06",No Cancellation Possible,"2025-11-12 (Price: 244.2), 9.31% above",92 days,No Information,No Information,No Information,No Information,No Information,No Information,"24.5%, 33.17%",134 days/24 days/86 days,2026-01-16/2025-08-09/2025-11-07,21.67%,22.05%,-0.38%,0.38,0.68,229.9783/274.0347/317.6152/No Horizontal Resistance/317.6152/339.3352,171.0/86.995/213.1321/193.0625/No F-Track Level/No F-Track Level,228.61/215.08,73.47%/49/155 days (Across ALL Assets),72.58%/124/147 days (Across ALL Assets)
PULSEGAUGE,"SJ.TO, Long, 2025-07-06 (Price: 78.82)",Weekly,84.9567 (Horizontal),2025-11-13 (Avg),No Exit Yet,"2025-11-12 (Price: 85.27), 8.18% above","76.47%, Past 25 years, 17",11.43%/11.43%,"8.18%, 92 days",30.16%/21.82%/24.74%,98.3201 (Avg % Gain of Historic Winning trades)/95.0177 (Exit Rule)/95.0177 (F-Stack 1)/123.2166 (F-Stack 2)/102.592112 (Backtested Best)/96.01852399999999 (Backtested Worst)/98.32006799999999 (Backtested Avg),2025-12-18 (Farthest)/2025-11-13 (Avg),"8.18%, 92 days","Weekly, was CONFIRMED on 2025-07-06",No Cancellation Possible,"2025-11-12 (Price: 85.27), 8.18% above",92 days,No Information,No Information,No Information,No Information,No Information,No Information,"19.57%, 28.14%",114 days/34 days/90 days,2025-12-18/2025-08-24/2025-11-13,3.96%,21.39%,-17.43%,0.12,0.74,81.5708/98.3201/95.0177/84.9567/95.0177/123.2166,65.75/38.015/66.807/60.0601/No F-Track Level/No F-Track Level,79.9/74.86,73.47%/49/155 days (Across ALL Assets),72.58%/124/147 days (Across ALL Assets)
PULSEGAUGE,"JPM, Long, 2025-07-06 (Price: 296.0)",Weekly,319.2952 (Historic Rise or Fall to Pivot),No Date Target,No Exit Yet,"2025-11-12 (Price: 320.41), 8.25% above","94.12%, Past 25 years, 17",2.66%/11.34%,"8.25%, 92 days",26.76%/20.52%/22.85%,363.636 (Avg % Gain of Historic Winning trades)/328.9175 (F-Stack 2)/375.2096 (Backtested Best)/356.73920000000004 (Backtested Worst)/363.63599999999997 (Backtested Avg),2026-06-17 (Farthest)/2026-01-03 (Avg),"8.25%, 92 days","Weekly, was CONFIRMED on 2025-07-06",No Cancellation Possible,"2025-11-12 (Price: 320.41), 8.25% above",92 days,No Information,No Information,No Information,No Information,No Information,No Information,"17.93%, 27.97%",239 days/9 days/125 days,2026-06-17/2025-07-19/2026-01-03,27.03%,8.07%,18.96%,0.6,0.3,319.2952/363.636/300.9735/No Horizontal Resistance/300.9735/328.9175,210.28/125.7575/287.5071/275.691/No F-Track Level/No F-Track Level,307.23/276.79,73.47%/49/155 days (Across ALL Assets),72.58%/124/147 days (Across ALL Assets)
FRACTAL TRACK,"PG, Long, 2025-06-30 (Price: 159.32)",Monthly,No Price Target,2025-11-03 (Earliest),No Exit Yet,"2025-11-12 (Price: 148.01), 7.1% below","88.46%, Past 38 years, 52",10.11%/13.51%,"-7.1%, 97 days",1121.73%/2.29%/92.74%,168.0029 (Historic Rise or Fall to Pivot)/307.0734 (Avg % Gain of Historic Winning trades)/194.27 (Exit Rule)/179.4533 (Horizontal)/186.6499 (F-Stack 1)/209.3631 (F-Stack 2)/1946.460236 (Backtested Best)/162.968428 (Backtested Worst)/307.07336799999996 (Backtested Avg),2044-08-16 (Farthest)/2030-01-22 (Avg),"-7.1%, 97 days","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2025-11-12 (Price: 148.01), 7.1% below",97 days,No Information,No Information,No Information,"38.2% (Price: 158.1785), 6.43% below, Upmove Bounce Back","2022-10-31 (Price: 122.18), 2024-11-30 (Price: 180.43)",No Information,"29.44%, 48.2%",4824 days/87 days/1151 days,2044-08-16/2025-11-03/2030-01-22,2.9%,7.56%,-4.67%,0.23,0.28,168.0029/307.0734/194.27/179.4533/186.6499/209.3631,126.25/121.86/140.2317/117.5404/No F-Track Level/No F-Track Level,152.3/160.22,84.44%/45/1293 days (Across ALL Assets),76.0%/100/206 days (Across ALL Assets)
FRACTAL TRACK,"TD.TO, Long, 2025-06-30 (Price: 100.16)",Quarterly,115.244096 (Backtested Worst),No Date Target,No Exit Yet,"2025-11-12 (Price: 115.89), 15.7% above","100.0%, Past 53 years, 11",11.03%/17.53%,"15.7%, 97 days",71.52%/15.06%/41.04%,141.2657 (Avg % Gain of Historic Winning trades)/136.2 (Exit Rule)/128.6672 (F-Stack 1)/152.0396 (F-Stack 2)/171.79443199999997 (Backtested Best)/141.26566400000002 (Backtested Avg),2032-09-25 (Farthest)/2028-05-03 (Earliest)/2030-01-30 (Avg),"15.7%, 97 days","Quarterly, was CONFIRMED on 2025-06-30",Already confirmed,"2025-11-12 (Price: 115.89), 15.7% above",97 days,No Information,No Information,No Information,"61.8% (Price: 71.9567), 61.06% above, Upmove Bounce Back","2020-03-31 (Price: 49.01), 2022-03-31 (Price: 109.08)",No Information,"-0.0%, 23.77%",1826 days/717 days/1157 days,2032-09-25/2028-05-03/2030-01-30,5.49%,10.52%,-5.02%,0.61,0.4,107.7221/141.2657/136.2/No Horizontal Resistance/128.6672/152.0396,75.2/73.6233/83.3451/69.6282/No F-Track Level/No F-Track Level,110.76/96.74,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
TRENDPULSE,"FSF.NZ, Long, 2025-06-30 (Price: 6.58)",Monthly,No Price Target,No Date Target,2025-11-12 (Price: 8.19) (Today),"2025-11-12 (Price: 8.19), 24.47% above","100.0%, Past 20 years, 9",2.91%/2.91%,"24.47%, 97 days",44.06%/6.89%/28.09%,8.4283 (Avg % Gain of Historic Winning trades)/8.67 (Exit Rule)/8.5311 (F-Stack 1)/12.0421 (F-Stack 2)/9.479148 (Backtested Best)/8.428322 (Backtested Avg),2026-12-17 (Farthest)/2026-01-04 (Earliest)/2026-05-23 (Avg),"24.47%, 97 days","Monthly, is CONFIRMED on 2025-06-30",Already confirmed,"2025-11-12 (Price: 8.19), 24.47% above",97 days,No Information,No Information,No Information,No Information,No Information,33.17% above/24.47% above/24.47% above,"-0.0%, 15.01%",370 days/130 days/226 days,2026-12-17/2026-01-04/2026-05-23,27.24%,1.15%,26.09%,1.21,-0.07,7.596/8.4283/8.67/No Horizontal Resistance/8.5311/12.0421,3.0/2.942/6.3611/26.9153/No F-Track Level/No F-Track Level,6.09/5.37,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
FRACTAL TRACK,"SJ.TO, Long, 2025-06-30 (Price: 78.49)",Monthly,84.9567 (Horizontal)/85.96224799999999 (Backtested Worst),No Date Target,No Exit Yet,"2025-11-12 (Price: 85.27), 8.64% above","100.0%, Past 31 years, 16",2.62%/11.43%,"8.64%, 97 days",7355.0%/9.52%/1157.17%,87.5007 (Historic Rise or Fall to Pivot)/986.7527 (Avg % Gain of Historic Winning trades)/135.41 (Exit Rule)/95.0177 (F-Stack 1)/123.2166 (F-Stack 2)/5851.429499999999 (Backtested Best)/986.7527329999999 (Backtested Avg),2040-03-26 (Farthest)/2026-02-06 (Earliest)/2030-06-02 (Avg),"8.64%, 97 days","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2025-11-12 (Price: 85.27), 8.64% above",97 days,No Information,No Information,No Information,"38.2% (Price: 61.7578), 38.07% above, Upmove Bounce Back","2009-03-31 (Price: 3.125), 2024-07-31 (Price: 98.0)",No Information,"-0.0%, 70.23%",3717 days/153 days/1242 days,2040-03-26/2026-02-06/2030-06-02,13.79%,17.66%,-3.88%,0.26,0.62,87.5007/986.7527/135.41/84.9567/95.0177/123.2166,67.6/38.015/66.807/60.0601/No F-Track Level/No F-Track Level,79.9/74.86,84.44%/45/1293 days (Across ALL Assets),76.0%/100/206 days (Across ALL Assets)
FRACTAL TRACK,"SOXX, Long, 2025-06-30 (Price: 238.7)",Monthly,No Price Target,No Date Target,2025-10-31 (Price: 306.55),"2025-11-12 (Price: 299.67), 25.54% above","100.0%, Past 24 years, 20",28.3%/46.03%,"25.54%, 97 days",232.86%/6.72%/83.33%,437.6087 (Avg % Gain of Historic Winning trades)/384.47 (Exit Rule)/794.53682 (Backtested Best)/437.60871 (Backtested Avg),2036-10-13 (Farthest)/2026-06-11 (Earliest)/2029-05-03 (Avg),"28.42%, 89 days","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2025-11-12 (Price: 299.67), 25.54% above",97 days,No Information,No Information,No Information,"50% (Price: 145.7634), 105.59% above, Upmove Bounce Back","2015-08-31 (Price: 24.2867), 2024-07-31 (Price: 267.24)",No Information,"-0.0%, 59.88%",2847 days/239 days/969 days,2036-10-13/2026-06-11/2029-05-03,6.92%,10.69%,-3.77%,0.53,0.39,278.5629/437.6087/384.47/239.6067/254.997/285.4342,183.84/95.6666/226.8328/161.2/No F-Track Level/No F-Track Level,280.44/232.32,84.44%/45/1293 days (Across ALL Assets),76.0%/100/206 days (Across ALL Assets)
FRACTAL TRACK,"ASHR, Long, 2025-06-30 (Price: 27.54)",Monthly,No Price Target,No Date Target,2025-11-12 (Price: 33.1) (Today),"2025-11-12 (Price: 33.1), 20.19% above","100.0%, Past 12 years, 8",8.88%/20.68%,"20.19%, 97 days",6.41%/6.41%/6.41%,36.04 (Exit Rule)/39.9467 (Horizontal)/60.2967 (F-Stack 1)/80.3432 (F-Stack 2),2026-03-07 (Farthest)/2026-03-07 (Farthest)/2026-03-07 (Farthest),"20.19%, 97 days","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2025-11-12 (Price: 33.1), 20.19% above",97 days,No Information,No Information,No Information,"88.6% (Price: 23.1742), 42.83% above, Upmove Bounce Back","2024-02-29 (Price: 21.56), 2024-10-31 (Price: 35.72)",No Information,"-0.0%, 12.65%",173 days/173 days/173 days,2026-03-07/2026-03-07/2026-03-07,9.59%,2.03%,7.56%,0.36,0.04,28.6196/29.3053/36.04/39.9467/60.2967/80.3432,25.82/23.36/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,32.58/28.67,84.44%/45/1293 days (Across ALL Assets),76.0%/100/206 days (Across ALL Assets)
BASELINEDIVERGENCE,"HDFCBANK.NS, Long, 2025-06-15 (Price: 958.8)",Weekly,No Price Target,2025-11-06 (Farthest),2025-11-09 (Price: 982.3),"2025-11-12 (Price: 989.5), 3.2% above","86.21%, Past 10 years, 29",3.22%/3.22%,"3.2%, 107 days",11.87%/0.05%/6.52%,1057.6523 (Historic Rise or Fall to Pivot)/1021.3138 (Avg % Gain of Historic Winning trades)/1098.0619 (Exit Rule)/1098.0619 (F-Stack 1)/1305.7899 (F-Stack 2)/1072.6095599999999 (Backtested Best)/1021.3137599999999 (Backtested Avg),No Next Date Target,"2.45%, 104 days","Weekly, was CONFIRMED on 2025-06-15",Already confirmed,"2025-11-12 (Price: 989.5), 3.2% above",107 days,No Information,"^NSEI, Normal Case",No Information,No Information,No Information,No Information,"1.95%, 12.56%",100 days/44 days/66 days,2025-11-06/2025-08-17/2025-09-18,59.88%,13.58%,46.3%,1.19,0.56,1057.6523/1021.3138/1098.0619/No Horizontal Resistance/1098.0619/1305.7899,818.38/640.9/765.1075/697.8792/No F-Track Level/No F-Track Level,976.62/947.38,88.89%/27/87 days (Across ALL Assets),85.45%/55/76 days (Across ALL Assets)
TRENDPULSE,"HDFCBANK.NS, Long, 2025-06-08 (Price: 989.35)",Weekly,No Price Target,2025-11-05 (Avg),No Exit Yet,"2025-11-12 (Price: 989.5), 0.02% above","100.0%, Past 10 years, 31",5.95%/5.95%,"0.02%, 112 days",11.89%/1.08%/5.97%,1051.8769 (Historic Rise or Fall to Pivot)/1048.4142 (Avg % Gain of Historic Winning trades)/1108.38 (Exit Rule)/1263.3223 (F-Stack 1)/2016.6114 (F-Stack 2)/1106.983715 (Backtested Best)/1048.414195 (Backtested Avg),2026-11-02 (Farthest),"0.02%, 112 days","Weekly, is CONFIRMED on 2025-06-06",Already confirmed,"2025-11-12 (Price: 989.5), 0.02% above",112 days,No Information,No Information,No Information,No Information,No Information,0.02% above/0.02% above/0.02% above,"-0.0%, 23.57%",354 days/19 days/104 days,2026-11-02/2025-07-05/2025-11-05,11.86%,15.07%,-3.2%,1.45,0.63,1051.8769/1048.4142/1108.38/No Horizontal Resistance/1263.3223/2016.6114,818.38/640.9/797.7641/510.0332/No F-Track Level/No F-Track Level,946.37/880.46,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
FRACTAL TRACK,"MEL.NZ, Long, 2025-05-31 (Price: 5.49)",Monthly,5.9808 (Avg % Gain of Historic Winning trades)/5.901201 (Backtested Worst)/5.980805999999999 (Backtested Avg),No Date Target,No Exit Yet,"2025-11-12 (Price: 5.94), 8.2% above","100.0%, Past 12 years, 12",1.85%/2.79%,"8.2%, 117 days",11.22%/7.49%/8.94%,6.05 (Historic Rise or Fall to Pivot)/6.77 (Exit Rule)/6.825 (Horizontal)/7.4565 (F-Stack 1)/8.4564 (F-Stack 2)/6.105978 (Backtested Best),2026-05-12 (Farthest)/2026-04-11 (Earliest)/2026-04-30 (Avg),"8.2%, 117 days","Monthly, was CONFIRMED on 2025-05-31",Already confirmed,"2025-11-12 (Price: 5.94), 8.2% above",117 days,No Information,No Information,No Information,"78.6% (Price: 5.2119), 13.97% above, Upmove Bounce Back","2023-10-31 (Price: 4.755), 2024-07-31 (Price: 6.89)",No Information,"-0.0%, 12.13%",239 days/218 days/231 days,2026-05-12/2026-04-11/2026-04-30,9.11%,11.3%,-2.19%,0.49,0.47,6.05/5.9808/6.77/6.825/7.4565/8.4564,5.48/4.3875/4.8318/4.5145/No F-Track Level/No F-Track Level,5.83/5.75,84.44%/45/1293 days (Across ALL Assets),76.0%/100/206 days (Across ALL Assets)
TRENDPULSE,"DOL.TO, Long, 2025-05-31 (Price: 176.5)",Monthly,No Price Target,2025-11-01 (Earliest),No Exit Yet,"2025-11-12 (Price: 191.26), 8.36% above","100.0%, Past 20 years, 12",1.51%/2.38%,"8.36%, 117 days",24.69%/2.92%/14.34%,195.8091 (Historic Rise or Fall to Pivot)/201.8101 (Avg % Gain of Historic Winning trades)/233.0 (Exit Rule)/194.1559 (F-Stack 1)/294.0831 (F-Stack 2)/220.07785 (Backtested Best)/201.8101 (Backtested Avg),2026-06-11 (Farthest)/2026-01-24 (Avg),"8.36%, 117 days","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2025-11-12 (Price: 191.26), 8.36% above",117 days,No Information,No Information,No Information,No Information,No Information,8.36% above/8.36% above/8.36% above,"-0.0%, 12.12%",260 days/107 days/165 days,2026-06-11/2025-11-01/2026-01-24,19.68%,27.97%,-8.29%,1.55,1.28,195.8091/201.8101/233.0/No Horizontal Resistance/194.1559/294.0831,39.04/45.99/132.3972/94.2286/No F-Track Level/No F-Track Level,164.56/147.05,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"TSLA, Long, 2025-05-31 (Price: 346.46)",Monthly,No Price Target,2025-11-03 (Earliest),No Exit Yet,"2025-11-12 (Price: 430.6), 24.29% above","87.5%, Past 20 years, 8",13.83%/53.3%,"24.29%, 117 days",283.01%/7.79%/143.71%,660.1102 (Historic Rise or Fall to Pivot)/844.3577 (Avg % Gain of Historic Winning trades)/490.132 (F-Stack 2)/1326.976446 (Backtested Best)/844.357666 (Backtested Avg),2027-04-23 (Farthest)/2026-06-30 (Avg),"24.29%, 117 days","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2025-11-12 (Price: 430.6), 24.29% above",117 days,No Information,No Information,No Information,No Information,No Information,52.61% above/24.29% above/24.29% above,"2.38%, 35.95%",478 days/108 days/273 days,2027-04-23/2025-11-03/2026-06-30,59.29%,43.43%,15.85%,0.74,1.06,660.1102/844.3577/367.54/408.5817/413.6779/490.132,175.79/167.4534/330.0827/262.8246/No F-Track Level/No F-Track Level,286.41/302.39,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"NFLX, Long, 2025-05-31 (Price: 1207.23)",Monthly,No Price Target,2025-11-04 (Earliest),No Exit Yet,"2025-11-12 (Price: 1157.5), 4.12% below","100.0%, Past 20 years, 23",20.39%/37.1%,"-4.12%, 117 days",89.5%/4.26%/34.89%,1586.9038 (Historic Rise or Fall to Pivot)/1628.4325 (Avg % Gain of Historic Winning trades)/1813.1 (Exit Rule)/1393.524 (F-Stack 2)/2287.70085 (Backtested Best)/1628.432547 (Backtested Avg),2027-10-30 (Farthest)/2026-05-20 (Avg),"-4.12%, 117 days","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2025-11-12 (Price: 1157.5), 4.12% below",117 days,No Information,No Information,No Information,No Information,No Information,2.28% above/4.12% below/4.12% below,"-0.0%, 41.87%",609 days/109 days/245 days,2027-10-30/2025-11-04/2026-05-20,18.95%,33.63%,-14.68%,1.3,0.92,1586.9038/1628.4325/1813.1/No Horizontal Resistance/1163.1821/1393.524,174.87/348.6633/1008.8519/864.7664/No F-Track Level/No F-Track Level,1057.5/891.91,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"HDB, Long, 2025-05-31 (Price: 37.695)",Monthly,No Price Target,2025-11-04 (Earliest),No Exit Yet,"2025-11-12 (Price: 36.48), 3.22% below","100.0%, Past 20 years, 19",6.5%/6.8%,"-3.22%, 117 days",71.58%/7.1%/23.84%,38.9616 (Historic Rise or Fall to Pivot)/46.6815 (Avg % Gain of Historic Winning trades)/42.95 (Exit Rule)/38.8512 (Horizontal)/40.717 (F-Stack 1)/47.4928 (F-Stack 2)/64.677081 (Backtested Best)/40.371345 (Backtested Worst)/46.681488 (Backtested Avg),2028-07-06 (Farthest)/2026-12-19 (Avg),"-3.22%, 117 days","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2025-11-12 (Price: 36.48), 3.22% below",117 days,No Information,No Information,No Information,No Information,No Information,3.22% below/3.22% below/3.22% below,"-0.0%, 63.31%",782 days/109 days/392 days,2028-07-06/2025-11-04/2026-12-19,13.12%,17.02%,-3.9%,1.11,0.59,38.9616/46.6815/42.95/38.8512/40.717/47.4928,26.75/25.82/32.7076/21.1884/No F-Track Level/No F-Track Level,35.08/32.11,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"BTC-USD, Long, 2025-05-31 (Price: 104638.0938)",Monthly,No Price Target,2025-12-06 (Farthest)/2025-11-03 (Earliest)/2025-11-28 (Avg),No Exit Yet,"2025-11-12 (Price: 101552.9219), 2.95% below","100.0%, Past 20 years, 6",34.02%/52.81%,"-2.95%, 117 days",347.58%/48.3%/218.14%,290297.4636 (Historic Rise or Fall to Pivot)/332895.6316 (Avg % Gain of Historic Winning trades)/161744.31 (Exit Rule)/136097.3501 (F-Stack 2)/468339.18023004 (Backtested Best)/155178.29310540002 (Backtested Worst)/332895.63161532 (Backtested Avg),2025-12-06 (Farthest)/2025-11-28 (Avg),"-2.95%, 117 days","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2025-11-12 (Price: 101552.9219), 2.95% below",117 days,No Information,No Information,No Information,No Information,No Information,7.8% above/2.95% below/2.95% below,"-0.0%, 15.0%",131 days/108 days/125 days,2025-12-06/2025-11-03/2025-11-28,256.42%,64.47%,191.95%,1.22,1.44,290297.4636/332895.6316/161744.31/108691.664/112399.9298/136097.3501,16547.5/18304.4229/88806.9363/81023.3741/No F-Track Level/No F-Track Level,98179.57/94736.72,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"HDFCBANK.NS, Long, 2025-05-31 (Price: 972.45)",Monthly,No Price Target,2025-11-01 (Earliest),No Exit Yet,"2025-11-12 (Price: 989.5), 1.75% above","90.0%, Past 20 years, 20",4.14%/10.67%,"1.75%, 117 days",54.15%/5.97%/24.32%,1095.0759 (Historic Rise or Fall to Pivot)/1208.9498 (Avg % Gain of Historic Winning trades)/1270.43 (Exit Rule)/1263.3223 (F-Stack 1)/2016.6114 (F-Stack 2)/1499.0316750000002 (Backtested Best)/1030.5052650000002 (Backtested Worst)/1208.9498400000002 (Backtested Avg),2026-07-13 (Farthest)/2026-03-15 (Avg),"1.75%, 117 days","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2025-11-12 (Price: 989.5), 1.75% above",117 days,No Information,No Information,No Information,No Information,No Information,1.75% above/1.75% above/1.75% above,"11.13%, 17.76%",282 days/107 days/199 days,2026-07-13/2025-11-01/2026-03-15,15.97%,19.29%,-3.32%,0.9,0.75,1095.0759/1208.9498/1270.43/No Horizontal Resistance/1263.3223/2016.6114,701.7/640.9/797.7641/510.0332/No F-Track Level/No F-Track Level,936.15/876.52,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"TD.TO, Long, 2025-05-31 (Price: 94.77)",Monthly,116.24 (Exit Rule)/115.164504 (Backtested Best),No Date Target,2025-10-31 (Price: 115.16),"2025-11-12 (Price: 115.89), 22.29% above","88.24%, Past 20 years, 17",11.03%/31.19%,"22.29%, 117 days",21.52%/1.04%/11.02%,128.6672 (F-Stack 1)/152.0396 (F-Stack 2),2026-09-16 (Farthest)/2026-02-28 (Avg),"21.52%, 109 days","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2025-11-12 (Price: 115.89), 22.29% above",117 days,No Information,No Information,No Information,No Information,No Information,31.56% above/22.29% above/22.29% above,"18.56%, 26.48%",327 days/86 days/189 days,2026-09-16/2025-10-02/2026-02-28,7.3%,7.14%,0.16%,0.86,0.25,103.9343/105.2137/116.24/No Horizontal Resistance/128.6672/152.0396,75.2/73.6233/83.3451/69.6282/No F-Track Level/No F-Track Level,87.04/82.55,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"GOOG, Long, 2025-05-31 (Price: 172.85)",Monthly,281.81463999999994 (Backtested Best),No Date Target,2025-10-31 (Price: 281.82),"2025-11-12 (Price: 287.43), 66.29% above","94.12%, Past 20 years, 17",No Next Target,"66.29%, 117 days",63.04%/1.54%/29.75%,No Next Target,2027-01-17 (Farthest)/2026-03-15 (Avg),"63.04%, 109 days","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2025-11-12 (Price: 287.43), 66.29% above",117 days,No Information,No Information,No Information,No Information,No Information,66.29% above/66.29% above/66.29% above,"3.21%, 18.92%",412 days/86 days/199 days,2027-01-17/2025-10-02/2026-03-15,22.75%,24.26%,-1.52%,1.49,0.85,188.7349/224.2729/233.69/No Horizontal Resistance/219.0619/240.3589,156.23/85.8978/138.1748/130.09/No F-Track Level/No F-Track Level,161.79/172.82,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
BAND MATRIX,"SPY, Long, 2025-03-23 (Price: 563.98)",Weekly,691.72 (Exit Rule),No Date Target,No Exit Yet,"2025-11-12 (Price: 683.38), 21.17% above","100.0%, Past 15 years, 5",4.7%/19.81%,"21.17%, 167 days",68.36%/26.86%/45.18%,818.7862 (Avg % Gain of Historic Winning trades)/969.1148 (F-Stack 2)/949.5167280000001 (Backtested Best)/715.465028 (Backtested Worst)/818.786164 (Backtested Avg),2028-08-18 (Farthest)/2027-01-02 (Earliest)/2027-12-11 (Avg),"21.17%, 167 days","Weekly, was CONFIRMED on 2025-03-23",No Cancellation Possible,"2025-11-12 (Price: 683.38), 21.17% above",167 days,No Information,No Information,No Information,No Information,No Information,No Information,"-0.0%, 21.14%",859 days/449 days/686 days,2028-08-18/2027-01-02/2027-12-11,12.5%,12.01%,0.49%,1.29,0.57,564.6568/818.7862/691.72/570.255/627.1849/969.1148,562.81/321.605/415.8599/285.255/No F-Track Level/No F-Track Level,667.53/612.47,100.0%/5/524 days (Across ALL Assets),80.68%/88/284 days (Across ALL Assets)
