Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today's Trading Date/Price[$], Today's price vs Signal",Trading Days between Signal and Today's Date,Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"ASML, Long, 2025-10-31 (Price: 1059.23)",2026-01-31 (Price: 1423.0),"34.34%, 3.1 months","92.31%, Past 30 years, 13","Monthly, was CONFIRMED on 2025-10-31",Already confirmed,"2026-02-03 (Price: 1441.39), 36.08% above",3.2 months,965.61,No Information,No Information,No Information,"38.2% (Price: 692.3064), 108.2% above, Upmove Bounce Back","2008-11-30 (Price: 16.4156), 2024-07-31 (Price: 1110.09)",No Information,30.95%/20.8%/23.81%,"6.56%, 49.5%",2.6 years/1 month/8.9 months,2029-07-17/2025-12-13/2026-11-21,12.71%,13.9%,-1.19%,1.74,0.62,1226.5883/1311.4327/1715.43/No Horizontal Resistance/1091.1724/1155.2236/No EMA 200 Target,662.63/561.385/1034.6774/832.8601/No F-Track Level/No F-Track Level/911.72,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
FRACTAL TRACK,"SJ.TO, Long, 2025-10-31 (Price: 79.61)",2026-02-03 (Price: 95.62) (Today),"20.11%, 3.2 months","100.0%, Past 31 years, 8","Monthly, was CONFIRMED on 2025-10-31",Already confirmed,"2026-02-03 (Price: 95.62), 20.11% above",3.2 months,79.32,No Information,No Information,No Information,"23.66% (Price: 74.8871), 27.69% above, Upmove Bounce Back","1996-10-31 (Price: 0.3125), 2024-07-31 (Price: 98.0)",No Information,42.38%/20.57%/27.92%,"-0.0%, 63.57%",4.1 years/2.1 months/1.7 year,2031-09-06/2026-01-30/2028-04-04,8.5%,12.52%,-4.02%,1.5,0.63,101.1286/101.8371/138.22/84.3925/95.0177/123.2166/79.91,67.6/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/No EMA 200 Support,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
TRENDPULSE,"ATZ.TO, Long, 2025-09-30 (Price: 84.18)",2026-02-03 (Price: 114.34),"35.83%, 4.2 months","100.0%, Past 20 years, 4","Monthly, is CONFIRMED on 2025-09-30",Already confirmed,"2026-02-02 (Price: 114.34), 35.83% above",4.2 months,80.71,No Information,No Information,No Information,No Information,No Information,39.07% above/35.83% above/35.83% above,9.72%/9.72%/9.72%,"-0.0%, 27.64%",7.1 months/7.1 months/7.1 months,2026-08-04 (Max),13.41%,14.86%,-1.45%,1.61,0.68,145.2947/92.3623/124.23/No Horizontal Resistance/99.4929/119.4832/No EMA 200 Target,21.57/32.3325/82.0832/66.1919/No F-Track Level/No F-Track Level/65.85,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"XIU.TO, Long, 2025-08-31 (Price: 42.76)",2026-01-31 (Price: 46.9),"9.68%, 5.1 months","76.92%, Past 20 years, 13","Monthly, is CONFIRMED on 2025-08-31",Already confirmed,"2026-02-02 (Price: 47.33), 10.69% above",5.2 months,40.71,No Information,No Information,No Information,No Information,No Information,10.69% above/10.69% above/10.69% above,12.69%/8.05%/10.4%,"6.95%, 19.49%",1.2 year/4 months/8.4 months,2027-05-18/2026-02-20/2026-08-31,6.01%,3.56%,2.45%,0.45,0.12,47.0446/47.207/53.49/No Horizontal Resistance/53.8646/79.5406/No EMA 200 Target,28.76/27.9467/37.996/28.1885/No F-Track Level/No F-Track Level/38.98,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"QQQ, Long, 2025-08-31 (Price: 570.4)",2026-01-31 (Price: 621.87),"9.02%, 5.1 months","100.0%, Past 20 years, 14","Monthly, is CONFIRMED on 2025-08-31",Already confirmed,"2026-02-02 (Price: 626.14), 9.77% above",5.2 months,558.83,No Information,No Information,No Information,No Information,No Information,9.77% above/9.77% above/9.77% above,16.45%/5.89%/12.27%,"-0.0%, 33.07%",10.2 months/5 months/7.4 months,2026-11-17/2026-04-05/2026-07-18,8.4%,6.82%,1.58%,1.2,0.37,649.1722/640.3881/735.71/No Horizontal Resistance/610.7303/836.2536/No EMA 200 Target,468.92/256.995/563.3658/526.8888/No F-Track Level/No F-Track Level/518.49,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"GS, Long, 2025-08-31 (Price: 745.25)",2026-02-03 (Price: 946.33),"26.98%, 5.2 months","100.0%, Past 20 years, 13","Monthly, is CONFIRMED on 2025-08-31",Already confirmed,"2026-02-02 (Price: 946.33), 26.98% above",5.2 months,710.51,No Information,No Information,No Information,No Information,No Information,33.71% above/26.98% above/26.98% above,53.25%/7.0%/28.8%,"-0.0%, 34.98%",2.5 years/4 months/1.1 year,2029-03-26/2026-02-20/2027-03-27,10.95%,5.86%,5.09%,1.01,0.3,898.0263/959.882/1064.37/No Horizontal Resistance/794.5775/931.1482/No EMA 200 Target,303.61/288.555/634.5288/521.2487/No F-Track Level/No F-Track Level/618.35,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"VGT, Long, 2025-08-31 (Price: 697.02)",2026-01-31 (Price: 747.92),"7.3%, 5.1 months","100.0%, Past 20 years, 17","Monthly, is CONFIRMED on 2025-08-31",Already confirmed,"2026-02-02 (Price: 753.05), 8.04% above",5.2 months,683.16,No Information,No Information,No Information,No Information,No Information,8.04% above/8.04% above/8.04% above,27.2%/4.39%/15.02%,"-0.0%, 51.21%",1.4 year/4.1 months/8 months,2027-08-29/2026-02-23/2026-08-13,6.44%,9.1%,-2.66%,1.52,0.57,820.1137/801.7124/918.34/No Horizontal Resistance/702.1644/946.1588/No EMA 200 Target,542.38/311.83/626.0547/551.3644/No F-Track Level/No F-Track Level/618.84,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
FRACTAL TRACK,"SJ.TO, Long, 2025-08-24 (Price: 78.13)",2026-02-01 (Price: 91.3),"16.86%, 5.4 months","92.31%, Past 20 years, 13","Weekly, was CONFIRMED on 2025-08-24",Already confirmed,"2026-02-03 (Price: 95.62), 22.39% above",5.4 months,76.84,No Information,No Information,No Information,"23.66% (Price: 74.9138), 27.64% above, Upmove Bounce Back","1999-03-07 (Price: 0.425), 2024-07-28 (Price: 98.0)",No Information,21.37%/7.04%/15.95%,"14.17%, 49.7%",7.2 years/1.2 month/1.3 year,2035-12-04/2025-10-15/2027-07-02,8.85%,12.31%,-3.46%,1.52,0.64,86.9118/90.5917/136.68/84.3925/95.0177/123.2166/79.91,76.98/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/No EMA 200 Support,94.55%/55/1.5 year (Across ALL Assets),74.31%/144/5.2 months (Across ALL Assets)
BAND MATRIX,"DBC, Long, 2025-08-05 (Price: 21.82)",2026-02-02 (Price: 23.54) (Today),"7.88%, 6 months","83.33%, Past 5 years, 6","Daily, was CONFIRMED on 2025-08-05",No Cancellation Possible,"2026-02-02 (Price: 23.54), 7.88% above",6 months,21.94,No Information,No Information,No Information,No Information,No Information,No Information,26.23%/6.43%/15.25%,"18.84%, 24.85%",3.5 months/2 months/2.6 months,2026-01-04/2025-10-30/2025-11-25,10.2%,6.83%,3.37%,0.41,0.39,24.3991/25.1476/24.77/28.58/60.6441/65.878/22.35,21.8/19.55/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,82.61%/69/4.1 months (Across ALL Assets),75.98%/254/3.7 months (Across ALL Assets)
TRENDPULSE,"AMD, Long, 2025-07-31 (Price: 176.31)",2026-02-03 (Price: 246.27),"39.68%, 6.2 months","100.0%, Past 20 years, 16","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2026-02-02 (Price: 246.27), 39.68% above",6.2 months,138.77,No Information,No Information,No Information,No Information,No Information,122.41% above/39.68% above/39.68% above,190.68%/42.09%/124.49%,"-0.0%, 58.95%",2.5 years/5.1 months/9.6 months,2029-02-23/2026-03-09/2026-09-21,26.16%,7.99%,18.17%,1.24,0.48,342.059/395.7983/178.82/No Horizontal Resistance/219.0648/251.3512/No EMA 200 Target,97.35/73.114/170.075/140.6278/No F-Track Level/No F-Track Level/123.49,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
FRACTAL TRACK,"SJ.TO, Long, 2025-07-06 (Price: 78.82)",2026-02-01 (Price: 91.3),"15.83%, 7 months","92.31%, Past 20 years, 13","Weekly, was CONFIRMED on 2025-07-06",Already confirmed,"2026-02-03 (Price: 95.62), 21.31% above",7.1 months,78.12,No Information,No Information,No Information,"23.66% (Price: 74.9167), 27.64% above, Upmove Bounce Back","2002-02-03 (Price: 0.4375), 2024-07-28 (Price: 98.0)",No Information,21.37%/7.04%/15.95%,"14.17%, 49.7%",7.2 years/1.2 month/1.3 year,2035-10-16/2025-08-27/2027-05-14,8.85%,12.31%,-3.46%,1.52,0.64,87.6794/91.3918/137.36/84.9567/95.0177/123.2166/79.91,65.75/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/No EMA 200 Support,94.55%/55/1.5 year (Across ALL Assets),74.31%/144/5.2 months (Across ALL Assets)
FRACTAL TRACK,"MSFT, Long, 2025-06-30 (Price: 497.41)",2026-01-31 (Price: 430.29),"-13.49%, 7.2 months","92.31%, Past 39 years, 13","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2026-02-03 (Price: 423.37), 14.89% below",7.3 months,457.14,No Information,No Information,No Information,"50% (Price: 340.89), 24.2% above, Upmove Bounce Back","2022-11-30 (Price: 213.43), 2024-07-31 (Price: 468.35)",No Information,27.88%/6.63%/22.32%,"7.72%, 56.13%",14.2 years/3 months/1.8 year,2045-10-07/2025-11-07/2028-01-24,7.9%,16.21%,-8.31%,1.65,0.79,669.6133/608.4319/650.36/No Horizontal Resistance/517.4523/553.3726/No EMA 200 Target,375.39/216.39/386.873/350.287/No F-Track Level/No F-Track Level/486.13,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
FRACTAL TRACK,"IWM, Long, 2025-06-30 (Price: 215.79)",2026-01-31 (Price: 259.65),"20.33%, 7.2 months","88.89%, Past 25 years, 9","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2026-02-03 (Price: 262.18), 21.5% above",7.3 months,205.32,No Information,No Information,No Information,"88.6% (Price: 171.1673), 53.17% above, Upmove Bounce Back","2023-10-31 (Price: 161.67), 2024-11-30 (Price: 244.98)",No Information,25.23%/12.67%/20.64%,"34.06%, 36.6%",1.9 year/5 months/1.1 year,2028-03-16/2026-02-02/2027-01-24,7.1%,4.62%,2.48%,0.69,0.22,238.8148/260.3291/265.78/244.72/267.7701/348.4025/231.65,194.86/162.3167/209.2101/157.2742/No F-Track Level/No F-Track Level/No EMA 200 Support,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
FRACTAL TRACK,"PPH, Long, 2025-06-30 (Price: 87.96)",2026-01-31 (Price: 106.81),"21.43%, 7.2 months","90.0%, Past 26 years, 10","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2026-02-03 (Price: 108.13), 22.93% above",7.3 months,87.83,No Information,No Information,No Information,"38.2% (Price: 78.775), 37.26% above, Upmove Bounce Back","2015-08-31 (Price: 45.23), 2024-09-30 (Price: 99.51)",No Information,23.88%/20.36%/21.19%,"1.09%, 37.34%",6.1 years/10.1 months/3.2 years,2034-03-15/2026-09-11/2030-01-23,4.29%,2.59%,1.7%,1.41,0.03,101.4091/106.5987/120.53/No Horizontal Resistance/100.0174/110.4008/92.5,86.28/65.915/87.7591/70.617/No F-Track Level/No F-Track Level/No EMA 200 Support,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
FRACTAL TRACK,"WMT, Long, 2025-06-30 (Price: 97.78)",2026-01-31 (Price: 119.14),"21.84%, 7.2 months","76.92%, Past 53 years, 13","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2026-02-03 (Price: 124.06), 26.88% above",7.3 months,98.84,No Information,No Information,No Information,"23.66% (Price: 81.1796), 52.82% above, Upmove Bounce Back","1996-02-29 (Price: 3.3542), 2025-02-28 (Price: 105.3)",No Information,31.01%/7.63%/22.28%,"13.36%, 28.82%",3.7 years/7.1 months/1.5 year,2030-10-11/2026-05-04/2027-08-21,6.18%,11.88%,-5.7%,0.95,0.61,118.6365/119.5654/158.95/No Horizontal Resistance/98.8222/108.7906/103.18,40.53/42.9289/85.5556/72.7913/No F-Track Level/No F-Track Level/No EMA 200 Support,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
FRACTAL TRACK,"SJ.TO, Long, 2025-06-30 (Price: 78.49)",2026-02-03 (Price: 95.62) (Today),"21.82%, 7.3 months","100.0%, Past 31 years, 8","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2026-02-03 (Price: 95.62), 21.82% above",7.3 months,77.78,No Information,No Information,No Information,"38.2% (Price: 61.7578), 54.83% above, Upmove Bounce Back","2009-03-31 (Price: 3.125), 2024-07-31 (Price: 98.0)",No Information,42.38%/20.57%/27.92%,"-0.0%, 63.57%",4.1 years/2.1 months/1.7 year,2031-05-06/2025-09-29/2027-12-03,8.5%,12.52%,-4.02%,1.5,0.63,99.7058/100.4044/135.41/84.9567/95.0177/123.2166/79.91,67.6/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/No EMA 200 Support,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
TRENDPULSE,"TSLA, Long, 2025-05-31 (Price: 346.46)",2026-01-31 (Price: 430.41),"24.23%, 8.2 months","83.33%, Past 20 years, 6","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2026-02-02 (Price: 421.81), 21.75% above",8.3 months,280.01,No Information,No Information,No Information,No Information,No Information,49.49% above/21.75% above/21.75% above,7.79%/7.79%/7.79%,"2.38%, 35.95%",1.9 year/1.9 year/1.9 year,2028-02-15 (Max),26.29%,28.82%,-2.53%,0.27,1.04,864.2098/373.4492/367.54/408.5817/413.6779/490.132/No EMA 200 Target,175.79/167.4534/330.0827/262.8246/No F-Track Level/No F-Track Level/302.39,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"DOL.TO, Long, 2025-05-31 (Price: 176.5)",2026-02-03 (Price: 187.0),"5.95%, 8.3 months","100.0%, Past 20 years, 9","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2026-02-02 (Price: 187.0), 5.95% above",8.3 months,170.49,No Information,No Information,No Information,No Information,No Information,5.95% above/5.95% above/5.95% above,24.69%/6.61%/16.58%,"-0.0%, 12.12%",1 year/5 months/9.4 months,2026-11-03/2026-01-03/2026-07-13,9.06%,19.7%,-10.64%,1.65,1.31,210.9352/205.7637/233.0/No Horizontal Resistance/194.1559/294.0831/No EMA 200 Target,39.04/45.99/132.3972/94.2286/No F-Track Level/No F-Track Level/147.05,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
FRACTAL TRACK,"CEN.NZ, Long, 2025-05-31 (Price: 9.16)",2026-02-03 (Price: 9.31) (Today),"1.64%, 8.3 months","88.89%, Past 26 years, 9","Monthly, was CONFIRMED on 2025-05-31",Already confirmed,"2026-02-03 (Price: 9.31), 1.64% above",8.3 months,8.9,No Information,No Information,No Information,"50% (Price: 8.31), 12.03% above, Upmove Bounce Back","2022-06-30 (Price: 6.82), 2024-12-31 (Price: 9.8)",No Information,32.15%/20.49%/23.34%,"1.72%, 36.63%",10.5 years/1 month/2.5 years,2040-05-27/2025-07-13/2028-12-24,6.07%,3.39%,2.68%,1.19,0.12,8.7386/11.2979/10.95/No Horizontal Resistance/11.2606/15.4512/9.21,7.79/6.86/8.6706/No support/No F-Track Level/No F-Track Level/No EMA 200 Support,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
FRACTAL TRACK,"XLU, Long, 2025-03-31 (Price: 39.425)",2026-01-31 (Price: 43.25),"9.7%, 10.2 months","92.31%, Past 27 years, 13","Monthly, was CONFIRMED on 2025-03-31",Already confirmed,"2026-02-03 (Price: 42.62), 8.1% above",10.3 months,39.57,No Information,No Information,No Information,"23.66% (Price: 36.9765), 15.26% above, Upmove Bounce Back","2020-03-31 (Price: 21.72), 2024-11-30 (Price: 41.705)",No Information,21.37%/2.75%/14.53%,"4.79%, 46.41%",5.9 years/11.1 months/1.7 year,2033-09-01/2026-07-26/2027-09-03,5.35%,2.87%,2.48%,1.11,0.06,40.9429/45.1535/51.42/41.0733/49.4858/72.2363/42.46,29.46/29.76/35.4254/26.7354/No F-Track Level/No F-Track Level/No EMA 200 Support,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
BAND MATRIX,"INFY, Long, 2025-03-16 (Price: 18.4)",2026-02-01 (Price: 17.58),"-4.46%, 10.7 months","75.0%, Past 15 years, 4","Weekly, was CONFIRMED on 2025-03-16",No Cancellation Possible,"2026-02-03 (Price: 18.34), 0.33% below",10.8 months,19.75,No Information,No Information,No Information,No Information,No Information,No Information,175.09%/39.66%/107.38%,"10.82%, 34.36%",6.7 years/1.8 year/4.3 years,2034-10-08/2027-10-10/2031-05-06,10.72%,3.02%,7.7%,0.62,0.15,21.4838/38.1579/29.82/23.796/31.8515/41.1179/No EMA 200 Target,16.75/16.315/13.0115/No support/No F-Track Level/No F-Track Level/17.54,100.0%/5/1.5 year (Across ALL Assets),80.68%/88/9.5 months (Across ALL Assets)
TRENDPULSE,"MSE.PA, Long, 2025-02-28 (Price: 59.36)",2026-01-31 (Price: 66.41),"11.88%, 11.2 months","100.0%, Past 20 years, 8","Monthly, is CONFIRMED on 2025-02-28",Already confirmed,"2026-02-03 (Price: 67.26), 13.31% above",11.3 months,56.21,No Information,No Information,No Information,No Information,No Information,13.31% above/13.31% above/13.31% above,11.99%/4.9%/8.12%,"-0.0%, 28.4%",1.7 year/5 months/11.9 months,2027-08-03/2025-10-03/2026-07-30,5.39%,1.99%,3.4%,0.77,-0.0,60.7728/64.18/75.54/No Horizontal Resistance/58.4776/81.1364/No EMA 200 Target,52.08/33.57/44.4738/35.8188/No F-Track Level/No F-Track Level/53.71,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
BAND MATRIX,"NA.TO, Long, 2025-02-23 (Price: 124.43)",2026-02-01 (Price: 162.25),"30.39%, 11.4 months","100.0%, Past 15 years, 6","Weekly, was CONFIRMED on 2025-02-23",No Cancellation Possible,"2026-02-03 (Price: 163.94), 31.75% above",11.5 months,125.91,No Information,No Information,No Information,No Information,No Information,No Information,61.64%/4.69%/32.82%,"-0.0%, 42.56%",3.7 years/9.3 months/2 years,2030-06-06/2026-04-03/2028-01-01,11.98%,7.53%,4.45%,1.22,0.44,128.4242/165.2679/146.85/No Horizontal Resistance/188.6608/207.1743/149.26,106.39/73.9933/119.9028/88.8057/No F-Track Level/No F-Track Level/No EMA 200 Support,100.0%/5/1.5 year (Across ALL Assets),80.68%/88/9.5 months (Across ALL Assets)
TRENDPULSE,"AAPL, Long, 2024-09-30 (Price: 233.0)",2026-01-31 (Price: 259.48),"11.36%, 1.4 year","100.0%, Past 20 years, 20","Monthly, is CONFIRMED on 2024-09-30",Already confirmed,"2026-02-02 (Price: 270.01), 15.88% above",1.4 year,228.55,No Information,No Information,No Information,No Information,No Information,15.88% above/15.88% above/15.88% above,49.66%/12.62%/21.67%,"-0.0%, 40.56%",2.5 years/5.1 months/10.5 months,2028-04-25/2025-05-09/2025-12-30,17.77%,21.49%,-3.72%,2.41,1.03,338.9451/283.4911/275.29/No Horizontal Resistance/294.7231/309.0801/No EMA 200 Target,170.33/136.9225/189.8723/119.0319/No F-Track Level/No F-Track Level/197.37,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"PPH, Long, 2024-03-31 (Price: 90.7)",2026-02-03 (Price: 108.13),"19.22%, 1.9 year","85.0%, Past 20 years, 20","Monthly, is CONFIRMED on 2024-03-31",Already confirmed,"2026-02-02 (Price: 108.13), 19.22% above",1.9 year,89.33,No Information,No Information,No Information,No Information,No Information,26.76% above/19.22% above/19.22% above,15.31%/2.34%/9.66%,"3.25%, 39.01%",4.4 years/5 months/1.3 year,2030-07-12/2024-11-03/2026-02-06,1.56%,1.67%,-0.11%,1.06,-0.07,100.8131/99.4616/108.69/No Horizontal Resistance/96.895/110.4008/No EMA 200 Target,75.31/54.71/87.7591/80.4653/No F-Track Level/No F-Track Level/81.89,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
BAND MATRIX,"^TNX, Long, 2024-03-08 (Price: 4.089)",2026-02-02 (Price: 4.275) (Today),"4.55%, 1.9 year","100.0%, Past 5 years, 5","Daily, was CONFIRMED on 2024-03-08",No Cancellation Possible,"2026-02-02 (Price: 4.275), 4.55% above",1.9 year,4.067,No Information,No Information,No Information,No Information,No Information,No Information,24.4%/3.3%/13.57%,"-0.0%, 25.18%",7.9 months/1.5 month/4.1 months,2025-02-14/2024-05-12/2024-08-31,22.48%,24.06%,-1.58%,0.89,1.16,3.9508/4.6439/4.3/No Horizontal Resistance/17.4008/18.8284/4.23,3.86/1.6875/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,82.61%/69/4.1 months (Across ALL Assets),75.98%/254/3.7 months (Across ALL Assets)
TRENDPULSE,"AMD, Long, 2024-02-29 (Price: 192.53)",2026-02-03 (Price: 246.27),"27.91%, 2 years","100.0%, Past 20 years, 16","Monthly, is CONFIRMED on 2024-02-29",Already confirmed,"2026-02-02 (Price: 246.27), 27.91% above",2 years,169.27,No Information,No Information,No Information,No Information,No Information,67.06% above/27.91% above/27.91% above,190.68%/42.09%/124.49%,"-0.0%, 58.95%",2.5 years/5.1 months/9.6 months,2027-09-24/2024-10-07/2025-04-21,26.16%,7.99%,18.17%,1.24,0.48,373.5275/432.2106/235.91/No Horizontal Resistance/170.075/187.3421/No EMA 200 Target,60.06/27.54/140.6278/116.4823/No F-Track Level/No F-Track Level/124.45,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"AMD, Long, 2024-01-31 (Price: 167.69)",2026-02-03 (Price: 246.27),"46.86%, 2 years","100.0%, Past 20 years, 16","Monthly, is CONFIRMED on 2024-01-31",Already confirmed,"2026-02-02 (Price: 246.27), 46.86% above",2 years,144.28,No Information,No Information,No Information,No Information,No Information,67.06% above/46.86% above/46.86% above,190.68%/42.09%/124.49%,"-0.0%, 58.95%",2.5 years/5.1 months/9.6 months,2027-08-26/2024-09-08/2025-03-23,26.16%,7.99%,18.17%,1.24,0.48,325.3354/376.4473/173.28/No Horizontal Resistance/170.075/187.3421/No EMA 200 Target,60.06/27.54/140.6278/116.4823/No F-Track Level/No F-Track Level/116.01,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"ASML, Long, 2024-01-31 (Price: 869.82)",2026-01-31 (Price: 1423.0),"63.6%, 2 years","93.33%, Past 20 years, 15","Monthly, is CONFIRMED on 2024-01-31",Already confirmed,"2026-02-02 (Price: 1441.39), 65.71% above",2 years,730.0,No Information,No Information,No Information,No Information,No Information,65.71% above/65.71% above/65.71% above,42.83%/5.07%/18.51%,"28.83%, 59.07%",1.4 year/5.1 months/1 year,2026-01-28/2024-09-08/2025-07-05,8.92%,10.16%,-1.24%,0.75,0.49,1035.4337/1030.8237/1286.69/888.525/1034.6774/1091.1724/No EMA 200 Target,588.66/188.78/832.8601/749.8177/No F-Track Level/No F-Track Level/678.52,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"GNE.NZ, Long, 2024-01-31 (Price: 2.53)",2026-02-03 (Price: 2.45) (Today),"-3.16%, 2 years","100.0%, Past 20 years, 5","Monthly, is CONFIRMED on 2024-01-31",Already confirmed,"2026-02-03 (Price: 2.45), 3.16% below",2 years,2.5,No Information,No Information,No Information,No Information,No Information,2.2% below/3.16% below/3.16% below,8.39%/8.39%/8.39%,"-0.0%, 27.52%",2 years/2 years/2 years,2026-12-08 (Max),6.77%,1.89%,4.88%,0.7,-0.01,2.3992/2.7423/3.36/3.5833/4.0602/4.3831/2.56,2.31/No Horizontal Support/2.377/No support/No F-Track Level/No F-Track Level/No EMA 200 Support,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
BAND MATRIX,"JPY=X, Long, 2023-12-31 (Price: 141.43)",2026-02-01 (Price: 153.162),"8.3%, 2.1 years","75.0%, Past 15 years, 4","Weekly, was CONFIRMED on 2023-12-31",No Cancellation Possible,"2026-02-03 (Price: 155.915), 10.24% above",2.1 years,142.342,No Information,No Information,No Information,No Information,No Information,No Information,4.36%/0.69%/2.53%,"3.04%, 15.82%",4.3 years/8.9 months/2.5 years,2030-02-19/2025-01-20/2027-07-26,2.69%,2.94%,-0.25%,0.15,0.02,139.3368/145.0082/142.17/151.92/156.7717/175.8568/149.95,138.07/103.3558/138.2059/No support/No F-Track Level/No F-Track Level/No EMA 200 Support,100.0%/5/1.5 year (Across ALL Assets),80.68%/88/9.5 months (Across ALL Assets)
BAND MATRIX,"BDGI.TO, Long, 2021-07-25 (Price: 34.26)",2026-02-03 (Price: 73.75) (Today),"115.27%, 4.6 years","75.0%, Past 15 years, 4","Weekly, was CONFIRMED on 2021-07-25",No Cancellation Possible,"2026-02-03 (Price: 73.75), 115.27% above",4.6 years,32.81,No Information,No Information,No Information,No Information,No Information,No Information,76.63%/53.9%/65.26%,"5.91%, 41.44%",1.2 year/1.1 year/1.2 year,2023-04-11/2023-02-18/2023-04-11,12.29%,12.07%,0.22%,0.8,0.59,37.0145/56.6181/46.82/41.625/50.7492/58.0566/59.75,33.04/30.4725/32.7462/29.5827/No F-Track Level/No F-Track Level/No EMA 200 Support,100.0%/5/1.5 year (Across ALL Assets),80.68%/88/9.5 months (Across ALL Assets)
