Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Exit Signal Date/Price[$],"Current Trading Date/Price[$], Current Price vs Signal]","Win Rate [%], History Tested, Number of Trades",Next Two Target % from Latest Trading Price,"% Gain, Holding Period (days)",Backtested Returns(Win Trades) [%] (Best/Worst/Avg),Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Current Mark to Market and Holding Period,"Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date (Farthest./Earliest./Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2) [$],Moving Average (50-days/200-days),Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"MEL.NZ, Long, 2025-09-03 (Price: 5.9)",Daily,No Price Target,No Date Target,2025-11-11 (Price: 5.91) (Today),"2025-11-11 (Price: 5.91), 0.17% above","91.3%, Past 4 years, 46",5.34%/5.34%,"0.17%, 49 days",18.47%/0.46%/5.52%,6.2257 (Avg % Gain of Historic Winning trades)/6.825 (Horizontal)/7.4565 (F-Stack 1)/8.4564 (F-Stack 2)/6.98973 (Backtested Best)/6.22568 (Backtested Avg),2026-05-18 (Farthest),"0.17%, 49 days","Daily, is CONFIRMED on 2025-09-03",Already confirmed,"2025-11-11 (Price: 5.91), 0.17% above",49 days,No Information,No Information,No Information,No Information,No Information,1.2% above/0.17% above/0.17% above,"6.51%, 17.02%",178 days/5 days/31 days,2026-05-18/2025-09-10/2025-10-17,19.9%,4.2%,15.69%,0.73,0.16,6.0198/6.2257/5.98/6.825/7.4565/8.4564,5.42/4.3875/4.8318/4.5145/No F-Track Level/No F-Track Level,5.73/5.77,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"PG, Long, 2025-09-02 (Price: 157.99)",Daily,No Price Target,No Date Target,2025-11-11 (Price: 148.54) (Today),"2025-11-11 (Price: 148.54), 5.98% below","93.75%, Past 4 years, 32",9.37%/9.37%,"-5.98%, 50 days",5.36%/1.29%/2.83%,162.4611 (Avg % Gain of Historic Winning trades)/168.55 (Exit Rule)/179.4533 (Horizontal)/186.6499 (F-Stack 1)/209.3631 (F-Stack 2)/166.458264 (Backtested Best)/162.461117 (Backtested Avg),2025-12-12 (Farthest),"-5.98%, 50 days","Daily, is CONFIRMED on 2025-09-02",Already confirmed,"2025-11-11 (Price: 148.54), 5.98% below",50 days,No Information,No Information,No Information,No Information,No Information,5.41% below/5.98% below/5.98% below,"6.35%, 12.85%",70 days/4 days/16 days,2025-12-12/2025-09-07/2025-09-25,24.16%,3.91%,20.26%,0.76,0.08,158.9537/162.4611/168.55/179.4533/186.6499/209.3631,155.65/121.86/140.2317/117.5404/No F-Track Level/No F-Track Level,156.51/164.39,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"AMZN, Long, 2025-08-31 (Price: 229.0)",Monthly,No Price Target,No Date Target,2025-11-11 (Price: 249.1) (Today),"2025-11-11 (Price: 249.1), 8.78% above","100.0%, Past 20 years, 18",5.53%/9.61%,"8.78%, 51 days",98.02%/19.23%/39.69%,273.5863 (Historic Rise or Fall to Pivot)/319.8901 (Avg % Gain of Historic Winning trades)/262.87 (Exit Rule)/317.6152 (F-Stack 1)/339.3352 (F-Stack 2)/453.4658 (Backtested Best)/273.0367 (Backtested Worst)/319.8901 (Backtested Avg),2027-06-21 (Farthest)/2026-03-05 (Earliest)/2026-07-21 (Avg),"8.78%, 51 days","Monthly, is CONFIRMED on 2025-08-31",Already confirmed,"2025-11-11 (Price: 249.1), 8.78% above",51 days,No Information,No Information,No Information,No Information,No Information,13.54% above/8.78% above/8.78% above,"-0.0%, 23.74%",455 days/129 days/224 days,2027-06-21/2026-03-05/2026-07-21,18.63%,23.05%,-4.42%,1.48,0.71,273.5863/319.8901/262.87/No Horizontal Resistance/317.6152/339.3352,184.42/86.995/213.1321/193.0625/No F-Track Level/No F-Track Level,223.99/212.82,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
BASELINEDIVERGENCE,"HDFCBANK.NS, Long, 2025-08-31 (Price: 951.6)",Weekly,No Price Target,No Date Target,2025-11-09 (Price: 982.3),"2025-11-11 (Price: 991.7), 4.21% above","86.21%, Past 10 years, 29",2.21%/2.21%,"4.21%, 51 days",11.87%/0.05%/6.52%,1049.71 (Historic Rise or Fall to Pivot)/1013.6443 (Avg % Gain of Historic Winning trades)/1098.0619 (Exit Rule)/1098.0619 (F-Stack 1)/1305.7899 (F-Stack 2)/1064.55492 (Backtested Best)/1013.64432 (Backtested Avg),2026-01-22 (Farthest)/2025-12-04 (Avg),"3.23%, 49 days","Weekly, was CONFIRMED on 2025-08-31",Already confirmed,"2025-11-11 (Price: 991.7), 4.21% above",51 days,No Information,"^NSEI, Normal Case",No Information,No Information,No Information,No Information,"1.95%, 12.56%",100 days/44 days/66 days,2026-01-22/2025-11-02/2025-12-04,59.88%,13.58%,46.3%,1.19,0.56,1049.71/1013.6443/1098.0619/No Horizontal Resistance/1098.0619/1305.7899,818.38/640.9/765.1075/697.8792/No F-Track Level/No F-Track Level,975.84/946.6,88.89%/27/87 days (Across ALL Assets),85.45%/55/76 days (Across ALL Assets)
TRENDPULSE,"QQQ, Long, 2025-08-31 (Price: 570.4)",Monthly,No Price Target,No Date Target,2025-11-11 (Price: 621.57) (Today),"2025-11-11 (Price: 621.57), 8.97% above","100.0%, Past 20 years, 20",3.36%/3.36%,"8.97%, 51 days",26.83%/5.89%/12.63%,642.4415 (Avg % Gain of Historic Winning trades)/735.71 (Exit Rule)/836.2536 (F-Stack 2)/723.43832 (Backtested Best)/642.44152 (Backtested Avg),2028-05-01 (Farthest)/2026-02-01 (Earliest)/2026-07-30 (Avg),"8.97%, 51 days","Monthly, is CONFIRMED on 2025-08-31",Already confirmed,"2025-11-11 (Price: 621.57), 8.97% above",51 days,No Information,No Information,No Information,No Information,No Information,8.97% above/8.97% above/8.97% above,"-0.0%, 33.07%",673 days/107 days/230 days,2028-05-01/2026-02-01/2026-07-30,11.42%,9.45%,1.97%,2.06,0.36,613.8645/642.4415/735.71/No Horizontal Resistance/610.7303/836.2536,468.92/256.995/563.3658/526.8888/No F-Track Level/No F-Track Level,561.66/518.49,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"CNU.NZ, Long, 2025-08-28 (Price: 9.81)",Daily,No Price Target,No Date Target,2025-11-11 (Price: 9.48) (Today),"2025-11-11 (Price: 9.48), 3.36% below","82.76%, Past 4 years, 29",5.42%/7.26%,"-3.36%, 53 days",6.8%/0.61%/3.65%,9.9934 (Historic Rise or Fall to Pivot)/10.1681 (Avg % Gain of Historic Winning trades)/10.58 (Exit Rule)/10.47708 (Backtested Best)/10.168065 (Backtested Avg),2025-12-03 (Farthest),"-3.36%, 53 days","Daily, is CONFIRMED on 2025-08-28",Already confirmed,"2025-11-11 (Price: 9.48), 3.36% below",53 days,No Information,No Information,No Information,No Information,No Information,3.36% below/3.36% below/3.36% below,"11.84%, 21.22%",67 days/4 days/20 days,2025-12-03/2025-09-02/2025-09-25,7.85%,9.29%,-1.44%,0.23,0.35,9.9934/10.1681/10.58/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext,8.4/6.0983/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,8.83/8.56,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"DIA, Long, 2025-08-24 (Price: 456.64)",Weekly,No Price Target,No Date Target,2025-11-11 (Price: 479.41) (Today),"2025-11-11 (Price: 479.41), 4.99% above","100.0%, Past 10 years, 28",3.48%/12.25%,"4.99%, 56 days",8.64%/1.23%/3.89%,538.1343 (F-Stack 1)/826.9871 (F-Stack 2)/496.093696 (Backtested Best),2026-06-22 (Farthest)/2025-12-28 (Avg),"4.99%, 56 days","Weekly, is CONFIRMED on 2025-08-22",Already confirmed,"2025-11-11 (Price: 479.41), 4.99% above",56 days,No Information,No Information,No Information,No Information,No Information,4.99% above/4.99% above/4.99% above,"-0.0%, 14.86%",209 days/19 days/87 days,2026-06-22/2025-09-20/2025-12-28,10.29%,9.9%,0.39%,1.56,0.44,467.919/474.4033/469.92/No Horizontal Resistance/538.1343/826.9871,383.22/321.6725/359.6128/249.2814/No F-Track Level/No F-Track Level,441.27/430.51,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
BASELINEDIVERGENCE,"QQQ, Long, 2025-08-10 (Price: 574.55)",Weekly,No Price Target,No Date Target,2025-11-11 (Price: 621.57) (Today),"2025-11-11 (Price: 621.57), 8.18% above","85.53%, Past 10 years, 76",2.01%/2.01%,"8.18%, 66 days",44.95%/0.81%/10.36%,643.9556 (Historic Rise or Fall to Pivot)/634.0734 (Avg % Gain of Historic Winning trades)/836.2536 (F-Stack 2)/832.810225 (Backtested Best)/634.0733799999999 (Backtested Avg),2026-03-13 (Farthest)/2025-12-05 (Avg),"8.18%, 66 days","Weekly, was CONFIRMED on 2025-08-10",Already confirmed,"2025-11-11 (Price: 621.57), 8.18% above",66 days,No Information,"^GSPC, Normal Case",No Information,No Information,No Information,No Information,"13.49%, 27.25%",149 days/44 days/81 days,2026-03-13/2025-10-12/2025-12-05,23.29%,18.13%,5.16%,0.88,0.81,643.9556/634.0734/610.7303/No Horizontal Resistance/610.7303/836.2536,422.67/256.995/563.3658/526.8888/No F-Track Level/No F-Track Level,603.52/540.36,88.89%/27/87 days (Across ALL Assets),85.45%/55/76 days (Across ALL Assets)
BASELINEDIVERGENCE,"SPY, Long, 2025-08-10 (Price: 637.18)",Weekly,No Price Target,No Date Target,2025-11-11 (Price: 683.0) (Today),"2025-11-11 (Price: 683.0), 7.19% above","90.48%, Past 10 years, 21",1.15%/2.84%,"7.19%, 66 days",10.23%/0.46%/4.63%,690.8306 (Historic Rise or Fall to Pivot)/969.1148 (Exit Rule)/969.1148 (F-Stack 1)/1522.3697 (F-Stack 2)/702.363514 (Backtested Best),2026-02-05 (Farthest)/2025-11-26 (Avg),"7.19%, 66 days","Weekly, was CONFIRMED on 2025-08-10",Already confirmed,"2025-11-11 (Price: 683.0), 7.19% above",66 days,No Information,"^GSPC, Tangent Case",No Information,No Information,No Information,No Information,"5.53%, 12.25%",124 days/44 days/75 days,2026-02-05/2025-10-12/2025-11-26,8.38%,12.23%,-3.85%,0.78,0.56,690.8306/666.6814/969.1148/No Horizontal Resistance/969.1148/1522.3697,505.28/412.1625/627.1849/415.8599/No F-Track Level/No F-Track Level,666.73/612.07,88.89%/27/87 days (Across ALL Assets),85.45%/55/76 days (Across ALL Assets)
TRENDPULSE,"EFN.TO, Long, 2025-08-03 (Price: 35.99)",Weekly,No Price Target,No Date Target,2025-11-09 (Price: 36.81),"2025-11-11 (Price: 36.64), 1.81% above","88.89%, Past 10 years, 27",3.71%/7.13%,"1.81%, 71 days",26.0%/1.9%/9.06%,37.9982 (Historic Rise or Fall to Pivot)/39.2507 (Avg % Gain of Historic Winning trades)/40.52 (Exit Rule)/45.1741 (F-Stack 1)/70.5281 (F-Stack 2)/45.3474 (Backtested Best)/39.250694 (Backtested Avg),2026-02-05 (Farthest),"2.28%, 69 days","Weekly, is CONFIRMED on 2025-08-01",Already confirmed,"2025-11-11 (Price: 36.64), 1.81% above",71 days,No Information,No Information,No Information,No Information,No Information,2.35% above/1.47% above/1.81% above,"53.48%, 76.43%",129 days/24 days/55 days,2026-02-05/2025-09-06/2025-10-21,4.38%,15.83%,-11.45%,0.07,0.55,37.9982/39.2507/40.52/No Horizontal Resistance/45.1741/70.5281,27.54/11.7733/29.5041/177.9303/No F-Track Level/No F-Track Level,34.02/30.4,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
BASELINEDIVERGENCE,"HDFCBANK.NS, Long, 2025-08-03 (Price: 1006.1)",Weekly,No Price Target,2025-11-06 (Avg),2025-11-09 (Price: 982.3),"2025-11-11 (Price: 991.7), 1.43% below","86.21%, Past 10 years, 29",1.5%/8.07%,"-1.43%, 71 days",11.87%/0.05%/6.52%,1109.8289 (Historic Rise or Fall to Pivot)/1071.6977 (Avg % Gain of Historic Winning trades)/1098.0619 (Exit Rule)/1098.0619 (F-Stack 1)/1305.7899 (F-Stack 2)/1125.5240700000002 (Backtested Best)/1006.6030499999999 (Backtested Worst)/1071.69772 (Backtested Avg),2025-12-25 (Farthest),"-2.37%, 69 days","Weekly, was CONFIRMED on 2025-08-03",Already confirmed,"2025-11-11 (Price: 991.7), 1.43% below",71 days,No Information,"^NSEI, Normal Case",No Information,No Information,No Information,No Information,"1.95%, 12.56%",100 days/44 days/66 days,2025-12-25/2025-10-05/2025-11-06,59.88%,13.58%,46.3%,1.19,0.56,1109.8289/1071.6977/1098.0619/No Horizontal Resistance/1098.0619/1305.7899,818.38/640.9/962.8007/765.1075/No F-Track Level/No F-Track Level,975.84/946.6,88.89%/27/87 days (Across ALL Assets),85.45%/55/76 days (Across ALL Assets)
TRENDPULSE,"EFN.TO, Long, 2025-07-31 (Price: 36.04)",Monthly,No Price Target,No Date Target,2025-11-11 (Price: 36.64) (Today),"2025-11-11 (Price: 36.64), 1.66% above","80.0%, Past 20 years, 10",7.19%/12.97%,"1.66%, 73 days",38.62%/14.85%/28.42%,39.2728 (Historic Rise or Fall to Pivot)/46.2826 (Avg % Gain of Historic Winning trades)/50.92 (Exit Rule)/45.1741 (F-Stack 1)/70.5281 (F-Stack 2)/49.958648000000004 (Backtested Best)/41.391940000000005 (Backtested Worst)/46.282568 (Backtested Avg),2027-07-25 (Farthest)/2026-02-04 (Earliest)/2026-10-31 (Avg),"1.66%, 73 days","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2025-11-11 (Price: 36.64), 1.66% above",73 days,No Information,No Information,No Information,No Information,No Information,7.42% above/1.66% above/1.66% above,"56.02%, 79.06%",500 days/130 days/316 days,2027-07-25/2026-02-04/2026-10-31,5.85%,15.7%,-9.85%,0.22,0.57,39.2728/46.2826/50.92/No Horizontal Resistance/45.1741/70.5281,11.47/11.7733/29.5041/177.9303/No F-Track Level/No F-Track Level,33.96/30.37,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"TRI.TO, Long, 2025-07-31 (Price: 278.08)",Monthly,No Price Target,No Date Target,2025-11-11 (Price: 192.46) (Today),"2025-11-11 (Price: 192.46), 30.79% below","100.0%, Past 20 years, 9",52.36%/54.54%,"-30.79%, 73 days",32.32%/6.96%/20.49%,304.581 (Historic Rise or Fall to Pivot)/335.0586 (Avg % Gain of Historic Winning trades)/362.56 (Exit Rule)/293.2329 (F-Stack 1)/455.2123 (F-Stack 2)/367.95545599999997 (Backtested Best)/297.43436799999995 (Backtested Worst)/335.0585919999999 (Backtested Avg),2027-03-21 (Farthest)/2026-01-04 (Earliest)/2026-06-14 (Avg),"-30.79%, 73 days","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2025-11-11 (Price: 192.46), 30.79% below",73 days,No Information,No Information,No Information,No Information,No Information,29.72% below/30.33% below/30.79% below,"-0.0%, 18.1%",413 days/109 days/220 days,2027-03-21/2026-01-04/2026-06-14,18.05%,10.32%,7.73%,1.22,0.45,304.581/335.0586/362.56/No Horizontal Resistance/293.2329/455.2123,166.11/117.9612/193.124/131.2534/No F-Track Level/No F-Track Level,272.78/249.41,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
BASELINEDIVERGENCE,"HDFCBANK.NS, Long, 2025-07-27 (Price: 1002.3)",Weekly,No Price Target,No Date Target,2025-11-09 (Price: 982.3),"2025-11-11 (Price: 991.7), 1.06% below","86.21%, Past 10 years, 29",7.66%/7.66%,"-1.06%, 76 days",11.87%/0.05%/6.52%,1105.6371 (Historic Rise or Fall to Pivot)/1067.65 (Avg % Gain of Historic Winning trades)/1263.3223 (Exit Rule)/1263.3223 (F-Stack 1)/2016.6114 (F-Stack 2)/1121.2730099999999 (Backtested Best)/1067.64996 (Backtested Avg),2025-12-18 (Farthest),"-2.0%, 74 days","Weekly, was CONFIRMED on 2025-07-27",Already confirmed,"2025-11-11 (Price: 991.7), 1.06% below",76 days,No Information,"^NSEI, Normal Case",No Information,No Information,No Information,No Information,"1.95%, 12.56%",100 days/44 days/66 days,2025-12-18/2025-09-28/2025-10-30,59.88%,13.58%,46.3%,1.19,0.56,1105.6371/1067.65/1263.3223/No Horizontal Resistance/1263.3223/2016.6114,818.38/640.9/797.7641/510.0332/No F-Track Level/No F-Track Level,975.84/946.6,88.89%/27/87 days (Across ALL Assets),85.45%/55/76 days (Across ALL Assets)
PULSEGAUGE,"AIA.NZ, Long, 2025-07-06 (Price: 7.61)",Weekly,No Price Target,2025-11-04 (Earliest),No Exit Yet,"2025-11-11 (Price: 8.01), 5.26% above","88.24%, Past 25 years, 17",11.06%/14.23%,"5.26%, 91 days",24.88%/20.23%/21.8%,9.269 (Avg % Gain of Historic Winning trades)/11.1706 (Exit Rule)/8.8962 (Horizontal)/11.1706 (F-Stack 1)/12.8535 (F-Stack 2)/9.503368 (Backtested Best)/9.149503 (Backtested Worst)/9.26898 (Backtested Avg),2027-10-08 (Farthest)/2026-12-03 (Avg),"5.26%, 91 days","Weekly, was CONFIRMED on 2025-07-06",No Cancellation Possible,"2025-11-11 (Price: 8.01), 5.26% above",91 days,No Information,No Information,No Information,No Information,No Information,No Information,"16.66%, 23.43%",569 days/84 days/356 days,2027-10-08/2025-11-04/2026-12-03,7.86%,7.97%,-0.12%,0.46,0.29,7.7036/9.269/11.1706/8.8962/11.1706/12.8535,7.55/7.0017/7.3934/6.6643/No F-Track Level/No F-Track Level,7.92/7.9,73.47%/49/155 days (Across ALL Assets),72.58%/124/147 days (Across ALL Assets)
PULSEGAUGE,"SJ.TO, Long, 2025-07-06 (Price: 78.82)",Weekly,No Price Target,2025-11-13 (Avg),No Exit Yet,"2025-11-11 (Price: 83.78), 6.29% above","76.47%, Past 25 years, 17",1.4%/13.41%,"6.29%, 91 days",30.16%/21.82%/24.74%,98.3201 (Avg % Gain of Historic Winning trades)/95.0177 (Exit Rule)/84.9567 (Horizontal)/95.0177 (F-Stack 1)/123.2166 (F-Stack 2)/102.592112 (Backtested Best)/96.01852399999999 (Backtested Worst)/98.32006799999999 (Backtested Avg),2025-12-18 (Farthest)/2025-11-13 (Avg),"6.29%, 91 days","Weekly, was CONFIRMED on 2025-07-06",No Cancellation Possible,"2025-11-11 (Price: 83.78), 6.29% above",91 days,No Information,No Information,No Information,No Information,No Information,No Information,"19.57%, 28.14%",114 days/34 days/90 days,2025-12-18/2025-08-24/2025-11-13,3.96%,21.39%,-17.43%,0.12,0.74,81.5708/98.3201/95.0177/84.9567/95.0177/123.2166,65.75/38.015/66.807/60.0601/No F-Track Level/No F-Track Level,79.72/74.8,73.47%/49/155 days (Across ALL Assets),72.58%/124/147 days (Across ALL Assets)
PULSEGAUGE,"PG, Long, 2025-07-06 (Price: 160.83)",Weekly,No Price Target,2025-11-04 (Earliest),No Exit Yet,"2025-11-11 (Price: 148.54), 7.64% below","88.24%, Past 25 years, 17",9.75%/20.81%,"-7.64%, 91 days",22.7%/20.1%/21.41%,163.0173 (Historic Rise or Fall to Pivot)/195.2637 (Avg % Gain of Historic Winning trades)/186.6499 (Exit Rule)/179.4533 (Horizontal)/186.6499 (F-Stack 1)/209.3631 (F-Stack 2)/197.33840999999998 (Backtested Best)/193.15683 (Backtested Worst)/195.26370300000002 (Backtested Avg),2031-04-19 (Farthest)/2027-09-19 (Avg),"-7.64%, 91 days","Weekly, was CONFIRMED on 2025-07-06",No Cancellation Possible,"2025-11-11 (Price: 148.54), 7.64% below",91 days,No Information,No Information,No Information,No Information,No Information,No Information,"20.53%, 26.79%",1459 days/84 days/556 days,2031-04-19/2025-11-04/2027-09-19,4.79%,5.78%,-0.99%,0.4,0.17,163.0173/195.2637/186.6499/179.4533/186.6499/209.3631,157.66/121.86/140.2317/117.5404/No F-Track Level/No F-Track Level,152.5/160.31,73.47%/49/155 days (Across ALL Assets),72.58%/124/147 days (Across ALL Assets)
PULSEGAUGE,"MFT.NZ, Long, 2025-07-06 (Price: 66.8)",Weekly,No Price Target,2025-11-14 (Avg),No Exit Yet,"2025-11-11 (Price: 58.99), 11.69% below","88.24%, Past 25 years, 17",16.12%/36.65%,"-11.69%, 91 days",27.05%/20.67%/22.85%,68.4967 (Historic Rise or Fall to Pivot)/82.0638 (Avg % Gain of Historic Winning trades)/105.252 (Exit Rule)/85.45 (Horizontal)/105.252 (F-Stack 1)/119.9356 (F-Stack 2)/84.8694 (Backtested Best)/80.60756 (Backtested Worst)/82.06379999999999 (Backtested Avg),2026-03-29 (Farthest)/2025-11-14 (Avg),"-11.69%, 91 days","Weekly, was CONFIRMED on 2025-07-06",No Cancellation Possible,"2025-11-11 (Price: 58.99), 11.69% below",91 days,No Information,No Information,No Information,No Information,No Information,No Information,"24.63%, 24.63%",184 days/34 days/91 days,2026-03-29/2025-08-24/2025-11-14,25.75%,16.07%,9.69%,0.37,0.63,68.4967/82.0638/105.252/85.45/105.252/119.9356,57.71/55.185/54.7158/45.8971/No F-Track Level/No F-Track Level,61.64/64.23,73.47%/49/155 days (Across ALL Assets),72.58%/124/147 days (Across ALL Assets)
PULSEGAUGE,"AMZN, Long, 2025-07-06 (Price: 223.41)",Weekly,No Price Target,2025-11-07 (Avg),No Exit Yet,"2025-11-11 (Price: 249.1), 11.5% above","88.24%, Past 25 years, 17",8.28%/10.01%,"11.5%, 91 days",27.18%/20.73%/22.66%,274.0347 (Avg % Gain of Historic Winning trades)/317.6152 (Exit Rule)/317.6152 (F-Stack 1)/339.3352 (F-Stack 2)/284.132838 (Backtested Best)/269.722893 (Backtested Worst)/274.03470599999997 (Backtested Avg),2026-01-16 (Farthest),"11.5%, 91 days","Weekly, was CONFIRMED on 2025-07-06",No Cancellation Possible,"2025-11-11 (Price: 249.1), 11.5% above",91 days,No Information,No Information,No Information,No Information,No Information,No Information,"24.5%, 33.17%",134 days/24 days/86 days,2026-01-16/2025-08-09/2025-11-07,21.67%,22.05%,-0.38%,0.38,0.68,229.9783/274.0347/317.6152/No Horizontal Resistance/317.6152/339.3352,171.0/86.995/213.1321/193.0625/No F-Track Level/No F-Track Level,228.25/215.05,73.47%/49/155 days (Across ALL Assets),72.58%/124/147 days (Across ALL Assets)
TRENDPULSE,"HDB, Long, 2025-06-30 (Price: 38.335)",Quarterly,No Price Target,No Date Target,2025-11-11 (Price: 36.7) (Today),"2025-11-11 (Price: 36.7), 4.27% below","100.0%, Past 25 years, 6",5.86%/8.07%,"-4.27%, 96 days",63.19%/27.72%/46.13%,47.0677 (Historic Rise or Fall to Pivot)/56.0189 (Avg % Gain of Historic Winning trades)/39.66 (Exit Rule)/38.8512 (Horizontal)/40.717 (F-Stack 1)/47.4928 (F-Stack 2)/62.5588865 (Backtested Best)/48.961462000000004 (Backtested Worst)/56.018935500000005 (Backtested Avg),2028-05-04 (Farthest)/2027-04-21 (Earliest)/2027-10-28 (Avg),"-4.27%, 96 days","Quarterly, is CONFIRMED on 2025-06-30",Already confirmed,"2025-11-11 (Price: 36.7), 4.27% below",96 days,No Information,No Information,No Information,No Information,No Information,10.48% above/3.37% below/4.27% below,"-0.0%, 15.59%",718 days/456 days/587 days,2028-05-04/2027-04-21/2027-10-28,19.68%,17.43%,2.25%,1.57,0.58,47.0677/56.0189/39.66/38.8512/40.717/47.4928,19.23/25.6925/32.7076/21.1884/No F-Track Level/No F-Track Level,37.0/32.86,86.67%/15/609 days (Across ALL Assets),100.0%/1/155 days (Across ALL Assets)
FRACTAL TRACK,"SOXX, Long, 2025-06-30 (Price: 238.7)",Monthly,No Price Target,No Date Target,2025-10-31 (Price: 306.55),"2025-11-11 (Price: 295.15), 23.65% above","100.0%, Past 24 years, 20",30.26%/48.27%,"23.65%, 96 days",232.86%/6.72%/83.33%,437.6087 (Avg % Gain of Historic Winning trades)/384.47 (Exit Rule)/794.53682 (Backtested Best)/437.60871 (Backtested Avg),2036-10-13 (Farthest)/2026-06-11 (Earliest)/2029-05-03 (Avg),"28.42%, 89 days","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2025-11-11 (Price: 295.15), 23.65% above",96 days,No Information,No Information,No Information,"50% (Price: 145.7634), 102.49% above, Upmove Bounce Back","2015-08-31 (Price: 24.2867), 2024-07-31 (Price: 267.24)",No Information,"-0.0%, 59.88%",2847 days/239 days/969 days,2036-10-13/2026-06-11/2029-05-03,6.92%,10.69%,-3.77%,0.53,0.39,278.5629/437.6087/384.47/239.6067/254.997/285.4342,183.84/95.6666/226.8328/161.2/No F-Track Level/No F-Track Level,279.28/231.89,84.44%/45/1293 days (Across ALL Assets),76.0%/100/206 days (Across ALL Assets)
FRACTAL TRACK,"ASHR, Long, 2025-06-30 (Price: 27.54)",Monthly,No Price Target,No Date Target,2025-11-11 (Price: 33.14) (Today),"2025-11-11 (Price: 33.14), 20.33% above","100.0%, Past 12 years, 8",8.75%/20.54%,"20.33%, 96 days",6.41%/6.41%/6.41%,36.04 (Exit Rule)/39.9467 (Horizontal)/60.2967 (F-Stack 1)/80.3432 (F-Stack 2),2026-03-07 (Farthest)/2026-03-07 (Farthest)/2026-03-07 (Farthest),"20.33%, 96 days","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2025-11-11 (Price: 33.14), 20.33% above",96 days,No Information,No Information,No Information,"88.6% (Price: 23.1742), 43.0% above, Upmove Bounce Back","2024-02-29 (Price: 21.56), 2024-10-31 (Price: 35.72)",No Information,"-0.0%, 12.65%",173 days/173 days/173 days,2026-03-07/2026-03-07/2026-03-07,9.59%,2.03%,7.56%,0.36,0.04,28.6196/29.3053/36.04/39.9467/60.2967/80.3432,25.82/23.36/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,32.55/28.63,84.44%/45/1293 days (Across ALL Assets),76.0%/100/206 days (Across ALL Assets)
