Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date (Farthest./Earliest./Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2) [$],Moving Average (50-days/200-days),Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"^NZ50, Long, 2025-10-31 (Price: 13548.3203)",No Exit Yet,"-0.62%, 10 days","83.33%, Past 20 years, 12","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-11-14 (Price: 13464.46), 0.62% below",10 days,No Information,No Information,No Information,No Information,No Information,0.62% below/0.62% below/0.62% below,16.11%/2.05%/8.79%,"10.24%, 18.13%",304 days/130 days/205 days,2027-01-14/2026-05-07/2026-08-23,6.21%,8.68%,-2.47%,0.51,0.45,14269.0909/14739.2177/14426.63/No Horizontal Resistance/14773.8816/17170.3822,11903.31/10608.2731/12904.4271/10062.5272/No F-Track Level/No F-Track Level,13260.08/12757.79,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"EFA, Long, 2025-10-31 (Price: 94.49)",No Exit Yet,"0.81%, 10 days","80.0%, Past 20 years, 20","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-11-14 (Price: 95.26), 0.81% above",10 days,No Information,No Information,No Information,No Information,No Information,0.81% above/0.81% above/0.81% above,18.42%/4.43%/11.81%,"14.7%, 23.01%",391 days/84 days/167 days,2027-05-20/2026-03-01/2026-06-29,6.85%,3.37%,3.48%,0.51,0.03,101.6618/105.6493/107.68/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext,75.61/66.265/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,93.4/87.2,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
FRACTAL TRACK,"BRK-B, Long, 2025-10-31 (Price: 477.54)",No Exit Yet,"6.58%, 10 days","92.31%, Past 29 years, 26","Monthly, was CONFIRMED on 2025-10-31",Already confirmed,"2025-11-14 (Price: 508.94), 6.58% above",10 days,No Information,No Information,No Information,"23.66% (Price: 451.5539), 12.71% above, Upmove Bounce Back","2020-03-31 (Price: 159.5), 2025-05-31 (Price: 542.07)",No Information,204.24%/9.94%/55.24%,"11.32%, 45.86%",3131 days/238 days/873 days,2038-03-31/2026-10-10/2029-04-17,5.06%,11.04%,-5.98%,0.48,0.46,510.2992/741.3331/707.08/488.245/630.85/709.9376,267.02/268.082/449.7662/405.99/No F-Track Level/No F-Track Level,493.55/496.0,84.44%/45/1293 days (Across ALL Assets),76.0%/100/206 days (Across ALL Assets)
FRACTAL TRACK,"ASML, Long, 2025-10-31 (Price: 1059.23)",No Exit Yet,"-4.93%, 10 days","90.0%, Past 30 years, 30","Monthly, was CONFIRMED on 2025-10-31",Already confirmed,"2025-11-14 (Price: 1006.98), 4.93% below",10 days,No Information,No Information,No Information,"38.2% (Price: 692.3064), 45.45% above, Upmove Bounce Back","2008-11-30 (Price: 16.4156), 2024-07-31 (Price: 1110.09)",No Information,569.94%/9.57%/122.25%,"6.56%, 50.14%",2240 days/173 days/587 days,2034-09-18/2026-07-08/2028-02-28,10.68%,20.11%,-9.43%,0.34,0.62,1116.6403/2354.1387/1715.43/No Horizontal Resistance/1091.1724/1155.2236,662.63/561.385/1034.6774/832.8601/No F-Track Level/No F-Track Level,980.23/791.6,84.44%/45/1293 days (Across ALL Assets),76.0%/100/206 days (Across ALL Assets)
FRACTAL TRACK,"SJ.TO, Long, 2025-10-31 (Price: 79.61)",No Exit Yet,"6.61%, 10 days","100.0%, Past 31 years, 16","Monthly, was CONFIRMED on 2025-10-31",Already confirmed,"2025-11-14 (Price: 84.87), 6.61% above",10 days,No Information,No Information,No Information,"23.66% (Price: 74.8871), 13.33% above, Upmove Bounce Back","1996-10-31 (Price: 0.3125), 2024-07-31 (Price: 98.0)",No Information,7355.0%/9.52%/1157.17%,"-0.0%, 70.23%",3717 days/153 days/1242 days,2040-07-27/2026-06-09/2030-10-03,13.79%,17.66%,-3.88%,0.26,0.62,88.7492/1000.833/138.22/84.3925/95.0177/123.2166,67.6/38.015/66.807/60.0601/No F-Track Level/No F-Track Level,80.19/75.0,84.44%/45/1293 days (Across ALL Assets),76.0%/100/206 days (Across ALL Assets)
DELTADRIFT,"NFLX, Long, 2025-10-30 (Price: 1089.0)",2025-11-11 (Price: 1136.4399),"4.36%, 8 days","72.73%, Past 4 years, 11","Daily, was CONFIRMED on 2025-10-30",Already confirmed,"2025-11-14 (Price: 1112.17), 2.13% above",11 days,No Information,No Information,No Information,No Information,No Information,No Information,12.46%/2.39%/6.67%,"26.5%, 26.5%",12 days/1 days/3 days,2025-11-16/2025-10-31/2025-11-03,0.15%,13.45%,-13.3%,-0.06,0.49,1110.3444/1161.6363/1135.99/No Horizontal Resistance/1393.524/1524.2919,855.86/348.6633/1008.8519/864.7664/No F-Track Level/No F-Track Level,1173.95/1130.73,83.04%/112/11 days (Across ALL Assets),78.16%/467/11 days (Across ALL Assets)
FRACTAL TRACK,"SLV, Long, 2025-10-29 (Price: 43.23)",2025-11-12 (Price: 48.32),"11.77%, 10 days","96.15%, Past 5 years, 26","Daily, was CONFIRMED on 2025-10-29",Already confirmed,"2025-11-14 (Price: 45.96), 6.32% above",12 days,No Information,No Information,No Information,"23.66% (Price: 41.9462), 9.57% above, Upmove Bounce Back","2023-03-09 (Price: 18.38), 2025-10-16 (Price: 49.25)",No Information,53.49%/6.61%/24.46%,"7.24%, 37.46%",1125 days/18 days/381 days,2030-04-15/2025-11-24/2027-05-03,7.81%,14.3%,-6.49%,0.64,0.53,44.3064/53.8041/61.75/No Horizontal Resistance/48.7992/54.635,42.4/18.99/41.7135/37.8198/No F-Track Level/No F-Track Level,42.99/34.47,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
OSCILLATOR DELTA,"GS, Long, 2025-10-27 (Price: 789.99)",2025-11-12 (Price: 838.97),"6.2%, 12 days","76.19%, Past 6 years, 21","Daily, is Confirmed on 2025-10-27",No Cancellation Possible,"2025-11-14 (Price: 790.91), 0.12% above",14 days,No Information,No Information,No Information,No Information,No Information,No Information,8.91%/5.05%/6.57%,"17.5%, 17.5%",18 days/4 days/11 days,2025-11-22/2025-11-01/2025-11-11,-36.77%,23.3%,-60.07%,-0.16,0.8,809.5818/841.8923/829.49/No Horizontal Resistance/858.2074/1261.1009,No Recent Minima/288.555/594.2082/521.2487/No F-Track Level/No F-Track Level,784.94/668.74,68.21%/151/44 days (Across ALL Assets),63.74%/353/43 days (Across ALL Assets)
TRENDPULSE,"CEN.NZ, Long, 2025-10-22 (Price: 9.45)",2025-11-14 (Price: 9.6) (Today),"1.59%, 17 days","70.27%, Past 4 years, 37","Daily, is CONFIRMED on 2025-10-22",Already confirmed,"2025-11-14 (Price: 9.6), 1.59% above",17 days,No Information,No Information,No Information,No Information,No Information,3.23% above/1.59% above/1.59% above,7.56%/1.51%/3.12%,"7.04%, 16.17%",78 days/5 days/26 days,2026-02-11/2025-10-29/2025-11-28,5.05%,4.18%,0.87%,0.27,0.12,9.5247/9.7448/10.22/No Horizontal Resistance/11.2606/15.4512,8.95/6.86/8.6706/33.2031/No F-Track Level/No F-Track Level,9.11/9.12,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
OSCILLATOR DELTA,"XLE, Long, 2025-10-20 (Price: 86.89)",2025-11-11 (Price: 91.53),"5.34%, 16 days","88.89%, Past 6 years, 27","Daily, is Confirmed on 2025-10-20",No Cancellation Possible,"2025-11-14 (Price: 92.02), 5.9% above",19 days,No Information,No Information,No Information,No Information,No Information,No Information,21.12%/5.03%/8.28%,"14.4%, 17.68%",211 days/3 days/46 days,2026-08-21/2025-10-24/2025-12-25,18.22%,6.1%,12.11%,0.35,0.24,91.2606/94.0845/91.23/98.445/106.8857/117.7423,No Recent Minima/45.695/74.1414/53.9043/No F-Track Level/No F-Track Level,88.57/86.87,68.21%/151/44 days (Across ALL Assets),63.74%/353/43 days (Across ALL Assets)
OSCILLATOR DELTA,"NU, Long, 2025-10-20 (Price: 15.41)",2025-11-11 (Price: 16.39),"6.36%, 16 days","75.0%, Past 3 years, 24","Daily, is Confirmed on 2025-10-20",No Cancellation Possible,"2025-11-14 (Price: 15.82), 2.66% above",19 days,No Information,No Information,No Information,No Information,No Information,No Information,10.17%/5.4%/6.92%,"13.59%, 15.17%",25 days/1 days/7 days,2025-11-25/2025-10-21/2025-10-30,-0.33%,11.8%,-12.13%,-0.01,0.5,15.7845/16.4764/16.18/No Horizontal Resistance/16.2823/18.173,No Recent Minima/5.54/15.0492/12.5387/No F-Track Level/No F-Track Level,15.68/13.19,68.21%/151/44 days (Across ALL Assets),63.74%/353/43 days (Across ALL Assets)
FRACTAL TRACK,"GS, Long, 2025-10-16 (Price: 758.09)",2025-11-12 (Price: 838.97),"10.67%, 19 days","96.88%, Past 5 years, 32","Daily, was CONFIRMED on 2025-10-16",Already confirmed,"2025-11-14 (Price: 790.91), 4.33% above",21 days,No Information,No Information,No Information,"23.66% (Price: 733.9532), 7.76% above, Upmove Bounce Back","2025-04-07 (Price: 439.38), 2025-09-23 (Price: 825.25)",No Information,117.52%/0.35%/18.56%,"0.74%, 33.99%",734 days/27 days/190 days,2028-09-13/2025-11-24/2026-07-18,11.99%,31.13%,-19.14%,0.39,1.18,771.584/898.7915/989.61/No Horizontal Resistance/858.2074/1261.1009,730.56/288.555/594.2082/521.2487/No F-Track Level/No F-Track Level,784.94/668.74,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
FRACTAL TRACK,"DBC, Long, 2025-10-16 (Price: 22.14)",2025-11-14 (Price: 22.97) (Today),"3.75%, 21 days","100.0%, Past 5 years, 25","Daily, was CONFIRMED on 2025-10-16",Already confirmed,"2025-11-14 (Price: 22.97), 3.75% above",21 days,No Information,No Information,No Information,"38.2% (Price: 22.4428), 2.35% above, Upmove Bounce Back","2025-08-19 (Price: 21.59), 2025-09-26 (Price: 22.97)",No Information,29.66%/0.04%/14.35%,"-0.0%, 9.05%",60 days/22 days/46 days,2026-01-10/2025-11-16/2025-12-21,93.76%,11.54%,82.22%,0.27,0.5,22.2263/25.3171/22.97/28.58/60.6441/65.878,22.07/19.55/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,22.58/22.05,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
TRENDPULSE,"BDGI.TO, Long, 2025-10-12 (Price: 65.01)",2025-11-14 (Price: 71.55) (Today),"10.06%, 24 days","85.0%, Past 10 years, 60","Weekly, is CONFIRMED on 2025-10-10",Already confirmed,"2025-11-14 (Price: 71.55), 10.06% above",24 days,No Information,No Information,No Information,No Information,No Information,10.06% above/10.06% above/10.06% above,22.6%/3.01%/13.6%,"47.14%, 54.37%",279 days/19 days/68 days,2026-11-20/2025-11-08/2026-01-18,9.3%,18.14%,-8.84%,0.3,0.62,71.1404/73.8514/82.43/No Horizontal Resistance/63.2847/70.6207,35.59/24.32/58.5532/50.7492/No F-Track Level/No F-Track Level,57.75/46.03,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
OSCILLATOR DELTA,"BTC-USD, Long, 2025-10-11 (Price: 110807.8828)",2025-11-13 (Price: 99697.4922) (Today),"-10.03%, 23 days","84.21%, Past 6 years, 57","Daily, is Confirmed on 2025-10-11",No Cancellation Possible,"2025-11-13 (Price: 99697.4922), 10.03% below",23 days,No Information,No Information,No Information,No Information,No Information,No Information,19.05%/5.04%/8.14%,"14.07%, 15.29%",30 days/0 days/8 days,2025-11-23/2025-10-11/2025-10-22,54.01%,49.41%,4.61%,0.19,0.92,115827.4799/119827.6445/116348.28/123774.3633/134811.0702/174387.6923,No Recent Minima/18304.4229/107223.5861/87809.6423/No F-Track Level/No F-Track Level,111208.71/110469.78,68.21%/151/44 days (Across ALL Assets),63.74%/353/43 days (Across ALL Assets)
TRENDPULSE,"PPH, Long, 2025-10-01 (Price: 94.26)",2025-11-14 (Price: 98.86) (Today),"4.88%, 32 days","96.0%, Past 4 years, 25","Daily, is CONFIRMED on 2025-10-01",Already confirmed,"2025-11-14 (Price: 98.86), 4.88% above",32 days,No Information,No Information,No Information,No Information,No Information,9.41% above/4.88% above/4.88% above,5.58%/0.68%/1.93%,"8.41%, 20.52%",87 days/4 days/29 days,2026-02-04/2025-10-06/2025-11-12,12.0%,7.54%,4.46%,0.55,0.28,95.3251/96.0792/102.72/No Horizontal Resistance/100.0174/110.0139,85.99/65.915/87.7591/70.617/No F-Track Level/No F-Track Level,87.67/88.07,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"^DJI, Long, 2025-09-28 (Price: 46247.2891)",2025-11-14 (Price: 47147.4805) (Today),"1.95%, 34 days","93.75%, Past 10 years, 32","Weekly, is CONFIRMED on 2025-09-26",Already confirmed,"2025-11-14 (Price: 47147.4805), 1.95% above",34 days,No Information,No Information,No Information,No Information,No Information,2.87% above/1.95% above/1.95% above,6.98%/0.22%/3.8%,"3.06%, 34.78%",249 days/19 days/101 days,2026-09-23/2025-10-25/2026-02-21,6.99%,9.91%,-2.92%,1.11,0.44,47394.2219/48004.6861/49868.04/No Horizontal Resistance/54129.8938/83218.843,38314.86/32154.0552/36151.8794/25040.9446/No F-Track Level/No F-Track Level,45145.09/43246.39,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"TD.TO, Long, 2025-09-28 (Price: 110.35)",2025-11-14 (Price: 114.05) (Today),"3.35%, 34 days","84.62%, Past 10 years, 39","Weekly, is CONFIRMED on 2025-09-26",Already confirmed,"2025-11-14 (Price: 114.05), 3.35% above",34 days,No Information,No Information,No Information,No Information,No Information,3.35% above/3.35% above/3.35% above,12.32%/1.31%/5.77%,"9.57%, 31.6%",459 days/19 days/108 days,2027-07-24/2025-10-25/2026-03-03,7.92%,7.82%,0.1%,0.84,0.3,115.2606/116.7172/126.68/No Horizontal Resistance/128.6672/152.0396,81.05/73.6233/101.1064/83.3451/No F-Track Level/No F-Track Level,103.64/91.14,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"EEM, Long, 2025-09-21 (Price: 53.01)",2025-11-14 (Price: 54.96) (Today),"3.68%, 39 days","91.43%, Past 10 years, 35","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2025-11-14 (Price: 54.96), 3.68% above",39 days,No Information,No Information,No Information,No Information,No Information,5.17% above/3.68% above/3.68% above,11.23%/1.19%/4.72%,"22.64%, 35.1%",359 days/19 days/69 days,2027-02-22/2025-10-18/2025-12-29,5.95%,1.15%,4.8%,0.39,-0.07,54.2133/55.5121/58.4/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext,40.58/36.64/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,50.07/45.71,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
FRACTAL TRACK,"GILD, Long, 2025-09-18 (Price: 113.62)",2025-11-13 (Price: 125.2),"10.19%, 40 days","100.0%, Past 5 years, 28","Daily, was CONFIRMED on 2025-09-18",Already confirmed,"2025-11-14 (Price: 125.02), 10.03% above",41 days,No Information,No Information,No Information,"23.66% (Price: 107.6908), 16.09% above, Upmove Bounce Back","2024-05-31 (Price: 62.07), 2025-08-12 (Price: 121.83)",No Information,29.99%/0.5%/11.55%,"-0.0%, 27.82%",471 days/7 days/193 days,2027-08-01/2025-09-28/2026-06-24,10.34%,14.55%,-4.21%,0.57,0.58,116.3355/126.7431/149.48/120.895/121.083/140.4376,110.86/56.9733/104.5806/96.4152/No F-Track Level/No F-Track Level,117.44/111.26,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
TRENDPULSE,"GOOG, Long, 2025-09-14 (Price: 241.38)",2025-11-14 (Price: 276.98) (Today),"14.75%, 44 days","100.0%, Past 10 years, 26","Weekly, is CONFIRMED on 2025-09-12",Already confirmed,"2025-11-14 (Price: 276.98), 14.75% above",44 days,No Information,No Information,No Information,No Information,No Information,17.78% above/14.75% above/14.75% above,19.02%/3.15%/8.18%,"-0.0%, 15.08%",129 days/24 days/47 days,2026-03-19/2025-10-18/2025-11-21,35.83%,21.1%,14.73%,1.74,0.79,266.3387/261.1249/305.77/No Horizontal Resistance/219.0619/240.3589,147.74/84.6567/203.7099/185.0665/No F-Track Level/No F-Track Level,202.01/182.46,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"^DJI, Long, 2025-09-14 (Price: 45834.2188)",2025-11-14 (Price: 47147.4805) (Today),"2.87%, 44 days","93.75%, Past 10 years, 32","Weekly, is CONFIRMED on 2025-09-12",Already confirmed,"2025-11-14 (Price: 47147.4805), 2.87% above",44 days,No Information,No Information,No Information,No Information,No Information,2.87% above/2.87% above/2.87% above,6.98%/0.22%/3.8%,"3.06%, 34.78%",249 days/19 days/101 days,2026-09-09/2025-10-11/2026-02-07,6.99%,9.91%,-2.92%,1.11,0.44,46970.9074/47575.9191/48384.41/No Horizontal Resistance/54129.8938/83218.843,38314.86/32154.0552/36151.8794/25040.9446/No F-Track Level/No F-Track Level,44806.51/43178.04,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"DIA, Long, 2025-09-14 (Price: 459.32)",2025-11-14 (Price: 471.8) (Today),"2.72%, 44 days","100.0%, Past 10 years, 28","Weekly, is CONFIRMED on 2025-09-12",Already confirmed,"2025-11-14 (Price: 471.8), 2.72% above",44 days,No Information,No Information,No Information,No Information,No Information,3.69% above/2.72% above/2.72% above,8.64%/1.23%/3.89%,"-0.0%, 14.86%",209 days/19 days/87 days,2026-07-13/2025-10-11/2026-01-18,10.29%,9.9%,0.39%,1.56,0.44,470.6652/477.1875/485.54/No Horizontal Resistance/538.1343/826.9871,383.22/321.6725/359.6128/249.2814/No F-Track Level/No F-Track Level,448.29/432.0,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"^NZ50, Long, 2025-09-14 (Price: 13227.9004)",2025-11-14 (Price: 13464.46) (Today),"1.79%, 44 days","94.44%, Past 10 years, 36","Weekly, is CONFIRMED on 2025-09-12",Already confirmed,"2025-11-14 (Price: 13464.46), 1.79% above",44 days,No Information,No Information,No Information,No Information,No Information,1.82% above/1.79% above/1.79% above,7.03%/0.27%/3.75%,"1.46%, 23.79%",189 days/19 days/64 days,2026-06-14/2025-10-11/2025-12-15,12.33%,9.64%,2.69%,1.87,0.54,13550.6612/13723.9467/13792.16/13351.2476/14773.8816/17170.3822,12017.84/10608.2731/12904.4271/10062.5272/No F-Track Level/No F-Track Level,12928.17/12690.78,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"EWJ, Long, 2025-09-14 (Price: 80.76)",2025-11-14 (Price: 83.98) (Today),"3.99%, 44 days","80.65%, Past 10 years, 31","Weekly, is CONFIRMED on 2025-09-12",Already confirmed,"2025-11-14 (Price: 83.98), 3.99% above",44 days,No Information,No Information,No Information,No Information,No Information,6.06% above/3.99% above/3.99% above,12.51%/1.17%/5.28%,"20.09%, 34.01%",184 days/19 days/70 days,2026-06-07/2025-10-11/2025-12-24,5.16%,4.75%,0.41%,0.52,0.11,82.4963/85.0241/88.13/No Horizontal Resistance/83.4752/89.1379,71.76/53.915/68.8472/52.3436/No F-Track Level/No F-Track Level,76.6/71.51,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
FRACTAL TRACK,"CSCO, Long, 2025-09-10 (Price: 68.13)",2025-11-13 (Price: 77.38),"13.58%, 46 days","96.97%, Past 5 years, 33","Daily, was CONFIRMED on 2025-09-10",Already confirmed,"2025-11-14 (Price: 78.0), 14.49% above",47 days,No Information,No Information,No Information,"23.66% (Price: 67.7139), 15.19% above, Upmove Bounce Back","2025-04-07 (Price: 52.11), 2025-08-11 (Price: 72.55)",No Information,47.1%/0.02%/12.88%,"1.05%, 38.6%",900 days/41 days/356 days,2029-04-05/2025-11-08/2027-02-07,5.38%,14.53%,-9.15%,0.54,0.59,68.5933/76.9051/80.39/No Horizontal Resistance/78.7458/109.6316,66.88/40.92/52.6706/48.463/No F-Track Level/No F-Track Level,69.87/65.37,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
BASELINEDIVERGENCE,"SPY, Long, 2025-09-07 (Price: 647.24)",2025-11-14 (Price: 671.93) (Today),"3.81%, 49 days","90.48%, Past 10 years, 21","Weekly, was CONFIRMED on 2025-09-07",Already confirmed,"2025-11-14 (Price: 671.93), 3.81% above",49 days,No Information,"^GSPC, Tangent Case",No Information,No Information,No Information,No Information,10.23%/0.46%/4.63%,"5.53%, 12.25%",124 days/44 days/75 days,2026-03-05/2025-11-09/2025-12-24,8.38%,12.23%,-3.85%,0.78,0.56,701.7376/677.2072/969.1148/No Horizontal Resistance/969.1148/1522.3697,505.28/412.1625/627.1849/415.8599/No F-Track Level/No F-Track Level,668.48/613.15,88.89%/27/87 days (Across ALL Assets),85.45%/55/76 days (Across ALL Assets)
SIGMASHELL,"BPCL.NS, Long, 2025-09-01 (Price: 314.75)",2025-11-11 (Price: 374.15),"18.87%, 51 days","75.0%, Past 5 years, 8","Daily, was CONFIRMED on 2025-09-01",Already confirmed,"2025-11-14 (Price: 371.15), 17.92% above",54 days,"-3.63, 75.0",No Information,No Information,No Information,No Information,No Information,21.98%/2.35%/12.12%,"11.13%, 25.56%",58 days/31 days/48 days,2025-11-24/2025-10-15/2025-11-09,13.86%,12.62%,1.24%,0.5,0.36,332.6278/352.8977/372.4081/343.7375/372.4081/393.108,308.2/145.35/295.7614/248.4289/No F-Track Level/No F-Track Level,340.26/310.9,85.95%/121/73 days (Across ALL Assets),74.78%/230/78 days (Across ALL Assets)
TRENDPULSE,"DIA, Long, 2025-08-24 (Price: 456.64)",2025-11-14 (Price: 471.8) (Today),"3.32%, 59 days","100.0%, Past 10 years, 28","Weekly, is CONFIRMED on 2025-08-22",Already confirmed,"2025-11-14 (Price: 471.8), 3.32% above",59 days,No Information,No Information,No Information,No Information,No Information,3.32% above/3.32% above/3.32% above,8.64%/1.23%/3.89%,"-0.0%, 14.86%",209 days/19 days/87 days,2026-06-22/2025-09-20/2025-12-28,10.29%,9.9%,0.39%,1.56,0.44,467.919/474.4033/469.92/No Horizontal Resistance/538.1343/826.9871,383.22/321.6725/359.6128/249.2814/No F-Track Level/No F-Track Level,441.27/430.51,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
BASELINEDIVERGENCE,"QQQ, Long, 2025-08-10 (Price: 574.55)",2025-11-14 (Price: 608.86) (Today),"5.97%, 69 days","85.53%, Past 10 years, 76","Weekly, was CONFIRMED on 2025-08-10",Already confirmed,"2025-11-14 (Price: 608.86), 5.97% above",69 days,No Information,"^GSPC, Normal Case",No Information,No Information,No Information,No Information,44.95%/0.81%/10.36%,"13.49%, 27.25%",149 days/44 days/81 days,2026-03-13/2025-10-12/2025-12-05,23.29%,18.13%,5.16%,0.88,0.81,643.9556/634.0734/610.7303/No Horizontal Resistance/610.7303/836.2536,422.67/256.995/563.3658/526.8888/No F-Track Level/No F-Track Level,605.86/541.73,88.89%/27/87 days (Across ALL Assets),85.45%/55/76 days (Across ALL Assets)
BASELINEDIVERGENCE,"^NDX, Long, 2025-08-10 (Price: 23611.2695)",2025-11-14 (Price: 25008.2422) (Today),"5.92%, 69 days","85.14%, Past 10 years, 74","Weekly, was CONFIRMED on 2025-08-10",Already confirmed,"2025-11-14 (Price: 25008.2422), 5.92% above",69 days,No Information,"^GSPC, Normal Case",No Information,No Information,No Information,No Information,44.87%/0.79%/10.11%,"13.31%, 27.32%",154 days/44 days/81 days,2026-03-21/2025-10-12/2025-12-05,22.62%,18.15%,4.47%,0.89,0.81,26399.7604/25998.3688/25025.4383/No Horizontal Resistance/25025.4383/33965.62,17397.7/10555.915/22796.2371/21108.1646/No F-Track Level/No F-Track Level,24895.66/22260.73,88.89%/27/87 days (Across ALL Assets),85.45%/55/76 days (Across ALL Assets)
BASELINEDIVERGENCE,"SPY, Long, 2025-08-10 (Price: 637.18)",2025-11-14 (Price: 671.93) (Today),"5.45%, 69 days","90.48%, Past 10 years, 21","Weekly, was CONFIRMED on 2025-08-10",Already confirmed,"2025-11-14 (Price: 671.93), 5.45% above",69 days,No Information,"^GSPC, Tangent Case",No Information,No Information,No Information,No Information,10.23%/0.46%/4.63%,"5.53%, 12.25%",124 days/44 days/75 days,2026-02-05/2025-10-12/2025-11-26,8.38%,12.23%,-3.85%,0.78,0.56,690.8306/666.6814/969.1148/No Horizontal Resistance/969.1148/1522.3697,505.28/412.1625/627.1849/415.8599/No F-Track Level/No F-Track Level,668.48/613.15,88.89%/27/87 days (Across ALL Assets),85.45%/55/76 days (Across ALL Assets)
TRENDPULSE,"SLV, Long, 2025-07-31 (Price: 33.32)",2025-11-14 (Price: 45.96) (Today),"37.94%, 76 days","72.22%, Past 20 years, 18","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2025-11-14 (Price: 45.96), 37.94% above",76 days,No Information,No Information,No Information,No Information,No Information,40.08% above/37.94% above/37.94% above,30.37%/2.87%/19.11%,"54.87%, 60.6%",522 days/87 days/231 days,2027-08-26/2025-12-04/2026-06-30,3.89%,5.98%,-2.09%,0.2,0.22,36.0589/39.6875/37.48/No Horizontal Resistance/47.5817/54.635,26.33/18.99/31.6598/28.4154/No F-Track Level/No F-Track Level,33.01/29.96,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
PULSEGAUGE,"META, Long, 2025-07-06 (Price: 719.01)",2025-11-14 (Price: 609.46) (Today),"-15.24%, 94 days","100.0%, Past 13 years, 10","Weekly, was CONFIRMED on 2025-07-06",No Cancellation Possible,"2025-11-14 (Price: 609.46), 15.24% below",94 days,No Information,No Information,No Information,No Information,No Information,No Information,27.47%/20.35%/22.69%,"-0.0%, 16.89%",94 days/34 days/67 days,2025-11-19/2025-08-24/2025-10-11,78.09%,22.84%,55.25%,1.02,0.73,773.511/882.1534/842.484/No Horizontal Resistance/842.484/1305.5879,501.48/241.8667/556.264/3267.3398/No F-Track Level/No F-Track Level,713.72/677.46,73.47%/49/155 days (Across ALL Assets),72.58%/124/147 days (Across ALL Assets)
