Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Exit Signal Date/Price[$],"Current Trading Date/Price[$], Current Price vs Signal]","Win Rate [%], History Tested, Number of Trades",Next Two Target % from Latest Trading Price,"% Gain, Holding Period (days)",Backtested Returns(Win Trades) [%] (Best/Worst/Avg),Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Current Mark to Market and Holding Period,"Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date (Farthest./Earliest./Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2) [$],Moving Average (50-days/200-days),Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
BAND MATRIX,"ATD.TO, Long, 2024-03-25 (Price: 77.77)",Daily,No Price Target,No Date Target,2024-06-10 (Price: 77.94),"2025-10-31 (Price: 71.28), 8.35% below","80.0%, Past 5 years, 10",19.07%/19.07%,"-8.35%, 419 days",19.21%/0.22%/9.13%,84.8704 (Avg % Gain of Historic Winning trades)/85.3936 (F-Stack 1)/96.14 (F-Stack 2)/92.709617 (Backtested Best)/84.87040099999999 (Backtested Avg),No Next Date Target,"0.22%, 55 days","Daily, was CONFIRMED on 2024-03-25",No Cancellation Possible,"2025-10-31 (Price: 71.28), 8.35% below",419 days,No Information,No Information,No Information,No Information,No Information,No Information,"9.62%, 20.63%",173 days/24 days/80 days,2024-11-30/2024-04-28/2024-07-18,12.48%,10.16%,2.32%,0.63,0.39,80.2664/84.8704/82.57/No Horizontal Resistance/85.3936/96.14,74.28/39.8362/59.8475/53.4732/No F-Track Level/No F-Track Level,72.8/71.85,76.32%/76/130 days (Across ALL Assets),76.19%/252/112 days (Across ALL Assets)
TRENDPULSE,"MSFT, Long, 2024-03-24 (Price: 428.74)",Weekly,514.53 (Exit Rule),No Date Target,2024-07-14 (Price: 453.55),"2025-10-31 (Price: 517.81), 20.77% above","100.0%, Past 10 years, 10",6.87%,"20.77%, 419 days",14.04%/2.9%/6.57%,553.3726 (F-Stack 2),No Next Date Target,"5.79%, 79 days","Weekly, is CONFIRMED on 2024-03-22",Already confirmed,"2025-10-31 (Price: 517.81), 20.77% above",419 days,No Information,No Information,No Information,No Information,No Information,24.35% above/20.77% above/20.77% above,"0%, 18.74%",304 days/24 days/77 days,2025-06-07/2024-04-27/2024-07-13,8.44%,21.69%,-13.25%,2.0,0.91,471.2281/456.9082/514.53/No Horizontal Resistance/423.2463/553.3726,367.75/131.65/386.873/350.287/No F-Track Level/No F-Track Level,407.94/359.7,96.46%/113/86 days (Across ALL Assets),78.15%/270/77 days (Across ALL Assets)
DELTADRIFT,"TSLA, Long, 2024-03-24 (Price: 170.83)",Weekly,408.5817 (Horizontal)/417.4684 (F-Stack 1)/553.1211 (F-Stack 2),No Date Target,2024-06-30 (Price: 197.88),"2025-10-31 (Price: 456.56), 167.26% above","100.0%, Past 15 years, 4",No Next Target,"167.26%, 419 days",45.34%/14.57%/26.48%,No Next Target,No Next Date Target,"15.83%, 69 days","Weekly, was CONFIRMED on 2024-03-24",Already confirmed,"2025-10-31 (Price: 456.56), 167.26% above",419 days,No Information,No Information,No Information,No Information,No Information,No Information,"0%, 27.43%",104 days/9 days/42 days,2024-08-21/2024-04-06/2024-05-23,42.51%,44.13%,-1.62%,1.76,1.15,249.2922/216.0658/232.68/408.5817/417.4684/553.1211,163.57/No Horizontal Support/167.2494/153.3516/No F-Track Level/No F-Track Level,410.64/337.05,97.3%/37/39 days (Across ALL Assets),88.79%/107/50 days (Across ALL Assets)
BAND MATRIX,"BYD.TO, Long, 2024-03-22 (Price: 287.46)",Daily,No Price Target,No Date Target,2024-07-03 (Price: 255.58),"2025-10-31 (Price: 224.03), 22.07% below","70.0%, Past 5 years, 10",32.51%/33.8%,"-22.07%, 420 days",40.12%/3.27%/14.3%,299.7633 (Historic Rise or Fall to Pivot)/328.5668 (Avg % Gain of Historic Winning trades)/314.17 (Exit Rule)/367.2583 (F-Stack 1)/420.4353 (F-Stack 2)/402.788952 (Backtested Best)/296.859942 (Backtested Worst)/328.56678 (Backtested Avg),No Next Date Target,"-11.09%, 73 days","Daily, was CONFIRMED on 2024-03-22",No Cancellation Possible,"2025-10-31 (Price: 224.03), 22.07% below",420 days,No Information,No Information,No Information,No Information,No Information,No Information,"14.64%, 42.52%",256 days/15 days/79 days,2025-03-27/2024-04-12/2024-07-14,10.26%,3.48%,6.78%,0.33,0.11,299.7633/328.5668/314.17/No Horizontal Resistance/367.2583/420.4353,287.17/166.48/229.0045/147.1212/No F-Track Level/No F-Track Level,226.12/217.58,76.32%/76/130 days (Across ALL Assets),76.19%/252/112 days (Across ALL Assets)
FRACTAL TRACK,"INDY, Long, 2024-03-21 (Price: 49.86)",Daily,No Price Target,No Date Target,2024-10-02 (Price: 55.86),"2025-10-31 (Price: 52.98), 6.26% above","100.0%, Past 5 years, 32",9.92%/9.92%,"6.26%, 421 days",30.21%/10.39%/16.8%,58.2365 (Avg % Gain of Historic Winning trades)/58.3297 (F-Stack 1)/60.9145 (F-Stack 2)/64.922706 (Backtested Best)/58.23647999999999 (Backtested Avg),2026-01-24 (Farthest),"12.03%, 139 days","Daily, was CONFIRMED on 2024-03-21",Already confirmed,"2025-10-31 (Price: 52.98), 6.26% above",421 days,No Information,No Information,No Information,"23.66% (Price: 49.6538), 6.7% above, Upmove Bounce Back","2023-10-26 (Price: 43.6), 2024-03-08 (Price: 51.53)",No Information,"-0.0%, 8.45%",466 days/53 days/175 days,2026-01-24/2024-06-05/2024-11-29,19.34%,7.96%,11.38%,0.41,0.32,50.0146/58.2365/54.62/No Horizontal Resistance/58.3297/60.9145,49.55/33.355/48.7816/37.969/No F-Track Level/No F-Track Level,52.11/51.63,94.12%/289/221 days (Across ALL Assets),52.38%/63/141 days (Across ALL Assets)
TRENDPULSE,"JD, Long, 2024-03-17 (Price: 27.45)",Weekly,No Price Target,No Date Target,2024-05-26 (Price: 30.27),"2025-10-31 (Price: 33.04), 20.36% above","80.0%, Past 10 years, 5",180.66%/194.38%,"20.36%, 424 days",16.57%/13.17%/15.22%,92.73 (Horizontal)/97.2627 (F-Stack 1)/102.2552 (F-Stack 2),No Next Date Target,"10.27%, 49 days","Weekly, is CONFIRMED on 2024-03-15",Already confirmed,"2025-10-31 (Price: 33.04), 20.36% above",424 days,No Information,No Information,No Information,No Information,No Information,33.49% above/20.36% above/20.36% above,"14.29%, 34.19%",79 days/39 days/60 days,2024-07-09/2024-05-12/2024-06-11,7.46%,4.7%,2.76%,0.46,0.26,29.2205/31.6279/32.93/92.73/97.2627/102.2552,21.78/25.625/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,23.88/29.74,96.46%/113/86 days (Across ALL Assets),78.15%/270/77 days (Across ALL Assets)
FRACTAL TRACK,"TRI.TO, Long, 2024-03-13 (Price: 210.75)",Daily,No Price Target,No Date Target,2025-07-17 (Price: 287.65),"2025-10-31 (Price: 214.84), 1.94% above","96.97%, Past 5 years, 33",36.49%/111.88%,"1.94%, 427 days",28.59%/1.02%/10.63%,293.2329 (F-Stack 1)/455.2123 (F-Stack 2),No Next Date Target,"36.49%, 351 days","Daily, was CONFIRMED on 2024-03-13",Already confirmed,"2025-10-31 (Price: 214.84), 1.94% above",427 days,No Information,No Information,No Information,"23.66% (Price: 204.8596), 4.87% above, Upmove Bounce Back","2023-10-27 (Price: 163.01), 2024-02-16 (Price: 217.83)",No Information,"0.25%, 22.86%",307 days/18 days/134 days,2025-05-31/2024-04-08/2024-09-23,21.21%,17.35%,3.86%,0.44,0.8,214.9439/233.1527/243.64/No Horizontal Resistance/293.2329/455.2123,199.61/92.7882/193.124/131.2534/No F-Track Level/No F-Track Level,227.71/249.35,94.12%/289/221 days (Across ALL Assets),52.38%/63/141 days (Across ALL Assets)
TRENDPULSE,"INDY, Long, 2024-03-10 (Price: 51.35)",Weekly,No Price Target,No Date Target,2024-07-07 (Price: 54.28),"2025-10-31 (Price: 52.98), 3.17% above","80.0%, Past 10 years, 15",6.93%/10.1%,"3.17%, 429 days",10.32%/0.8%/5.16%,58.3297 (F-Stack 1)/60.9145 (F-Stack 2)/56.649319999999996 (Backtested Best),No Next Date Target,"5.71%, 84 days","Weekly, is CONFIRMED on 2024-03-08",Already confirmed,"2025-10-31 (Price: 52.98), 3.17% above",429 days,No Information,No Information,No Information,No Information,No Information,3.94% above/3.17% above/3.17% above,"18.76%, 40.6%",289 days/24 days/81 days,2025-05-02/2024-04-13/2024-07-05,3.46%,3.49%,-0.03%,0.25,0.06,53.6094/53.9997/56.37/No Horizontal Resistance/58.3297/60.9145,43.67/33.355/48.7816/37.969/No F-Track Level/No F-Track Level,49.79/46.47,96.46%/113/86 days (Across ALL Assets),78.15%/270/77 days (Across ALL Assets)
DELTADRIFT,"HDB, Long, 2024-03-10 (Price: 27.94)",Weekly,No Price Target,No Date Target,2024-06-16 (Price: 30.33),"2025-10-31 (Price: 36.22), 29.63% above","100.0%, Past 15 years, 7",8.34%/12.42%,"29.63%, 429 days",16.81%/7.78%/10.62%,39.24 (Horizontal)/40.717 (F-Stack 1)/47.4928 (F-Stack 2),No Next Date Target,"8.55%, 69 days","Weekly, was CONFIRMED on 2024-03-10",Already confirmed,"2025-10-31 (Price: 36.22), 29.63% above",429 days,No Information,No Information,No Information,No Information,No Information,No Information,"0%, 13.44%",44 days/4 days/26 days,2024-05-12/2024-03-15/2024-04-16,18.34%,9.25%,9.09%,3.37,0.33,31.5638/30.9072/31.24/39.24/40.717/47.4928,26.88/25.6308/21.1884/14.0692/No F-Track Level/No F-Track Level,35.48/34.93,97.3%/37/39 days (Across ALL Assets),88.79%/107/50 days (Across ALL Assets)
FRACTAL TRACK,"BRK-B, Long, 2024-03-07 (Price: 402.39)",Daily,No Price Target,No Date Target,2024-04-09 (Price: 414.69),"2025-10-31 (Price: 477.54), 18.68% above","92.86%, Past 5 years, 28",18.33%,"18.68%, 431 days",40.43%/0.76%/14.31%,565.076277 (Backtested Best),2026-08-13 (Farthest),"3.06%, 23 days","Daily, was CONFIRMED on 2024-03-07",Already confirmed,"2025-10-31 (Price: 477.54), 18.68% above",431 days,No Information,No Information,No Information,"23.66% (Price: 406.4772), 17.48% above, Upmove Bounce Back","2023-10-27 (Price: 330.58), 2024-02-26 (Price: 430.0)",No Information,"1.33%, 19.22%",614 days/13 days/165 days,2026-08-13/2024-03-25/2024-10-31,22.14%,17.48%,4.66%,0.39,0.87,408.8282/459.972/462.04/No Horizontal Resistance/449.7662/491.88,400.74/198.3575/349.0178/288.9714/No F-Track Level/No F-Track Level,493.8/494.54,94.12%/289/221 days (Across ALL Assets),52.38%/63/141 days (Across ALL Assets)
BAND MATRIX,"SJ.TO, Long, 2024-03-04 (Price: 72.24)",Daily,No Price Target,No Date Target,2024-07-08 (Price: 88.92),"2025-10-31 (Price: 79.61), 10.2% above","75.0%, Past 5 years, 8",19.35%,"10.2%, 434 days",23.09%/7.4%/14.06%,95.0177 (F-Stack 2),No Next Date Target,"23.09%, 90 days","Daily, was CONFIRMED on 2024-03-04",No Cancellation Possible,"2025-10-31 (Price: 79.61), 10.2% above",434 days,No Information,No Information,No Information,No Information,No Information,No Information,"13.59%, 37.19%",103 days/18 days/63 days,2024-07-31/2024-03-30/2024-06-03,11.95%,11.37%,0.58%,0.6,0.42,75.3608/82.3969/78.88/85.75/87.8633/95.0177,63.17/35.95/66.807/60.0601/No F-Track Level/No F-Track Level,79.07/74.45,76.32%/76/130 days (Across ALL Assets),76.19%/252/112 days (Across ALL Assets)
SIGMASHELL,"SJ.TO, Long, 2024-03-01 (Price: 72.82)",Daily,No Price Target,No Date Target,2024-05-30 (Price: 81.47),"2025-10-31 (Price: 79.61), 9.32% above","75.0%, Past 5 years, 8",19.35%,"9.32%, 435 days",8.28%/0.77%/5.73%,95.0177 (F-Stack 2),No Next Date Target,"11.88%, 64 days","Daily, was CONFIRMED on 2024-03-01",Already confirmed,"2025-10-31 (Price: 79.61), 9.32% above",435 days,"-8.42, 60.0",No Information,No Information,No Information,No Information,No Information,"5.74%, 16.32%",137 days/40 days/78 days,2024-09-15/2024-04-27/2024-06-21,7.44%,11.37%,-3.93%,0.58,0.42,74.5604/76.9926/87.8633/85.75/87.8633/95.0177,72.78/35.95/66.807/60.0601/No F-Track Level/No F-Track Level,79.07/74.45,83.21%/137/75 days (Across ALL Assets),76.31%/325/86 days (Across ALL Assets)
TRENDPULSE,"INDY, Long, 2024-02-29 (Price: 50.04)",Monthly,No Price Target,No Date Target,2024-10-31 (Price: 53.27),"2025-10-31 (Price: 52.98), 5.88% above","100.0%, Past 20 years, 8",8.15%/10.1%,"5.88%, 436 days",20.49%/3.21%/10.43%,57.2958 (Historic Rise or Fall to Pivot)/58.3297 (F-Stack 1)/60.9145 (F-Stack 2)/60.293195999999995 (Backtested Best),2027-05-09 (Farthest),"6.45%, 175 days","Monthly, is CONFIRMED on 2024-02-29",Already confirmed,"2025-10-31 (Price: 52.98), 5.88% above",436 days,No Information,No Information,No Information,No Information,No Information,7.57% above/5.88% above/5.88% above,"0%, 34.43%",805 days/109 days/280 days,2027-05-09/2024-08-04/2025-04-09,7.74%,4.65%,3.09%,1.6,0.12,57.2958/55.2592/54.68/No Horizontal Resistance/58.3297/60.9145,40.92/33.355/48.7816/37.969/No F-Track Level/No F-Track Level,49.5/46.22,90.62%/32/267 days (Across ALL Assets),76.7%/103/188 days (Across ALL Assets)
TRENDPULSE,"MA, Long, 2024-02-29 (Price: 474.76)",Monthly,No Price Target,No Date Target,2025-01-31 (Price: 555.43),"2025-10-31 (Price: 551.99), 16.27% above","100.0%, Past 20 years, 7",8.18%/8.18%,"16.27%, 436 days",39.4%/17.22%/25.78%,702.5498 (Historic Rise or Fall to Pivot)/597.1531 (Avg % Gain of Historic Winning trades)/624.75 (Exit Rule)/661.81544 (Backtested Best)/597.153128 (Backtested Avg),No Next Date Target,"16.99%, 241 days","Monthly, is CONFIRMED on 2024-02-29",Already confirmed,"2025-10-31 (Price: 551.99), 16.27% above",436 days,No Information,No Information,No Information,No Information,No Information,22.87% above/16.27% above/16.27% above,"0%, 9.42%",239 days/129 days/155 days,2025-02-09/2024-09-02/2024-10-10,13.37%,28.02%,-14.65%,3.0,1.03,702.5498/597.1531/624.75/No Horizontal Resistance/515.4888/554.0572,284.34/256.205/442.8637/361.9068/No F-Track Level/No F-Track Level,443.53/406.99,90.62%/32/267 days (Across ALL Assets),76.7%/103/188 days (Across ALL Assets)
TRENDPULSE,"DOL.TO, Long, 2024-02-25 (Price: 105.69)",Weekly,194.1559 (F-Stack 2),No Date Target,2024-05-05 (Price: 116.7),"2025-10-31 (Price: 182.31), 72.5% above","100.0%, Past 10 years, 9",No Next Target,"72.5%, 439 days",12.93%/1.23%/9.34%,No Next Target,No Next Date Target,"10.42%, 49 days","Weekly, is CONFIRMED on 2024-02-23",Already confirmed,"2025-10-31 (Price: 182.31), 72.5% above",439 days,No Information,No Information,No Information,No Information,No Information,76.42% above/72.5% above/72.5% above,"0%, 8.69%",94 days/19 days/47 days,2024-07-10/2024-03-23/2024-05-03,10.54%,27.51%,-16.97%,2.06,1.21,125.4118/115.5614/142.17/No Horizontal Resistance/132.3972/194.1559,90.0/43.575/94.2286/70.6386/No F-Track Level/No F-Track Level,98.27/92.36,96.46%/113/86 days (Across ALL Assets),78.15%/270/77 days (Across ALL Assets)
FRACTAL TRACK,"MCD, Long, 2024-02-25 (Price: 297.75)",Weekly,No Price Target,No Date Target,2024-11-17 (Price: 292.63),"2025-10-31 (Price: 298.43), 0.23% above","89.47%, Past 20 years, 38",16.19%/24.0%,"0.23%, 439 days",213.02%/1.07%/35.81%,404.3743 (Avg % Gain of Historic Winning trades)/346.75 (Exit Rule)/370.0426 (F-Stack 1)/590.3302 (F-Stack 2)/932.01705 (Backtested Best)/404.374275 (Backtested Avg),2035-11-05 (Farthest)/2026-04-05 (Avg),"-1.72%, 189 days","Weekly, was CONFIRMED on 2024-02-25",Already confirmed,"2025-10-31 (Price: 298.43), 0.23% above",439 days,No Information,No Information,No Information,"23.66% (Price: 280.0269), 6.57% above, Upmove Bounce Back","2022-03-13 (Price: 217.68), 2023-07-23 (Price: 299.35)",No Information,"10.43%, 32.86%",2949 days/49 days/532 days,2035-11-05/2024-05-05/2026-04-05,11.19%,11.61%,-0.42%,0.49,0.5,314.424/404.3743/346.75/299.105/370.0426/590.3302,248.22/203.8833/254.2758/233.8976/No F-Track Level/No F-Track Level,305.7/304.57,94.0%/50/558 days (Across ALL Assets),72.73%/165/214 days (Across ALL Assets)
FRACTAL TRACK,"BTI, Long, 2024-02-23 (Price: 30.5)",Daily,No Price Target,No Date Target,2024-06-28 (Price: 30.93),"2025-10-31 (Price: 51.19), 67.84% above","100.0%, Past 5 years, 22",60.63%/79.81%,"67.84%, 440 days",28.63%/2.14%/10.45%,82.226 (F-Stack 1)/92.0468 (F-Stack 2),No Next Date Target,"1.41%, 90 days","Daily, was CONFIRMED on 2024-02-23",Already confirmed,"2025-10-31 (Price: 51.19), 67.84% above",440 days,No Information,No Information,No Information,"38.2% (Price: 30.377), 68.52% above, Upmove Bounce Back","2023-12-06 (Price: 28.35), 2024-02-08 (Price: 31.63)",No Information,"-0.0%, 16.26%",401 days/11 days/115 days,2025-09-25/2024-03-09/2024-08-07,16.41%,10.39%,6.02%,0.54,0.41,31.717/33.6872/32.47/45.46/82.226/92.0468,30.25/28.635/27.0974/22.6577/No F-Track Level/No F-Track Level,53.61/47.18,94.12%/289/221 days (Across ALL Assets),52.38%/63/141 days (Across ALL Assets)
BAND MATRIX,"KXS.TO, Long, 2024-02-22 (Price: 148.72)",Daily,No Price Target,No Date Target,2024-11-15 (Price: 165.15),"2025-10-31 (Price: 169.84), 14.2% above","70.0%, Past 5 years, 10",33.06%/44.49%,"14.2%, 441 days",14.12%/3.05%/10.13%,225.9867 (Horizontal)/245.4058 (F-Stack 1)/260.6391 (F-Stack 2),No Next Date Target,"11.05%, 191 days","Daily, was CONFIRMED on 2024-02-22",No Cancellation Possible,"2025-10-31 (Price: 169.84), 14.2% above",441 days,No Information,No Information,No Information,No Information,No Information,No Information,"20.1%, 36.4%",191 days/24 days/76 days,2024-11-24/2024-03-27/2024-06-11,3.84%,0.27%,3.57%,0.17,0.07,161.2868/163.7853/162.54/225.9867/245.4058/260.6391,136.75/86.19/123.9058/118.5983/No F-Track Level/No F-Track Level,183.22/182.79,76.32%/76/130 days (Across ALL Assets),76.19%/252/112 days (Across ALL Assets)
TRENDPULSE,"TRI.TO, Long, 2024-02-18 (Price: 216.26)",Weekly,No Price Target,No Date Target,2024-06-02 (Price: 234.54),"2025-10-31 (Price: 214.84), 0.66% below","92.86%, Past 10 years, 14",36.49%/111.88%,"-0.66%, 444 days",13.59%/2.46%/6.7%,293.2329 (F-Stack 1)/455.2123 (F-Stack 2),No Next Date Target,"8.45%, 74 days","Weekly, is CONFIRMED on 2024-02-16",Already confirmed,"2025-10-31 (Price: 214.84), 0.66% below",444 days,No Information,No Information,No Information,No Information,No Information,5.73% above/0.66% below/0.66% below,"4.4%, 26.29%",279 days/24 days/91 days,2025-03-28/2024-03-23/2024-06-28,8.92%,11.58%,-2.66%,1.39,0.51,227.7867/230.7494/243.77/No Horizontal Resistance/293.2329/455.2123,163.51/92.7882/193.124/131.2534/No F-Track Level/No F-Track Level,197.91/180.98,96.46%/113/86 days (Across ALL Assets),78.15%/270/77 days (Across ALL Assets)
SIGMASHELL,"HDB, Long, 2024-02-12 (Price: 26.5)",Daily,No Price Target,No Date Target,2024-04-10 (Price: 29.215),"2025-10-31 (Price: 36.22), 36.68% above","100.0%, Past 5 years, 10",8.34%/12.42%,"36.68%, 449 days",16.39%/0.24%/7.68%,40.717 (Exit Rule)/39.24 (Horizontal)/40.717 (F-Stack 1)/51.346 (F-Stack 2),No Next Date Target,"10.25%, 42 days","Daily, was CONFIRMED on 2024-02-12",Already confirmed,"2025-10-31 (Price: 36.22), 36.68% above",449 days,"-3.63, 66.67",No Information,No Information,No Information,No Information,No Information,"-0.0%, 29.32%",252 days/34 days/91 days,2025-02-11/2024-04-01/2024-06-22,15.79%,7.51%,8.28%,1.12,0.27,26.7703/28.5352/40.717/39.24/40.717/51.346,No Recent Minima/25.6308/21.1884/14.0692/No F-Track Level/No F-Track Level,35.48/34.93,83.21%/137/75 days (Across ALL Assets),76.31%/325/86 days (Across ALL Assets)
TRENDPULSE,"DOL.TO, Long, 2024-02-11 (Price: 100.7)",Weekly,194.1559 (F-Stack 2),No Date Target,2024-03-17 (Price: 105.32),"2025-10-31 (Price: 182.31), 81.04% above","100.0%, Past 10 years, 9",No Next Target,"81.04%, 449 days",12.93%/1.23%/9.34%,No Next Target,No Next Date Target,"4.59%, 24 days","Weekly, is CONFIRMED on 2024-02-09",Already confirmed,"2025-10-31 (Price: 182.31), 81.04% above",449 days,No Information,No Information,No Information,No Information,No Information,81.04% above/81.04% above/81.04% above,"0%, 8.69%",94 days/19 days/47 days,2024-06-26/2024-03-09/2024-04-19,10.54%,27.51%,-16.97%,2.06,1.21,119.4906/110.1054/127.44/No Horizontal Resistance/132.3972/194.1559,90.0/43.575/94.2286/70.6386/No F-Track Level/No F-Track Level,97.56/91.5,96.46%/113/86 days (Across ALL Assets),78.15%/270/77 days (Across ALL Assets)
FRACTAL TRACK,"KXS.TO, Long, 2024-02-08 (Price: 156.5)",Daily,No Price Target,No Date Target,2024-11-18 (Price: 166.25),"2025-10-31 (Price: 169.84), 8.52% above","96.3%, Past 5 years, 27",29.33%/33.06%,"8.52%, 451 days",40.35%/1.04%/13.21%,225.9867 (Horizontal)/245.4058 (F-Stack 1)/260.6391 (F-Stack 2)/219.64775 (Backtested Best),2027-06-05 (Farthest),"6.23%, 202 days","Daily, was CONFIRMED on 2024-02-08",Already confirmed,"2025-10-31 (Price: 169.84), 8.52% above",451 days,No Information,No Information,No Information,"38.2% (Price: 155.4097), 9.29% above, Upmove Bounce Back","2024-01-05 (Price: 134.75), 2024-01-24 (Price: 168.18)",No Information,"4.03%, 31.14%",838 days/11 days/161 days,2027-06-05/2024-02-23/2024-09-28,17.68%,0.25%,17.43%,0.32,0.07,157.6425/177.1736/176.56/225.9867/245.4058/260.6391,136.75/86.19/151.1683/123.9058/No F-Track Level/No F-Track Level,183.22/182.79,94.12%/289/221 days (Across ALL Assets),52.38%/63/141 days (Across ALL Assets)
FRACTAL TRACK,"MCD, Long, 2024-02-08 (Price: 291.93)",Daily,No Price Target,No Date Target,2024-10-02 (Price: 303.76),"2025-10-31 (Price: 298.43), 2.23% above","81.25%, Past 5 years, 16",9.21%/24.0%,"2.23%, 451 days",3.23%/3.23%/3.23%,325.93 (Exit Rule)/370.0426 (F-Stack 1)/590.3302 (F-Stack 2),No Next Date Target,"4.05%, 169 days","Daily, was CONFIRMED on 2024-02-08",Already confirmed,"2025-10-31 (Price: 298.43), 2.23% above",451 days,No Information,No Information,No Information,"38.2% (Price: 280.7459), 6.3% above, Upmove Bounce Back","2023-10-06 (Price: 245.73), 2024-01-22 (Price: 302.39)",No Information,"2.35%, 15.36%",206 days/206 days/206 days,2024-12-02/2024-12-02/2024-12-02,3.01%,6.8%,-3.79%,-0.14,0.24,292.5722/301.3593/325.93/299.105/370.0426/590.3302,284.65/203.8833/254.2758/233.8976/No F-Track Level/No F-Track Level,305.7/304.57,94.12%/289/221 days (Across ALL Assets),52.38%/63/141 days (Across ALL Assets)
TRENDPULSE,"PG, Long, 2024-02-04 (Price: 158.09)",Weekly,No Price Target,No Date Target,2024-05-26 (Price: 165.33),"2025-10-31 (Price: 150.37), 4.88% below","90.91%, Past 10 years, 11",24.13%/39.23%,"-4.88%, 454 days",7.57%/1.28%/4.18%,186.6499 (F-Stack 1)/209.3631 (F-Stack 2),No Next Date Target,"4.58%, 79 days","Weekly, is CONFIRMED on 2024-02-02",Already confirmed,"2025-10-31 (Price: 150.37), 4.88% below",454 days,No Information,No Information,No Information,No Information,No Information,3.7% below/4.88% below/4.88% below,"12.19%, 24.03%",259 days/19 days/78 days,2025-02-13/2024-03-02/2024-05-26,5.27%,6.36%,-1.09%,0.48,0.21,168.935/164.6982/161.19/165.125/186.6499/209.3631,143.96/121.86/140.2317/117.5404/No F-Track Level/No F-Track Level,149.6/150.64,96.46%/113/86 days (Across ALL Assets),78.15%/270/77 days (Across ALL Assets)
TRENDPULSE,"DIA, Long, 2024-01-31 (Price: 381.37)",Monthly,No Price Target,No Date Target,2024-09-30 (Price: 423.12),"2025-10-31 (Price: 475.67), 24.73% above","90.0%, Past 20 years, 10",13.13%/73.86%,"24.73%, 457 days",11.77%/4.81%/8.01%,538.1343 (F-Stack 1)/826.9871 (F-Stack 2),No Next Date Target,"10.95%, 173 days","Monthly, is CONFIRMED on 2024-01-31",Already confirmed,"2025-10-31 (Price: 475.67), 24.73% above",457 days,No Information,No Information,No Information,No Information,No Information,32.13% above/24.73% above/24.73% above,"26.48%, 49.08%",325 days/107 days/211 days,2025-05-15/2024-07-03/2024-12-01,3.25%,5.91%,-2.66%,0.41,0.18,430.9862/411.9177/460.12/No Horizontal Resistance/538.1343/826.9871,287.3/257.67/359.6128/249.2814/No F-Track Level/No F-Track Level,370.12/348.16,90.62%/32/267 days (Across ALL Assets),76.7%/103/188 days (Across ALL Assets)
TRENDPULSE,"INDY, Long, 2024-01-31 (Price: 49.38)",Monthly,No Price Target,No Date Target,2024-10-31 (Price: 53.27),"2025-10-31 (Price: 52.98), 7.29% above","100.0%, Past 20 years, 8",6.72%/10.1%,"7.29%, 457 days",20.49%/3.21%/10.43%,56.5401 (Historic Rise or Fall to Pivot)/58.3297 (F-Stack 1)/60.9145 (F-Stack 2)/59.497961999999994 (Backtested Best),2027-04-10 (Farthest),"7.88%, 196 days","Monthly, is CONFIRMED on 2024-01-31",Already confirmed,"2025-10-31 (Price: 52.98), 7.29% above",457 days,No Information,No Information,No Information,No Information,No Information,7.57% above/7.29% above/7.29% above,"0%, 34.43%",805 days/109 days/280 days,2027-04-10/2024-07-06/2025-03-11,7.74%,4.65%,3.09%,1.6,0.12,56.5401/54.5303/51.16/No Horizontal Resistance/58.3297/60.9145,40.92/33.355/48.7816/37.969/No F-Track Level/No F-Track Level,48.26/45.45,90.62%/32/267 days (Across ALL Assets),76.7%/103/188 days (Across ALL Assets)
