Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Max Drawdown [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date (Farthest./Earliest./Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2) [$],Moving Average (50-days/200-days),Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"^NDX, Long, 2025-09-21 (Price: 24626.25)",2025-10-09 (Price: 25098.1758) (Today),"1.92%, 13 days","100.0%, Past 10 years, 12","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2025-10-09 (Price: 25098.1758), 1.92% above",13 days,No Information,No Information,No Information,No Information,No Information,4.18% above/1.92% above/1.92% above,7.38%/1.69%/4.61%,"0%, 9.66%",104 days/24 days/57 days,2026-02-18/2025-10-25/2025-12-12,8.45%,17.53%,-9.08%,2.36,0.82,27293.2729/25761.5201/27592.28/No Horizontal Resistance/25025.4383/33965.62,17397.7/10555.915/22796.2371/21108.1646/No Fib Ret Level/No Fib Ret Level,23494.24/21525.56,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"^DJI, Long, 2025-09-28 (Price: 46247.2891)",2025-10-09 (Price: 46358.4219) (Today),"0.24%, 8 days","100.0%, Past 10 years, 14","Weekly, is CONFIRMED on 2025-09-26",Already confirmed,"2025-10-09 (Price: 46358.4219), 0.24% above",8 days,No Information,No Information,No Information,No Information,No Information,1.14% above/0.24% above/0.24% above,6.98%/0.22%/3.64%,"0%, 34.78%",249 days/19 days/106 days,2026-09-23/2025-10-25/2026-02-28,6.14%,9.9%,-3.76%,1.98,0.44,48027.8097/47930.6904/49868.04/No Horizontal Resistance/54129.8938/83218.843,38314.86/32154.0552/36151.8794/25040.9446/No Fib Ret Level/No Fib Ret Level,45145.09/43246.39,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"GLD, Long, 2025-10-06 (Price: 364.38)",2025-10-09 (Price: 365.43) (Today),"0.29%, 3 days","87.5%, Past 4 years, 8","Daily, is CONFIRMED on 2025-10-06",Already confirmed,"2025-10-09 (Price: 365.43), 0.29% above",3 days,No Information,No Information,No Information,No Information,No Information,2.18% above/0.29% above/0.29% above,5.11%/2.08%/3.29%,"1.51%, 14.03%",59 days/4 days/25 days,2025-12-30/2025-10-11/2025-11-11,7.89%,15.19%,-7.3%,1.2,0.8,374.364/376.3681/396.71/No Horizontal Resistance/424.4974/624.146,305.27/150.8/301.1087/224.8487/No Fib Ret Level/No Fib Ret Level,325.47/294.42,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"^DJI, Long, 2025-09-14 (Price: 45834.2188)",2025-10-09 (Price: 46358.4219) (Today),"1.14%, 18 days","100.0%, Past 10 years, 14","Weekly, is CONFIRMED on 2025-09-12",Already confirmed,"2025-10-09 (Price: 46358.4219), 1.14% above",18 days,No Information,No Information,No Information,No Information,No Information,1.14% above/1.14% above/1.14% above,6.98%/0.22%/3.64%,"0%, 34.78%",249 days/19 days/106 days,2026-09-09/2025-10-11/2026-02-14,6.14%,9.9%,-3.76%,1.98,0.44,47598.8362/47502.5844/48384.41/No Horizontal Resistance/54129.8938/83218.843,38314.86/32154.0552/36151.8794/25040.9446/No Fib Ret Level/No Fib Ret Level,44806.51/43178.04,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"BNS.TO, Long, 2024-09-30 (Price: 73.69)",2025-10-09 (Price: 89.2) (Today),"21.05%, 268 days","100.0%, Past 20 years, 7","Monthly, is CONFIRMED on 2024-09-30",Already confirmed,"2025-10-09 (Price: 89.2), 21.05% above",268 days,No Information,No Information,No Information,No Information,No Information,32.6% above/21.05% above/21.05% above,20.44%/4.28%/14.08%,"0%, 26.01%",719 days/152 days/296 days,2027-08-07/2025-05-08/2025-12-02,6.51%,5.64%,0.87%,2.46,0.16,83.675/84.0656/74.63/81.0275/92.969/100.7509,56.15/54.1533/69.3218/61.3348/No Fib Ret Level/No Fib Ret Level,66.97/65.1,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
TRENDPULSE,"GOOG, Long, 2025-05-31 (Price: 172.85)",2025-10-09 (Price: 242.21) (Today),"40.13%, 93 days","85.71%, Past 20 years, 7","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2025-10-09 (Price: 242.21), 40.13% above",93 days,No Information,No Information,No Information,No Information,No Information,40.13% above/40.13% above/40.13% above,39.1%/1.54%/23.19%,"3.21%, 17.45%",412 days/76 days/164 days,2027-01-17/2025-09-18/2026-01-23,11.85%,23.51%,-11.66%,1.08,0.83,208.1633/212.9339/233.69/No Horizontal Resistance/219.0619/240.3589,156.23/85.8978/138.1748/130.09/No Fib Ret Level/No Fib Ret Level,161.79/172.82,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
TRENDPULSE,"SBUX, Long, 2025-09-02 (Price: 89.78)",2025-10-09 (Price: 79.78) (Today),"-11.14%, 27 days","80.0%, Past 4 years, 10","Daily, is CONFIRMED on 2025-09-02",Already confirmed,"2025-10-09 (Price: 79.78), 11.14% below",27 days,No Information,No Information,No Information,No Information,No Information,11.14% below/11.14% below/11.14% below,8.06%/2.06%/4.1%,"7.77%, 25.49%",67 days/5 days/30 days,2025-12-08/2025-09-09/2025-10-15,7.77%,-1.52%,9.29%,0.48,-0.01,91.6205/93.461/94.81/117.438/142.4098/150.3462,85.81/71.675/89.1063/76.529/No Fib Ret Level/No Fib Ret Level,91.87/94.55,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"SBUX, Long, 2025-02-02 (Price: 107.68)",2025-10-09 (Price: 79.78) (Today),"-25.91%, 178 days","85.71%, Past 10 years, 7","Weekly, is CONFIRMED on 2025-01-31",Already confirmed,"2025-10-09 (Price: 79.78), 25.91% below",178 days,No Information,No Information,No Information,No Information,No Information,19.26% below/25.91% below/25.91% below,20.61%/3.38%/10.18%,"23.11%, 30.66%",104 days/24 days/59 days,2025-07-02/2025-03-08/2025-04-28,7.99%,12.82%,-4.83%,0.42,0.48,120.2678/118.6418/118.28/117.4325/142.4098/150.3462,87.97/71.47/104.577/89.1063/No Fib Ret Level/No Fib Ret Level,96.77/88.98,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"GBPSGD=X, Long, 2025-03-16 (Price: 1.7306)",2025-10-09 (Price: 1.736) (Today),"0.31%, 148 days","75.0%, Past 10 years, 24","Weekly, is CONFIRMED on 2025-03-14",Already confirmed,"2025-10-09 (Price: 1.736), 0.31% above",148 days,No Information,No Information,No Information,No Information,No Information,1.09% above/0.31% above/0.31% above,3.09%/0.49%/1.88%,"7.57%, 13.95%",304 days/24 days/136 days,2026-05-30/2025-04-19/2025-09-28,-3.61%,-1.17%,-2.44%,0.09,-0.78,1.7398/1.7631/1.73/1.8731/4.0285/5.5304,1.67/1.6925/No Next Fib Ext Support/No Next Fib Ext Support/No Fib Ret Level/No Fib Ret Level,1.69/1.71,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"GOOG, Long, 2025-09-14 (Price: 241.38)",2025-10-09 (Price: 242.21) (Today),"0.34%, 18 days","100.0%, Past 10 years, 11","Weekly, is CONFIRMED on 2025-09-12",Already confirmed,"2025-10-09 (Price: 242.21), 0.34% above",18 days,No Information,No Information,No Information,No Information,No Information,2.99% above/0.34% above/0.34% above,19.02%/3.98%/9.22%,"0%, 15.08%",129 days/24 days/51 days,2026-03-19/2025-10-18/2025-11-26,13.13%,20.91%,-7.78%,1.76,0.78,281.8111/263.6352/305.77/No Horizontal Resistance/219.0619/240.3589,147.74/84.6567/203.7099/185.0665/No Fib Ret Level/No Fib Ret Level,202.01/182.46,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"JNK, Long, 2025-09-21 (Price: 98.09)",2025-10-09 (Price: 96.94) (Today),"-1.17%, 13 days","85.71%, Past 10 years, 7","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2025-10-09 (Price: 96.94), 1.17% below",13 days,No Information,No Information,No Information,No Information,No Information,0.77% below/1.17% below/1.17% below,3.5%/0.61%/2.02%,"1.13%, 7.91%",194 days/39 days/113 days,2026-06-28/2025-11-16/2026-03-03,4.45%,-1.28%,5.73%,0.86,-0.58,99.5123/100.0714/98.69/108.635/No Next Fib Ext/No Next Fib Ext,92.39/88.8814/No Next Fib Ext Support/No Next Fib Ext Support/No Fib Ret Level/No Fib Ret Level,97.1/96.05,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"AMZN, Long, 2020-12-31 (Price: 162.8465)",2025-10-09 (Price: 227.74) (Today),"39.85%, 1245 days","100.0%, Past 28 years, 4","Quarterly, is CONFIRMED on 2020-12-31",Already confirmed,"2025-10-09 (Price: 227.74), 39.85% above",1245 days,No Information,No Information,No Information,No Information,No Information,44.66% above/39.85% above/39.85% above,98.54%/43.24%/60.47%,"0%, 44.95%",717 days/391 days/569 days,2023-11-04/2022-07-20/2023-04-04,16.77%,31.96%,-15.19%,2.38,0.74,223.9628/261.3198/248.59/No Horizontal Resistance/193.0625/213.1321,1.61/83.3704/132.2674/119.5138/No Fib Ret Level/No Fib Ret Level,158.66/143.87,90.0%/20/554 days (Across ALL Assets),100.0%/1/136 days (Across ALL Assets)
TRENDPULSE,"AMD, Long, 2025-07-31 (Price: 176.31)",2025-10-09 (Price: 232.89) (Today),"32.09%, 50 days","81.82%, Past 20 years, 11","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2025-10-09 (Price: 232.89), 32.09% above",50 days,No Information,No Information,No Information,No Information,No Information,110.32% above/32.09% above/32.09% above,157.84%/42.09%/87.28%,"11.47%, 58.95%",653 days/109 days/231 days,2028-03-02/2026-01-04/2026-06-30,19.99%,7.61%,12.38%,1.41,0.41,337.6689/330.1934/178.82/No Horizontal Resistance/219.0648/251.3512,97.35/73.114/170.075/140.6278/No Fib Ret Level/No Fib Ret Level,136.59/123.49,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
TRENDPULSE,"EURUSD=X, Long, 2025-07-06 (Price: 1.1771)",2025-10-09 (Price: 1.1632) (Today),"-1.18%, 68 days","76.92%, Past 10 years, 26","Weekly, is CONFIRMED on 2025-07-04",Already confirmed,"2025-10-09 (Price: 1.1632), 1.18% below",68 days,No Information,No Information,No Information,No Information,No Information,0.51% below/1.18% below/1.18% below,5.31%/0.82%/2.28%,"13.11%, 20.04%",319 days/19 days/80 days,2026-10-11/2025-08-02/2025-10-29,0.54%,-0.82%,1.36%,0.14,-0.63,1.1991/1.2039/1.23/1.2286/1.6296/1.7649,1.03/1.0069/No Next Fib Ext Support/No Next Fib Ext Support/No Fib Ret Level/No Fib Ret Level,1.14/1.09,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"KWEB, Long, 2025-09-30 (Price: 42.01)",2025-10-09 (Price: 41.34) (Today),"-1.59%, 7 days","100.0%, Past 20 years, 6","Monthly, is CONFIRMED on 2025-09-30",Already confirmed,"2025-10-09 (Price: 41.34), 1.59% below",7 days,No Information,No Information,No Information,No Information,No Information,1.59% below/1.59% below/1.59% below,46.31%/6.03%/27.1%,"0%, 16.01%",325 days/130 days/205 days,2027-01-13/2026-04-06/2026-07-23,16.92%,3.48%,13.44%,2.2,0.15,58.8182/53.3947/46.8/71.73/No Next Fib Ext/No Next Fib Ext,23.34/24.5062/No Next Fib Ext Support/No Next Fib Ext Support/No Fib Ret Level/No Fib Ret Level,38.29/34.34,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
TRENDPULSE,"AMD, Long, 2024-02-29 (Price: 192.53)",2025-10-09 (Price: 232.89) (Today),"20.96%, 420 days","81.82%, Past 20 years, 11","Monthly, is CONFIRMED on 2024-02-29",Already confirmed,"2025-10-09 (Price: 232.89), 20.96% above",420 days,No Information,No Information,No Information,No Information,No Information,57.99% above/20.96% above/20.96% above,157.84%/42.09%/87.28%,"11.47%, 58.95%",653 days/109 days/231 days,2026-10-01/2024-08-04/2025-01-28,19.99%,7.61%,12.38%,1.41,0.41,368.7335/360.5702/235.91/No Horizontal Resistance/170.075/187.3421,60.06/27.54/140.6278/116.4823/No Fib Ret Level/No Fib Ret Level,162.0/124.45,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
TRENDPULSE,"BTC-USD, Long, 2025-05-31 (Price: 104638.0938)",2025-10-09 (Price: 121565.1875) (Today),"16.18%, 93 days","100.0%, Past 20 years, 5","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2025-10-09 (Price: 121565.1875), 16.18% above",93 days,No Information,No Information,No Information,No Information,No Information,29.04% above/16.18% above/16.18% above,347.58%/9.5%/150.52%,"0%, 15.0%",131 days/76 days/114 days,2025-12-06/2025-09-18/2025-11-12,56.92%,66.1%,-9.18%,1.04,1.46,365584.5721/262139.3526/161744.31/108691.664/112399.9298/136097.3501,16547.5/18304.4229/88806.9363/81023.3741/No Fib Ret Level/No Fib Ret Level,98179.57/94736.72,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
TRENDPULSE,"BRK-B, Long, 2025-03-30 (Price: 526.31)",2025-10-09 (Price: 496.74) (Today),"-5.62%, 138 days","92.86%, Past 10 years, 14","Weekly, is CONFIRMED on 2025-03-28",Already confirmed,"2025-10-09 (Price: 496.74), 5.62% below",138 days,No Information,No Information,No Information,No Information,No Information,5.62% below/5.62% below/5.62% below,11.6%/2.4%/5.53%,"8.15%, 14.06%",209 days/24 days/67 days,2026-01-26/2025-05-03/2025-07-05,7.99%,12.36%,-4.37%,0.98,0.55,568.4148/555.4149/597.83/No Horizontal Resistance/533.0296/630.85,442.66/200.57/491.88/449.7662/No Fib Ret Level/No Fib Ret Level,491.62/459.0,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"BRK-B, Long, 2025-03-31 (Price: 532.58)",2025-10-09 (Price: 496.74) (Today),"-6.73%, 138 days","71.43%, Past 20 years, 7","Monthly, is CONFIRMED on 2025-03-31",Already confirmed,"2025-10-09 (Price: 496.74), 6.73% below",138 days,No Information,No Information,No Information,No Information,No Information,3.33% below/6.73% below/6.73% below,27.79%/1.55%/11.56%,"6.9%, 24.34%",543 days/109 days/319 days,2027-05-26/2025-09-04/2026-07-06,5.34%,10.21%,-4.87%,0.55,0.44,546.3206/594.1462/742.43/No Horizontal Resistance/533.0296/630.85,267.02/200.57/491.88/449.7662/No Fib Ret Level/No Fib Ret Level,493.01/459.62,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
TRENDPULSE,"HDB, Long, 2025-05-31 (Price: 37.695)",2025-10-09 (Price: 34.77) (Today),"-7.76%, 93 days","80.0%, Past 20 years, 5","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2025-10-09 (Price: 34.77), 7.76% below",93 days,No Information,No Information,No Information,No Information,No Information,7.76% below/7.76% below/7.76% below,71.58%/7.1%/29.77%,"2.75%, 63.31%",782 days/109 days/396 days,2028-07-06/2025-11-04/2026-12-25,8.0%,17.0%,-9.0%,0.78,0.59,42.0601/48.9168/42.95/38.8512/40.717/47.4928,26.75/25.82/32.7076/21.1884/No Fib Ret Level/No Fib Ret Level,35.08/32.11,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
TRENDPULSE,"NVDA, Long, 2025-10-05 (Price: 187.62)",2025-10-09 (Price: 192.57) (Today),"2.64%, 3 days","81.82%, Past 10 years, 11","Weekly, is CONFIRMED on 2025-10-03",Already confirmed,"2025-10-09 (Price: 192.57), 2.64% above",3 days,No Information,No Information,No Information,No Information,No Information,9.0% above/2.64% above/2.64% above,43.5%/2.57%/15.86%,"7.69%, 65.96%",419 days/24 days/91 days,2027-06-03/2025-11-08/2026-02-13,10.33%,51.48%,-41.15%,0.86,1.44,203.3613/217.3765/289.5/No Horizontal Resistance/239.8943/283.6698,167.02/13.9695/176.5924/152.8996/No Fib Ret Level/No Fib Ret Level,178.1/143.06,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"NVDA, Long, 2025-09-21 (Price: 176.67)",2025-10-09 (Price: 192.57) (Today),"9.0%, 13 days","81.82%, Past 10 years, 11","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2025-10-09 (Price: 192.57), 9.0% above",13 days,No Information,No Information,No Information,No Information,No Information,9.0% above/9.0% above/9.0% above,43.5%/2.57%/15.86%,"7.69%, 65.96%",419 days/24 days/91 days,2027-05-20/2025-10-25/2026-01-30,10.33%,51.48%,-41.15%,0.86,1.44,191.4926/204.6899/272.93/No Horizontal Resistance/239.8943/283.6698,167.02/13.9695/176.5924/152.8996/No Fib Ret Level/No Fib Ret Level,175.55/140.9,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"NVDA, Long, 2025-07-27 (Price: 173.5)",2025-10-09 (Price: 192.57) (Today),"10.99%, 53 days","81.82%, Past 10 years, 11","Weekly, is CONFIRMED on 2025-07-25",Already confirmed,"2025-10-09 (Price: 192.57), 10.99% above",53 days,No Information,No Information,No Information,No Information,No Information,10.99% above/10.99% above/10.99% above,43.5%/2.57%/15.86%,"7.69%, 65.96%",419 days/24 days/91 days,2027-03-25/2025-08-30/2025-12-05,10.33%,51.48%,-41.15%,0.86,1.44,188.0567/201.0171/269.31/No Horizontal Resistance/176.5924/239.8943,94.31/13.9695/152.8996/143.3288/No Fib Ret Level/No Fib Ret Level,150.36/133.66,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"ABNB, Long, 2025-08-29 (Price: 130.53)",2025-10-09 (Price: 120.15) (Today),"-7.95%, 29 days","84.62%, Past 4 years, 13","Daily, is CONFIRMED on 2025-08-29",Already confirmed,"2025-10-09 (Price: 120.15), 7.95% below",29 days,No Information,No Information,No Information,No Information,No Information,7.9% below/7.95% below/7.95% below,13.07%/1.63%/6.55%,"39.55%, 57.01%",69 days/4 days/18 days,2025-12-06/2025-09-03/2025-09-24,5.82%,-3.29%,9.11%,0.14,0.08,128.8462/139.0797/137.96/178.025/223.5359/232.9937,118.3/99.795/124.5998/639.7556/No Fib Ret Level/No Fib Ret Level,132.11/131.47,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"NVDA, Long, 2025-07-20 (Price: 172.41)",2025-10-09 (Price: 192.57) (Today),"11.69%, 58 days","81.82%, Past 10 years, 11","Weekly, is CONFIRMED on 2025-07-18",Already confirmed,"2025-10-09 (Price: 192.57), 11.69% above",58 days,No Information,No Information,No Information,No Information,No Information,11.69% above/11.69% above/11.69% above,43.5%/2.57%/15.86%,"7.69%, 65.96%",419 days/24 days/91 days,2027-03-18/2025-08-23/2025-11-28,10.33%,51.48%,-41.15%,0.86,1.44,186.8752/199.7542/268.15/No Horizontal Resistance/176.5924/239.8943,94.31/13.9695/152.8996/143.3288/No Fib Ret Level/No Fib Ret Level,145.31/132.41,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"SFTBY, Long, 2025-08-17 (Price: 55.7)",2025-10-09 (Price: 74.64) (Today),"34.0%, 38 days","90.0%, Past 10 years, 10","Weekly, is CONFIRMED on 2025-08-15",Already confirmed,"2025-10-09 (Price: 74.64), 34.0% above",38 days,No Information,No Information,No Information,No Information,No Information,58.3% above/34.0% above/34.0% above,20.54%/0.54%/10.4%,"17.16%, 37.64%",234 days/19 days/77 days,2026-07-21/2025-09-13/2025-12-06,8.54%,12.9%,-4.36%,0.74,0.45,61.6488/61.4928/70.9/No Horizontal Resistance/57.2421/65.4324,20.95/16.82/39.5736/28.6536/No Fib Ret Level/No Fib Ret Level,36.82/30.25,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"SFTBY, Long, 2025-09-30 (Price: 63.3)",2025-10-09 (Price: 74.64) (Today),"17.91%, 7 days","75.0%, Past 20 years, 4","Monthly, is CONFIRMED on 2025-09-30",Already confirmed,"2025-10-09 (Price: 74.64), 17.91% above",7 days,No Information,No Information,No Information,No Information,No Information,38.94% above/17.91% above/17.91% above,36.66%/13.53%/21.4%,"49.17%, 64.04%",434 days/11 days/235 days,2027-06-20/2025-10-15/2026-09-05,0.6%,12.79%,-12.19%,0.1,0.43,58.2233/76.8462/91.16/No Horizontal Resistance/57.2421/65.4324,25.22/16.82/39.5736/28.6536/No Fib Ret Level/No Fib Ret Level,51.78/34.5,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
TRENDPULSE,"SFTBY, Long, 2025-07-31 (Price: 38.15)",2025-10-09 (Price: 74.64) (Today),"95.65%, 50 days","75.0%, Past 20 years, 4","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2025-10-09 (Price: 74.64), 95.65% above",50 days,No Information,No Information,No Information,No Information,No Information,104.89% above/95.65% above/95.65% above,36.66%/13.53%/21.4%,"49.17%, 64.04%",434 days/11 days/235 days,2027-04-20/2025-08-15/2026-07-06,0.6%,12.79%,-12.19%,0.1,0.43,35.0904/46.3141/42.72/No Horizontal Resistance/48.3837/56.3971,25.22/16.82/32.5245/28.6536/No Fib Ret Level/No Fib Ret Level,32.51/29.37,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
TRENDPULSE,"KWEB, Long, 2025-09-14 (Price: 40.63)",2025-10-09 (Price: 41.34) (Today),"1.75%, 18 days","100.0%, Past 10 years, 9","Weekly, is CONFIRMED on 2025-09-12",Already confirmed,"2025-10-09 (Price: 41.34), 1.75% above",18 days,No Information,No Information,No Information,No Information,No Information,7.54% above/1.75% above/1.75% above,21.25%/4.7%/10.48%,"-0.0%, 23.26%",124 days/24 days/60 days,2026-03-12/2025-10-18/2025-12-09,13.01%,3.58%,9.43%,1.54,0.17,43.1287/44.888/43.98/71.73/No Next Fib Ext/No Next Fib Ext,30.21/24.5062/No Next Fib Ext Support/No Next Fib Ext Support/No Fib Ret Level/No Fib Ret Level,36.66/33.71,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"SFTBY, Long, 2024-03-31 (Price: 29.71)",2025-10-09 (Price: 74.64) (Today),"151.23%, 398 days","75.0%, Past 20 years, 4","Monthly, is CONFIRMED on 2024-03-31",Already confirmed,"2025-10-09 (Price: 74.64), 151.23% above",398 days,No Information,No Information,No Information,No Information,No Information,245.56% above/151.23% above/151.23% above,36.66%/13.53%/21.4%,"49.17%, 64.04%",434 days/11 days/235 days,2025-12-19/2024-04-15/2025-03-06,0.6%,12.79%,-12.19%,0.1,0.43,27.3273/36.0679/32.94/33.06/52.6237/57.2421,16.86/16.82/28.6536/144.0247/No Fib Ret Level/No Fib Ret Level,27.07/23.29,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
TRENDPULSE,"HDFCBANK.NS, Long, 2025-10-08 (Price: 978.7)",2025-10-09 (Price: 977.1) (Today),"-0.16%, 1 days","100.0%, Past 4 years, 12","Daily, is CONFIRMED on 2025-10-08",Already confirmed,"2025-10-09 (Price: 977.1), 0.16% below",1 days,No Information,No Information,No Information,No Information,No Information,0.37% above/0.16% below/0.16% below,7.91%/1.92%/3.49%,"0%, 9.14%",67 days/4 days/27 days,2026-01-13/2025-10-13/2025-11-16,12.92%,9.77%,3.15%,1.61,0.36,997.0996/1012.8566/995.95/1004.15/1098.0619/1305.7899,945.05/640.9/962.8007/765.1075/No Fib Ret Level/No Fib Ret Level,974.32/932.28,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"HDFCBANK.NS, Long, 2025-06-29 (Price: 1007.45)",2025-10-09 (Price: 977.1) (Today),"-3.01%, 73 days","92.31%, Past 10 years, 13","Weekly, is CONFIRMED on 2025-06-27",Already confirmed,"2025-10-09 (Price: 977.1), 3.01% below",73 days,No Information,No Information,No Information,No Information,No Information,0.53% below/3.01% below/3.01% below,11.89%/2.14%/4.83%,"3.94%, 18.22%",354 days/29 days/114 days,2026-11-23/2025-08-10/2025-12-11,6.78%,14.32%,-7.54%,1.08,0.59,1061.0463/1056.1098/1152.92/No Horizontal Resistance/1263.3223/2016.6114,818.38/640.9/797.7641/510.0332/No Fib Ret Level/No Fib Ret Level,969.18/892.58,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"HDFCBANK.NS, Long, 2025-06-08 (Price: 989.35)",2025-10-09 (Price: 977.1) (Today),"-1.24%, 88 days","92.31%, Past 10 years, 13","Weekly, is CONFIRMED on 2025-06-06",Already confirmed,"2025-10-09 (Price: 977.1), 1.24% below",88 days,No Information,No Information,No Information,No Information,No Information,1.24% below/1.24% below/1.24% below,11.89%/2.14%/4.83%,"3.94%, 18.22%",354 days/29 days/114 days,2026-11-02/2025-07-20/2025-11-20,6.78%,14.32%,-7.54%,1.08,0.59,1041.9834/1037.1356/1108.38/No Horizontal Resistance/1263.3223/2016.6114,818.38/640.9/797.7641/510.0332/No Fib Ret Level/No Fib Ret Level,946.37/880.46,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"XIU.TO, Long, 2025-08-31 (Price: 42.76)",2025-10-09 (Price: 45.08) (Today),"5.43%, 28 days","100.0%, Past 20 years, 7","Monthly, is CONFIRMED on 2025-08-31",Already confirmed,"2025-10-09 (Price: 45.08), 5.43% above",28 days,No Information,No Information,No Information,No Information,No Information,5.43% above/5.43% above/5.43% above,13.41%/2.94%/9.9%,"0%, 6.18%",304 days/84 days/170 days,2026-11-14/2025-12-30/2026-05-04,7.06%,4.11%,2.95%,2.85,0.05,50.0848/46.9932/53.49/No Horizontal Resistance/53.8646/79.5406,28.76/27.9467/37.996/28.1885/No Fib Ret Level/No Fib Ret Level,41.27/38.98,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
