"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Level, Trendpulse start Date/Price($)",Trendpulse Breakout Date/Price($),Earliest Unconfirmed Signal Date/Price($),Time from Latest Trading day to Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,TrendPulse Start/End (Date and Price($)),Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
"RHHBY, Long, 2025-06-15 (Price: 41.32)",2025-12-07 (Price: 48.52),"17.42%, 5 days","87.5%, Past 10 years, 32","Weekly, is CONFIRMED on 2025-06-13",Already confirmed,"2025-12-12 (Price: 49.9), 20.76% above",6 days,"2, 2024-12-29 (Price: 35.07)",2025-06-08 (Price: 40.86),2025-06-10 (Price: 41.07),187/185/180 days,22.12% above/21.5% above/20.76% above,2024-12-29 (Price: 48.8357)/2025-06-15 (Price: 39.7843),18.53%/3.11%/9.28%,"21.59%, 44.18%",1 day/1 day/4 days,2027-03-02/2025-08-06/2025-12-27,3.03%,4.77%,-1.74%,0.42,0.23,42.8943/45.1545/45.07/52.46/58.6089/65.2057/No EMA 200 Target,37.65/34.5167/31.0544/No support/No F-Track Level/No F-Track Level/39.08,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"TCS.NS, Long, 2025-06-10 (Price: 3462.8999)",2025-12-11 (Price: 3191.8999),"-7.83%, 6 days","96.15%, Past 4 years, 26","Daily, is CONFIRMED on 2025-06-10",Already confirmed,"2025-12-12 (Price: 3220.5), 7.0% below",6 days,"6, 2024-12-05 (Price: 4464.0498)",2025-06-06 (Price: 3384.2),2025-06-10 (Price: 3462.8999),189/185/185 days,4.84% below/7.0% below/7.0% below,2024-12-05 (Price: 4519.728)/2025-06-10 (Price: 3359.3924),8.18%/1.59%/3.14%,"12.98%, 25.8%",4 days/6 days/1 day,2025-12-18/2025-06-18/2025-07-23,14.5%,5.53%,8.97%,0.53,0.28,3624.6173/3571.635/4063.59/4543.575/5142.5725/5692.579/3955.18,3371.1/2911.025/3006.8346/2637.2425/No F-Track Level/No F-Track Level/No EMA 200 Support,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
"GDX, Long, 2025-05-31 (Price: 50.65)",2025-11-30 (Price: 83.23),"64.32%, 6 days","100.0%, Past 20 years, 11","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2025-12-12 (Price: 85.66), 69.12% above",6 days,"6, 2022-05-31 (Price: 31.73)",2025-05-31 (Price: 50.65),2025-05-20 (Price: 48.81),195/206/195 days,69.12% above/75.5% above/69.12% above,2022-05-31 (Price: 29.719)/2025-05-31 (Price: 47.8387),61.01%/20.13%/41.48%,"-0.0%, 37.94%",1 day/6 days/10 days,2027-07-22/2026-02-20/2026-08-25,8.32%,2.69%,5.63%,2.1,0.18,59.8227/71.6596/62.0/No Horizontal Resistance/72.73/88.5521/No EMA 200 Target,33.91/25.645/50.0225/36.1563/No F-Track Level/No F-Track Level/41.14,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"SONY, Long, 2025-03-31 (Price: 25.39)",2025-12-12 (Price: 26.77) (Today),"5.44%, 8 days","87.5%, Past 20 years, 16","Monthly, is CONFIRMED on 2025-03-31",Already confirmed,"2025-12-12 (Price: 26.77), 5.44% above",8 days,"2, 2023-05-31 (Price: 18.74)",2025-01-31 (Price: 22.01),2025-03-19 (Price: 24.97),315/268/256 days,21.63% above/7.21% above/5.44% above,2023-05-31 (Price: 20.1897)/2025-03-31 (Price: 20.152),48.17%/7.34%/29.32%,"31.07%, 31.13%",1 day/5 days/9 days,2027-02-06/2025-11-03/2026-05-22,7.48%,2.09%,5.39%,0.95,0.13,29.1426/32.8343/29.38/No Horizontal Resistance/33.2191/35.3948/No EMA 200 Target,16.47/14.992/24.8529/22.354/No F-Track Level/No F-Track Level/19.99,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"TCEHY, Long, 2025-03-31 (Price: 63.84)",2025-11-30 (Price: 79.04),"23.81%, 8 days","100.0%, Past 20 years, 10","Monthly, is CONFIRMED on 2025-03-31",Already confirmed,"2025-12-12 (Price: 77.8), 21.87% above",8 days,"0, 2020-03-31 (Price: 49.09)",2025-02-28 (Price: 61.61),2025-03-31 (Price: 63.84),287/256/256 days,26.28% above/21.87% above/21.87% above,2020-03-31 (Price: 108.6075)/2025-03-31 (Price: 58.3848),46.34%/14.29%/33.96%,"0%, 28.74%",1 day/4 days/8 days,2027-03-29/2025-09-23/2026-03-17,24.32%,14.37%,9.95%,3.32,0.71,89.4909/85.5201/72.69/73.09/91.9947/116.3817/No EMA 200 Target,34.84/36.36/58.3318/52.1422/No F-Track Level/No F-Track Level/53.18,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"BAC, Long, 2025-02-28 (Price: 46.1)",2025-12-12 (Price: 55.14) (Today),"19.61%, 9 days","76.92%, Past 20 years, 13","Monthly, is CONFIRMED on 2025-02-28",Already confirmed,"2025-12-12 (Price: 55.14), 19.61% above",9 days,"0, 2020-02-29 (Price: 28.5)",2024-12-31 (Price: 43.95),2025-02-28 (Price: 46.1),346/287/287 days,25.46% above/19.61% above/19.61% above,2020-02-29 (Price: 54.8024)/2025-02-28 (Price: 43.0714),30.69%/9.64%/18.15%,"25.08%, 44.87%",1 day/5 days/9 days,2027-01-06/2025-10-03/2026-03-26,4.68%,2.37%,2.31%,0.29,0.18,53.6973/54.4672/56.66/48.96/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,26.34/22.67/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/42.38,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"ATM.NZ, Long, 2025-02-28 (Price: 8.84)",2025-12-12 (Price: 10.16) (Today),"14.93%, 9 days","100.0%, Past 20 years, 8","Monthly, is CONFIRMED on 2025-02-28",Already confirmed,"2025-12-12 (Price: 10.16), 14.93% above",9 days,"0, 2020-02-29 (Price: 16.3)",2025-01-31 (Price: 6.44),2025-02-28 (Price: 8.84),315/287/287 days,57.76% above/14.93% above/14.93% above,2020-02-29 (Price: 23.4877)/2025-02-28 (Price: 6.0111),102.13%/45.63%/81.61%,"-0.0%, 48.4%",2 days/10 days/1 day,2028-02-28/2026-05-12/2027-06-12,19.84%,13.35%,6.49%,1.36,0.6,12.1833/16.0543/13.32/No Horizontal Resistance/21.86/25.8879/No EMA 200 Target,4.15/5.185/8.6495/8.0201/No F-Track Level/No F-Track Level/6.78,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"MSE.PA, Long, 2025-01-31 (Price: 57.37)",2025-12-12 (Price: 63.72) (Today),"11.07%, 10 days","100.0%, Past 20 years, 8","Monthly, is CONFIRMED on 2025-01-31",Already confirmed,"2025-12-12 (Price: 63.72), 11.07% above",10 days,"8, 2019-01-31 (Price: 30.745)",2024-12-31 (Price: 53.33),2025-01-06 (Price: 54.07),346/340/315 days,19.48% above/17.85% above/11.07% above,2019-01-31 (Price: 34.3249)/2025-01-31 (Price: 52.1166),11.99%/4.9%/8.12%,"-0.0%, 28.4%",1 day/5 days/11 days,2027-07-06/2025-09-05/2026-07-02,5.39%,1.99%,3.4%,0.77,-0.0,58.7354/62.0284/73.34/No Horizontal Resistance/58.4776/81.1364/No EMA 200 Target,52.08/33.57/44.4738/35.8188/No F-Track Level/No F-Track Level/53.19,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"ASHR, Long, 2024-10-06 (Price: 32.82)",2025-11-30 (Price: 32.58),"-0.73%, 1 day","75.0%, Past 10 years, 24","Weekly, is CONFIRMED on 2024-10-04",Already confirmed,"2025-12-12 (Price: 32.97), 0.46% above",1 day,"0, 2020-06-14 (Price: 28.35)",2024-09-29 (Price: 27.33),2024-10-01 (Price: 29.38),439/437/432 days,20.64% above/12.22% above/0.46% above,2020-06-14 (Price: 50.8785)/2024-10-06 (Price: 23.0131),24.71%/0.16%/9.63%,"38.84%, 52.68%",10 days/28 days/4 days,2025-12-27/2024-11-15/2025-04-15,0.98%,1.63%,-0.64%,0.13,0.05,34.9303/35.9806/35.5/39.9467/60.2967/80.3432/No EMA 200 Target,22.46/23.852/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/23.97,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"CNU.NZ, Long, 2024-09-30 (Price: 8.72)",2025-12-12 (Price: 9.34) (Today),"7.11%, 1 day","100.0%, Past 20 years, 6","Monthly, is CONFIRMED on 2024-09-30",Already confirmed,"2025-12-12 (Price: 9.34), 7.11% above",1 day,"2, 2023-03-31 (Price: 8.41)",2024-08-31 (Price: 8.54),2024-09-30 (Price: 8.72),468/438/438 days,9.37% above/7.11% above/7.11% above,2023-03-31 (Price: 8.938)/2024-09-30 (Price: 7.714),26.44%/7.23%/18.68%,"-0.0%, 15.86%",11 days/5 days/8 days,2026-01-25/2025-05-09/2025-09-16,14.78%,5.28%,9.5%,1.0,0.27,9.6243/10.3489/8.91/8.822/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,7.18/6.0983/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/7.84,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"IEI, Long, 2024-08-31 (Price: 118.72)",2025-12-12 (Price: 119.36) (Today),"0.54%, 1 day","77.78%, Past 20 years, 9","Monthly, is CONFIRMED on 2024-08-31",Already confirmed,"2025-12-12 (Price: 119.36), 0.54% above",1 day,"0, 2019-08-31 (Price: 127.75)",2024-07-31 (Price: 117.67),2024-08-30 (Price: 118.72),499/469/468 days,1.44% above/0.54% above/0.54% above,2019-08-31 (Price: 143.782)/2024-08-31 (Price: 114.902),1.93%/1.13%/1.45%,"15.13%, 15.6%",11 days/6 days/8 days,2025-12-30/2025-05-23/2025-08-17,1.43%,0.7%,0.73%,-0.36,-0.87,121.7355/120.4414/124.14/133.2183/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,112.29/112.768/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/115.83,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"AAPL, Long, 2024-07-31 (Price: 222.08)",2025-12-12 (Price: 278.28) (Today),"25.31%, 1 day","100.0%, Past 20 years, 20","Monthly, is CONFIRMED on 2024-07-31",Already confirmed,"2025-12-12 (Price: 278.28), 25.31% above",1 day,"0, 2019-07-31 (Price: 53.26)",2024-06-30 (Price: 210.62),2024-07-31 (Price: 222.08),530/499/499 days,32.12% above/25.31% above/25.31% above,2019-07-31 (Price: 117.046)/2024-07-31 (Price: 210.526),49.66%/12.62%/21.67%,"-0.0%, 40.56%",2 days/5 days/10 days,2028-02-24/2025-03-09/2025-10-30,17.77%,21.49%,-3.72%,2.41,1.03,323.0598/270.2047/323.37/No Horizontal Resistance/294.7231/309.0801/No EMA 200 Target,170.33/136.9225/189.8723/119.0319/No F-Track Level/No F-Track Level/189.12,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"^BVSP, Long, 2023-12-31 (Price: 134185.0)",2025-12-12 (Price: 160766.375) (Today),"19.81%, 2 days","88.89%, Past 20 years, 9","Monthly, is CONFIRMED on 2023-12-31",Already confirmed,"2025-12-12 (Price: 160766.375), 19.81% above",2 days,"0, 2018-12-31 (Price: 87887.0)",2023-11-30 (Price: 127331.0),2023-12-28 (Price: 134185.0),743/715/712 days,26.26% above/19.81% above/19.81% above,2018-12-31 (Price: 141006.0)/2023-12-31 (Price: 121374.0),14.35%/2.63%/9.45%,"18.7%, 34.07%",3 days/8 days/1 day,2028-09-15/2024-12-16/2026-09-16,6.15%,6.78%,-0.63%,0.48,0.36,148462.284/146865.4825/161963.8/No Horizontal Resistance/173653.968/192289.6/No EMA 200 Target,101882.0/90496.5/121313.6/110617.73/No F-Track Level/No F-Track Level/115493.12,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"GILD, Long, 2022-12-31 (Price: 85.85)",2025-12-12 (Price: 120.4) (Today),"40.24%, 3 days","100.0%, Past 33 years, 7","Quarterly, is CONFIRMED on 2022-12-31",Already confirmed,"2025-12-12 (Price: 120.4), 40.24% above",3 days,"4, 2014-12-31 (Price: 94.26)",2022-09-30 (Price: 61.69),2022-12-29 (Price: 85.26),1169/1079/1077 days,95.17% above/41.22% above/40.24% above,2014-12-31 (Price: 124.0506)/2022-12-31 (Price: 58.9201),48.53%/11.57%/42.07%,"-0.0%, 24.28%",3 days/1 day/2 days,2027-04-13/2025-02-20/2026-04-11,9.69%,12.1%,-2.41%,1.59,0.53,107.2181/121.9671/90.9/No Horizontal Resistance/123.4541/140.4376/No EMA 200 Target,58.26/56.99/75.3922/65.1312/No F-Track Level/No F-Track Level/67.59,88.89%/9/0 days (Across ALL Assets),100.0%/1/0 days (Across ALL Assets)
"TRI.TO, Short, 2025-12-07 (Price: 184.66)",No Exit Yet,"2.58%, 5 days","88.24%, Past 10 years, 17","Weekly, is CONFIRMED on 2025-12-05",Already confirmed,"2025-12-12 (Price: 179.89), 2.58% below",5 days,"2, 2025-06-22 (Price: 266.18)",2025-12-07 (Price: 184.66),2025-12-04 (Price: 186.64),5/8/5 days,2.58% below/3.62% below/2.58% below,2025-06-22 (Price: 252.31)/2025-12-07 (Price: 187.69),16.0%/1.62%/4.88%,"15.2%, 17.31%",5 days/1 day/2 days,2026-08-16/2026-02-14/2026-04-03,0.57%,5.4%,-4.83%,0.32,0.43,179.1941/175.6486/135.75/116.89/131.2534/93.0152/No EMA 200 Target,No support/116.89/131.2534/93.0152/No F-Track Level/No F-Track Level/No support,No Data (Across ALL Assets),25.0%/8/0 days (Across ALL Assets)
"NVO, Short, 2025-11-30 (Price: 49.35)",No Exit Yet,"-1.68%, 12 days","100.0%, Past 20 years, 6","Monthly, is CONFIRMED on 2025-11-30",Already confirmed,"2025-12-12 (Price: 50.18), 1.68% above",12 days,"4, 2021-11-30 (Price: 53.415)",2025-10-31 (Price: 49.46),2025-11-24 (Price: 44.97),42/18/12 days,1.46% above/11.59% above/1.68% above,2021-11-30 (Price: 44.9064)/2025-11-30 (Price: 58.9856),15.1%/15.1%/15.1%,"0.0%, 34.17%",5 days/5 days/5 days,2026-07-05/2026-07-05/2026-07-05,3.32%,5.5%,-2.18%,0.43,0.53,48.6147/41.8982/46.91/45.4025/45.3824/37.3162/No EMA 200 Target,No support/45.4025/45.3824/37.3162/No F-Track Level/No F-Track Level/No support,100.0%/1/0 days (Across ALL Assets),0.0%/7/0 days (Across ALL Assets)
"TRI.TO, Short, 2025-09-28 (Price: 218.79)",2025-12-07 (Price: 184.66),"15.6%, 2 days","88.24%, Past 10 years, 17","Weekly, is CONFIRMED on 2025-09-26",Already confirmed,"2025-12-12 (Price: 179.89), 17.78% below",2 days,"0, 2021-06-06 (Price: 123.5202)",2025-09-14 (Price: 239.5),2025-09-23 (Price: 222.52),89/80/75 days,24.89% below/19.16% below/17.78% below,2021-06-06 (Price: 90.8973)/2025-09-28 (Price: 242.0315),16.0%/1.62%/4.88%,"15.2%, 17.31%",5 days/1 day/2 days,2026-06-07/2025-12-06/2026-01-23,0.57%,5.4%,-4.83%,0.32,0.43,212.3138/208.113/161.63/116.89/193.124/131.2534/No EMA 200 Target,No support/116.89/193.124/131.2534/No F-Track Level/No F-Track Level/No support,No Data (Across ALL Assets),25.0%/8/0 days (Across ALL Assets)
"TRI.TO, Short, 2025-09-21 (Price: 224.0)",2025-11-30 (Price: 189.55),"15.38%, 2 days","88.24%, Past 10 years, 17","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2025-12-12 (Price: 179.89), 19.69% below",2 days,"0, 2021-05-30 (Price: 122.866)",2025-09-14 (Price: 239.5),2025-09-19 (Price: 224.0),89/84/82 days,24.89% below/19.69% below/19.69% below,2021-05-30 (Price: 90.2256)/2025-09-21 (Price: 241.3598),16.0%/1.62%/4.88%,"15.2%, 17.31%",5 days/1 day/2 days,2026-05-31/2025-11-29/2026-01-16,0.57%,5.4%,-4.83%,0.32,0.43,217.3696/213.0688/163.32/117.9612/193.124/131.2534/No EMA 200 Target,No support/117.9612/193.124/131.2534/No F-Track Level/No F-Track Level/No support,No Data (Across ALL Assets),25.0%/8/0 days (Across ALL Assets)
"NVO, Short, 2025-04-30 (Price: 66.45)",2025-11-30 (Price: 49.35),"25.73%, 7 days","100.0%, Past 20 years, 6","Monthly, is CONFIRMED on 2025-04-30",Already confirmed,"2025-12-12 (Price: 50.18), 24.48% below",7 days,"4, 2020-08-31 (Price: 33.02)",2025-03-31 (Price: 69.44),2025-04-28 (Price: 62.62),256/228/226 days,27.74% below/19.87% below/24.48% below,2020-08-31 (Price: 31.012)/2025-04-30 (Price: 71.5343),15.1%/15.1%/15.1%,"0.0%, 34.17%",5 days/5 days/5 days,2025-12-03/2025-12-03/2025-12-03,3.32%,5.5%,-2.18%,0.43,0.53,65.4599/56.416/46.39/31.6225/51.1046/45.3824/No EMA 200 Target,No support/31.6225/51.1046/45.3824/No F-Track Level/No F-Track Level/No support,100.0%/1/0 days (Across ALL Assets),0.0%/7/0 days (Across ALL Assets)
"PFE, Short, 2024-03-31 (Price: 27.75)",2025-12-12 (Price: 25.85) (Today),"6.85%, 1 day","100.0%, Past 48 years, 5","Quarterly, is CONFIRMED on 2024-03-31",Already confirmed,"2025-12-12 (Price: 25.85), 6.85% below",1 day,"6, 2009-03-31 (Price: 12.9222)",2023-12-31 (Price: 28.79),2024-01-11 (Price: 28.4),712/701/621 days,10.21% below/8.98% below/6.85% below,2009-03-31 (Price: 11.0247)/2024-03-31 (Price: 32.0614),28.35%/7.35%/17.85%,"0.0%, 34.93%",1 day/1 day/1 day,2026-09-03/2026-02-06/2026-05-22,5.58%,5.5%,0.08%,0.53,0.21,25.863/22.7966/18.85/26.1058/21.508/20.5265/No EMA 200 Target,No support/26.1058/21.508/20.5265/No F-Track Level/No F-Track Level/No support,100.0%/1/0 days (Across ALL Assets),No Data (Across ALL Assets)
