Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"PPH, Long, 2025-06-30 (Price: 87.96)",2026-01-29 (Price: 105.65) (Today),"20.11%, 7.1 months","90.0%, Past 26 years, 10","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2026-01-29 (Price: 105.65), 20.11% above",7.1 months,87.83,No Information,No Information,No Information,"38.2% (Price: 78.775), 34.12% above, Upmove Bounce Back","2015-08-31 (Price: 45.23), 2024-09-30 (Price: 99.51)",No Information,23.88%/20.36%/21.19%,"1.09%, 37.34%",6.1 years/10.1 months/3.2 years,2034-03-15/2026-09-11/2030-01-23,4.29%,2.59%,1.7%,1.41,0.03,101.4091/106.5987/120.53/No Horizontal Resistance/100.0174/110.4008/92.26,86.28/65.915/87.7591/70.617/No F-Track Level/No F-Track Level/No EMA 200 Support,84.44%/45/0 days (Across ALL Assets),76.0%/100/0 days (Across ALL Assets)
FRACTAL TRACK,"WMT, Long, 2025-06-30 (Price: 97.78)",2026-01-29 (Price: 117.41) (Today),"20.08%, 7.1 months","76.92%, Past 53 years, 13","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2026-01-29 (Price: 117.41), 20.08% above",7.1 months,98.84,No Information,No Information,No Information,"23.66% (Price: 81.1796), 44.63% above, Upmove Bounce Back","1996-02-29 (Price: 3.3542), 2025-02-28 (Price: 105.3)",No Information,31.01%/7.63%/22.28%,"13.36%, 28.82%",3.7 years/7.1 months/1.5 year,2030-10-11/2026-05-04/2027-08-21,6.18%,11.88%,-5.7%,0.95,0.61,118.6365/119.5654/158.95/No Horizontal Resistance/98.8222/108.7906/102.91,40.53/42.9289/85.5556/72.7913/No F-Track Level/No F-Track Level/No EMA 200 Support,84.44%/45/0 days (Across ALL Assets),76.0%/100/0 days (Across ALL Assets)
TRENDPULSE,"TSLA, Long, 2025-05-31 (Price: 346.46)",2026-01-29 (Price: 416.56) (Today),"20.23%, 8.1 months","83.33%, Past 20 years, 6","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2026-01-29 (Price: 416.56), 20.23% above",8.1 months,280.01,No Information,No Information,No Information,No Information,No Information,47.63% above/20.23% above/20.23% above,7.79%/7.79%/7.79%,"2.38%, 35.95%",1.9 year/1.9 year/1.9 year,2028-02-15 (Max),26.29%,28.82%,-2.53%,0.27,1.04,864.2098/373.4492/367.54/408.5817/413.6779/490.132/No EMA 200 Target,175.79/167.4534/330.0827/262.8246/No F-Track Level/No F-Track Level/302.39,92.45%/53/0 days (Across ALL Assets),73.83%/107/0 days (Across ALL Assets)
SIGMASHELL,"NVO, Long, 2025-04-04 (Price: 62.55)",2026-01-28 (Price: 60.33),"-3.55%, 10 months","81.82%, Past 5 years, 11","Daily, was CONFIRMED on 2025-04-04",Already confirmed,"2026-01-29 (Price: 59.33), 5.15% below",10 months,65.23,"-9.9, 100.0%",No Information,No Information,No Information,No Information,No Information,22.44%/14.95%/18.7%,"28.06%, 44.04%",6.4 months/2.4 months/4.4 months,2026-01-07/2025-07-17/2025-10-12,-0.56%,9.2%,-9.76%,-0.04,0.47,63.8698/74.2468/157.4212/139.01/157.4212/215.5132/No EMA 200 Target,No Recent Minima/31.6225/51.1046/45.3824/No F-Track Level/No F-Track Level/58.9,85.95%/121/0 days (Across ALL Assets),74.78%/230/0 days (Across ALL Assets)
FRACTAL TRACK,"XLU, Long, 2025-03-31 (Price: 39.425)",2026-01-29 (Price: 43.33) (Today),"9.9%, 10.1 months","92.31%, Past 27 years, 13","Monthly, was CONFIRMED on 2025-03-31",Already confirmed,"2026-01-29 (Price: 43.33), 9.9% above",10.1 months,39.57,No Information,No Information,No Information,"23.66% (Price: 36.9765), 17.18% above, Upmove Bounce Back","2020-03-31 (Price: 21.72), 2024-11-30 (Price: 41.705)",No Information,21.37%/2.75%/14.53%,"4.79%, 46.41%",5.9 years/11.1 months/1.7 year,2033-09-01/2026-07-26/2027-09-03,5.35%,2.87%,2.48%,1.11,0.06,40.9429/45.1535/51.42/41.0733/49.4858/72.2363/42.42,29.46/29.76/35.4254/26.7354/No F-Track Level/No F-Track Level/No EMA 200 Support,84.44%/45/0 days (Across ALL Assets),76.0%/100/0 days (Across ALL Assets)
TRENDPULSE,"MSE.PA, Long, 2025-02-28 (Price: 59.36)",2026-01-29 (Price: 65.73) (Today),"10.73%, 11.2 months","100.0%, Past 20 years, 8","Monthly, is CONFIRMED on 2025-02-28",Already confirmed,"2026-01-29 (Price: 65.73), 10.73% above",11.2 months,56.21,No Information,No Information,No Information,No Information,No Information,10.73% above/10.73% above/10.73% above,11.99%/4.9%/8.12%,"-0.0%, 28.4%",1.7 year/5 months/11.9 months,2027-08-03/2025-10-03/2026-07-30,5.39%,1.99%,3.4%,0.77,-0.0,60.7728/64.18/75.54/No Horizontal Resistance/58.4776/81.1364/No EMA 200 Target,52.08/33.57/44.4738/35.8188/No F-Track Level/No F-Track Level/53.71,92.45%/53/0 days (Across ALL Assets),73.83%/107/0 days (Across ALL Assets)
BAND MATRIX,"NA.TO, Long, 2025-02-23 (Price: 124.43)",2026-01-29 (Price: 163.68) (Today),"31.54%, 11.3 months","100.0%, Past 15 years, 6","Weekly, was CONFIRMED on 2025-02-23",No Cancellation Possible,"2026-01-29 (Price: 163.68), 31.54% above",11.3 months,125.91,No Information,No Information,No Information,No Information,No Information,No Information,61.64%/4.69%/32.82%,"-0.0%, 42.56%",3.7 years/9.3 months/2 years,2030-06-06/2026-04-03/2028-01-01,11.98%,7.53%,4.45%,1.22,0.44,128.4242/165.2679/146.85/No Horizontal Resistance/188.6608/207.1743/148.77,106.39/73.9933/119.9028/88.8057/No F-Track Level/No F-Track Level/No EMA 200 Support,100.0%/5/0 days (Across ALL Assets),80.68%/88/0 days (Across ALL Assets)
BAND MATRIX,"MX.TO, Long, 2025-02-13 (Price: 66.03)",2026-01-28 (Price: 64.77),"-1.91%, 11.6 months","100.0%, Past 5 years, 4","Daily, was CONFIRMED on 2025-02-13",No Cancellation Possible,"2026-01-29 (Price: 66.01), 0.03% below",11.7 months,67.18,No Information,No Information,No Information,No Information,No Information,No Information,29.34%/1.75%/18.62%,"-0.0%, 44.27%",2.1 years/1.2 month/10.9 months,2028-02-13/2025-04-06/2026-06-01,14.76%,-2.01%,16.77%,0.97,0.03,66.4856/78.3248/72.41/73.435/104.8718/122.9238/No EMA 200 Target,65.11/38.425/48.7635/45.8359/No F-Track Level/No F-Track Level/50.35,82.61%/69/0 days (Across ALL Assets),75.98%/254/0 days (Across ALL Assets)
SIGMASHELL,"NVO, Long, 2024-11-01 (Price: 111.94)",2026-01-28 (Price: 60.33),"-46.11%, 1.3 year","81.82%, Past 5 years, 11","Daily, was CONFIRMED on 2024-11-01",Already confirmed,"2026-01-29 (Price: 59.33), 47.0% below",1.3 year,112.88,"-11.95, 71.88%",No Information,No Information,No Information,No Information,No Information,22.44%/14.95%/18.7%,"28.06%, 44.04%",6.4 months/2.4 months/4.4 months,2025-08-06/2025-02-13/2025-05-11,-0.56%,9.2%,-9.76%,-0.04,0.47,114.3019/132.8728/157.4212/139.01/157.4212/215.5132/No EMA 200 Target,105.21/32.2375/103.7087/83.4599/No F-Track Level/No F-Track Level/58.9,85.95%/121/0 days (Across ALL Assets),74.78%/230/0 days (Across ALL Assets)
TRENDPULSE,"AAPL, Long, 2024-09-30 (Price: 233.0)",2026-01-29 (Price: 258.28) (Today),"10.85%, 1.4 year","100.0%, Past 20 years, 20","Monthly, is CONFIRMED on 2024-09-30",Already confirmed,"2026-01-29 (Price: 258.28), 10.85% above",1.4 year,228.55,No Information,No Information,No Information,No Information,No Information,10.85% above/10.85% above/10.85% above,49.66%/12.62%/21.67%,"-0.0%, 40.56%",2.5 years/5.1 months/10.5 months,2028-04-25/2025-05-09/2025-12-30,17.77%,21.49%,-3.72%,2.41,1.03,338.9451/283.4911/275.29/No Horizontal Resistance/294.7231/309.0801/No EMA 200 Target,170.33/136.9225/189.8723/119.0319/No F-Track Level/No F-Track Level/197.37,92.45%/53/0 days (Across ALL Assets),73.83%/107/0 days (Across ALL Assets)
TRENDPULSE,"ASML, Long, 2024-01-31 (Price: 869.82)",2026-01-29 (Price: 1455.16) (Today),"67.29%, 2 years","93.33%, Past 20 years, 15","Monthly, is CONFIRMED on 2024-01-31",Already confirmed,"2026-01-29 (Price: 1455.16), 67.29% above",2 years,730.0,No Information,No Information,No Information,No Information,No Information,67.29% above/67.29% above/67.29% above,42.83%/5.07%/18.51%,"28.83%, 59.07%",1.4 year/5.1 months/1 year,2026-01-28/2024-09-08/2025-07-05,8.92%,10.16%,-1.24%,0.75,0.49,1035.4337/1030.8237/1286.69/888.525/1034.6774/1091.1724/No EMA 200 Target,588.66/188.78/832.8601/749.8177/No F-Track Level/No F-Track Level/678.52,92.45%/53/0 days (Across ALL Assets),73.83%/107/0 days (Across ALL Assets)
BAND MATRIX,"JPY=X, Long, 2023-12-31 (Price: 141.43)",2026-01-29 (Price: 153.096) (Today),"8.25%, 2.1 years","75.0%, Past 15 years, 4","Weekly, was CONFIRMED on 2023-12-31",No Cancellation Possible,"2026-01-29 (Price: 153.096), 8.25% above",2.1 years,142.342,No Information,No Information,No Information,No Information,No Information,No Information,4.36%/0.69%/2.53%,"3.04%, 15.82%",4.3 years/8.9 months/2.5 years,2030-02-19/2025-01-20/2027-07-26,2.69%,2.94%,-0.25%,0.15,0.02,139.3368/145.0082/142.17/151.92/156.7717/175.8568/149.77,138.07/103.3558/138.2059/No support/No F-Track Level/No F-Track Level/No EMA 200 Support,100.0%/5/0 days (Across ALL Assets),80.68%/88/0 days (Across ALL Assets)
FRACTAL TRACK,"DIS, Long, 2026-01-29 (Price: 111.58)",No Exit Yet,"0.0%, 0 days","80.0%, Past 64 years, 20","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 101.89 prior to 2026-01-30,"2026-01-29 (Price: 111.58), 0.0% below",0 days,113.44,No Information,No Information,No Information,"50% (Price: 102.395), 8.97% above, Upmove Bounce Back","2025-04-30 (Price: 80.1), 2025-06-30 (Price: 124.69)",No Information,30.57%/6.96%/23.02%,"18.11%, 60.42%",4.2 years/1 month/11.1 months,2032-01-28/2026-03-13/2027-05-26,7.35%,7.97%,-0.62%,0.97,0.4,127.9153/137.2657/138.33/168.455/236.8799/272.4142/111.86,90.95/79.415/109.0737/100.3529/No support/No support/No EMA 200 Support,84.44%/45/0 days (Across ALL Assets),76.0%/100/0 days (Across ALL Assets)
FRACTAL TRACK,"GBPUSD=X, Long, 2026-01-29 (Price: 1.3809)",No Exit Yet,"0.0%, 0 days","83.33%, Past 56 years, 6","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 1.3012 prior to 2026-01-30,"2026-01-29 (Price: 1.3809), 0.0% below",0 days,1.3475,No Information,No Information,No Information,"23.66% (Price: 1.271), 8.65% above, Upmove Bounce Back","2022-09-30 (Price: 1.0379), 2024-09-30 (Price: 1.3433)",No Information,3.79%/3.79%/3.79%,"0.37%, 7.17%",2.9 years/2.9 years/2.9 years,2030-03-21 (Max),4.04%,-0.96%,5.0%,0.36,-0.64,1.3882/1.4332/1.56/No Horizontal Resistance/2.4831/2.6524/No EMA 200 Target,1.24/1.1912/No F-Stack Support/No F-Stack Support/1.3748/No support/1.34,84.44%/45/0 days (Across ALL Assets),76.0%/100/0 days (Across ALL Assets)
FRACTAL TRACK,"CSCO, Long, 2026-01-29 (Price: 78.43)",No Exit Yet,"0.0%, 0 days","95.0%, Past 20 years, 20","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 72.8 prior to 2026-01-30,"2026-01-29 (Price: 78.43), 0.0% below",0 days,76.47,No Information,No Information,No Information,"23.66% (Price: 72.2267), 8.59% above, Upmove Bounce Back","2024-08-18 (Price: 44.5), 2025-12-14 (Price: 80.82)",No Information,19.85%/6.3%/15.66%,"9.76%, 43.08%",3.3 years/2.8 months/1.2 year,2030-10-15/2026-05-30/2027-10-16,9.57%,5.27%,4.3%,2.26,0.26,81.379/90.7121/100.22/No Horizontal Resistance/81.4336/89.7071/No EMA 200 Target,73.88/40.92/73.1467/64.9561/69.3638/62.3236/69.2,94.55%/55/0 days (Across ALL Assets),74.31%/144/0 days (Across ALL Assets)
FRACTAL TRACK,"NZDCAD=X, Long, 2026-01-29 (Price: 0.8209)",No Exit Yet,"0.0%, 0 days","76.92%, Past 22 years, 13","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 0.7858 prior to 2026-01-30,"2026-01-29 (Price: 0.8209), 0.0% below",0 days,0.7896,No Information,No Information,No Information,"78.6% (Price: 0.8038), 2.13% above, Upmove Bounce Back","2023-12-31 (Price: 0.7882), 2024-09-30 (Price: 0.8609)",No Information,20.75%/1.64%/9.84%,"3.81%, 24.45%",7.4 years/1 year/3.2 years,2036-08-22/2027-07-04/2030-08-24,0.56%,-0.19%,0.75%,0.44,-0.46,0.8688/0.9017/0.86/0.8586/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,0.79/0.7834/No F-Stack Support/No F-Stack Support/No support/0.817/0.81,84.44%/45/0 days (Across ALL Assets),76.0%/100/0 days (Across ALL Assets)
FRACTAL TRACK,"NVO, Long, 2026-01-29 (Price: 59.33)",No Exit Yet,"0.0%, 0 days","100.0%, Past 44 years, 14","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 43.08 prior to 2026-01-30,"2026-01-29 (Price: 59.33), 0.0% below",0 days,51.61,No Information,No Information,No Information,"78.6% (Price: 43.8439), 35.32% above, Upmove Bounce Back","2016-11-30 (Price: 15.445), 2024-06-30 (Price: 148.15)",No Information,42.36%/20.21%/26.41%,"-0.0%, 47.55%",3.3 years/4 months/1.3 year,2030-10-15/2026-07-21/2027-12-07,10.33%,9.37%,0.96%,1.75,0.5,72.5843/74.9991/138.95/139.01/159.2295/190.9685/No EMA 200 Target,47.07/45.4025/55.093/52.1958/47.9075/35.154/58.9,84.44%/45/0 days (Across ALL Assets),76.0%/100/0 days (Across ALL Assets)
DELTADRIFT,"HDB, Long, 2026-01-29 (Price: 32.55)",No Exit Yet,"0.0%, 0 days","100.0%, Past 15 years, 7","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price  prior to 2026-01-30,"2026-01-29 (Price: 32.55), 0.0% below",0 days,32.15,No Information,No Information,No Information,No Information,No Information,No Information,16.81%/7.78%/10.62%,"0%, 13.44%",2.1 months/7 days/1.3 month,2026-04-30/2026-02-08/2026-03-26,17.22%,7.31%,9.91%,3.65,0.38,36.7717/36.0068/36.39/39.3812/45.6752/50.9526/36.21,32.06/25.6925/29.7659/26.539/No support/30.844/No EMA 200 Support,94.87%/39/0 days (Across ALL Assets),87.5%/112/0 days (Across ALL Assets)
TRENDPULSE,"GLD, Long, 2026-01-29 (Price: 495.9)",No Exit Yet,"0.0%, 0 days","85.19%, Past 10 years, 27","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 466.78 prior to 2026-01-30,"2026-01-29 (Price: 495.9), 0.0% below",0 days,466.78,No Information,No Information,No Information,No Information,No Information,8.28% above/0.0% below/0.0% below,8.71%/1.73%/6.03%,"3.13%, 23.93%",10.5 months/28 days/3.3 months,2027-04-30/2026-03-10/2026-06-21,4.9%,5.02%,-0.12%,1.33,0.26,528.3319/525.8028/650.23/No Horizontal Resistance/408.5544/581.2346/No EMA 200 Target,236.59/150.8/288.3021/225.9189/424.7298/372.5123/346.68,95.35%/129/0 days (Across ALL Assets),78.95%/266/0 days (Across ALL Assets)
TRENDPULSE,"BNS.TO, Long, 2026-01-29 (Price: 103.04)",No Exit Yet,"0.0%, 0 days","92.31%, Past 20 years, 13","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 101.58 prior to 2026-01-30,"2026-01-29 (Price: 103.04), 0.0% below",0 days,101.58,No Information,No Information,No Information,No Information,No Information,6.29% above/0.0% below/0.0% below,24.83%/4.28%/13.54%,"30.99%, 38.87%",2.8 years/6 months/1.2 year,2030-01-26/2026-10-16/2027-10-16,1.95%,4.3%,-2.35%,0.65,0.19,108.4393/116.9916/122.82/No Horizontal Resistance/105.6031/114.0496/No EMA 200 Target,56.15/62.2517/95.6649/90.1456/92.5303/85.4202/84.9,92.45%/53/0 days (Across ALL Assets),73.83%/107/0 days (Across ALL Assets)
TRENDPULSE,"BNS.TO, Long, 2026-01-29 (Price: 103.04)",No Exit Yet,"0.0%, 0 days","100.0%, Past 193 years, 4","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 101.58 prior to 2026-03-31,"2026-01-29 (Price: 103.04), 0.0% below",0 days,101.58,No Information,No Information,No Information,No Information,No Information,14.5% above/0.0% below/0.0% below,22.63%/5.06%/9.45%,"0%, 41.59%",5.1 years/1.5 year/4.2 years,2033-05-09/2028-03-21/2032-01-28,6.77%,6.25%,0.52%,1.08,0.33,116.3631/112.7773/111.1/No Horizontal Resistance/105.6031/114.0496/No EMA 200 Target,60.88/62.2517/95.6649/90.1456/92.5303/85.4202/84.9,86.67%/15/0 days (Across ALL Assets),100.0%/1/0 days (Across ALL Assets)
TRENDPULSE,"ACWX, Long, 2026-01-29 (Price: 71.93)",No Exit Yet,"0.0%, 0 days","90.0%, Past 20 years, 10","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 68.01 prior to 2026-01-30,"2026-01-29 (Price: 71.93), 0.0% below",0 days,68.01,No Information,No Information,No Information,No Information,No Information,8.18% above/0.0% below/0.0% below,15.1%/1.97%/6.76%,"10.07%, 26.55%",3.3 years/4.1 months/1.4 year,2030-10-15/2026-07-24/2028-01-27,1.22%,0.78%,0.44%,0.41,-0.09,76.9435/76.7925/84.4/No Horizontal Resistance/67.4663/76.2652/No EMA 200 Target,52.16/45.07/60.1332/51.8814/64.3992/59.5254/63.37,92.45%/53/0 days (Across ALL Assets),73.83%/107/0 days (Across ALL Assets)
TRENDPULSE,"TSM, Long, 2026-01-29 (Price: 339.55)",No Exit Yet,"0.0%, 0 days","100.0%, Past 20 years, 20","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 311.98 prior to 2026-01-30,"2026-01-29 (Price: 339.55), 0.0% below",0 days,311.98,No Information,No Information,No Information,No Information,No Information,11.73% above/0.0% below/0.0% below,62.44%/8.11%/32.4%,"-0.0%, 49.81%",1 year/5 months/8.7 months,2027-07-04/2026-09-03/2027-02-11,9.53%,10.44%,-0.91%,1.24,0.51,455.3026/449.5642/443.8/No Horizontal Resistance/360.6179/384.2031/No EMA 200 Target,166.0/83.575/291.0528/242.5186/282.2665/239.8242/253.95,92.45%/53/0 days (Across ALL Assets),73.83%/107/0 days (Across ALL Assets)
TRENDPULSE,"ASML, Long, 2026-01-29 (Price: 1455.16)",No Exit Yet,"0.0%, 0 days","92.86%, Past 10 years, 28","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 1385.87 prior to 2026-01-30,"2026-01-29 (Price: 1455.16), 0.0% below",0 days,1385.87,No Information,No Information,No Information,No Information,No Information,7.11% above/0.0% below/0.0% below,26.23%/2.69%/12.25%,"25.72%, 56.36%",8.9 months/1.2 month/3.5 months,2027-02-19/2026-03-22/2026-06-30,11.7%,15.27%,-3.57%,1.0,0.74,1610.2801/1633.4171/1887.51/No Horizontal Resistance/1081.4334/1218.8523/No EMA 200 Target,689.82/576.784/998.2461/956.961/1276.9981/1143.9615/904.18,95.35%/129/0 days (Across ALL Assets),78.95%/266/0 days (Across ALL Assets)
TRENDPULSE,"^BVSP, Long, 2026-01-29 (Price: 183133.75)",No Exit Yet,"0.0%, 0 days","100.0%, Past 10 years, 27","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 178859.0 prior to 2026-01-30,"2026-01-29 (Price: 183133.75), 0.0% below",0 days,178859.0,No Information,No Information,No Information,No Information,No Information,2.39% above/0.0% below/0.0% below,10.65%/0.93%/5.61%,"-0.0%, 43.39%",1.1 year/28 days/3.4 months,2027-08-25/2026-03-10/2026-06-25,7.52%,4.03%,3.49%,2.1,0.18,191631.156/193407.5534/210319.6/No Horizontal Resistance/166057.916/178771.431/No EMA 200 Target,132437.0/96132.0/151418.724/142375.45/170307.301/160387.1315/145467.51,95.35%/129/0 days (Across ALL Assets),78.95%/266/0 days (Across ALL Assets)
TRENDPULSE,"^BVSP, Long, 2026-01-29 (Price: 183133.75)",No Exit Yet,"0.0%, 0 days","88.89%, Past 20 years, 9","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 161124.0 prior to 2026-01-30,"2026-01-29 (Price: 183133.75), 0.0% below",0 days,161124.0,No Information,No Information,No Information,No Information,No Information,15.13% above/0.0% below/0.0% below,14.35%/2.63%/9.45%,"18.7%, 34.07%",3.3 years/8.1 months/1.9 year,2030-10-15/2027-01-15/2028-10-15,6.15%,6.78%,-0.63%,0.48,0.36,202619.181/200439.8894/226991.8/No Horizontal Resistance/166057.916/178771.431/No EMA 200 Target,120283.0/96132.0/151418.724/142375.45/170307.301/160387.1315/145467.51,92.45%/53/0 days (Across ALL Assets),73.83%/107/0 days (Across ALL Assets)
TRENDPULSE,"GS, Long, 2026-01-29 (Price: 940.12)",No Exit Yet,"0.0%, 0 days","100.0%, Past 20 years, 13","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 884.0 prior to 2026-01-30,"2026-01-29 (Price: 940.12), 0.0% below",0 days,884.0,No Information,No Information,No Information,No Information,No Information,6.95% above/0.0% below/0.0% below,53.25%/7.0%/28.8%,"-0.0%, 34.98%",2.5 years/4 months/1.1 year,2029-08-24/2026-07-21/2027-08-25,10.95%,5.86%,5.09%,1.01,0.3,1132.8446/1210.8746/1290.67/No Horizontal Resistance/916.0326/973.4919/No EMA 200 Target,303.61/288.555/818.1554/728.9736/782.6791/658.5293/744.75,92.45%/53/0 days (Across ALL Assets),73.83%/107/0 days (Across ALL Assets)
TRENDPULSE,"BTI, Long, 2026-01-29 (Price: 60.22)",No Exit Yet,"0.0%, 0 days","95.45%, Past 10 years, 22","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 59.3 prior to 2026-01-30,"2026-01-29 (Price: 60.22), 0.0% below",0 days,59.3,No Information,No Information,No Information,No Information,No Information,0.0% below/0.0% below/0.0% below,17.36%/1.81%/8.82%,"38.64%, 57.11%",10.7 months/1.2 month/3.4 months,2027-05-08/2026-03-22/2026-06-25,-1.73%,1.97%,-3.7%,0.5,0.04,64.2367/65.5314/62.06/No Horizontal Resistance/77.6843/86.2499/No EMA 200 Target,55.19/28.5067/53.9498/50.4772/58.9758/No support/52.16,95.35%/129/0 days (Across ALL Assets),78.95%/266/0 days (Across ALL Assets)
TRENDPULSE,"EEM, Long, 2026-01-29 (Price: 60.44)",No Exit Yet,"0.0%, 0 days","96.15%, Past 10 years, 26","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 59.04 prior to 2026-01-30,"2026-01-29 (Price: 60.44), 0.0% below",0 days,59.04,No Information,No Information,No Information,No Information,No Information,2.32% above/0.0% below/0.0% below,11.23%/1.19%/3.84%,"20.12%, 35.1%",1.4 year/28 days/3.4 months,2028-01-27/2026-03-10/2026-06-25,3.49%,0.73%,2.76%,0.51,-0.08,62.6098/62.7609/70.39/No Horizontal Resistance/58.9308/64.643/No EMA 200 Target,40.58/37.485/54.2403/No support/53.6509/49.1653/51.07,95.35%/129/0 days (Across ALL Assets),78.95%/266/0 days (Across ALL Assets)
TRENDPULSE,"GILD, Long, 2026-01-29 (Price: 139.55)",No Exit Yet,"0.0%, 0 days","96.43%, Past 10 years, 28","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 135.88 prior to 2026-01-30,"2026-01-29 (Price: 139.55), 0.0% below",0 days,135.88,No Information,No Information,No Information,No Information,No Information,0.0% below/0.0% below/0.0% below,26.57%/2.74%/15.13%,"8.71%, 37.09%",1.2 year/1.2 month/4.5 months,2027-10-16/2026-03-22/2026-08-12,13.74%,9.41%,4.33%,1.53,0.5,152.4863/160.6639/158.86/No Horizontal Resistance/135.1689/147.6277/No EMA 200 Target,112.1/57.18/124.0112/101.881/108.3145/87.7917/115.55,95.35%/129/0 days (Across ALL Assets),78.95%/266/0 days (Across ALL Assets)
TRENDPULSE,"IWM, Long, 2026-01-29 (Price: 263.37)",No Exit Yet,"0.0%, 0 days","100.0%, Past 25 years, 4","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 247.63 prior to 2026-03-31,"2026-01-29 (Price: 263.37), 0.0% below",0 days,247.63,No Information,No Information,No Information,No Information,No Information,6.99% above/0.0% below/0.0% below,22.48%/22.48%/22.48%,"-0.0%, 49.28%",1 year/1 year/1 year,2027-07-04 (Max),3.33%,4.39%,-1.06%,0.87,0.2,242.4321/322.5756/290.14/No Horizontal Resistance/270.9222/282.5179/No EMA 200 Target,164.92/162.3167/245.3626/196.8345/247.9708/233.4497/230.91,86.67%/15/0 days (Across ALL Assets),100.0%/1/0 days (Across ALL Assets)
TRENDPULSE,"NZDCAD=X, Long, 2026-01-29 (Price: 0.8209)",No Exit Yet,"0.0%, 0 days","79.17%, Past 10 years, 24","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 0.8165 prior to 2026-01-30,"2026-01-29 (Price: 0.8209), 0.0% below",0 days,0.8165,No Information,No Information,No Information,No Information,No Information,0.0% below/0.0% below/0.0% below,4.6%/1.11%/2.76%,"5.56%, 13.76%",9.8 months/28 days/5.1 months,2027-03-30/2026-03-10/2026-09-07,-3.01%,0.35%,-3.36%,0.17,-0.49,0.8271/0.8436/0.85/0.8586/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,0.79/0.7834/No F-Stack Support/No F-Stack Support/No support/0.817/0.81,95.35%/129/0 days (Across ALL Assets),78.95%/266/0 days (Across ALL Assets)
