"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,"Level, Trendpulse start Date/Price($)",Trendpulse Breakout Date/Price($),Earliest Unconfirmed Signal Date/Price($),Time from Latest Trading day to Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,TrendPulse Start/End (Date and Price($)),Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Signal Open Price
"MEL.NZ, Long, 2026-01-14 (Price: 5.63)",2026-02-12 (Price: 5.79),"2.84%, 29 days","88.24%, Past 4 years, 34","Daily, is CONFIRMED on 2026-01-14",Already confirmed,"2026-02-13 (Price: 5.76), 2.31% above",1 month,"2, 2025-10-09 (Price: 6.05)",2026-01-14 (Price: 5.63),2026-01-14 (Price: 5.63),30/30/30 days,2.31% above/2.31% above/2.31% above,2025-10-09 (Price: 6.05)/2026-01-14 (Price: 5.5835),6.01%/0.46%/3.13%,"6.51%, 16.22%",8.3 months/7 days/2.9 months,2027-01-09/2026-01-24/2026-05-20,14.44%,0.14%,14.3%,0.3,0.02,5.8349/5.8062/5.88/6.825/7.4565/8.4564/5.73,5.55/4.3875/4.8318/4.5145/No F-Track Level/No F-Track Level/No EMA 200 Support,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets),5.61
"^VIX, Long, 2026-01-14 (Price: 16.75)",2026-02-09 (Price: 17.36),"3.64%, 26 days","72.73%, Past 4 years, 22","Daily, is CONFIRMED on 2026-01-14",Already confirmed,"2026-02-13 (Price: 20.6), 22.99% above",1 month,"10, 2025-04-07 (Price: 60.13)",2026-01-13 (Price: 15.98),2026-01-14 (Price: 16.75),31/30/30 days,28.91% above/22.99% above/22.99% above,2025-04-07 (Price: 60.13)/2026-01-14 (Price: 15.0467),74.44%/1.64%/21.37%,"31.33%, 51.66%",4.3 months/6 days/1.9 month,2026-07-19/2026-01-22/2026-04-06,12.93%,3.61%,9.32%,0.37,1.01,17.3815/20.3295/42.78/35.1/71.5114/81.8014/18.91,13.47/11.665/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets),16.33
"XLU, Long, 2026-01-13 (Price: 42.85)",2026-02-09 (Price: 43.48),"1.47%, 27 days","85.19%, Past 4 years, 27","Daily, is CONFIRMED on 2026-01-13",Already confirmed,"2026-02-13 (Price: 46.5), 8.52% above",1 month,"2, 2025-11-28 (Price: 45.35)",2026-01-13 (Price: 42.85),2026-01-13 (Price: 42.85),31/31/31 days,8.52% above/8.52% above/8.52% above,2025-11-28 (Price: 45.35)/2026-01-13 (Price: 42.4671),4.38%/0.62%/2.23%,"10.13%, 19.69%",2.8 months/6 days/24 days,2026-05-14/2026-01-21/2026-02-16,8.66%,2.65%,6.01%,0.1,0.09,44.3583/43.8056/44.35/No Horizontal Resistance/49.4858/65.2454/No EMA 200 Target,41.87/29.6267/35.4254/30.3912/No F-Track Level/No F-Track Level/42.15,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets),42.62
"TSM, Long, 2026-01-12 (Price: 331.77)",2026-02-11 (Price: 374.09),"12.76%, 1 month","100.0%, Past 4 years, 28","Daily, is CONFIRMED on 2026-01-12",Already confirmed,"2026-02-13 (Price: 366.36), 10.43% above",1.1 month,"2, 2020-04-07 (Price: 51.32)",2026-01-08 (Price: 318.01),2026-01-12 (Price: 331.77),36/32/32 days,15.2% above/10.43% above/10.43% above,2020-04-07 (Price: 51.32)/2026-01-12 (Price: 317.9404),10.21%/1.91%/4.94%,"-0.0%, 57.14%",1.2 month/6 days/17 days,2026-03-05/2026-01-20/2026-02-05,15.88%,22.8%,-6.92%,1.52,1.04,364.7479/348.1594/500.04/No Horizontal Resistance/334.306/349.9895/No EMA 200 Target,276.96/83.575/274.027/233.1074/No F-Track Level/No F-Track Level/243.38,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets),322.1
"ATD.TO, Long, 2026-01-08 (Price: 75.49)",2026-02-09 (Price: 79.47),"5.27%, 1.1 month","100.0%, Past 4 years, 21","Daily, is CONFIRMED on 2026-01-08",Already confirmed,"2026-02-13 (Price: 83.86), 11.09% above",1.2 month,"2, 2025-11-28 (Price: 76.79)",2026-01-07 (Price: 74.21),2026-01-08 (Price: 75.49),37/36/36 days,13.0% above/11.09% above/11.09% above,2025-11-28 (Price: 76.79)/2026-01-08 (Price: 73.826),5.25%/1.18%/3.68%,"-0.0%, 15.84%",4.4 months/11 days/2.1 months,2026-07-18/2026-01-23/2026-04-09,13.1%,6.96%,6.14%,2.83,0.36,76.2298/78.268/76.27/85.51/85.3936/96.14/No EMA 200 Target,73.81/45.49/59.8475/53.4732/No F-Track Level/No F-Track Level/71.81,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets),74.19
"NVO, Long, 2026-01-04 (Price: 52.39)",2026-02-01 (Price: 59.43),"13.44%, 28 days","86.36%, Past 10 years, 22","Weekly, is CONFIRMED on 2026-01-02",Already confirmed,"2026-02-13 (Price: 49.57), 5.38% below",1.3 month,"2, 2025-03-02 (Price: 93.8)",2025-12-28 (Price: 52.4),2026-01-02 (Price: 52.39),47/42/40 days,5.4% below/5.38% below/5.38% below,2025-03-02 (Price: 93.8)/2026-01-04 (Price: 47.1478),20.26%/3.25%/8.87%,"16.75%, 27.09%",4.4 months/28 days/1.8 month,2026-07-14/2026-02-13/2026-03-23,9.49%,6.26%,3.23%,0.52,0.33,57.1889/57.037/77.24/139.01/157.4212/201.8641/59.76,45.68/45.4025/51.1046/45.3824/No F-Track Level/No F-Track Level/No EMA 200 Support,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets),51.56
"SOXX, Long, 2025-12-31 (Price: 301.15)",No Exit Yet,"17.77%, 1.5 month","100.0%, Past 24 years, 7","Quarterly, is CONFIRMED on 2025-12-31",Already confirmed,"2026-02-13 (Price: 354.66), 17.77% above",1.5 month,"6, 2004-03-31 (Price: 23.5567)",2025-12-31 (Price: 301.15),2025-11-21 (Price: 270.83),44/84/44 days,17.77% above/30.95% above/17.77% above,2004-03-31 (Price: 23.5567)/2025-12-31 (Price: 264.9375),74.51%/31.99%/47.75%,"-0.0%, 41.23%",3.3 years/1.3 year/1.9 year,2030-09-16/2027-11-08/2028-09-16,15.4%,9.16%,6.24%,0.71,0.47,407.3957/444.9491/467.71/No Horizontal Resistance/348.2242/411.0319/No EMA 200 Target,106.24/110.475/285.4342/254.997/No F-Track Level/No F-Track Level/246.22,100.0%/9/2.4 years (Across ALL Assets),25.0%/4/7.2 months (Across ALL Assets),269.38
"BDGI.TO, Long, 2025-12-31 (Price: 73.13)",No Exit Yet,"-5.4%, 1.5 month","100.0%, Past 33 years, 6","Quarterly, is CONFIRMED on 2025-12-31",Already confirmed,"2026-02-13 (Price: 69.18), 5.4% below",1.5 month,"0, 2019-09-30 (Price: 49.57)",2025-09-30 (Price: 61.38),2025-12-31 (Price: 73.13),136/44/44 days,12.71% above/5.4% below/5.4% below,2019-09-30 (Price: 49.57)/2025-12-31 (Price: 52.2506),227.42%/21.67%/158.83%,"-0.0%, 36.34%",1.8 year/1.3 year/1.6 year,2028-07-26/2027-11-08/2028-04-13,15.64%,8.36%,7.28%,0.65,0.41,150.3114/189.2824/87.27/No Horizontal Resistance/79.8787/88.3247/No EMA 200 Target,26.66/24.32/70.6207/63.2847/No F-Track Level/No F-Track Level/55.48,100.0%/9/2.4 years (Across ALL Assets),25.0%/4/7.2 months (Across ALL Assets),61.31
"GLD, Long, 2025-12-28 (Price: 416.74)",2026-02-08 (Price: 455.46),"9.29%, 1.4 month","85.71%, Past 10 years, 28","Weekly, is CONFIRMED on 2025-12-26",Already confirmed,"2026-02-13 (Price: 462.62), 11.01% above",1.6 month,"6, 2016-05-08 (Price: 123.96)",2025-12-21 (Price: 399.02),2025-12-28 (Price: 416.74),54/47/47 days,15.94% above/11.01% above/11.01% above,2016-05-08 (Price: 123.96)/2025-12-28 (Price: 400.7524),9.34%/1.73%/6.18%,"3.13%, 23.93%",10.5 months/28 days/3.2 months,2027-03-29/2026-02-06/2026-05-16,5.74%,5.82%,-0.08%,1.38,0.34,444.4115/442.4945/592.41/No Horizontal Resistance/424.4974/624.146/No EMA 200 Target,236.59/150.8/301.1087/224.8487/No F-Track Level/No F-Track Level/330.26,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets),406.98
"GS, Long, 2025-12-28 (Price: 907.04)",2026-02-01 (Price: 935.41),"3.13%, 1.2 month","100.0%, Past 10 years, 16","Weekly, is CONFIRMED on 2025-12-26",Already confirmed,"2026-02-13 (Price: 905.14), 0.21% below",1.6 month,"6, 2016-04-24 (Price: 168.9)",2025-12-14 (Price: 887.96),2025-12-28 (Price: 907.04),61/47/47 days,1.93% above/0.21% below/0.21% below,2016-04-24 (Price: 168.9)/2025-12-28 (Price: 867.6605),16.64%/3.13%/7.51%,"-0.0%, 44.52%",1.5 year/1.2 month/5 months,2028-02-18/2026-02-18/2026-08-02,8.42%,8.09%,0.33%,1.75,0.41,921.8248/975.1587/1349.92/No Horizontal Resistance/931.1482/1236.8362/No EMA 200 Target,470.81/288.555/794.5775/634.5288/No F-Track Level/No F-Track Level/700.8,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets),896.52
"WPM, Long, 2025-12-28 (Price: 124.22)",2026-02-08 (Price: 135.98),"9.47%, 1.4 month","74.07%, Past 10 years, 27","Weekly, is CONFIRMED on 2025-12-26",Already confirmed,"2026-02-13 (Price: 145.9), 17.45% above",1.6 month,"6, 2016-05-08 (Price: 21.14)",2025-12-21 (Price: 119.7),2025-12-26 (Price: 124.22),54/49/47 days,21.89% above/17.45% above/17.45% above,2016-05-08 (Price: 21.14)/2025-12-28 (Price: 119.4562),30.46%/2.87%/10.6%,"34.14%, 61.17%",9.1 months/1.2 month/2.2 months,2027-01-27/2026-02-18/2026-04-02,6.02%,6.0%,0.02%,0.09,0.32,135.9712/137.3873/186.07/No Horizontal Resistance/131.4439/145.6176/No EMA 200 Target,96.52/38.3375/98.515/93.6878/No F-Track Level/No F-Track Level/94.77,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets),122.33
"C6L.SI, Long, 2025-12-26 (Price: 6.41)",2026-02-09 (Price: 6.8),"6.08%, 1.5 month","89.47%, Past 4 years, 19","Daily, is CONFIRMED on 2025-12-26",Already confirmed,"2026-02-13 (Price: 6.96), 8.58% above",1.6 month,"0, 2025-07-21 (Price: 7.46)",2025-12-24 (Price: 6.4),2025-12-26 (Price: 6.41),51/49/49 days,8.75% above/8.58% above/8.58% above,2025-07-21 (Price: 7.46)/2025-12-26 (Price: 6.3558),8.19%/0.92%/3.25%,"5.37%, 17.3%",3.8 months/6 days/1.5 month,2026-06-09/2026-01-03/2026-03-01,6.71%,1.19%,5.52%,0.63,0.01,6.5517/6.6183/7.04/7.0067/15.377/16.6022/6.71,6.26/4.7975/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets),6.4
"WPM.TO, Long, 2025-12-21 (Price: 164.88)",2026-02-08 (Price: 185.9),"12.75%, 1.6 month","90.32%, Past 10 years, 31","Weekly, is CONFIRMED on 2025-12-19",Already confirmed,"2026-02-13 (Price: 198.68), 20.5% above",1.8 month,"6, 2016-05-08 (Price: 26.46)",2025-12-21 (Price: 164.88),2025-12-19 (Price: 164.88),54/56/54 days,20.5% above/20.5% above/20.5% above,2016-05-08 (Price: 26.46)/2025-12-21 (Price: 162.5546),27.09%/5.0%/13.6%,"25.2%, 49.41%",4.4 months/1.2 month/2.4 months,2026-06-30/2026-02-11/2026-04-04,8.5%,7.59%,0.91%,0.74,0.39,177.213/187.3037/247.93/No Horizontal Resistance/178.0989/194.7923/No EMA 200 Target,135.45/52.782/146.152/125.9496/No F-Track Level/No F-Track Level/130.22,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets),163.7
"RHHBY, Long, 2025-12-21 (Price: 51.2)",2026-02-08 (Price: 57.7),"12.7%, 1.6 month","90.91%, Past 10 years, 33","Weekly, is CONFIRMED on 2025-12-19",Already confirmed,"2026-02-13 (Price: 58.52), 14.3% above",1.8 month,"2, 2016-04-24 (Price: 33.2)",2025-12-14 (Price: 50.04),2025-12-18 (Price: 50.27),61/57/54 days,16.95% above/16.41% above/14.3% above,2016-04-24 (Price: 33.2)/2025-12-21 (Price: 49.0534),19.01%/0.85%/10.01%,"21.59%, 44.18%",1.2 year/1.2 month/5.3 months,2027-09-07/2026-02-11/2026-08-08,6.33%,5.45%,0.88%,0.61,0.27,53.8726/56.3251/62.0/52.46/58.6089/65.2057/No EMA 200 Target,38.23/34.5167/41.5794/31.0544/No F-Track Level/No F-Track Level/41.95,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets),50.25
"UPS, Long, 2025-12-21 (Price: 101.92)",2026-02-08 (Price: 117.34),"15.13%, 1.6 month","88.0%, Past 10 years, 25","Weekly, is CONFIRMED on 2025-12-19",Already confirmed,"2026-02-13 (Price: 119.24), 16.99% above",1.8 month,"2, 2025-07-06 (Price: 106.46)",2025-12-14 (Price: 100.92),2025-12-19 (Price: 101.92),61/56/54 days,18.15% above/16.99% above/16.99% above,2025-07-06 (Price: 106.46)/2025-12-21 (Price: 98.1447),31.22%/1.77%/9.21%,"12.29%, 27.26%",9.8 months/28 days/4.9 months,2027-02-19/2026-01-30/2026-07-21,6.49%,1.99%,4.5%,0.53,0.06,100.9416/111.3068/104.64/221.2667/228.7501/295.6013/No EMA 200 Target,82.87/No Horizontal Support/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/95.71,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets),101.0
"MCD, Long, 2025-12-18 (Price: 319.65)",2026-02-09 (Price: 325.6),"1.86%, 1.8 month","85.0%, Past 4 years, 20","Daily, is CONFIRMED on 2025-12-18",Already confirmed,"2026-02-13 (Price: 327.58), 2.48% above",1.9 month,"2, 2020-01-24 (Price: 214.18)",2025-12-17 (Price: 318.69),2025-12-18 (Price: 319.65),58/57/57 days,2.79% above/2.48% above/2.48% above,2020-01-24 (Price: 214.18)/2025-12-18 (Price: 316.4214),4.95%/0.71%/2.34%,"0.45%, 11.38%",3.9 months/6 days/1.3 month,2026-06-05/2025-12-26/2026-02-12,11.02%,4.75%,6.27%,0.76,0.23,329.1756/327.1298/382.93/321.3575/370.0426/590.3302/No EMA 200 Target,300.72/228.4467/254.2758/233.8976/No F-Track Level/No F-Track Level/306.22,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets),319.38
"BNS.TO, Long, 2025-12-07 (Price: 99.26)",2026-02-08 (Price: 104.3),"5.08%, 2.1 months","100.0%, Past 10 years, 23","Weekly, is CONFIRMED on 2025-12-05",Already confirmed,"2026-02-13 (Price: 103.16), 3.93% above",2.3 months,"2, 2016-04-03 (Price: 64.13)",2025-11-30 (Price: 96.94),2025-12-02 (Price: 98.72),75/73/68 days,6.42% above/4.5% above/3.93% above,2016-04-03 (Price: 64.13)/2025-12-07 (Price: 94.2113),12.4%/0.79%/4.17%,"0%, 33.13%",1.1 year/28 days/3.1 months,2027-07-03/2026-01-16/2026-04-20,7.42%,2.55%,4.87%,1.21,0.04,103.8657/103.3991/120.34/No Horizontal Resistance/113.9126/137.6923/No EMA 200 Target,63.97/62.2517/92.969/69.3218/No F-Track Level/No F-Track Level/79.06,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets),96.69
"CNQ.TO, Long, 2025-11-23 (Price: 47.11)",2026-02-13 (Price: 55.39),"17.58%, 2.7 months","86.36%, Past 10 years, 22","Weekly, is CONFIRMED on 2025-11-21",Already confirmed,"2026-02-13 (Price: 55.39), 17.58% above",2.7 months,"0, 2024-04-14 (Price: 56.495)",2025-11-09 (Price: 44.4),2025-11-18 (Price: 47.56),96/87/82 days,24.75% above/16.46% above/17.58% above,2024-04-14 (Price: 56.495)/2025-11-23 (Price: 43.5224),19.11%/1.41%/7.08%,"22.31%, 71.02%",3.5 months/28 days/1.8 month,2026-04-24/2026-01-02/2026-02-09,-1.83%,3.94%,-5.77%,0.27,0.24,47.8166/50.4454/52.74/51.51/65.8353/68.6522/No EMA 200 Target,41.23/34.9317/46.0303/41.121/No F-Track Level/No F-Track Level/42.96,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets),47.0
"CEN.NZ, Long, 2025-11-04 (Price: 9.53)",2026-02-13 (Price: 9.59),"0.63%, 3.4 months","83.33%, Past 4 years, 30","Daily, is CONFIRMED on 2025-11-04",Already confirmed,"2026-02-13 (Price: 9.59), 0.63% above",3.4 months,"0, 2021-01-08 (Price: 11.16)",2025-11-03 (Price: 9.44),2025-11-04 (Price: 9.53),102/101/101 days,1.59% above/0.63% above/0.63% above,2021-01-08 (Price: 11.16)/2025-11-04 (Price: 9.3303),7.56%/1.51%/2.76%,"5.63%, 16.17%",3.7 months/21 days/1.4 month,2026-04-13/2025-12-04/2026-01-03,0.18%,2.84%,-2.66%,0.35,0.12,9.7006/9.793/10.51/No Horizontal Resistance/11.2606/15.4512/No EMA 200 Target,8.95/6.86/8.6706/No support/No F-Track Level/No F-Track Level/9.12,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets),9.45
"ATZ.TO, Long, 2025-09-30 (Price: 84.18)",2026-02-13 (Price: 118.63),"40.92%, 4.5 months","100.0%, Past 20 years, 4","Monthly, is CONFIRMED on 2025-09-30",Already confirmed,"2026-02-13 (Price: 118.63), 40.92% above",4.5 months,"0, 2022-01-31 (Price: 60.64)",2025-08-31 (Price: 82.22),2025-09-30 (Price: 84.18),166/136/136 days,44.28% above/40.92% above/40.92% above,2022-01-31 (Price: 60.64)/2025-09-30 (Price: 76.2844),34.18%/9.72%/15.83%,"0%, 27.64%",7.1 months/4.5 months/6.4 months,2026-08-04/2026-04-13/2026-07-05,18.02%,14.67%,3.35%,1.35,0.67,145.7998/97.5057/98.3/No Horizontal Resistance/99.4929/119.4832/No EMA 200 Target,21.57/32.3325/82.0832/66.1919/No F-Track Level/No F-Track Level/65.85,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets),80.71
"XIU.TO, Long, 2025-08-31 (Price: 42.76)",2026-01-31 (Price: 46.9),"9.68%, 5.1 months","92.31%, Past 20 years, 13","Monthly, is CONFIRMED on 2025-08-31",Already confirmed,"2026-02-13 (Price: 48.53), 13.49% above",5.5 months,"0, 2002-03-31 (Price: 11.5)",2025-08-31 (Price: 42.76),2025-08-29 (Price: 42.76),166/168/166 days,13.49% above/13.49% above/13.49% above,2002-03-31 (Price: 11.5)/2025-08-31 (Price: 40.7124),12.69%/5.3%/8.8%,"6.95%, 19.49%",1.2 year/4 months/7.1 months,2027-05-18/2026-02-20/2026-07-05,5.6%,3.96%,1.64%,1.05,0.16,47.3353/46.5229/61.52/No Horizontal Resistance/53.8646/79.5406/No EMA 200 Target,28.76/27.9467/37.996/28.1885/No F-Track Level/No F-Track Level/38.98,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets),40.71
"QQQ, Long, 2025-08-31 (Price: 570.4)",2026-01-31 (Price: 621.87),"9.02%, 5.1 months","100.0%, Past 20 years, 14","Monthly, is CONFIRMED on 2025-08-31",Already confirmed,"2026-02-13 (Price: 601.92), 5.53% above",5.5 months,"0, 2002-12-31 (Price: 28.79)",2025-08-31 (Price: 570.4),2025-08-29 (Price: 570.4),166/168/166 days,5.53% above/5.53% above/5.53% above,2002-12-31 (Price: 28.79)/2025-08-31 (Price: 561.1331),16.86%/5.89%/12.1%,"-0.0%, 33.07%",2.6 years/5 months/10.6 months,2029-05-17/2026-04-05/2026-12-04,8.22%,7.36%,0.86%,2.13,0.41,647.347/639.4184/895.37/No Horizontal Resistance/610.7303/836.2536/No EMA 200 Target,468.92/256.995/563.3658/526.8888/No F-Track Level/No F-Track Level/518.49,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets),558.83
"^GSPC, Long, 2025-08-31 (Price: 6460.2598)",2026-01-31 (Price: 6939.0298),"7.41%, 5.1 months","100.0%, Past 20 years, 16","Monthly, is CONFIRMED on 2025-08-31",Already confirmed,"2026-02-13 (Price: 6836.1699), 5.82% above",5.5 months,"0, 2022-01-31 (Price: 4818.6201)",2025-08-31 (Price: 6460.2598),2025-08-29 (Price: 6460.2598),166/168/166 days,5.82% above/5.82% above/5.82% above,2022-01-31 (Price: 4818.6201)/2025-08-31 (Price: 6362.9129),17.02%/5.61%/10.23%,"-0.0%, 24.77%",2.5 years/4 months/9.6 months,2029-03-26/2026-02-20/2026-10-22,5.94%,4.9%,1.04%,1.9,0.25,7469.3524/7121.1444/7445.24/No Horizontal Resistance/6676.3264/8586.4727/No EMA 200 Target,5569.06/4106.4632/5495.7663/No support/No F-Track Level/No F-Track Level/5959.47,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets),6287.2798
"^NDX, Long, 2025-08-31 (Price: 23415.4199)",2026-01-31 (Price: 25552.3906),"9.13%, 5.1 months","100.0%, Past 20 years, 15","Monthly, is CONFIRMED on 2025-08-31",Already confirmed,"2026-02-13 (Price: 24732.7324), 5.63% above",5.5 months,"0, 2002-12-31 (Price: 1155.6801)",2025-08-31 (Price: 23415.4199),2025-08-29 (Price: 23415.4199),166/168/166 days,5.63% above/5.63% above/5.63% above,2002-12-31 (Price: 1155.6801)/2025-08-31 (Price: 23062.2632),26.99%/6.45%/16.51%,"-0.0%, 13.1%",1.4 year/5 months/6.7 months,2027-08-29/2026-04-05/2026-06-18,9.09%,7.43%,1.66%,1.74,0.42,29192.004/27281.3057/36771.26/No Horizontal Resistance/25025.4383/33965.62/No EMA 200 Target,19278.45/10555.915/22796.2371/21108.1646/No F-Track Level/No F-Track Level/21305.43,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets),22941.0605
"GS, Long, 2025-08-31 (Price: 745.25)",2026-02-13 (Price: 905.14),"21.45%, 5.5 months","100.0%, Past 20 years, 14","Monthly, is CONFIRMED on 2025-08-31",Already confirmed,"2026-02-13 (Price: 905.14), 21.45% above",5.5 months,"10, 2003-06-30 (Price: 91.98)",2025-06-30 (Price: 707.75),2025-08-04 (Price: 726.03),228/193/166 days,27.89% above/24.67% above/21.45% above,2003-06-30 (Price: 91.98)/2025-08-31 (Price: 603.5427),53.25%/7.0%/23.74%,"-0.0%, 34.98%",2.5 years/4 months/9.8 months,2029-03-26/2026-02-20/2026-10-30,11.0%,6.57%,4.43%,1.46,0.33,889.903/922.1724/1137.21/No Horizontal Resistance/794.5775/931.1482/No EMA 200 Target,303.61/288.555/634.5288/521.2487/No F-Track Level/No F-Track Level/618.35,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets),710.51
"VGT, Long, 2025-08-31 (Price: 697.02)",2026-01-31 (Price: 747.92),"7.3%, 5.1 months","100.0%, Past 20 years, 17","Monthly, is CONFIRMED on 2025-08-31",Already confirmed,"2026-02-13 (Price: 730.8), 4.85% above",5.5 months,"0, 2004-12-31 (Price: 48.42)",2025-08-31 (Price: 697.02),2025-08-29 (Price: 697.02),166/168/166 days,4.85% above/4.85% above/4.85% above,2004-12-31 (Price: 48.42)/2025-08-31 (Price: 683.1357),27.2%/4.39%/14.51%,"-0.0%, 51.21%",1.4 year/4.1 months/7.8 months,2027-08-29/2026-02-23/2026-08-04,6.69%,8.91%,-2.22%,1.41,0.55,817.8136/798.1576/1086.18/No Horizontal Resistance/702.1644/946.1588/No EMA 200 Target,542.38/311.83/626.0547/551.3644/No F-Track Level/No F-Track Level/618.84,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets),683.16
"^STI, Long, 2025-08-31 (Price: 4269.7002)",2026-01-31 (Price: 4905.1299),"14.88%, 5.1 months","80.0%, Past 20 years, 10","Monthly, is CONFIRMED on 2025-08-31",Already confirmed,"2026-02-13 (Price: 4937.7798), 15.65% above",5.5 months,"0, 2002-03-31 (Price: 1848.99)",2025-07-31 (Price: 4173.77),2025-08-04 (Price: 4197.23),197/193/166 days,18.31% above/17.64% above/15.65% above,2002-03-31 (Price: 1848.99)/2025-08-31 (Price: 4078.011),18.82%/7.18%/12.34%,"4.28%, 24.61%",2.5 years/5.1 months/1.5 year,2029-03-26/2026-04-09/2027-10-22,4.4%,2.64%,1.76%,0.76,0.05,4636.8944/4796.5812/5722.13/No Horizontal Resistance/4365.0143/5171.9929/No EMA 200 Target,3067.74/2919.5734/4129.8837/3190.3392/No F-Track Level/No F-Track Level/3910.72,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets),4169.2798
"AMD, Long, 2025-07-31 (Price: 176.31)",2026-02-13 (Price: 207.32),"17.59%, 6.6 months","87.5%, Past 20 years, 16","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2026-02-13 (Price: 207.32), 17.59% above",6.6 months,"2, 2024-03-31 (Price: 227.3)",2025-05-31 (Price: 110.73),2025-07-10 (Price: 144.16),258/218/197 days,87.23% above/43.81% above/17.59% above,2024-03-31 (Price: 227.3)/2025-07-31 (Price: 100.79),190.68%/9.18%/101.74%,"0.02%, 94.83%",2.5 years/5.1 months/10.8 months,2029-02-23/2026-03-09/2026-11-12,20.96%,6.33%,14.63%,1.29,0.43,338.0392/355.6878/206.9/No Horizontal Resistance/219.0648/251.3512/No EMA 200 Target,97.35/73.114/170.075/140.6278/No F-Track Level/No F-Track Level/123.49,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets),138.77
