Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Exit Signal Date/Price[$],"Current Trading Date/Price[$], Current Price vs Signal]","Win Rate [%], History Tested, Number of Trades",Next Two Target % from Latest Trading Price,"% Gain, Holding Period (days)",Backtested Returns(Win Trades) [%] (Best/Worst/Avg),Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Current Mark to Market and Holding Period,"Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date (Farthest./Earliest./Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2) [$],Moving Average (50-days/200-days),Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"DIA, Long, 2025-08-24 (Price: 456.64)",Weekly,No Price Target,No Date Target,2025-11-16 (Price: 471.8),"2025-11-18 (Price: 461.3), 1.02% above","100.0%, Past 10 years, 28",2.84%/2.84%,"1.02%, 61 days",8.64%/1.23%/3.89%,474.4033 (Avg % Gain of Historic Winning trades)/538.1343 (F-Stack 1)/826.9871 (F-Stack 2)/496.0937 (Backtested Best)/474.4033 (Backtested Avg),2026-06-22 (Farthest)/2025-12-28 (Avg),"3.32%, 59 days","Weekly, is CONFIRMED on 2025-08-22",Already confirmed,"2025-11-18 (Price: 461.3), 1.02% above",61 days,No Information,No Information,No Information,No Information,No Information,1.02% above/1.02% above/1.02% above,"-0.0%, 14.86%",209 days/19 days/87 days,2026-06-22/2025-09-20/2025-12-28,10.29%,9.9%,0.39%,1.56,0.44,467.919/474.4033/469.92/No Horizontal Resistance/538.1343/826.9871,383.22/321.6725/359.6128/249.2814/No F-Track Level/No F-Track Level,441.27/430.51,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
FRACTAL TRACK,"MA, Long, 2025-08-11 (Price: 573.59)",Daily,No Price Target,2025-11-18 (Earliest),No Exit Yet,"2025-11-18 (Price: 527.58), 8.02% below","93.1%, Past 5 years, 29",27.58%/35.74%,"-8.02%, 71 days",52.16%/1.79%/24.85%,716.1271 (Avg % Gain of Historic Winning trades)/673.1 (Exit Rule)/716.5814 (F-Stack 1)/751.3605 (F-Stack 2)/872.7745 (Backtested Best)/716.1271 (Backtested Avg),2029-03-16 (Farthest)/2027-03-09 (Avg),"-8.02%, 71 days","Daily, was CONFIRMED on 2025-08-11",Already confirmed,"2025-11-18 (Price: 527.58), 8.02% below",71 days,No Information,No Information,No Information,"23.66% (Price: 555.4699), 5.02% below, Upmove Bounce Back","2024-07-24 (Price: 428.86), 2025-06-11 (Price: 594.71)",No Information,"1.45%, 28.57%",907 days/69 days/397 days,2029-03-16/2025-11-18/2027-03-09,8.0%,12.16%,-4.16%,0.57,0.46,582.9395/716.1271/673.1/588.47/716.5814/751.3605,550.18/279.035/554.0572/515.4888/No F-Track Level/No F-Track Level,566.37/561.1,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
BASELINEDIVERGENCE,"QQQ, Long, 2025-08-10 (Price: 574.55)",Weekly,No Price Target,No Date Target,2025-11-16 (Price: 608.86),"2025-11-18 (Price: 596.31), 3.79% above","85.53%, Past 10 years, 76",6.33%/6.33%,"3.79%, 71 days",44.95%/0.81%/10.36%,643.9556 (Historic Rise or Fall to Pivot)/634.0734 (Avg % Gain of Historic Winning trades)/836.2536 (F-Stack 2)/832.8102 (Backtested Best)/634.0734 (Backtested Avg),2026-03-13 (Farthest)/2025-12-05 (Avg),"5.97%, 69 days","Weekly, was CONFIRMED on 2025-08-10",Already confirmed,"2025-11-18 (Price: 596.31), 3.79% above",71 days,No Information,"^GSPC, Normal Case",No Information,No Information,No Information,No Information,"13.49%, 27.25%",149 days/44 days/81 days,2026-03-13/2025-10-12/2025-12-05,23.29%,18.13%,5.16%,0.88,0.81,643.9556/634.0734/610.7303/No Horizontal Resistance/610.7303/836.2536,422.67/256.995/563.3658/526.8888/No F-Track Level/No F-Track Level,606.67/542.52,88.89%/27/87 days (Across ALL Assets),85.45%/55/76 days (Across ALL Assets)
BASELINEDIVERGENCE,"QQQ, Long, 2025-08-10 (Price: 574.55)",Weekly,No Price Target,No Date Target,2025-11-16 (Price: 608.86) (Today),"2025-11-17 (Price: 603.66), 5.07% above","85.53%, Past 10 years, 76",5.04%/5.04%,"5.07%, 70 days",44.95%/0.81%/10.36%,643.9556 (Historic Rise or Fall to Pivot)/634.0734 (Avg % Gain of Historic Winning trades)/836.2536 (F-Stack 2)/832.8102 (Backtested Best)/634.0734 (Backtested Avg),2026-03-13 (Farthest)/2025-12-05 (Avg),"5.97%, 69 days","Weekly, was CONFIRMED on 2025-08-10",Already confirmed,"2025-11-17 (Price: 603.66), 5.07% above",70 days,No Information,"^GSPC, Normal Case",No Information,No Information,No Information,No Information,"13.49%, 27.25%",149 days/44 days/81 days,2026-03-13/2025-10-12/2025-12-05,23.29%,18.13%,5.16%,0.88,0.81,643.9556/634.0734/610.7303/No Horizontal Resistance/610.7303/836.2536,422.67/256.995/563.3658/526.8888/No F-Track Level/No F-Track Level,606.35/542.13,88.89%/27/87 days (Across ALL Assets),85.45%/55/76 days (Across ALL Assets)
BASELINEDIVERGENCE,"SPY, Long, 2025-08-10 (Price: 637.18)",Weekly,No Price Target,No Date Target,2025-11-16 (Price: 671.93),"2025-11-18 (Price: 660.08), 3.59% above","90.48%, Past 10 years, 21",4.66%/6.41%,"3.59%, 71 days",10.23%/0.46%/4.63%,690.8306 (Historic Rise or Fall to Pivot)/969.1148 (Exit Rule)/969.1148 (F-Stack 1)/1522.3697 (F-Stack 2)/702.3635 (Backtested Best),2026-02-05 (Farthest)/2025-11-26 (Avg),"5.45%, 69 days","Weekly, was CONFIRMED on 2025-08-10",Already confirmed,"2025-11-18 (Price: 660.08), 3.59% above",71 days,No Information,"^GSPC, Tangent Case",No Information,No Information,No Information,No Information,"5.53%, 12.25%",124 days/44 days/75 days,2026-02-05/2025-10-12/2025-11-26,8.38%,12.23%,-3.85%,0.78,0.56,690.8306/666.6814/969.1148/No Horizontal Resistance/969.1148/1522.3697,505.28/412.1625/627.1849/415.8599/No F-Track Level/No F-Track Level,669.01/613.78,88.89%/27/87 days (Across ALL Assets),85.45%/55/76 days (Across ALL Assets)
BAND MATRIX,"DOL.TO, Long, 2025-07-24 (Price: 185.86)",Daily,No Price Target,2025-11-18 (Avg),No Exit Yet,"2025-11-18 (Price: 196.43), 5.69% above","100.0%, Past 5 years, 11",5.68%/7.25%,"5.69%, 83 days",39.41%/3.85%/15.01%,207.587 (Historic Rise or Fall to Pivot)/213.7576 (Avg % Gain of Historic Winning trades)/210.67 (Exit Rule)/294.0831 (F-Stack 2)/259.1074 (Backtested Best)/213.7576 (Backtested Avg),2026-06-22 (Farthest),"5.69%, 83 days","Daily, was CONFIRMED on 2025-07-24",No Cancellation Possible,"2025-11-18 (Price: 196.43), 5.69% above",83 days,No Information,No Information,No Information,No Information,No Information,No Information,"-0.0%, 11.58%",230 days/21 days/81 days,2026-06-22/2025-08-23/2025-11-18,37.24%,30.26%,6.98%,1.39,1.4,207.587/213.7576/210.67/No Horizontal Resistance/194.1559/294.0831,185.8/45.99/132.3972/94.2286/No F-Track Level/No F-Track Level,184.76/174.96,82.61%/69/122 days (Across ALL Assets),75.98%/254/112 days (Across ALL Assets)
BAND MATRIX,"RELIANCE.NS, Long, 2025-07-23 (Price: 1424.6)",Daily,1514.2073 (Historic Rise or Fall to Pivot),No Date Target,No Exit Yet,"2025-11-18 (Price: 1519.4), 6.65% above","77.78%, Past 5 years, 9",1.51%/2.56%,"6.65%, 84 days",19.89%/8.26%/12.48%,1602.3901 (Avg % Gain of Historic Winning trades)/1558.3 (Exit Rule)/1879.7264 (F-Stack 1)/2250.6285 (F-Stack 2)/1707.9529 (Backtested Best)/1542.272 (Backtested Worst)/1602.3901 (Backtested Avg),2026-02-22 (Farthest),"6.65%, 84 days","Daily, was CONFIRMED on 2025-07-23",No Cancellation Possible,"2025-11-18 (Price: 1519.4), 6.65% above",84 days,No Information,No Information,No Information,No Information,No Information,No Information,"12.12%, 24.71%",148 days/31 days/78 days,2026-02-22/2025-09-05/2025-11-12,16.33%,10.71%,5.62%,0.69,0.42,1514.2073/1602.3901/1558.3/No Horizontal Resistance/1879.7264/2250.6285,1412.8/853.4344/1375.0525/1032.6763/No F-Track Level/No F-Track Level,1428.18/1375.13,82.61%/69/122 days (Across ALL Assets),75.98%/254/112 days (Across ALL Assets)
PULSEGAUGE,"INDA, Long, 2025-07-06 (Price: 55.79)",Weekly,No Price Target,2025-11-19 (Earliest),No Exit Yet,"2025-11-18 (Price: 54.61), 2.12% below","80.0%, Past 13 years, 10",2.99%/22.4%,"-2.12%, 96 days",20.61%/20.19%/20.42%,56.2419 (Historic Rise or Fall to Pivot)/67.1823 (Avg % Gain of Historic Winning trades)/66.8401 (Exit Rule)/66.8401 (F-Stack 1)/79.771 (F-Stack 2)/67.2883 (Backtested Best)/67.054 (Backtested Worst)/67.1823 (Backtested Avg),2026-03-15 (Farthest)/2025-11-19 (Earliest)/2026-01-27 (Avg),"-2.12%, 96 days","Weekly, was CONFIRMED on 2025-07-06",No Cancellation Possible,"2025-11-18 (Price: 54.61), 2.12% below",96 days,No Information,No Information,No Information,No Information,No Information,No Information,"15.84%, 19.38%",174 days/94 days/142 days,2026-03-15/2025-11-19/2026-01-27,12.68%,5.13%,7.55%,0.23,0.14,56.2419/67.1823/66.8401/No Horizontal Resistance/66.8401/79.771,48.1/39.06/49.0901/45.3705/No F-Track Level/No F-Track Level,53.66/52.84,73.47%/49/155 days (Across ALL Assets),72.58%/124/147 days (Across ALL Assets)
PULSEGAUGE,"SONY, Long, 2025-07-06 (Price: 25.58)",Weekly,No Price Target,2025-11-23 (Avg),No Exit Yet,"2025-11-18 (Price: 28.67), 12.08% above","88.24%, Past 25 years, 17",8.34%/10.32%,"12.08%, 96 days",33.42%/21.43%/23.65%,31.6297 (Avg % Gain of Historic Winning trades)/33.2191 (Exit Rule)/33.2191 (F-Stack 1)/35.3948 (F-Stack 2)/34.1288 (Backtested Best)/31.0618 (Backtested Worst)/31.6297 (Backtested Avg),2026-04-27 (Farthest)/2025-11-23 (Avg),"12.08%, 96 days","Weekly, was CONFIRMED on 2025-07-06",No Cancellation Possible,"2025-11-18 (Price: 28.67), 12.08% above",96 days,No Information,No Information,No Information,No Information,No Information,No Information,"25.75%, 32.11%",204 days/9 days/97 days,2026-04-27/2025-07-19/2025-11-23,24.86%,2.16%,22.7%,0.37,0.11,26.5981/31.6297/33.2191/No Horizontal Resistance/33.2191/35.3948,21.82/14.992/24.8529/22.354/No F-Track Level/No F-Track Level,28.96/26.12,73.47%/49/155 days (Across ALL Assets),72.58%/124/147 days (Across ALL Assets)
PULSEGAUGE,"BTC-USD, Long, 2025-07-06 (Price: 109232.0703)",Weekly,No Price Target,No Date Target,2025-11-18 (Price: 92093.875) (Today),"2025-11-18 (Price: 92093.875), 15.69% below","87.5%, Past 11 years, 8",33.7%/42.9%,"-15.69%, 96 days",33.15%/20.48%/25.41%,123126.3896 (Historic Rise or Fall to Pivot)/136987.9394 (Avg % Gain of Historic Winning trades)/145442.5016 (Backtested Best)/131602.7983 (Backtested Worst)/136987.9394 (Backtested Avg),2025-11-26 (Farthest),"-15.69%, 96 days","Weekly, was CONFIRMED on 2025-07-06",No Cancellation Possible,"2025-11-18 (Price: 92093.875), 15.69% below",96 days,No Information,No Information,No Information,No Information,No Information,No Information,"15.02%, 15.64%",99 days/9 days/44 days,2025-11-26/2025-07-19/2025-09-07,144.79%,63.87%,80.93%,0.46,1.51,123126.3896/136987.9394/107223.5861/109784.5/107223.5861/112399.9298,78214.48/18304.4229/87809.6423/72214.6916/No F-Track Level/No F-Track Level,109921.73/110451.05,73.47%/49/155 days (Across ALL Assets),72.58%/124/147 days (Across ALL Assets)
PULSEGAUGE,"META, Long, 2025-07-06 (Price: 719.01)",Weekly,No Price Target,2025-11-19 (Farthest),2025-11-16 (Price: 609.46),"2025-11-18 (Price: 597.69), 16.87% below","100.0%, Past 13 years, 10",40.96%/40.96%,"-16.87%, 96 days",27.47%/20.35%/22.69%,882.1534 (Avg % Gain of Historic Winning trades)/842.484 (Exit Rule)/842.484 (F-Stack 1)/1305.5879 (F-Stack 2)/916.522 (Backtested Best)/865.3285 (Backtested Worst)/882.1534 (Backtested Avg),2025-11-19 (Farthest),"-15.24%, 94 days","Weekly, was CONFIRMED on 2025-07-06",No Cancellation Possible,"2025-11-18 (Price: 597.69), 16.87% below",96 days,No Information,No Information,No Information,No Information,No Information,No Information,"-0.0%, 16.89%",94 days/34 days/67 days,2025-11-19/2025-08-24/2025-10-11,78.09%,22.84%,55.25%,1.02,0.73,773.511/882.1534/842.484/No Horizontal Resistance/842.484/1305.5879,501.48/241.8667/556.264/3267.3398/No F-Track Level/No F-Track Level,707.36/676.52,73.47%/49/155 days (Across ALL Assets),72.58%/124/147 days (Across ALL Assets)
PULSEGAUGE,"MFT.NZ, Long, 2025-07-06 (Price: 66.8)",Weekly,No Price Target,2025-11-14 (Avg),No Exit Yet,"2025-11-18 (Price: 67.35), 0.82% above","88.24%, Past 25 years, 17",1.7%/19.68%,"0.82%, 96 days",27.05%/20.67%/22.85%,68.4967 (Historic Rise or Fall to Pivot)/82.0638 (Avg % Gain of Historic Winning trades)/105.252 (Exit Rule)/85.45 (Horizontal)/105.252 (F-Stack 1)/119.9356 (F-Stack 2)/84.8694 (Backtested Best)/80.6076 (Backtested Worst)/82.0638 (Backtested Avg),2026-03-29 (Farthest),"0.82%, 96 days","Weekly, was CONFIRMED on 2025-07-06",No Cancellation Possible,"2025-11-18 (Price: 67.35), 0.82% above",96 days,No Information,No Information,No Information,No Information,No Information,No Information,"24.63%, 24.63%",184 days/34 days/91 days,2026-03-29/2025-08-24/2025-11-14,25.75%,16.07%,9.69%,0.37,0.63,68.4967/82.0638/105.252/85.45/105.252/119.9356,57.71/55.185/54.7158/45.8971/No F-Track Level/No F-Track Level,61.96/64.11,73.47%/49/155 days (Across ALL Assets),72.58%/124/147 days (Across ALL Assets)
PULSEGAUGE,"SJ.TO, Long, 2025-07-06 (Price: 78.82)",Weekly,No Price Target,2025-11-13 (Avg),No Exit Yet,"2025-11-18 (Price: 81.71), 3.67% above","76.47%, Past 25 years, 17",3.97%/16.29%,"3.67%, 96 days",30.16%/21.82%/24.74%,98.3201 (Avg % Gain of Historic Winning trades)/95.0177 (Exit Rule)/84.9567 (Horizontal)/95.0177 (F-Stack 1)/123.2166 (F-Stack 2)/102.5921 (Backtested Best)/96.0185 (Backtested Worst)/98.3201 (Backtested Avg),2025-12-18 (Farthest),"3.67%, 96 days","Weekly, was CONFIRMED on 2025-07-06",No Cancellation Possible,"2025-11-18 (Price: 81.71), 3.67% above",96 days,No Information,No Information,No Information,No Information,No Information,No Information,"19.57%, 28.14%",114 days/34 days/90 days,2025-12-18/2025-08-24/2025-11-13,3.96%,21.39%,-17.43%,0.12,0.74,81.5708/98.3201/95.0177/84.9567/95.0177/123.2166,65.75/38.015/66.807/60.0601/No F-Track Level/No F-Track Level,80.27/75.11,73.47%/49/155 days (Across ALL Assets),72.58%/124/147 days (Across ALL Assets)
TRENDPULSE,"FSF.NZ, Long, 2025-06-30 (Price: 6.58)",Monthly,No Price Target,No Date Target,2025-11-18 (Price: 7.93) (Today),"2025-11-18 (Price: 7.93), 20.52% above","100.0%, Past 20 years, 9",6.28%/6.28%,"20.52%, 101 days",44.06%/6.89%/28.09%,8.4283 (Avg % Gain of Historic Winning trades)/8.67 (Exit Rule)/8.5311 (F-Stack 1)/12.0421 (F-Stack 2)/9.4791 (Backtested Best)/8.4283 (Backtested Avg),2026-12-17 (Farthest)/2026-01-04 (Earliest)/2026-05-23 (Avg),"20.52%, 101 days","Monthly, is CONFIRMED on 2025-06-30",Already confirmed,"2025-11-18 (Price: 7.93), 20.52% above",101 days,No Information,No Information,No Information,No Information,No Information,28.94% above/20.52% above/20.52% above,"-0.0%, 15.01%",370 days/130 days/226 days,2026-12-17/2026-01-04/2026-05-23,27.24%,1.15%,26.09%,1.21,-0.07,7.596/8.4283/8.67/No Horizontal Resistance/8.5311/12.0421,3.0/2.942/6.3611/26.9153/No F-Track Level/No F-Track Level,6.09/5.37,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
FRACTAL TRACK,"TD.TO, Long, 2025-06-30 (Price: 100.16)",Quarterly,115.2441 (Backtested Worst),No Date Target,No Exit Yet,"2025-11-18 (Price: 114.93), 14.75% above","100.0%, Past 53 years, 11",11.95%/18.51%,"14.75%, 101 days",71.52%/15.06%/41.04%,141.2657 (Avg % Gain of Historic Winning trades)/136.2 (Exit Rule)/128.6672 (F-Stack 1)/152.0396 (F-Stack 2)/171.7944 (Backtested Best)/141.2657 (Backtested Avg),2032-09-25 (Farthest)/2028-05-03 (Earliest)/2030-01-30 (Avg),"14.75%, 101 days","Quarterly, was CONFIRMED on 2025-06-30",Already confirmed,"2025-11-18 (Price: 114.93), 14.75% above",101 days,No Information,No Information,No Information,"61.8% (Price: 71.9567), 59.72% above, Upmove Bounce Back","2020-03-31 (Price: 49.01), 2022-03-31 (Price: 109.08)",No Information,"-0.0%, 23.77%",1826 days/717 days/1157 days,2032-09-25/2028-05-03/2030-01-30,5.49%,10.52%,-5.02%,0.61,0.4,107.7221/141.2657/136.2/No Horizontal Resistance/128.6672/152.0396,75.2/73.6233/83.3451/69.6282/No F-Track Level/No F-Track Level,111.66/97.37,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
TRENDPULSE,"CEN.NZ, Long, 2025-06-01 (Price: 9.16)",Weekly,No Price Target,No Date Target,2025-11-18 (Price: 9.47) (Today),"2025-11-18 (Price: 9.47), 3.38% above","100.0%, Past 10 years, 26",1.92%/1.92%,"3.38%, 121 days",16.04%/1.09%/5.37%,9.6519 (Avg % Gain of Historic Winning trades)/11.2606 (F-Stack 1)/15.4512 (F-Stack 2)/10.6293 (Backtested Best)/9.6519 (Backtested Avg),2026-03-23 (Farthest),"3.38%, 121 days","Weekly, is CONFIRMED on 2025-05-30",Already confirmed,"2025-11-18 (Price: 9.47), 3.38% above",121 days,No Information,No Information,No Information,No Information,No Information,3.38% above/3.38% above/3.38% above,"-0.0%, 16.12%",204 days/24 days/79 days,2026-03-23/2025-07-05/2025-09-23,15.41%,3.65%,11.76%,1.66,0.08,9.5246/9.6519/9.26/No Horizontal Resistance/11.2606/15.4512,8.52/6.86/8.6706/33.2031/No F-Track Level/No F-Track Level,9.04/8.87,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"GOOG, Long, 2025-05-31 (Price: 172.85)",Monthly,281.8146 (Backtested Best),No Date Target,2025-10-31 (Price: 281.82),"2025-11-18 (Price: 284.96), 64.86% above","94.12%, Past 20 years, 17",No Next Target,"64.86%, 121 days",63.04%/1.54%/29.75%,No Next Target,2027-01-17 (Farthest)/2026-03-15 (Avg),"63.04%, 109 days","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2025-11-18 (Price: 284.96), 64.86% above",121 days,No Information,No Information,No Information,No Information,No Information,64.86% above/64.86% above/64.86% above,"3.21%, 18.92%",412 days/86 days/199 days,2027-01-17/2025-10-02/2026-03-15,22.75%,24.26%,-1.52%,1.49,0.85,188.7349/224.2729/233.69/No Horizontal Resistance/219.0619/240.3589,156.23/85.8978/138.1748/130.09/No F-Track Level/No F-Track Level,161.79/172.82,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"TD.TO, Long, 2025-05-31 (Price: 94.77)",Monthly,116.24 (Exit Rule)/115.1645 (Backtested Best),No Date Target,2025-10-31 (Price: 115.16),"2025-11-18 (Price: 114.93), 21.27% above","88.24%, Past 20 years, 17",11.95%/32.29%,"21.27%, 121 days",21.52%/1.04%/11.02%,128.6672 (F-Stack 1)/152.0396 (F-Stack 2),2026-09-16 (Farthest)/2026-02-28 (Avg),"21.52%, 109 days","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2025-11-18 (Price: 114.93), 21.27% above",121 days,No Information,No Information,No Information,No Information,No Information,30.47% above/21.27% above/21.27% above,"18.56%, 26.48%",327 days/86 days/189 days,2026-09-16/2025-10-02/2026-02-28,7.3%,7.14%,0.16%,0.86,0.25,103.9343/105.2137/116.24/No Horizontal Resistance/128.6672/152.0396,75.2/73.6233/83.3451/69.6282/No F-Track Level/No F-Track Level,87.04/82.55,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"DOL.TO, Long, 2025-05-31 (Price: 176.5)",Monthly,195.8091 (Historic Rise or Fall to Pivot),No Date Target,No Exit Yet,"2025-11-18 (Price: 196.43), 11.29% above","100.0%, Past 20 years, 12",2.74%/2.74%,"11.29%, 121 days",24.69%/2.92%/14.34%,201.8101 (Avg % Gain of Historic Winning trades)/233.0 (Exit Rule)/294.0831 (F-Stack 2)/220.0779 (Backtested Best)/201.8101 (Backtested Avg),2026-06-11 (Farthest)/2026-01-24 (Avg),"11.29%, 121 days","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2025-11-18 (Price: 196.43), 11.29% above",121 days,No Information,No Information,No Information,No Information,No Information,11.29% above/11.29% above/11.29% above,"-0.0%, 12.12%",260 days/107 days/165 days,2026-06-11/2025-11-01/2026-01-24,19.68%,27.97%,-8.29%,1.55,1.28,195.8091/201.8101/233.0/No Horizontal Resistance/194.1559/294.0831,39.04/45.99/132.3972/94.2286/No F-Track Level/No F-Track Level,164.56/147.05,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
FRACTAL TRACK,"CEN.NZ, Long, 2025-05-31 (Price: 9.16)",Monthly,9.465 (Historic Rise or Fall to Pivot),No Date Target,No Exit Yet,"2025-11-18 (Price: 9.47), 3.38% above","85.19%, Past 26 years, 27",15.63%/18.91%,"3.38%, 121 days",86.77%/1.34%/26.39%,11.5773 (Avg % Gain of Historic Winning trades)/10.95 (Exit Rule)/11.2606 (F-Stack 1)/15.4512 (F-Stack 2)/17.1081 (Backtested Best)/11.5773 (Backtested Avg),2038-01-29 (Farthest)/2026-02-05 (Earliest)/2029-09-28 (Avg),"3.38%, 121 days","Monthly, was CONFIRMED on 2025-05-31",Already confirmed,"2025-11-18 (Price: 9.47), 3.38% above",121 days,No Information,No Information,No Information,"50% (Price: 8.31), 13.96% above, Upmove Bounce Back","2022-06-30 (Price: 6.82), 2024-12-31 (Price: 9.8)",No Information,"10.81%, 36.63%",3194 days/173 days/1092 days,2038-01-29/2026-02-05/2029-09-28,2.77%,4.67%,-1.9%,0.35,0.12,9.465/11.5773/10.95/No Horizontal Resistance/11.2606/15.4512,7.79/6.86/8.6706/33.2031/No F-Track Level/No F-Track Level,9.27/9.12,84.44%/45/1293 days (Across ALL Assets),76.0%/100/206 days (Across ALL Assets)
TRENDPULSE,"KXS.TO, Long, 2025-05-18 (Price: 197.98)",Weekly,No Price Target,2025-11-20 (Farthest),No Exit Yet,"2025-11-18 (Price: 170.26), 14.0% below","80.0%, Past 10 years, 15",22.05%/22.05%,"-14.0%, 131 days",27.78%/2.64%/12.82%,207.7998 (Historic Rise or Fall to Pivot)/223.361 (Avg % Gain of Historic Winning trades)/207.8 (Exit Rule)/225.9867 (Horizontal)/222.5978 (F-Stack 1)/243.8843 (F-Stack 2)/252.9788 (Backtested Best)/223.361 (Backtested Avg),2025-11-20 (Farthest),"-14.0%, 131 days","Weekly, is CONFIRMED on 2025-05-16",Already confirmed,"2025-11-18 (Price: 170.26), 14.0% below",131 days,No Information,No Information,No Information,No Information,No Information,11.53% below/14.0% below/14.0% below,"19.41%, 30.73%",129 days/24 days/60 days,2025-11-20/2025-06-21/2025-08-12,15.69%,24.7%,-9.01%,0.48,0.8,207.7998/223.361/207.8/225.9867/222.5978/243.8843,155.11/125.3967/177.4966/151.1683/No F-Track Level/No F-Track Level,171.96/166.06,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
SIGMASHELL,"SUM.NZ, Long, 2025-04-01 (Price: 11.26)",Daily,12.5346 (Avg % Gain of Historic Winning trades)/12.5346 (Backtested Avg),No Date Target,No Exit Yet,"2025-11-18 (Price: 12.6), 11.9% above","72.73%, Past 5 years, 11",5.91%/11.0%,"11.9%, 165 days",24.21%/2.02%/11.32%,19.8479 (Exit Rule)/13.345 (Horizontal)/19.8479 (F-Stack 1)/26.5969 (F-Stack 2)/13.986 (Backtested Best),No Next Date Target,"11.9%, 165 days","Daily, was CONFIRMED on 2025-04-01",Already confirmed,"2025-11-18 (Price: 12.6), 11.9% above",165 days,"-12.17, 65.0",No Information,No Information,No Information,No Information,No Information,"14.49%, 34.68%",130 days/35 days/57 days,2025-10-06/2025-05-21/2025-06-22,10.12%,15.85%,-5.73%,0.43,0.62,11.5899/12.5346/19.8479/13.345/19.8479/26.5969,11.25/9.1367/11.0645/43.9323/No F-Track Level/No F-Track Level,11.41/11.45,85.95%/121/73 days (Across ALL Assets),74.78%/230/78 days (Across ALL Assets)
TRENDPULSE,"SONY, Long, 2025-03-31 (Price: 25.39)",Quarterly,28.4546 (Historic Rise or Fall to Pivot),No Date Target,No Exit Yet,"2025-11-18 (Price: 28.67), 12.92% above","88.89%, Past 55 years, 18",9.06%/15.87%,"12.92%, 166 days",218.3%/23.15%/61.44%,40.9896 (Avg % Gain of Historic Winning trades)/36.14 (Exit Rule)/33.2191 (F-Stack 1)/35.3948 (F-Stack 2)/80.8164 (Backtested Best)/31.2678 (Backtested Worst)/40.9896 (Backtested Avg),2031-03-11 (Farthest)/2026-04-13 (Earliest)/2028-03-14 (Avg),"12.92%, 166 days","Quarterly, is CONFIRMED on 2025-03-31",Already confirmed,"2025-11-18 (Price: 28.67), 12.92% above",166 days,No Information,No Information,No Information,No Information,No Information,35.49% above/12.92% above/12.92% above,"75.81%, 80.33%",1499 days/261 days/745 days,2031-03-11/2026-04-13/2028-03-14,7.15%,5.75%,1.4%,0.67,0.23,28.4546/40.9896/36.14/No Horizontal Resistance/33.2191/35.3948,12.81/14.992/24.8529/22.354/No F-Track Level/No F-Track Level,23.6/19.99,86.67%/15/609 days (Across ALL Assets),100.0%/1/155 days (Across ALL Assets)
