"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,"Level, Trendpulse start Date/Price($)",Trendpulse Breakout Date/Price($),Earliest Unconfirmed Signal Date/Price($),Time from Latest Trading day to Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,TrendPulse Start/End (Date and Price($)),Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Signal Open Price
"MTY.TO, Long, 2026-01-11 (Price: 40.19)",2026-02-22 (Price: 43.14),"7.34%, 1.4 month","79.17%, Past 10 years, 24","Weekly, is CONFIRMED on 2026-01-09",Already confirmed,"2026-02-26 (Price: 41.74), 3.86% above",1.5 month,"2, 2025-05-18 (Price: 46.36)",2025-12-28 (Price: 38.22),2026-01-08 (Price: 39.97),60/49/46 days,9.21% above/4.43% above/3.86% above,2025-05-18 (Price: 46.36)/2026-01-11 (Price: 36.2009),14.89%/5.03%/9.29%,"37.54%, 76.03%",1.1 year/28 days/5.1 months,2027-08-07/2026-02-20/2026-08-20,0.91%,5.06%,-4.15%,-0.11,0.29,41.0099/43.9237/43.89/72.5033/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,33.34/37.115/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/39.25,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets),38.27
"XIU.TO, Long, 2026-01-09 (Price: 48.22)",2026-02-23 (Price: 49.41),"2.47%, 1.5 month","100.0%, Past 4 years, 21","Daily, is CONFIRMED on 2026-01-09",Already confirmed,"2026-02-26 (Price: 50.03), 3.75% above",1.6 month,"2, 2020-01-22 (Price: 26.57)",2026-01-08 (Price: 47.92),2026-01-09 (Price: 48.22),49/48/48 days,4.4% above/3.75% above/3.75% above,2020-01-22 (Price: 26.57)/2026-01-09 (Price: 47.92),2.89%/0.5%/1.73%,"-0.0%, 8.66%",1.6 month/6 days/20 days,2026-03-19/2026-01-17/2026-02-06,9.24%,6.9%,2.34%,2.12,0.41,49.2953/49.0542/61.21/No Horizontal Resistance/53.8646/79.5406/No EMA 200 Target,44.51/27.9467/37.996/28.1885/No F-Track Level/No F-Track Level/42.24,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets),48.09
"ATM.NZ, Long, 2025-12-30 (Price: 10.75)",2026-02-23 (Price: 11.13),"3.53%, 1.8 month","91.89%, Past 4 years, 37","Daily, is CONFIRMED on 2025-12-30",Already confirmed,"2026-02-26 (Price: 11.47), 6.7% above",1.9 month,"2, 2025-11-05 (Price: 11.08)",2025-12-29 (Price: 10.65),2025-12-30 (Price: 10.75),59/58/58 days,7.7% above/6.7% above/6.7% above,2025-11-05 (Price: 11.08)/2025-12-30 (Price: 10.5267),26.28%/1.03%/5.98%,"10.63%, 64.86%",2 months/7 days/20 days,2026-03-26/2026-01-09/2026-01-27,9.53%,-5.31%,14.84%,0.78,-0.11,11.2015/11.3929/10.95/10.965/21.86/25.8879/No EMA 200 Target,10.1/5.2267/9.9254/9.2893/No F-Track Level/No F-Track Level/9.49,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets),10.65
"WMT, Long, 2025-12-14 (Price: 116.7)",2026-02-26 (Price: 124.42),"6.62%, 2.5 months","91.3%, Past 10 years, 23","Weekly, is CONFIRMED on 2025-12-12",Already confirmed,"2026-02-26 (Price: 124.42), 6.62% above",2.5 months,"0, 2016-04-24 (Price: 23.36)",2025-11-30 (Price: 110.51),2025-12-12 (Price: 116.7),88/76/74 days,12.59% above/6.62% above/6.62% above,2016-04-24 (Price: 23.36)/2025-12-14 (Price: 109.112),10.45%/2.48%/5.35%,"1.31%, 24.69%",1.5 year/28 days/5.6 months,2028-02-04/2026-01-23/2026-08-14,8.33%,9.41%,-1.08%,1.49,0.58,124.2505/122.9435/172.7/No Horizontal Resistance/137.8139/No Next Fib Ext/No EMA 200 Target,101.18/42.3916/85.5556/53.2582/No F-Track Level/No F-Track Level/98.71,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets),114.57
"MCD, Long, 2025-12-07 (Price: 311.23)",2026-02-26 (Price: 334.53),"7.49%, 2.7 months","100.0%, Past 10 years, 19","Weekly, is CONFIRMED on 2025-12-05",Already confirmed,"2026-02-26 (Price: 334.53), 7.49% above",2.7 months,"2, 2025-09-07 (Price: 319.43)",2025-12-07 (Price: 311.23),2025-12-05 (Price: 311.23),81/83/81 days,7.49% above/7.49% above/7.49% above,2025-09-07 (Price: 319.43)/2025-12-07 (Price: 307.0986),10.85%/1.47%/4.93%,"-0.0%, 16.82%",10.3 months/1.2 month/4.3 months,2027-02-27/2026-01-28/2026-06-11,7.73%,6.98%,0.75%,1.39,0.42,331.989/326.5736/316.15/321.3575/370.0426/590.3302/No EMA 200 Target,297.01/228.4467/254.2758/233.8976/No F-Track Level/No F-Track Level/305.89,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets),309.48
"CNQ.TO, Long, 2025-11-23 (Price: 47.11)",2026-02-15 (Price: 55.39),"17.58%, 2.8 months","86.36%, Past 10 years, 22","Weekly, is CONFIRMED on 2025-11-21",Already confirmed,"2026-02-26 (Price: 58.95), 25.13% above",3.2 months,"0, 2024-04-14 (Price: 56.495)",2025-11-09 (Price: 44.4),2025-11-18 (Price: 47.56),109/100/95 days,32.77% above/23.95% above/25.13% above,2024-04-14 (Price: 56.495)/2025-11-23 (Price: 43.5224),19.11%/1.41%/7.08%,"22.31%, 71.02%",3.5 months/28 days/1.8 month,2026-04-24/2026-01-02/2026-02-09,-1.83%,3.94%,-5.77%,0.27,0.24,47.8166/50.4454/52.74/51.51/65.8353/68.6522/No EMA 200 Target,41.23/34.9317/46.0303/41.121/No F-Track Level/No F-Track Level/42.96,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets),47.0
"ATM.NZ, Long, 2025-11-04 (Price: 11.03)",2026-02-25 (Price: 11.27),"2.18%, 3.8 months","91.89%, Past 4 years, 37","Daily, is CONFIRMED on 2025-11-04",Already confirmed,"2026-02-26 (Price: 11.47), 3.99% above",3.8 months,"2, 2020-01-23 (Price: 16.3)",2025-11-03 (Price: 10.92),2025-11-04 (Price: 11.03),115/114/114 days,5.04% above/3.99% above/3.99% above,2020-01-23 (Price: 16.3)/2025-11-04 (Price: 10.8291),26.28%/1.03%/5.98%,"10.63%, 64.86%",2 months/7 days/20 days,2026-01-29/2025-11-14/2025-12-02,9.53%,-5.31%,14.84%,0.78,-0.11,11.4933/11.6896/14.19/No Horizontal Resistance/21.86/25.8879/No EMA 200 Target,9.57/5.185/9.9254/9.2893/No F-Track Level/No F-Track Level/8.9,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets),10.95
"ATZ.TO, Long, 2025-09-30 (Price: 84.18)",2026-02-26 (Price: 131.0),"55.62%, 5 months","100.0%, Past 20 years, 4","Monthly, is CONFIRMED on 2025-09-30",Already confirmed,"2026-02-26 (Price: 131.0), 55.62% above",5 months,"0, 2022-01-31 (Price: 60.64)",2025-08-31 (Price: 82.22),2025-09-30 (Price: 84.18),179/149/149 days,59.33% above/55.62% above/55.62% above,2022-01-31 (Price: 60.64)/2025-09-30 (Price: 76.2844),34.18%/9.72%/15.83%,"0%, 27.64%",7.1 months/4.5 months/6.4 months,2026-08-04/2026-04-13/2026-07-05,18.02%,14.67%,3.35%,1.35,0.67,145.7998/97.5057/98.3/No Horizontal Resistance/99.4929/119.4832/No EMA 200 Target,21.57/32.3325/82.0832/66.1919/No F-Track Level/No F-Track Level/65.85,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets),80.71
"XIU.TO, Long, 2025-08-31 (Price: 42.76)",2026-01-31 (Price: 46.9),"9.68%, 5.1 months","92.31%, Past 20 years, 13","Monthly, is CONFIRMED on 2025-08-31",Already confirmed,"2026-02-26 (Price: 50.03), 17.0% above",6 months,"0, 2002-03-31 (Price: 11.5)",2025-08-31 (Price: 42.76),2025-08-29 (Price: 42.76),179/181/179 days,17.0% above/17.0% above/17.0% above,2002-03-31 (Price: 11.5)/2025-08-31 (Price: 40.7124),12.69%/5.3%/8.8%,"6.95%, 19.49%",1.2 year/4 months/7.1 months,2027-05-18/2026-02-20/2026-07-05,5.6%,3.96%,1.64%,1.05,0.16,47.3353/46.5229/61.52/No Horizontal Resistance/53.8646/79.5406/No EMA 200 Target,28.76/27.9467/37.996/28.1885/No F-Track Level/No F-Track Level/38.98,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets),40.71
"QQQ, Long, 2025-08-31 (Price: 570.4)",2026-01-31 (Price: 621.87),"9.02%, 5.1 months","100.0%, Past 20 years, 14","Monthly, is CONFIRMED on 2025-08-31",Already confirmed,"2026-02-26 (Price: 609.24), 6.81% above",6 months,"0, 2002-12-31 (Price: 28.79)",2025-08-31 (Price: 570.4),2025-08-29 (Price: 570.4),179/181/179 days,6.81% above/6.81% above/6.81% above,2002-12-31 (Price: 28.79)/2025-08-31 (Price: 561.1331),16.86%/5.89%/12.1%,"-0.0%, 33.07%",2.6 years/5 months/10.6 months,2029-05-17/2026-04-05/2026-12-04,8.22%,7.36%,0.86%,2.13,0.41,647.347/639.4184/895.37/No Horizontal Resistance/610.7303/836.2536/No EMA 200 Target,468.92/256.995/563.3658/526.8888/No F-Track Level/No F-Track Level/518.49,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets),558.83
"^GSPC, Long, 2025-08-31 (Price: 6460.2598)",2026-01-31 (Price: 6939.0298),"7.41%, 5.1 months","100.0%, Past 20 years, 16","Monthly, is CONFIRMED on 2025-08-31",Already confirmed,"2026-02-26 (Price: 6908.8599), 6.94% above",6 months,"0, 2022-01-31 (Price: 4818.6201)",2025-08-31 (Price: 6460.2598),2025-08-29 (Price: 6460.2598),179/181/179 days,6.94% above/6.94% above/6.94% above,2022-01-31 (Price: 4818.6201)/2025-08-31 (Price: 6362.9129),17.02%/5.61%/10.23%,"-0.0%, 24.77%",2.5 years/4 months/9.6 months,2029-03-26/2026-02-20/2026-10-22,5.94%,4.9%,1.04%,1.9,0.25,7469.3524/7121.1444/7445.24/No Horizontal Resistance/6676.3264/8586.4727/No EMA 200 Target,5569.06/4106.4632/5495.7663/No support/No F-Track Level/No F-Track Level/5959.47,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets),6287.2798
"^NDX, Long, 2025-08-31 (Price: 23415.4199)",2026-01-31 (Price: 25552.3906),"9.13%, 5.1 months","100.0%, Past 20 years, 15","Monthly, is CONFIRMED on 2025-08-31",Already confirmed,"2026-02-26 (Price: 25034.3711), 6.91% above",6 months,"0, 2002-12-31 (Price: 1155.6801)",2025-08-31 (Price: 23415.4199),2025-08-29 (Price: 23415.4199),179/181/179 days,6.91% above/6.91% above/6.91% above,2002-12-31 (Price: 1155.6801)/2025-08-31 (Price: 23062.2632),26.99%/6.45%/16.51%,"-0.0%, 13.1%",1.4 year/5 months/6.7 months,2027-08-29/2026-04-05/2026-06-18,9.09%,7.43%,1.66%,1.74,0.42,29192.004/27281.3057/36771.26/No Horizontal Resistance/25025.4383/33965.62/No EMA 200 Target,19278.45/10555.915/22796.2371/21108.1646/No F-Track Level/No F-Track Level/21305.43,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets),22941.0605
"GS, Long, 2025-08-31 (Price: 745.25)",2026-02-26 (Price: 929.0),"24.66%, 6 months","100.0%, Past 20 years, 14","Monthly, is CONFIRMED on 2025-08-31",Already confirmed,"2026-02-26 (Price: 929.0), 24.66% above",6 months,"10, 2003-06-30 (Price: 91.98)",2025-06-30 (Price: 707.75),2025-08-04 (Price: 726.03),241/206/179 days,31.26% above/27.96% above/24.66% above,2003-06-30 (Price: 91.98)/2025-08-31 (Price: 603.5427),53.25%/7.0%/23.74%,"-0.0%, 34.98%",2.5 years/4 months/9.8 months,2029-03-26/2026-02-20/2026-10-30,11.0%,6.57%,4.43%,1.46,0.33,889.903/922.1724/1137.21/No Horizontal Resistance/794.5775/931.1482/No EMA 200 Target,303.61/288.555/634.5288/521.2487/No F-Track Level/No F-Track Level/618.35,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets),710.51
"VGT, Long, 2025-08-31 (Price: 697.02)",2026-01-31 (Price: 747.92),"7.3%, 5.1 months","100.0%, Past 20 years, 17","Monthly, is CONFIRMED on 2025-08-31",Already confirmed,"2026-02-26 (Price: 740.19), 6.19% above",6 months,"0, 2004-12-31 (Price: 48.42)",2025-08-31 (Price: 697.02),2025-08-29 (Price: 697.02),179/181/179 days,6.19% above/6.19% above/6.19% above,2004-12-31 (Price: 48.42)/2025-08-31 (Price: 683.1357),27.2%/4.39%/14.51%,"-0.0%, 51.21%",1.4 year/4.1 months/7.8 months,2027-08-29/2026-02-23/2026-08-04,6.69%,8.91%,-2.22%,1.41,0.55,817.8136/798.1576/1086.18/No Horizontal Resistance/702.1644/946.1588/No EMA 200 Target,542.38/311.83/626.0547/551.3644/No F-Track Level/No F-Track Level/618.84,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets),683.16
"^STI, Long, 2025-08-31 (Price: 4269.7002)",2026-01-31 (Price: 4905.1299),"14.88%, 5.1 months","80.0%, Past 20 years, 10","Monthly, is CONFIRMED on 2025-08-31",Already confirmed,"2026-02-26 (Price: 4964.3799), 16.27% above",6 months,"0, 2002-03-31 (Price: 1848.99)",2025-07-31 (Price: 4173.77),2025-08-04 (Price: 4197.23),210/206/179 days,18.94% above/18.28% above/16.27% above,2002-03-31 (Price: 1848.99)/2025-08-31 (Price: 4078.011),18.82%/7.18%/12.34%,"4.28%, 24.61%",2.5 years/5.1 months/1.5 year,2029-03-26/2026-04-09/2027-10-22,4.4%,2.64%,1.76%,0.76,0.05,4636.8944/4796.5812/5722.13/No Horizontal Resistance/4365.0143/5171.9929/No EMA 200 Target,3067.74/2919.5734/4129.8837/3190.3392/No F-Track Level/No F-Track Level/3910.72,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets),4169.2798
"PFE, Long, 2025-08-17 (Price: 25.14)",2026-02-22 (Price: 26.65),"6.01%, 6.3 months","73.08%, Past 10 years, 26","Weekly, is CONFIRMED on 2025-08-15",Already confirmed,"2026-02-26 (Price: 27.1), 7.8% above",6.4 months,"4, 2024-08-04 (Price: 31.54)",2025-08-10 (Price: 24.58),2025-08-12 (Price: 24.65),200/198/193 days,10.25% above/9.94% above/7.8% above,2024-08-04 (Price: 31.54)/2025-08-17 (Price: 23.5954),20.77%/1.93%/8.41%,"41.05%, 50.99%",1.2 year/28 days/5.3 months,2027-05-04/2025-09-26/2026-04-04,2.79%,1.76%,1.03%,0.12,0.02,26.6233/27.2543/28.98/55.39/66.4672/73.1352/No EMA 200 Target,23.49/24.95/21.508/20.5265/No F-Track Level/No F-Track Level/25.09,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets),24.6
"BTI, Long, 2025-08-10 (Price: 57.24)",2026-02-22 (Price: 62.08),"8.46%, 6.5 months","95.65%, Past 10 years, 23","Weekly, is CONFIRMED on 2025-08-08",Already confirmed,"2026-02-26 (Price: 62.67), 9.49% above",6.7 months,"2, 2016-02-07 (Price: 56.13)",2025-08-03 (Price: 54.35),2025-08-10 (Price: 57.24),207/200/200 days,15.31% above/9.49% above/9.49% above,2016-02-07 (Price: 56.13)/2025-08-10 (Price: 52.6416),17.36%/1.81%/8.82%,"38.64%, 57.11%",10.7 months/1.2 month/3.4 months,2026-11-17/2025-10-01/2026-01-04,-0.68%,2.1%,-2.78%,0.55,0.05,60.9778/62.2886/57.91/No Horizontal Resistance/82.226/92.0468/No EMA 200 Target,35.9/28.5067/52.4418/49.3734/No F-Track Level/No F-Track Level/41.89,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets),55.02
"AMD, Long, 2025-07-31 (Price: 176.31)",2026-02-26 (Price: 203.68),"15.52%, 7 months","87.5%, Past 20 years, 16","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2026-02-26 (Price: 203.68), 15.52% above",7 months,"2, 2024-03-31 (Price: 227.3)",2025-05-31 (Price: 110.73),2025-07-10 (Price: 144.16),271/231/210 days,83.94% above/41.29% above/15.52% above,2024-03-31 (Price: 227.3)/2025-07-31 (Price: 100.79),190.68%/9.18%/101.74%,"0.02%, 94.83%",2.5 years/5.1 months/10.8 months,2029-02-23/2026-03-09/2026-11-12,20.96%,6.33%,14.63%,1.29,0.43,338.0392/355.6878/206.9/No Horizontal Resistance/219.0648/251.3512/No EMA 200 Target,97.35/73.114/170.075/140.6278/No F-Track Level/No F-Track Level/123.49,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets),138.77
"UPS, Long, 2025-07-06 (Price: 104.13)",2026-02-26 (Price: 116.63),"12.0%, 7.8 months","88.0%, Past 10 years, 25","Weekly, is CONFIRMED on 2025-07-04",Already confirmed,"2026-02-26 (Price: 116.63), 12.0% above",7.8 months,"2, 2024-11-24 (Price: 145.5101)",2025-06-22 (Price: 99.27),2025-07-01 (Price: 104.47),249/240/235 days,17.49% above/11.64% above/12.0% above,2024-11-24 (Price: 145.5101)/2025-07-06 (Price: 96.3775),31.22%/1.77%/9.21%,"12.29%, 27.26%",9.8 months/28 days/4.9 months,2026-09-04/2025-08-15/2026-02-03,6.49%,1.99%,4.5%,0.53,0.06,103.1304/113.7204/128.96/221.2667/228.7501/289.9226/117.28,95.37/No Horizontal Support/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets),101.16
"CNQ.TO, Long, 2025-06-15 (Price: 45.9)",2026-02-15 (Price: 55.39),"20.68%, 8.2 months","86.36%, Past 10 years, 22","Weekly, is CONFIRMED on 2025-06-13",Already confirmed,"2026-02-26 (Price: 58.95), 28.43% above",8.5 months,"2, 2024-10-13 (Price: 52.15)",2025-06-08 (Price: 43.25),2025-06-10 (Price: 44.03),263/261/256 days,36.3% above/33.89% above/28.43% above,2024-10-13 (Price: 52.15)/2025-06-15 (Price: 42.2547),19.11%/1.41%/7.08%,"22.31%, 71.02%",3.5 months/28 days/1.8 month,2025-11-14/2025-07-25/2025-09-01,-1.83%,3.94%,-5.77%,0.27,0.24,46.5885/49.1497/49.65/51.51/65.8353/68.6522/No EMA 200 Target,37.72/13.9251/41.121/33.7618/No F-Track Level/No F-Track Level/44.38,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets),43.42
"TSLA, Long, 2025-05-31 (Price: 346.46)",2026-01-31 (Price: 430.41),"24.23%, 8.2 months","83.33%, Past 20 years, 6","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2026-02-26 (Price: 408.58), 17.93% above",9 months,"6, 2021-11-30 (Price: 414.4967)",2025-04-30 (Price: 282.16),2025-05-08 (Price: 284.82),302/294/271 days,44.8% above/43.45% above/17.93% above,2021-11-30 (Price: 414.4967)/2025-05-31 (Price: 214.4383),24.23%/7.79%/18.75%,"2.38%, 35.95%",1.9 year/8.2 months/1.1 year,2028-02-15/2026-05-20/2026-12-25,26.58%,27.99%,-1.41%,0.72,1.01,869.2335/411.4212/387.28/408.5817/413.6779/490.132/No EMA 200 Target,175.79/167.4534/330.0827/262.8246/No F-Track Level/No F-Track Level/302.39,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets),280.01
"DOL.TO, Long, 2025-05-31 (Price: 176.5)",2026-02-26 (Price: 201.03),"13.9%, 9 months","100.0%, Past 20 years, 9","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2026-02-26 (Price: 201.03), 13.9% above",9 months,"2, 2009-12-31 (Price: 4.0117)",2025-05-31 (Price: 176.5),2025-05-20 (Price: 171.48),271/282/271 days,13.9% above/17.23% above/13.9% above,2009-12-31 (Price: 4.0117)/2025-05-31 (Price: 170.4717),24.69%/6.61%/15.78%,"0%, 12.12%",1 year/5 months/9.3 months,2026-11-03/2026-01-03/2026-07-09,8.62%,19.19%,-10.57%,2.59,1.27,209.8938/204.3517/279.99/No Horizontal Resistance/194.1559/294.0831/No EMA 200 Target,39.04/45.99/132.3972/94.2286/No F-Track Level/No F-Track Level/147.05,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets),170.49
"MSE.PA, Long, 2025-02-28 (Price: 59.36)",2026-01-31 (Price: 66.41),"11.88%, 11.2 months","100.0%, Past 20 years, 8","Monthly, is CONFIRMED on 2025-02-28",Already confirmed,"2026-02-26 (Price: 68.85), 15.99% above",1 year,"0, 2009-09-30 (Price: 30.165)",2025-02-28 (Price: 59.36),2025-02-28 (Price: 59.36),363/363/363 days,15.99% above/15.99% above/15.99% above,2009-09-30 (Price: 30.165)/2025-02-28 (Price: 56.3799),12.79%/4.9%/9.99%,"-0.0%, 28.4%",1.7 year/5 months/11.6 months,2027-08-03/2025-10-03/2026-07-17,5.27%,2.2%,3.07%,1.81,0.01,62.1915/65.2901/76.88/No Horizontal Resistance/58.4776/81.1364/No EMA 200 Target,52.08/33.57/44.4738/35.8188/No F-Track Level/No F-Track Level/53.71,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets),56.21
"SBUX, Long, 2025-02-02 (Price: 107.68)",2026-02-26 (Price: 98.08),"-8.92%, 1.1 year","81.25%, Past 10 years, 16","Weekly, is CONFIRMED on 2025-01-31",Already confirmed,"2026-02-26 (Price: 98.08), 8.92% below",1.1 year,"0, 2022-01-09 (Price: 117.8)",2025-01-26 (Price: 98.81),2025-01-29 (Price: 108.58),396/393/389 days,0.74% below/9.67% below/8.92% below,2022-01-09 (Price: 117.8)/2025-02-02 (Price: 96.8148),20.61%/4.98%/14.44%,"16.17%, 42.95%",4.9 months/1.2 month/2.3 months,2025-09-02/2025-03-26/2025-05-12,6.25%,8.41%,-2.16%,0.63,0.44,116.1006/123.229/113.75/117.4325/142.4098/150.3462/No EMA 200 Target,87.97/71.47/104.577/89.1063/No F-Track Level/No F-Track Level/88.98,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets),98.52
"AAPL, Long, 2024-09-30 (Price: 233.0)",2026-01-31 (Price: 259.48),"11.36%, 1.4 year","100.0%, Past 20 years, 19","Monthly, is CONFIRMED on 2024-09-30",Already confirmed,"2026-02-26 (Price: 272.95), 17.15% above",1.4 year,"2, 2000-03-31 (Price: 1.3426)",2024-09-30 (Price: 233.0),2024-09-30 (Price: 233.0),514/514/514 days,17.15% above/17.15% above/17.15% above,2000-03-31 (Price: 1.3426)/2024-09-30 (Price: 216.2229),49.66%/11.36%/22.23%,"0%, 40.56%",2.5 years/5 months/10.5 months,2028-04-25/2025-05-05/2025-12-30,17.15%,20.74%,-3.59%,2.12,1.01,337.2675/284.7959/371.99/No Horizontal Resistance/294.7231/309.0801/No EMA 200 Target,170.33/136.9225/189.8723/119.0319/No F-Track Level/No F-Track Level/197.37,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets),228.55
"MFT.NZ, Long, 2024-07-21 (Price: 76.98)",2026-02-15 (Price: 62.0),"-19.46%, 1.6 year","91.3%, Past 10 years, 23","Weekly, is CONFIRMED on 2024-07-19",Already confirmed,"2026-02-26 (Price: 64.27), 16.51% below",1.6 year,"4, 2023-02-12 (Price: 76.99)",2024-07-07 (Price: 69.0),2024-07-16 (Price: 75.76),599/590/585 days,6.86% below/15.17% below/16.51% below,2023-02-12 (Price: 76.99)/2024-07-21 (Price: 68.0877),13.53%/1.78%/6.21%,"5.83%, 27.74%",1.2 year/1.2 month/3.5 months,2026-04-07/2024-09-11/2024-12-20,8.44%,10.06%,-1.62%,1.12,0.58,81.6527/81.7605/76.99/85.45/119.9356/137.6171/No EMA 200 Target,67.63/38.35/73.6141/54.7158/No F-Track Level/No F-Track Level/67.82,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets),75.37
"PPH, Long, 2024-03-31 (Price: 90.7)",2026-02-26 (Price: 109.5),"20.73%, 1.9 year","85.71%, Past 20 years, 21","Monthly, is CONFIRMED on 2024-03-31",Already confirmed,"2026-02-26 (Price: 109.5), 20.73% above",1.9 year,"0, 2022-04-30 (Price: 84.27)",2024-01-31 (Price: 85.3),2024-03-28 (Price: 90.7),757/700/697 days,28.37% above/20.73% above/20.73% above,2022-04-30 (Price: 84.27)/2024-03-31 (Price: 82.9475),20.62%/2.34%/10.59%,"3.25%, 39.01%",4.4 years/5 months/1.4 year,2030-07-12/2024-11-03/2026-03-29,2.32%,2.1%,0.22%,1.05,-0.03,100.7224/100.3051/94.56/No Horizontal Resistance/96.895/110.4008/No EMA 200 Target,75.31/54.71/87.7591/80.4653/No F-Track Level/No F-Track Level/81.89,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets),89.33
"AMD, Long, 2024-02-29 (Price: 192.53)",2026-02-26 (Price: 203.68),"5.79%, 2 years","87.5%, Past 20 years, 16","Monthly, is CONFIRMED on 2024-02-29",Already confirmed,"2026-02-26 (Price: 203.68), 5.79% above",2 years,"2, 2021-11-30 (Price: 164.46)",2023-12-31 (Price: 147.41),2024-02-22 (Price: 181.86),788/735/728 days,38.17% above/12.0% above/5.79% above,2021-11-30 (Price: 164.46)/2024-02-29 (Price: 119.5121),190.68%/9.18%/101.74%,"0.02%, 94.83%",2.5 years/5.1 months/10.8 months,2027-09-24/2024-10-07/2025-06-12,20.96%,6.33%,14.63%,1.29,0.43,369.1378/388.41/209.37/No Horizontal Resistance/170.075/187.3421/No EMA 200 Target,60.06/27.54/140.6278/116.4823/No F-Track Level/No F-Track Level/124.45,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets),169.27
