"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Level, Trendpulse start Date/Price($)",Trendpulse Breakout Date/Price($),Earliest Unconfirmed Signal Date/Price($),Time from Latest Trading day to Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,TrendPulse Start/End (Date and Price($)),Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date (Farthest./Earliest./Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2) [$],Moving Average (50-days/200-days),Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
"IEI, Long, 2025-09-30 (Price: 119.51)",No Exit Yet,"-0.08%, 33 days","80.0%, Past 18 years, 5","Quarterly, is CONFIRMED on 2025-09-30",Already confirmed,"2025-11-14 (Price: 119.42), 0.08% below",33 days,"0, 2018-03-31 (Price: 120.62)",2025-06-30 (Price: 119.09),2025-09-30 (Price: 119.51),99/33/33 days,0.28% above/0.08% below/0.08% below,2018-03-31 (Price: 142.7225)/2025-09-30 (Price: 116.885),8.23%/5.74%/6.57%,"10.59%, 15.34%",716 days/393 days/500 days,2028-08-02/2027-04-22/2027-09-24,0.9%,0.9%,0.0%,0.24,-0.78,119.5937/127.3618/120.18/129.9625/No Next Fib Ext/No Next Fib Ext,113.16/113.8775/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,119.2/117.66,86.67%/15/609 days (Across ALL Assets),100.0%/1/155 days (Across ALL Assets)
"XLF, Long, 2025-09-30 (Price: 53.87)",No Exit Yet,"-2.64%, 33 days","71.43%, Past 26 years, 7","Quarterly, is CONFIRMED on 2025-09-30",Already confirmed,"2025-11-14 (Price: 52.45), 2.64% below",33 days,"4, 2010-09-30 (Price: 11.6572)",2025-06-30 (Price: 52.37),2025-09-30 (Price: 53.87),99/33/33 days,0.15% above/2.64% below/2.64% below,2010-09-30 (Price: 12.4179)/2025-09-30 (Price: 49.9169),33.43%/27.9%/31.59%,"37.75%, 44.86%",718 days/391 days/609 days,2028-08-04/2027-04-19/2028-02-29,2.69%,3.75%,-1.07%,0.09,0.09,55.0013/70.8875/79.2/No Horizontal Resistance/70.6138/110.4396,20.82/30.1167/45.9996/174.8795/No F-Track Level/No F-Track Level,53.14/50.76,86.67%/15/609 days (Across ALL Assets),100.0%/1/155 days (Across ALL Assets)
"GS, Long, 2025-09-30 (Price: 796.35)",No Exit Yet,"-0.68%, 33 days","100.0%, Past 26 years, 7","Quarterly, is CONFIRMED on 2025-09-30",Already confirmed,"2025-11-14 (Price: 790.91), 0.68% below",33 days,"4, 2014-09-30 (Price: 183.57)",2025-06-30 (Price: 707.75),2025-09-30 (Price: 796.35),99/33/33 days,11.75% above/0.68% below/0.68% below,2014-09-30 (Price: 179.1662)/2025-09-30 (Price: 539.5931),43.94%/13.79%/32.23%,"-0.0%, 23.4%",978 days/325 days/466 days,2029-08-16/2027-01-13/2027-08-05,14.56%,9.28%,5.28%,1.7,0.32,852.8112/1053.0136/1164.02/No Horizontal Resistance/794.5775/931.1482,154.59/288.555/634.5288/521.2487/No F-Track Level/No F-Track Level,750.3/637.57,86.67%/15/609 days (Across ALL Assets),100.0%/1/155 days (Across ALL Assets)
"RY.TO, Long, 2025-09-30 (Price: 205.12)",No Exit Yet,"0.17%, 33 days","100.0%, Past 48 years, 11","Quarterly, is CONFIRMED on 2025-09-30",Already confirmed,"2025-11-14 (Price: 205.46), 0.17% above",33 days,"4, 2016-09-30 (Price: 81.26)",2025-09-30 (Price: 205.12),2025-09-30 (Price: 205.12),33/33/33 days,0.17% above/0.17% above/0.17% above,2016-09-30 (Price: 91.7593)/2025-09-30 (Price: 176.0352),40.83%/7.95%/30.13%,"-0.0%, 18.89%",979 days/325 days/450 days,2029-08-17/2027-01-13/2027-07-13,11.72%,11.31%,0.42%,2.44,0.49,231.0472/266.9227/279.44/No Horizontal Resistance/221.431/339.4883,118.7/108.18/148.4673/103.3737/No F-Track Level/No F-Track Level,192.57/176.14,86.67%/15/609 days (Across ALL Assets),100.0%/1/155 days (Across ALL Assets)
"^DJI, Long, 2025-09-28 (Price: 46247.2891)",2025-11-14 (Price: 47147.4805) (Today),"1.95%, 34 days","93.75%, Past 10 years, 32","Weekly, is CONFIRMED on 2025-09-26",Already confirmed,"2025-11-14 (Price: 47147.4805), 1.95% above",34 days,"2, 2025-04-13 (Price: 40212.7109)",2025-09-14 (Price: 45834.2188),2025-09-28 (Price: 46247.2891),44/34/34 days,2.87% above/1.95% above/1.95% above,2025-04-13 (Price: 44362.2969)/2025-09-28 (Price: 45409.3593),6.98%/0.22%/3.8%,"3.06%, 34.78%",249 days/19 days/101 days,2026-09-23/2025-10-25/2026-02-21,6.99%,9.91%,-2.92%,1.11,0.44,47394.2219/48004.6861/49868.04/No Horizontal Resistance/54129.8938/83218.843,38314.86/32154.0552/36151.8794/25040.9446/No F-Track Level/No F-Track Level,45145.09/43246.39,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"TD.TO, Long, 2025-09-28 (Price: 110.35)",2025-11-14 (Price: 114.05) (Today),"3.35%, 34 days","84.62%, Past 10 years, 39","Weekly, is CONFIRMED on 2025-09-26",Already confirmed,"2025-11-14 (Price: 114.05), 3.35% above",34 days,"2, 2025-01-19 (Price: 83.13)",2025-09-28 (Price: 110.35),2025-09-28 (Price: 110.35),34/34/34 days,3.35% above/3.35% above/3.35% above,2025-01-19 (Price: 82.7223)/2025-09-28 (Price: 108.6012),12.32%/1.31%/5.77%,"9.57%, 31.6%",459 days/19 days/108 days,2027-07-24/2025-10-25/2026-03-03,7.92%,7.82%,0.1%,0.84,0.3,115.2606/116.7172/126.68/No Horizontal Resistance/128.6672/152.0396,81.05/73.6233/101.1064/83.3451/No F-Track Level/No F-Track Level,103.64/91.14,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"EEM, Long, 2025-09-21 (Price: 53.01)",2025-11-14 (Price: 54.96) (Today),"3.68%, 39 days","91.43%, Past 10 years, 35","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2025-11-14 (Price: 54.96), 3.68% above",39 days,"2, 2024-12-15 (Price: 44.03)",2025-09-14 (Price: 52.26),2025-09-21 (Price: 53.01),44/39/39 days,5.17% above/3.68% above/3.68% above,2024-12-15 (Price: 44.5752)/2025-09-21 (Price: 51.008),11.23%/1.19%/4.72%,"22.64%, 35.1%",359 days/19 days/69 days,2027-02-22/2025-10-18/2025-12-29,5.95%,1.15%,4.8%,0.39,-0.07,54.2133/55.5121/58.4/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext,40.58/36.64/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,50.07/45.71,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"GOOG, Long, 2025-09-14 (Price: 241.38)",2025-11-14 (Price: 276.98) (Today),"14.75%, 44 days","100.0%, Past 10 years, 26","Weekly, is CONFIRMED on 2025-09-12",Already confirmed,"2025-11-14 (Price: 276.98), 14.75% above",44 days,"8, 2023-11-12 (Price: 134.06)",2025-09-07 (Price: 235.17),2025-09-14 (Price: 241.38),49/44/44 days,17.78% above/14.75% above/14.75% above,2023-11-12 (Price: 164.7561)/2025-09-14 (Price: 229.6932),19.02%/3.15%/8.18%,"-0.0%, 15.08%",129 days/24 days/47 days,2026-03-19/2025-10-18/2025-11-21,35.83%,21.1%,14.73%,1.74,0.79,266.3387/261.1249/305.77/No Horizontal Resistance/219.0619/240.3589,147.74/84.6567/203.7099/185.0665/No F-Track Level/No F-Track Level,202.01/182.46,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"^DJI, Long, 2025-09-14 (Price: 45834.2188)",2025-11-14 (Price: 47147.4805) (Today),"2.87%, 44 days","93.75%, Past 10 years, 32","Weekly, is CONFIRMED on 2025-09-12",Already confirmed,"2025-11-14 (Price: 47147.4805), 2.87% above",44 days,"2, 2025-03-30 (Price: 41583.8984)",2025-09-14 (Price: 45834.2188),2025-09-14 (Price: 45834.2188),44/44/44 days,2.87% above/2.87% above/2.87% above,2025-03-30 (Price: 44275.0417)/2025-09-14 (Price: 45322.1041),6.98%/0.22%/3.8%,"3.06%, 34.78%",249 days/19 days/101 days,2026-09-09/2025-10-11/2026-02-07,6.99%,9.91%,-2.92%,1.11,0.44,46970.9074/47575.9191/48384.41/No Horizontal Resistance/54129.8938/83218.843,38314.86/32154.0552/36151.8794/25040.9446/No F-Track Level/No F-Track Level,44806.51/43178.04,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"DIA, Long, 2025-09-14 (Price: 459.32)",2025-11-14 (Price: 471.8) (Today),"2.72%, 44 days","100.0%, Past 10 years, 28","Weekly, is CONFIRMED on 2025-09-12",Already confirmed,"2025-11-14 (Price: 471.8), 2.72% above",44 days,"2, 2025-03-30 (Price: 415.62)",2025-09-07 (Price: 454.99),2025-09-14 (Price: 459.32),49/44/44 days,3.69% above/2.72% above/2.72% above,2025-03-30 (Price: 442.3733)/2025-09-14 (Price: 453.4933),8.64%/1.23%/3.89%,"-0.0%, 14.86%",209 days/19 days/87 days,2026-07-13/2025-10-11/2026-01-18,10.29%,9.9%,0.39%,1.56,0.44,470.6652/477.1875/485.54/No Horizontal Resistance/538.1343/826.9871,383.22/321.6725/359.6128/249.2814/No F-Track Level/No F-Track Level,448.29/432.0,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"^NZ50, Long, 2025-09-14 (Price: 13227.9004)",2025-11-14 (Price: 13464.46) (Today),"1.79%, 44 days","94.44%, Past 10 years, 36","Weekly, is CONFIRMED on 2025-09-12",Already confirmed,"2025-11-14 (Price: 13464.46), 1.79% above",44 days,"2, 2025-03-30 (Price: 12287.46)",2025-09-07 (Price: 13223.5303),2025-09-14 (Price: 13227.9004),49/44/44 days,1.82% above/1.79% above/1.79% above,2025-03-30 (Price: 12815.9559)/2025-09-14 (Price: 13038.348),7.03%/0.27%/3.75%,"1.46%, 23.79%",189 days/19 days/64 days,2026-06-14/2025-10-11/2025-12-15,12.33%,9.64%,2.69%,1.87,0.54,13550.6612/13723.9467/13792.16/13351.2476/14773.8816/17170.3822,12017.84/10608.2731/12904.4271/10062.5272/No F-Track Level/No F-Track Level,12928.17/12690.78,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"EWJ, Long, 2025-09-14 (Price: 80.76)",2025-11-14 (Price: 83.98) (Today),"3.99%, 44 days","80.65%, Past 10 years, 31","Weekly, is CONFIRMED on 2025-09-12",Already confirmed,"2025-11-14 (Price: 83.98), 3.99% above",44 days,"2, 2025-03-02 (Price: 68.47)",2025-09-07 (Price: 79.18),2025-09-14 (Price: 80.76),49/44/44 days,6.06% above/3.99% above/3.99% above,2025-03-02 (Price: 71.0155)/2025-09-14 (Price: 79.0845),12.51%/1.17%/5.28%,"20.09%, 34.01%",184 days/19 days/70 days,2026-06-07/2025-10-11/2025-12-24,5.16%,4.75%,0.41%,0.52,0.11,82.4963/85.0241/88.13/No Horizontal Resistance/83.4752/89.1379,71.76/53.915/68.8472/52.3436/No F-Track Level/No F-Track Level,76.6/71.51,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"DIA, Long, 2025-08-24 (Price: 456.64)",2025-11-14 (Price: 471.8) (Today),"3.32%, 59 days","100.0%, Past 10 years, 28","Weekly, is CONFIRMED on 2025-08-22",Already confirmed,"2025-11-14 (Price: 471.8), 3.32% above",59 days,"2, 2024-11-17 (Price: 434.51)",2025-08-24 (Price: 456.64),2025-08-24 (Price: 456.64),59/59/59 days,3.32% above/3.32% above/3.32% above,2024-11-17 (Price: 451.5898)/2025-08-24 (Price: 448.186),8.64%/1.23%/3.89%,"-0.0%, 14.86%",209 days/19 days/87 days,2026-06-22/2025-09-20/2025-12-28,10.29%,9.9%,0.39%,1.56,0.44,467.919/474.4033/469.92/No Horizontal Resistance/538.1343/826.9871,383.22/321.6725/359.6128/249.2814/No F-Track Level/No F-Track Level,441.27/430.51,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"EFN.TO, Long, 2025-08-03 (Price: 35.99)",2025-11-09 (Price: 36.81),"2.28%, 69 days","88.89%, Past 10 years, 27","Weekly, is CONFIRMED on 2025-08-01",Already confirmed,"2025-11-14 (Price: 34.92), 2.97% below",74 days,"2, 2025-01-19 (Price: 28.44)",2025-07-20 (Price: 35.8),2025-08-03 (Price: 35.99),84/74/74 days,2.46% below/2.97% below/2.97% below,2025-01-19 (Price: 29.4112)/2025-08-03 (Price: 35.2582),26.0%/1.9%/9.06%,"53.48%, 76.43%",129 days/24 days/55 days,2026-02-05/2025-09-06/2025-10-21,4.38%,15.83%,-11.45%,0.07,0.55,37.9982/39.2507/40.52/No Horizontal Resistance/45.1741/70.5281,27.54/11.7733/29.5041/177.9303/No F-Track Level/No F-Track Level,34.02/30.4,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"SLV, Long, 2025-07-31 (Price: 33.32)",2025-11-14 (Price: 45.96) (Today),"37.94%, 76 days","72.22%, Past 20 years, 18","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2025-11-14 (Price: 45.96), 37.94% above",76 days,"2, 2024-07-31 (Price: 26.39)",2025-06-30 (Price: 32.81),2025-07-31 (Price: 33.32),99/76/76 days,40.08% above/37.94% above/37.94% above,2024-07-31 (Price: 32.034)/2025-07-31 (Price: 31.098),30.37%/2.87%/19.11%,"54.87%, 60.6%",522 days/87 days/231 days,2027-08-26/2025-12-04/2026-06-30,3.89%,5.98%,-2.09%,0.2,0.22,36.0589/39.6875/37.48/No Horizontal Resistance/47.5817/54.635,26.33/18.99/31.6598/28.4154/No F-Track Level/No F-Track Level,33.01/29.96,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"GNE.NZ, Long, 2025-07-20 (Price: 2.38)",2025-11-09 (Price: 2.52),"5.88%, 79 days","86.96%, Past 10 years, 23","Weekly, is CONFIRMED on 2025-07-18",Already confirmed,"2025-11-14 (Price: 2.5), 5.04% above",84 days,"2, 2024-11-10 (Price: 2.12)",2025-07-13 (Price: 2.36),2025-07-20 (Price: 2.38),89/84/84 days,5.93% above/5.04% above/5.04% above,2024-11-10 (Price: 2.4061)/2025-07-20 (Price: 2.3232),9.3%/0.78%/5.31%,"22.37%, 34.69%",309 days/19 days/101 days,2026-10-10/2025-08-16/2025-12-13,5.76%,3.37%,2.39%,0.38,0.06,2.4892/2.5064/2.54/3.575/No Next Fib Ext/No Next Fib Ext,2.14/2.0733/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,2.3/2.22,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"FSF.NZ, Long, 2025-06-30 (Price: 6.58)",2025-11-14 (Price: 8.115) (Today),"23.33%, 99 days","100.0%, Past 20 years, 9","Monthly, is CONFIRMED on 2025-06-30",Already confirmed,"2025-11-14 (Price: 8.115), 23.33% above",99 days,"4, 2022-06-30 (Price: 3.1)",2025-05-31 (Price: 6.15),2025-06-30 (Price: 6.58),119/99/99 days,31.95% above/23.33% above/23.33% above,2022-06-30 (Price: 2.9723)/2025-06-30 (Price: 6.0296),44.06%/6.89%/28.09%,"-0.0%, 15.01%",370 days/130 days/226 days,2026-12-17/2026-01-04/2026-05-23,27.24%,1.15%,26.09%,1.21,-0.07,7.596/8.4283/8.67/No Horizontal Resistance/8.5311/12.0421,3.0/2.942/6.3611/26.9153/No F-Track Level/No F-Track Level,6.09/5.37,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"CSCO, Long, 2025-06-29 (Price: 68.65)",2025-11-14 (Price: 78.0) (Today),"13.62%, 99 days","95.83%, Past 10 years, 24","Weekly, is CONFIRMED on 2025-06-27",Already confirmed,"2025-11-14 (Price: 78.0), 13.62% above",99 days,"2, 2025-01-12 (Price: 58.74)",2025-06-22 (Price: 66.32),2025-06-29 (Price: 68.65),104/99/99 days,17.61% above/13.62% above/13.62% above,2025-01-12 (Price: 66.7885)/2025-06-29 (Price: 65.4038),14.42%/0.74%/5.37%,"16.99%, 36.88%",199 days/19 days/57 days,2026-04-13/2025-07-26/2025-09-19,13.41%,8.78%,4.63%,0.75,0.32,72.8582/72.3365/74.6/No Horizontal Resistance/78.7458/109.6316,54.54/40.92/68.2017/52.6706/No F-Track Level/No F-Track Level,62.22/59.3,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"GOOG, Long, 2025-05-31 (Price: 172.85)",2025-10-31 (Price: 281.82),"63.04%, 109 days","94.12%, Past 20 years, 17","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2025-11-14 (Price: 276.98), 60.24% above",119 days,"10, 2020-05-31 (Price: 71.446)",2025-05-31 (Price: 172.85),2025-05-31 (Price: 172.85),119/119/119 days,60.24% above/60.24% above/60.24% above,2020-05-31 (Price: 149.423)/2025-05-31 (Price: 157.2888),63.04%/1.54%/29.75%,"3.21%, 18.92%",412 days/86 days/199 days,2027-01-17/2025-10-02/2026-03-15,22.75%,24.26%,-1.52%,1.49,0.85,188.7349/224.2729/233.69/No Horizontal Resistance/219.0619/240.3589,156.23/85.8978/138.1748/130.09/No F-Track Level/No F-Track Level,161.79/172.82,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"EURUSD=X, Long, 2025-05-31 (Price: 1.1378)",2025-10-31 (Price: 1.1572),"1.71%, 109 days","75.0%, Past 20 years, 20","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2025-11-14 (Price: 1.1632), 2.23% above",119 days,"2, 2023-11-30 (Price: 1.0974)",2025-05-31 (Price: 1.1378),2025-05-31 (Price: 1.1378),119/119/119 days,2.23% above/2.23% above/2.23% above,2023-11-30 (Price: 1.1131)/2025-05-31 (Price: 1.1277),8.26%/0.88%/4.48%,"18.25%, 23.39%",284 days/109 days/178 days,2026-07-16/2025-11-04/2026-02-12,0.65%,-0.39%,1.04%,0.09,-0.5,1.141/1.1888/1.16/1.2218/1.6296/1.7649,1.04/1.0207/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,1.12/1.08,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"UBER, Long, 2025-05-31 (Price: 84.16)",2025-10-31 (Price: 96.5),"14.66%, 109 days","100.0%, Past 20 years, 4","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2025-11-14 (Price: 91.62), 8.86% above",119 days,"2, 2024-05-31 (Price: 64.56)",2025-04-30 (Price: 81.01),2025-05-31 (Price: 84.16),142/119/119 days,13.1% above/8.86% above/8.86% above,2024-05-31 (Price: 93.125)/2025-05-31 (Price: 78.425),38.27%/4.86%/19.26%,"-0.0%, 18.79%",153 days/109 days/123 days,2026-01-07/2025-11-04/2025-11-25,36.82%,14.17%,22.65%,0.8,0.47,102.1366/100.3692/95.92/No Horizontal Resistance/94.5323/103.0637,60.32/28.6593/72.8134/67.6463/No F-Track Level/No F-Track Level,79.37/73.7,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"TD.TO, Long, 2025-05-31 (Price: 94.77)",2025-10-31 (Price: 115.16),"21.52%, 109 days","88.24%, Past 20 years, 17","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2025-11-14 (Price: 114.05), 20.34% above",119 days,"0, 2020-05-31 (Price: 58.98)",2025-04-30 (Price: 88.09),2025-05-30 (Price: 94.77),142/120/119 days,29.47% above/20.34% above/20.34% above,2020-05-31 (Price: 123.3668)/2025-05-31 (Price: 82.5474),21.52%/1.04%/11.02%,"18.56%, 26.48%",327 days/86 days/189 days,2026-09-16/2025-10-02/2026-02-28,7.3%,7.14%,0.16%,0.86,0.25,103.9343/105.2137/116.24/No Horizontal Resistance/128.6672/152.0396,75.2/73.6233/83.3451/69.6282/No F-Track Level/No F-Track Level,87.04/82.55,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"TCEHY, Long, 2025-03-31 (Price: 63.84)",2025-11-14 (Price: 81.76) (Today),"28.07%, 164 days","100.0%, Past 20 years, 14","Monthly, is CONFIRMED on 2025-03-31",Already confirmed,"2025-11-14 (Price: 81.76), 28.07% above",164 days,"0, 2020-03-31 (Price: 49.09)",2025-02-28 (Price: 61.61),2025-03-31 (Price: 63.84),185/164/164 days,32.71% above/28.07% above/28.07% above,2020-03-31 (Price: 108.6075)/2025-03-31 (Price: 58.3848),48.56%/8.58%/32.02%,"-0.0%, 28.74%",434 days/87 days/179 days,2026-12-19/2025-08-04/2025-12-15,29.28%,21.03%,8.25%,1.74,0.72,78.3955/84.2816/72.69/73.09/91.9947/116.3817,34.84/36.36/58.3318/52.1422/No F-Track Level/No F-Track Level,60.71/53.18,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"PFE, Long, 2025-03-02 (Price: 26.43)",2025-11-02 (Price: 24.65),"-6.73%, 174 days","80.56%, Past 10 years, 36","Weekly, is CONFIRMED on 2025-02-28",Already confirmed,"2025-11-14 (Price: 25.06), 5.18% below",184 days,"0, 2020-11-08 (Price: 34.5351)",2025-02-16 (Price: 25.53),2025-02-28 (Price: 26.43),194/185/184 days,1.84% below/5.18% below/5.18% below,2020-11-08 (Price: 74.7985)/2025-03-02 (Price: 24.8849),20.77%/1.93%/7.05%,"41.05%, 50.99%",304 days/19 days/71 days,2026-05-16/2025-03-29/2025-06-12,4.98%,2.87%,2.11%,0.23,0.04,27.2123/28.2933/31.29/55.39/66.4672/73.1352,25.53/25.2625/21.508/20.5265/No F-Track Level/No F-Track Level,26.3/27.82,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"PFE, Long, 2024-12-29 (Price: 26.62)",2025-11-02 (Price: 24.65),"-7.4%, 219 days","80.56%, Past 10 years, 36","Weekly, is CONFIRMED on 2024-12-27",Already confirmed,"2025-11-14 (Price: 25.06), 5.86% below",229 days,"4, 2022-11-06 (Price: 47.22)",2024-12-22 (Price: 26.36),2024-12-29 (Price: 26.62),234/229/229 days,4.93% below/5.86% below/5.86% below,2022-11-06 (Price: 55.9968)/2024-12-29 (Price: 25.164),20.77%/1.93%/7.05%,"41.05%, 50.99%",304 days/19 days/71 days,2026-03-14/2025-01-25/2025-04-10,4.98%,2.87%,2.11%,0.23,0.04,27.408/28.4967/38.98/55.39/66.4672/73.1352,24.8/24.84/21.508/20.5265/No F-Track Level/No F-Track Level,26.67/27.95,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"BNS.TO, Long, 2024-09-30 (Price: 73.69)",2025-10-31 (Price: 91.99),"24.83%, 284 days","88.24%, Past 20 years, 17","Monthly, is CONFIRMED on 2024-09-30",Already confirmed,"2025-11-14 (Price: 94.65), 28.44% above",294 days,"0, 2019-09-30 (Price: 75.25)",2024-08-31 (Price: 67.27),2024-09-30 (Price: 73.69),314/294/294 days,40.7% above/28.44% above/28.44% above,2019-09-30 (Price: 123.536)/2024-09-30 (Price: 64.496),24.83%/3.08%/11.43%,"30.99%, 38.87%",719 days/129 days/282 days,2027-08-07/2025-04-04/2025-11-12,4.31%,6.33%,-2.02%,0.35,0.21,75.6575/82.1128/74.63/81.0275/92.969/100.7509,56.15/54.1533/69.3218/61.3348/No F-Track Level/No F-Track Level,66.97/65.1,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"ORCL, Long, 2024-09-30 (Price: 170.4)",2025-10-31 (Price: 262.61),"54.11%, 284 days","81.25%, Past 20 years, 16","Monthly, is CONFIRMED on 2024-09-30",Already confirmed,"2025-11-14 (Price: 222.85), 30.78% above",294 days,"0, 2019-09-30 (Price: 55.03)",2024-09-30 (Price: 170.4),2024-09-30 (Price: 170.4),294/294/294 days,30.78% above/30.78% above/30.78% above,2019-09-30 (Price: 79.91)/2024-09-30 (Price: 138.6433),54.11%/7.78%/20.09%,"6.17%, 28.67%",478 days/87 days/210 days,2026-08-23/2025-02-03/2025-07-31,9.74%,9.41%,0.32%,1.04,0.34,185.4293/204.6334/239.62/No Horizontal Resistance/145.7273/152.3597,61.07/54.8525/117.4897/106.3198/No F-Track Level/No F-Track Level,145.55/126.67,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"^NZ50, Long, 2024-08-31 (Price: 12447.6797)",2025-10-31 (Price: 13548.3203),"8.84%, 304 days","83.33%, Past 20 years, 12","Monthly, is CONFIRMED on 2024-08-31",Already confirmed,"2025-11-14 (Price: 13464.46), 8.17% above",314 days,"0, 2019-08-31 (Price: 10757.2002)",2024-07-31 (Price: 12405.2695),2024-08-31 (Price: 12447.6797),337/314/314 days,8.54% above/8.17% above/8.17% above,2019-08-31 (Price: 14326.3929)/2024-08-31 (Price: 11917.172),16.11%/2.05%/8.79%,"10.24%, 18.13%",304 days/130 days/205 days,2025-11-14/2025-03-07/2025-06-23,6.21%,8.68%,-2.47%,0.51,0.45,13109.8963/13541.8307/13461.97/13492.3003/14773.8816/17170.3822,10757.69/10637.0249/10062.5272/7182.4386/No F-Track Level/No F-Track Level,12228.29/11844.52,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"TWR.NZ, Long, 2024-06-30 (Price: 0.9778)",2025-09-30 (Price: 1.75),"78.97%, 326 days","75.0%, Past 26 years, 4","Quarterly, is CONFIRMED on 2024-06-30",Already confirmed,"2025-11-14 (Price: 1.825), 86.64% above",359 days,"0, 2016-12-31 (Price: 0.7143)",2024-03-31 (Price: 0.7722),2024-06-30 (Price: 0.9778),424/359/359 days,136.34% above/86.64% above/86.64% above,2016-12-31 (Price: 1.2134)/2024-06-30 (Price: 0.7383),78.57%/0.82%/26.74%,"18.28%, 37.42%",586 days/326 days/499 days,2026-10-26/2025-10-15/2026-06-22,6.49%,-3.96%,10.45%,0.34,-0.11,1.2784/1.2393/1.14/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext,0.68/0.6259/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,0.91/0.76,86.67%/15/609 days (Across ALL Assets),100.0%/1/155 days (Across ALL Assets)
