Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
BASELINEDIVERGENCE,"HDFCBANK.NS, Long, 2025-12-09 (Price: 997.1)",No Exit Yet,"0.0%, 0 days (business days)","86.21%, Past 10 years, 29","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 985.0 prior to 2025-12-12,"2025-12-09 (Price: 997.1), 0.0% below",0 days (business days),No Information,"^NSEI, Normal Case",No Information,No Information,No Information,No Information,11.87%/0.05%/6.52%,"1.95%, 12.56%",3.3 months (calendar days)/1.5 month (calendar days)/2.2 months (calendar days),2026-05-02/2026-02-10/2026-03-14,59.88%,13.58%,46.3%,1.19,0.56,1099.901/1062.1109/1299.7536/1009.6/1299.7536/1565.406/No EMA 200 Target,945.05/640.9/976.4995/762.8018/940.3577/891.107/961.68,88.89%/27/4 days (business days) (Across ALL Assets),85.71%/56/3 days (business days) (Across ALL Assets)
FRACTAL TRACK,"NFLX, Short, 2025-12-09 (Price: 96.71)",No Exit Yet,"-0.0%, 0 days (business days)","100.0%, Past 23 years, 7","Quarterly, is CONFIRMED on 2025-12-09",No Cancellation Possible,"2025-12-09 (Price: 96.71), 0.0% below",0 days (business days),No Information,No Information,No Information,"23.66% (Price: 106.2331), 8.96% below, Upmove Break Below","2022-06-30 (Price: 16.271), 2025-06-30 (Price: 134.115)",No Information,57.17%/10.52%/34.09%,"-0.0%, 57.17%",2.2 months (calendar days)/2.2 months (calendar days)/2.2 months (calendar days),2026-03-14/2026-03-13/2026-03-13,106.75%,5.4%,101.35%,1.28,0.89,185.954/63.7416/26.0/34.8663/77.3488/70.5306/No EMA 200 Target,No support/34.8663/77.3488/70.5306/89.0986/75.193/No support,75.0%/4/6 days (business days) (Across ALL Assets),57.14%/14/4 days (business days) (Across ALL Assets)
OSCILLATOR DELTA,"NZDCAD=X, Short, 2025-12-09 (Price: 0.8001)",No Exit Yet,"-0.0%, 0 days (business days)","92.31%, Past 6 years, 26","Daily, is Confirmed on 2025-12-09",No Cancellation Possible,"2025-12-09 (Price: 0.8001), 0.0% below",0 days (business days),No Information,No Information,No Information,No Information,No Information,No Information,1.53%/0.02%/0.57%,"1.48%, 2.56%",15 days (calendar days)/1 day (business days)/4 days (business days),2025-12-30/2025-12-10/2025-12-14,19.67%,5.1%,14.57%,0.32,-0.64,0.7904/0.7955/0.79/0.7945/No F-Stack Support/No F-Stack Support/No EMA 200 Target,No Recent Maxima/0.7945/No F-Stack Support/No F-Stack Support/No support/No support/No support,88.24%/17/4 days (business days) (Across ALL Assets),61.11%/36/6 days (business days) (Across ALL Assets)
FRACTAL TRACK,"SFTBY, Short, 2025-12-09 (Price: 60.45)",No Exit Yet,"-0.0%, 0 days (business days)","100.0%, Past 13 years, 4","Quarterly, was CONFIRMED on None",No Cancellation Possible,"2025-12-09 (Price: 60.45), 0.0% below",0 days (business days),No Information,No Information,No Information,"50.0% (Price: 53.39), 13.22% above, Upmove Break Below","2022-06-30 (Price: 16.78), 2025-12-09 (Price: 90.0)",No Information,22.05%/16.72%/18.57%,"0%, 22.05%",6.5 months (calendar days)/2.2 months (calendar days)/3.3 months (calendar days),2026-09-17/2026-03-13/2026-04-29,14.54%,5.4%,9.14%,7.65,0.48,65.153/49.2244/16.52/16.82/58.4635/48.0625/44.02,No support/16.82/58.4635/48.0625/53.39/44.75/No EMA 200 Support,75.0%/4/6 days (business days) (Across ALL Assets),57.14%/14/4 days (business days) (Across ALL Assets)
FRACTAL TRACK,"KWEB, Short, 2025-12-09 (Price: 37.06)",No Exit Yet,"-0.0%, 0 days (business days)","88.89%, Past 12 years, 9","Monthly, was CONFIRMED on 2025-12-02",No Cancellation Possible,"2025-12-09 (Price: 37.06), 0.0% below",0 days (business days),No Information,No Information,No Information,"23.66% (Price: 38.4709), 3.67% below, Upmove Break Below","2024-01-31 (Price: 22.68), 2025-10-31 (Price: 43.365)",No Information,10.4%/3.11%/6.98%,"19.33%, 16.82%",2.2 months (calendar days)/21 days (calendar days)/1.2 month (calendar days),2026-03-14/2026-01-08/2026-01-30,21.98%,5.3%,16.68%,0.3,0.14,34.0656/34.4732/24.65/24.5062/No F-Stack Support/No F-Stack Support/36.38,No support/24.5062/No F-Stack Support/No F-Stack Support/No support/No support/No EMA 200 Support,85.71%/7/27 days (calendar days) (Across ALL Assets),36.84%/19/3 days (business days) (Across ALL Assets)
FRACTAL TRACK,"NFLX, Short, 2025-12-09 (Price: 96.71)",No Exit Yet,"-0.0%, 0 days (business days)","87.5%, Past 23 years, 16","Monthly, was CONFIRMED on 2025-12-05",No Cancellation Possible,"2025-12-09 (Price: 96.71), 0.0% below",0 days (business days),No Information,No Information,No Information,"23.66% (Price: 102.5619), 5.71% below, Upmove Break Below","2012-08-31 (Price: 0.7544), 2025-06-30 (Price: 134.115)",No Information,51.8%/3.55%/19.68%,"21.42%, 51.8%",2.1 months (calendar days)/20 days (calendar days)/27 days (calendar days),2026-03-11/2026-01-06/2026-01-17,107.65%,5.4%,102.25%,0.58,0.92,178.0818/77.6775/16.69/34.8663/77.3488/70.5306/No EMA 200 Target,No support/34.8663/77.3488/70.5306/89.0986/75.193/No support,85.71%/7/27 days (calendar days) (Across ALL Assets),36.84%/19/3 days (business days) (Across ALL Assets)
OSCILLATOR DELTA,"BTI, Short, 2025-12-08 (Price: 57.41)",2025-12-09 (Price: 57.29) (Today),"0.21%, 1 day (business days)","86.84%, Past 6 years, 38","Daily, is Confirmed on 2025-12-08",No Cancellation Possible,"2025-12-09 (Price: 57.29), 0.21% below",1 day (business days),No Information,No Information,No Information,No Information,No Information,No Information,6.35%/0.03%/1.68%,"2.83%, 7.85%",15 days (calendar days)/1 day (business days)/5 days (business days),2025-12-29/2025-12-09/2025-12-15,42.91%,5.1%,37.81%,0.21,0.19,56.2848/56.4455/56.37/28.5067/52.4418/49.3734/49.33,No Recent Maxima/28.5067/52.4418/49.3734/No F-Track Level/No F-Track Level/No EMA 200 Support,88.24%/17/4 days (business days) (Across ALL Assets),61.11%/36/6 days (business days) (Across ALL Assets)
FRACTAL TRACK,"META, Short, 2025-11-30 (Price: 647.95)",No Exit Yet,"-1.39%, 9 days (calendar days)","100.0%, Past 13 years, 5","Monthly, was CONFIRMED on 2025-11-30",Already confirmed,"2025-12-09 (Price: 656.96), 1.39% above",9 days (calendar days),No Information,No Information,No Information,"23.66% (Price: 628.6993), 4.5% above, Upmove Break Below","2022-11-30 (Price: 88.09), 2025-08-31 (Price: 796.25)",No Information,32.63%/3.19%/11.97%,"-0.0%, 32.63%",2.2 months (calendar days)/20 days (calendar days)/1.2 month (calendar days),2026-03-04/2025-12-28/2026-01-22,94.49%,5.3%,89.19%,0.68,0.8,579.1377/570.3904/223.05/280.19/556.264/2054.9119/No EMA 200 Target,No support/280.19/556.264/No support/No F-Track Level/No F-Track Level/No support,85.71%/7/27 days (calendar days) (Across ALL Assets),36.84%/19/3 days (business days) (Across ALL Assets)
FRACTAL TRACK,"KWEB, Short, 2025-11-30 (Price: 37.57)",No Exit Yet,"1.36%, 9 days (calendar days)","88.89%, Past 12 years, 9","Monthly, was CONFIRMED on 2025-11-30",Already confirmed,"2025-12-09 (Price: 37.06), 1.36% below",9 days (calendar days),No Information,No Information,No Information,"23.66% (Price: 37.1791), 0.32% below, Upmove Break Below","2022-10-31 (Price: 17.22), 2025-10-31 (Price: 43.365)",No Information,10.4%/3.11%/6.98%,"19.33%, 16.82%",2.2 months (calendar days)/21 days (calendar days)/1.2 month (calendar days),2026-03-05/2025-12-30/2026-01-21,21.98%,5.3%,16.68%,0.3,0.14,34.5343/34.9476/21.88/24.5062/No F-Stack Support/No F-Stack Support/36.38,No support/24.5062/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,85.71%/7/27 days (calendar days) (Across ALL Assets),36.84%/19/3 days (business days) (Across ALL Assets)
FRACTAL TRACK,"NFLX, Short, 2025-11-30 (Price: 107.58)",2025-12-09 (Price: 96.71) (Today),"10.1%, 9 days (calendar days)","87.5%, Past 23 years, 16","Monthly, was CONFIRMED on 2025-11-30",Already confirmed,"2025-12-09 (Price: 96.71), 10.1% below",9 days (calendar days),No Information,No Information,No Information,"23.66% (Price: 106.2331), 8.96% below, Upmove Break Below","2022-05-31 (Price: 16.271), 2025-06-30 (Price: 134.115)",No Information,51.8%/3.55%/19.68%,"21.42%, 51.8%",2.1 months (calendar days)/20 days (calendar days)/27 days (calendar days),2026-03-02/2025-12-28/2026-01-08,107.65%,5.4%,102.25%,0.58,0.92,198.0978/86.4083/36.87/34.8663/100.8852/86.4764/No EMA 200 Target,No support/34.8663/100.8852/86.4764/No F-Track Level/No F-Track Level/No support,85.71%/7/27 days (calendar days) (Across ALL Assets),36.84%/19/3 days (business days) (Across ALL Assets)
FRACTAL TRACK,"SPOT, Short, 2025-11-23 (Price: 583.61)",2025-12-07 (Price: 564.93),"3.2%, 14 days (calendar days)","87.5%, Past 7 years, 16","Weekly, was CONFIRMED on 2025-11-23",Already confirmed,"2025-12-09 (Price: 589.67), 1.04% above",16 days (calendar days),No Information,No Information,No Information,"23.66% (Price: 615.6618), 4.22% below, Upmove Break Below","2022-11-06 (Price: 69.285), 2025-06-29 (Price: 785.0)",No Information,11.53%/3.99%/7.19%,"16.98%, 11.53%",1.1 month (calendar days)/4 days (business days)/9 days (calendar days),2026-01-11/2025-11-28/2025-12-06,38.54%,5.2%,33.34%,0.12,0.66,576.7234/541.6484/154.18/118.6/552.6195/456.7863/No EMA 200 Target,No support/118.6/552.6195/456.7863/No F-Track Level/No F-Track Level/No support,100.0%/1/14 days (calendar days) (Across ALL Assets),43.75%/16/1 day (business days) (Across ALL Assets)
FRACTAL TRACK,"NZDUSD=X, Short, 2025-12-09 (Price: 0.5781)",No Exit Yet,"-0.0%, 0 days (business days)","93.33%, Past 21 years, 15","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price > 0.6121 prior to 2025-12-31,"2025-12-09 (Price: 0.5781), 0.0% below",0 days (business days),No Information,No Information,No Information,"50% (Price: 0.6073), 4.81% below, Upmove Break Below","2023-12-31 (Price: 0.6085), 2025-04-30 (Price: 0.603)",No Information,8.02%/0.77%/4.13%,"4.43%, 8.71%",5.1 months (calendar days)/21 days (calendar days)/2.0 months (calendar days),2026-07-18/2026-01-08/2026-03-07,11.51%,5.4%,6.11%,0.41,-0.35,0.5715/0.5542/0.57/0.5509/No F-Stack Support/No F-Stack Support/No EMA 200 Target,No support/0.5509/No F-Stack Support/No F-Stack Support/No support/No support/No support,85.71%/7/27 days (calendar days) (Across ALL Assets),36.84%/19/3 days (business days) (Across ALL Assets)
FRACTAL TRACK,"GBPUSD=X, Short, 2025-12-09 (Price: 1.3303)",No Exit Yet,"-0.0%, 0 days (business days)","88.89%, Past 55 years, 18","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price > 1.3789 prior to 2025-12-31,"2025-12-09 (Price: 1.3303), 0.0% below",0 days (business days),No Information,No Information,No Information,"88.6% (Price: 1.3281), 0.17% above, Upmove Break Below","2024-09-30 (Price: 1.3003), 2025-01-31 (Price: 1.2576)",No Information,8.35%/0.41%/4.04%,"6.97%, 8.59%",2.9 months (calendar days)/20 days (calendar days)/1.4 month (calendar days),2026-04-14/2026-01-06/2026-02-09,7.54%,5.4%,2.14%,0.15,-0.64,1.3005/1.2766/1.3/1.1912/No F-Stack Support/No F-Stack Support/1.33,No support/1.1912/No F-Stack Support/No F-Stack Support/No support/No support/No EMA 200 Support,85.71%/7/27 days (calendar days) (Across ALL Assets),36.84%/19/3 days (business days) (Across ALL Assets)
FRACTAL TRACK,"C6L.SI, Short, 2025-12-09 (Price: 6.28)",No Exit Yet,"-0.0%, 0 days (business days)","86.21%, Past 40 years, 29","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price > 7.63 prior to 2025-12-31,"2025-12-09 (Price: 6.28), 0.0% below",0 days (business days),No Information,No Information,No Information,"78.6% (Price: 7.5813), 17.16% below, Upmove Break Below","2023-06-30 (Price: 6.44), 2024-08-31 (Price: 6.4)",No Information,19.3%/3.18%/7.25%,"25.0%, 22.14%",3.6 months (calendar days)/21 days (calendar days)/1.4 month (calendar days),2026-05-15/2026-01-08/2026-02-09,13.23%,5.4%,7.83%,0.2,-0.19,6.2009/5.8247/6.26/4.7975/No F-Stack Support/No F-Stack Support/No EMA 200 Target,No support/4.7975/No F-Stack Support/No F-Stack Support/No support/No support/No support,85.71%/7/27 days (calendar days) (Across ALL Assets),36.84%/19/3 days (business days) (Across ALL Assets)
