"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Level, Trendpulse start Date/Price($)",Trendpulse Breakout Date/Price($),Earliest Unconfirmed Signal Date/Price($),Time from Latest Trading day to Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,TrendPulse Start/End (Date and Price($)),Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/Moving Avg) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/Moving Avg) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
"EWJ, Long, 2025-09-14 (Price: 80.76)",2025-11-16 (Price: 83.98),"3.99%, 44 days","80.65%, Past 10 years, 31","Weekly, is CONFIRMED on 2025-09-12",Already confirmed,"2025-11-20 (Price: 79.49), 1.57% below",48 days,"2, 2025-03-02 (Price: 68.47)",2025-09-07 (Price: 79.18),2025-09-14 (Price: 80.76),53/48/48 days,0.39% above/1.57% below/1.57% below,2025-03-02 (Price: 71.0155)/2025-09-14 (Price: 79.0845),12.51%/1.17%/5.28%,"20.09%, 34.01%",184 days/19 days/70 days,2026-06-07/2025-10-11/2025-12-24,5.16%,4.75%,0.41%,0.52,0.11,82.4963/85.0241/88.13/No Horizontal Resistance/83.4752/89.1379/No Moving Avg Target,71.76/53.915/68.8472/52.3436/No F-Track Level/No F-Track Level/71.51,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"DIA, Long, 2025-08-24 (Price: 456.64)",2025-11-16 (Price: 471.8),"3.32%, 59 days","100.0%, Past 10 years, 28","Weekly, is CONFIRMED on 2025-08-22",Already confirmed,"2025-11-20 (Price: 458.1), 0.32% above",63 days,"2, 2024-11-17 (Price: 434.51)",2025-08-24 (Price: 456.64),2025-08-24 (Price: 456.64),63/63/63 days,0.32% above/0.32% above/0.32% above,2024-11-17 (Price: 451.5898)/2025-08-24 (Price: 448.186),8.64%/1.23%/3.89%,"-0.0%, 14.86%",209 days/19 days/87 days,2026-06-22/2025-09-20/2025-12-28,10.29%,9.9%,0.39%,1.56,0.44,467.919/474.4033/469.92/No Horizontal Resistance/538.1343/826.9871/No Moving Avg Target,383.22/321.6725/359.6128/249.2814/No F-Track Level/No F-Track Level/430.51,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"GILD, Long, 2025-08-11 (Price: 120.47)",2025-11-17 (Price: 124.09),"3.0%, 70 days","90.91%, Past 4 years, 33","Daily, is CONFIRMED on 2025-08-11",Already confirmed,"2025-11-20 (Price: 124.99), 3.75% above",73 days,"0, 2023-10-23 (Price: 77.56)",2025-08-07 (Price: 110.28),2025-08-11 (Price: 120.47),75/73/73 days,13.34% above/3.75% above/3.75% above,2023-10-23 (Price: 155.1244)/2025-08-11 (Price: 109.1244),8.4%/0.41%/3.42%,"16.01%, 27.45%",92 days/5 days/29 days,2025-12-22/2025-08-18/2025-09-22,14.61%,10.38%,4.23%,0.33,0.38,123.9275/124.5901/146.22/No Horizontal Resistance/121.083/140.4376/No Moving Avg Target,110.28/56.99/104.5806/96.4152/No F-Track Level/No F-Track Level/102.65,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
"DOL.TO, Long, 2025-08-06 (Price: 194.0)",2025-11-20 (Price: 198.34) (Today),"2.24%, 76 days","100.0%, Past 4 years, 44","Daily, is CONFIRMED on 2025-08-06",Already confirmed,"2025-11-20 (Price: 198.34), 2.24% above",76 days,"2, 2025-06-05 (Price: 177.1)",2025-08-05 (Price: 192.7),2025-08-06 (Price: 194.0),77/76/76 days,2.93% above/2.24% above/2.24% above,2025-06-05 (Price: 196.992)/2025-08-06 (Price: 191.406),10.12%/0.29%/3.51%,"-0.0%, 13.61%",101 days/4 days/29 days,2025-12-30/2025-08-11/2025-09-17,31.05%,25.35%,5.71%,1.47,1.07,197.7442/200.8094/204.14/No Horizontal Resistance/194.1559/294.0831/No Moving Avg Target,185.49/45.99/132.3972/94.2286/No F-Track Level/No F-Track Level/159.0,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
"EFN.TO, Long, 2025-08-03 (Price: 35.99)",2025-11-09 (Price: 36.81),"2.28%, 69 days","88.89%, Past 10 years, 27","Weekly, is CONFIRMED on 2025-08-01",Already confirmed,"2025-11-20 (Price: 36.25), 0.72% above",78 days,"2, 2025-01-19 (Price: 28.44)",2025-07-20 (Price: 35.8),2025-08-03 (Price: 35.99),88/78/78 days,1.26% above/0.72% above/0.72% above,2025-01-19 (Price: 29.4112)/2025-08-03 (Price: 35.2582),26.0%/1.9%/9.06%,"53.48%, 76.43%",129 days/24 days/55 days,2026-02-05/2025-09-06/2025-10-21,4.38%,15.83%,-11.45%,0.07,0.55,37.9982/39.2507/40.52/No Horizontal Resistance/45.1741/70.5281/No Moving Avg Target,27.54/11.7733/29.5041/177.9303/No F-Track Level/No F-Track Level/30.4,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"SLV, Long, 2025-07-31 (Price: 33.32)",2025-11-20 (Price: 45.78) (Today),"37.39%, 80 days","72.22%, Past 20 years, 18","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2025-11-20 (Price: 45.78), 37.39% above",80 days,"2, 2024-07-31 (Price: 26.39)",2025-06-30 (Price: 32.81),2025-07-31 (Price: 33.32),103/80/80 days,39.53% above/37.39% above/37.39% above,2024-07-31 (Price: 32.034)/2025-07-31 (Price: 31.098),30.37%/2.87%/19.11%,"54.87%, 60.6%",522 days/87 days/231 days,2027-08-26/2025-12-04/2026-06-30,3.89%,5.98%,-2.09%,0.2,0.22,36.0589/39.6875/37.48/No Horizontal Resistance/47.5817/54.635/No Moving Avg Target,26.33/18.99/31.6598/28.4154/No F-Track Level/No F-Track Level/29.96,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"GNE.NZ, Long, 2025-07-20 (Price: 2.38)",2025-11-09 (Price: 2.52),"5.88%, 79 days","86.96%, Past 10 years, 23","Weekly, is CONFIRMED on 2025-07-18",Already confirmed,"2025-11-20 (Price: 2.47), 3.78% above",88 days,"2, 2024-11-10 (Price: 2.12)",2025-07-13 (Price: 2.36),2025-07-20 (Price: 2.38),93/88/88 days,4.66% above/3.78% above/3.78% above,2024-11-10 (Price: 2.4061)/2025-07-20 (Price: 2.3232),9.3%/0.78%/5.31%,"22.37%, 34.69%",309 days/19 days/101 days,2026-10-10/2025-08-16/2025-12-13,5.76%,3.37%,2.39%,0.38,0.06,2.4892/2.5064/2.54/3.575/No Next Fib Ext/No Next Fib Ext/No Moving Avg Target,2.14/2.0733/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/2.22,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"FSF.NZ, Long, 2025-06-30 (Price: 6.58)",2025-11-20 (Price: 7.912) (Today),"20.24%, 103 days","100.0%, Past 20 years, 9","Monthly, is CONFIRMED on 2025-06-30",Already confirmed,"2025-11-20 (Price: 7.912), 20.24% above",103 days,"4, 2022-06-30 (Price: 3.1)",2025-05-31 (Price: 6.15),2025-06-30 (Price: 6.58),123/103/103 days,28.65% above/20.24% above/20.24% above,2022-06-30 (Price: 2.9723)/2025-06-30 (Price: 6.0296),44.06%/6.89%/28.09%,"-0.0%, 15.01%",370 days/130 days/226 days,2026-12-17/2026-01-04/2026-05-23,27.24%,1.15%,26.09%,1.21,-0.07,7.596/8.4283/8.67/No Horizontal Resistance/8.5311/12.0421/No Moving Avg Target,3.0/2.942/6.3611/26.9153/No F-Track Level/No F-Track Level/5.37,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"CSCO, Long, 2025-06-29 (Price: 68.65)",2025-11-16 (Price: 78.0),"13.62%, 99 days","95.83%, Past 10 years, 24","Weekly, is CONFIRMED on 2025-06-27",Already confirmed,"2025-11-20 (Price: 75.44), 9.89% above",103 days,"2, 2025-01-12 (Price: 58.74)",2025-06-22 (Price: 66.32),2025-06-29 (Price: 68.65),108/103/103 days,13.75% above/9.89% above/9.89% above,2025-01-12 (Price: 66.7885)/2025-06-29 (Price: 65.4038),14.42%/0.74%/5.37%,"16.99%, 36.88%",199 days/19 days/57 days,2026-04-13/2025-07-26/2025-09-19,13.41%,8.78%,4.63%,0.75,0.32,72.8582/72.3365/74.6/No Horizontal Resistance/78.7458/109.6316/No Moving Avg Target,54.54/40.92/68.2017/52.6706/No F-Track Level/No F-Track Level/59.3,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"CEN.NZ, Long, 2025-06-01 (Price: 9.16)",2025-11-20 (Price: 9.39) (Today),"2.51%, 123 days","100.0%, Past 10 years, 26","Weekly, is CONFIRMED on 2025-05-30",Already confirmed,"2025-11-20 (Price: 9.39), 2.51% above",123 days,"2, 2024-12-15 (Price: 9.0)",2025-06-01 (Price: 9.16),2025-06-01 (Price: 9.16),123/123/123 days,2.51% above/2.51% above/2.51% above,2024-12-15 (Price: 9.9031)/2025-06-01 (Price: 9.0781),16.04%/1.09%/5.37%,"-0.0%, 16.12%",204 days/24 days/79 days,2026-03-23/2025-07-05/2025-09-23,15.41%,3.65%,11.76%,1.66,0.08,9.5246/9.6519/9.26/No Horizontal Resistance/11.2606/15.4512/No Moving Avg Target,8.52/6.86/8.6706/33.2031/No F-Track Level/No F-Track Level/8.87,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"GOOG, Long, 2025-05-31 (Price: 172.85)",2025-10-31 (Price: 281.82),"63.04%, 109 days","94.12%, Past 20 years, 17","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2025-11-20 (Price: 289.98), 67.76% above",123 days,"10, 2020-05-31 (Price: 71.446)",2025-05-31 (Price: 172.85),2025-05-31 (Price: 172.85),123/123/123 days,67.76% above/67.76% above/67.76% above,2020-05-31 (Price: 149.423)/2025-05-31 (Price: 157.2888),63.04%/1.54%/29.75%,"3.21%, 18.92%",412 days/86 days/199 days,2027-01-17/2025-10-02/2026-03-15,22.75%,24.26%,-1.52%,1.49,0.85,188.7349/224.2729/233.69/No Horizontal Resistance/219.0619/240.3589/No Moving Avg Target,156.23/85.8978/138.1748/130.09/No F-Track Level/No F-Track Level/172.82,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"EURUSD=X, Long, 2025-05-31 (Price: 1.1378)",2025-10-31 (Price: 1.1572),"1.71%, 109 days","75.0%, Past 20 years, 20","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2025-11-20 (Price: 1.1541), 1.43% above",123 days,"2, 2023-11-30 (Price: 1.0974)",2025-05-31 (Price: 1.1378),2025-05-31 (Price: 1.1378),123/123/123 days,1.43% above/1.43% above/1.43% above,2023-11-30 (Price: 1.1131)/2025-05-31 (Price: 1.1277),8.26%/0.88%/4.48%,"18.25%, 23.39%",284 days/109 days/178 days,2026-07-16/2025-11-04/2026-02-12,0.65%,-0.39%,1.04%,0.09,-0.5,1.141/1.1888/1.16/1.2218/1.6296/1.7649/No Moving Avg Target,1.04/1.0207/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/1.08,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"UBER, Long, 2025-05-31 (Price: 84.16)",2025-10-31 (Price: 96.5),"14.66%, 109 days","100.0%, Past 20 years, 4","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2025-11-20 (Price: 83.36), 0.95% below",123 days,"2, 2024-05-31 (Price: 64.56)",2025-04-30 (Price: 81.01),2025-05-31 (Price: 84.16),146/123/123 days,2.9% above/0.95% below/0.95% below,2024-05-31 (Price: 93.125)/2025-05-31 (Price: 78.425),38.27%/4.86%/19.26%,"-0.0%, 18.79%",153 days/109 days/123 days,2026-01-07/2025-11-04/2025-11-25,36.82%,14.17%,22.65%,0.8,0.47,102.1366/100.3692/95.92/No Horizontal Resistance/94.5323/103.0637/No Moving Avg Target,60.32/28.6593/72.8134/67.6463/No F-Track Level/No F-Track Level/73.7,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"TD.TO, Long, 2025-05-31 (Price: 94.77)",2025-10-31 (Price: 115.16),"21.52%, 109 days","88.24%, Past 20 years, 17","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2025-11-20 (Price: 114.66), 20.99% above",123 days,"0, 2020-05-31 (Price: 58.98)",2025-04-30 (Price: 88.09),2025-05-30 (Price: 94.77),146/124/123 days,30.16% above/20.99% above/20.99% above,2020-05-31 (Price: 123.3668)/2025-05-31 (Price: 82.5474),21.52%/1.04%/11.02%,"18.56%, 26.48%",327 days/86 days/189 days,2026-09-16/2025-10-02/2026-02-28,7.3%,7.14%,0.16%,0.86,0.25,103.9343/105.2137/116.24/No Horizontal Resistance/128.6672/152.0396/No Moving Avg Target,75.2/73.6233/83.3451/69.6282/No F-Track Level/No F-Track Level/82.55,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"TCEHY, Long, 2025-03-31 (Price: 63.84)",2025-11-20 (Price: 77.83) (Today),"21.91%, 168 days","100.0%, Past 20 years, 14","Monthly, is CONFIRMED on 2025-03-31",Already confirmed,"2025-11-20 (Price: 77.83), 21.91% above",168 days,"0, 2020-03-31 (Price: 49.09)",2025-02-28 (Price: 61.61),2025-03-31 (Price: 63.84),189/168/168 days,26.33% above/21.91% above/21.91% above,2020-03-31 (Price: 108.6075)/2025-03-31 (Price: 58.3848),48.56%/8.58%/32.02%,"-0.0%, 28.74%",434 days/87 days/179 days,2026-12-19/2025-08-04/2025-12-15,29.28%,21.03%,8.25%,1.74,0.72,78.3955/84.2816/72.69/73.09/91.9947/116.3817/No Moving Avg Target,34.84/36.36/58.3318/52.1422/No F-Track Level/No F-Track Level/53.18,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"BNS.TO, Long, 2024-09-30 (Price: 73.69)",2025-10-31 (Price: 91.99),"24.83%, 284 days","88.24%, Past 20 years, 17","Monthly, is CONFIRMED on 2024-09-30",Already confirmed,"2025-11-20 (Price: 93.59), 27.01% above",298 days,"0, 2019-09-30 (Price: 75.25)",2024-08-31 (Price: 67.27),2024-09-30 (Price: 73.69),318/298/298 days,39.13% above/27.01% above/27.01% above,2019-09-30 (Price: 123.536)/2024-09-30 (Price: 64.496),24.83%/3.08%/11.43%,"30.99%, 38.87%",719 days/129 days/282 days,2027-08-07/2025-04-04/2025-11-12,4.31%,6.33%,-2.02%,0.35,0.21,75.6575/82.1128/74.63/81.0275/92.969/100.7509/No Moving Avg Target,56.15/54.1533/69.3218/61.3348/No F-Track Level/No F-Track Level/65.1,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"ORCL, Long, 2024-09-30 (Price: 170.4)",2025-10-31 (Price: 262.61),"54.11%, 284 days","81.25%, Past 20 years, 16","Monthly, is CONFIRMED on 2024-09-30",Already confirmed,"2025-11-20 (Price: 210.69), 23.64% above",298 days,"0, 2019-09-30 (Price: 55.03)",2024-09-30 (Price: 170.4),2024-09-30 (Price: 170.4),298/298/298 days,23.64% above/23.64% above/23.64% above,2019-09-30 (Price: 79.91)/2024-09-30 (Price: 138.6433),54.11%/7.78%/20.09%,"6.17%, 28.67%",478 days/87 days/210 days,2026-08-23/2025-02-03/2025-07-31,9.74%,9.41%,0.32%,1.04,0.34,185.4293/204.6334/239.62/No Horizontal Resistance/145.7273/152.3597/No Moving Avg Target,61.07/54.8525/117.4897/106.3198/No F-Track Level/No F-Track Level/126.67,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"^NZ50, Long, 2024-08-31 (Price: 12447.6797)",2025-10-31 (Price: 13548.3203),"8.84%, 304 days","83.33%, Past 20 years, 12","Monthly, is CONFIRMED on 2024-08-31",Already confirmed,"2025-11-20 (Price: 13296.0498), 6.82% above",318 days,"0, 2019-08-31 (Price: 10757.2002)",2024-07-31 (Price: 12405.2695),2024-08-31 (Price: 12447.6797),341/318/318 days,7.18% above/6.82% above/6.82% above,2019-08-31 (Price: 14326.3929)/2024-08-31 (Price: 11917.172),16.11%/2.05%/8.79%,"10.24%, 18.13%",304 days/130 days/205 days,2025-11-14/2025-03-07/2025-06-23,6.21%,8.68%,-2.47%,0.51,0.45,13109.8963/13541.8307/13461.97/13492.3003/14773.8816/17170.3822/No Moving Avg Target,10757.69/10637.0249/10062.5272/7182.4386/No F-Track Level/No F-Track Level/11844.52,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"SFTBY, Long, 2024-03-31 (Price: 29.71)",2025-10-31 (Price: 87.91),"195.89%, 414 days","77.78%, Past 20 years, 9","Monthly, is CONFIRMED on 2024-03-31",Already confirmed,"2025-11-20 (Price: 56.93), 91.62% above",428 days,"0, 2019-03-31 (Price: 24.325)",2024-01-31 (Price: 21.6),2024-03-28 (Price: 29.71),471/430/428 days,163.56% above/91.62% above/91.62% above,2019-03-31 (Price: 68.9948)/2024-03-31 (Price: 19.4431),195.86%/14.0%/54.91%,"49.17%, 64.04%",434 days/260 days/395 days,2025-12-19/2025-04-11/2025-10-24,16.52%,15.45%,1.07%,0.27,0.51,32.8563/46.0238/32.94/33.06/52.6237/57.2421/No Moving Avg Target,16.86/16.82/28.6536/144.0247/No F-Track Level/No F-Track Level/23.29,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"RELIANCE.NS, Long, 2024-02-29 (Price: 1460.8)",2025-11-20 (Price: 1549.1) (Today),"6.04%, 450 days","89.47%, Past 20 years, 19","Monthly, is CONFIRMED on 2024-02-29",Already confirmed,"2025-11-20 (Price: 1549.1), 6.04% above",450 days,"0, 2019-02-28 (Price: 562.7946)",2024-01-31 (Price: 1426.625),2024-02-29 (Price: 1460.8),471/450/450 days,8.58% above/6.04% above/6.04% above,2019-02-28 (Price: 1196.1537)/2024-02-29 (Price: 1334.1423),54.13%/1.64%/30.98%,"26.02%, 36.79%",478 days/109 days/233 days,2026-01-21/2024-08-04/2025-01-31,10.34%,17.67%,-7.33%,1.02,0.63,1901.5234/1913.3558/1999.6/No Horizontal Resistance/1503.6962/2250.6285/No Moving Avg Target,1071.86/853.4344/1393.886/957.4297/No F-Track Level/No F-Track Level/1244.6,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"GILD, Long, 2022-12-31 (Price: 85.85)",2025-11-20 (Price: 124.99) (Today),"45.59%, 753 days","100.0%, Past 33 years, 10","Quarterly, is CONFIRMED on 2022-12-31",Already confirmed,"2025-11-20 (Price: 124.99), 45.59% above",753 days,"4, 2014-12-31 (Price: 94.26)",2022-09-30 (Price: 61.69),2022-12-31 (Price: 85.85),819/753/753 days,102.61% above/45.59% above/45.59% above,2014-12-31 (Price: 124.0506)/2022-12-31 (Price: 58.9201),74.14%/5.29%/44.68%,"-0.0%, 24.28%",913 days/327 days/509 days,2026-08-14/2024-04-17/2025-01-06,12.82%,17.18%,-4.36%,1.5,0.52,96.8989/124.2078/90.9/No Horizontal Resistance/123.4541/140.4376/No Moving Avg Target,58.26/56.99/75.3922/65.1312/No F-Track Level/No F-Track Level/67.59,86.67%/15/609 days (Across ALL Assets),100.0%/1/155 days (Across ALL Assets)
"TRI.TO, Short, 2025-10-31 (Price: 214.84)",No Exit Yet,"13.53%, 14 days","88.89%, Past 20 years, 9","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-11-20 (Price: 185.77), 13.53% below",14 days,"0, 2020-10-31 (Price: 107.5597)",2025-09-30 (Price: 216.1),2025-10-31 (Price: 214.84),37/14/14 days,14.04% below/13.53% below/13.53% below,2020-10-31 (Price: 67.9753)/2025-10-31 (Price: 244.2985),25.37%/7.99%/21.25%,"21.18%, 25.96%",131 days/108 days/117 days,2026-05-08/2026-04-05/2026-04-18,35.0%,5.4%,29.6%,0.54,0.45,229.2343/169.1865/150.47/116.89/193.124/131.2534/No Moving Avg Target,278.08/116.89/193.124/131.2534/No F-Track Level/No F-Track Level/249.35,100.0%/1/281 days (Across ALL Assets),0.0%/4/112 days (Across ALL Assets)
"PFE, Short, 2024-03-31 (Price: 27.75)",2025-11-20 (Price: 24.4) (Today),"12.07%, 428 days","100.0%, Past 48 years, 7","Quarterly, is CONFIRMED on 2024-03-31",Already confirmed,"2025-11-20 (Price: 24.4), 12.07% below",428 days,"6, 2009-03-31 (Price: 12.9222)",2023-12-31 (Price: 28.79),2024-03-31 (Price: 27.75),493/428/428 days,15.25% below/12.07% below/12.07% below,2009-03-31 (Price: 11.0247)/2024-03-31 (Price: 32.0614),28.35%/4.94%/10.06%,"0.0%, 34.93%",718 days/326 days/406 days,2027-02-03/2025-07-16/2025-11-09,6.98%,5.5%,1.48%,0.85,0.21,26.4485/24.9583/18.85/26.1058/21.508/20.5265/No Moving Avg Target,59.05/26.1058/21.508/20.5265/No F-Track Level/No F-Track Level/31.61,100.0%/1/415 days (Across ALL Assets),No Data (Across ALL Assets)
