Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date (Farthest./Earliest./Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2) [$],Moving Average (50-days/200-days),Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"BAC, Long, 2025-07-31 (Price: 47.27)",2025-11-04 (Price: 53.54) (Today),"13.26%, 68 days","75.0%, Past 20 years, 16","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2025-11-04 (Price: 53.54), 13.26% above",68 days,No Information,No Information,No Information,No Information,No Information,21.32% above/11.63% above/13.26% above,30.69%/9.64%/20.1%,"25.08%, 44.87%",412 days/88 days/206 days,2027-03-19/2025-12-05/2026-05-25,4.84%,3.94%,0.9%,0.33,0.19,52.673/56.7713/52.62/48.715/No Next Fib Ext/No Next Fib Ext,26.34/29.49/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,46.1/44.14,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"BDGI.TO, Long, 2025-07-31 (Price: 52.29)",2025-11-04 (Price: 72.36) (Today),"38.38%, 68 days","89.66%, Past 20 years, 29","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2025-11-04 (Price: 72.36), 38.38% above",68 days,No Information,No Information,No Information,No Information,No Information,62.21% above/48.83% above/38.38% above,159.21%/3.87%/50.82%,"37.81%, 54.03%",413 days/106 days/179 days,2027-03-21/2025-12-31/2026-04-16,17.99%,19.81%,-1.82%,0.67,0.65,79.3187/78.8638/64.4/No Horizontal Resistance/50.7492/58.5532,35.88/24.32/46.0323/42.8299/No F-Track Level/No F-Track Level,48.55/41.26,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"EFN.TO, Long, 2025-07-31 (Price: 36.04)",2025-11-04 (Price: 37.26) (Today),"3.39%, 68 days","80.0%, Past 20 years, 10","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2025-11-04 (Price: 37.26), 3.39% above",68 days,No Information,No Information,No Information,No Information,No Information,9.23% above/3.39% above/3.39% above,38.62%/14.85%/28.42%,"56.02%, 79.06%",500 days/130 days/316 days,2027-07-25/2026-02-04/2026-10-31,5.85%,15.7%,-9.85%,0.22,0.57,39.2728/46.2826/50.92/No Horizontal Resistance/45.1741/70.5281,11.47/11.7733/29.5041/177.9303/No F-Track Level/No F-Track Level,33.96/30.37,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"TRI.TO, Long, 2025-07-31 (Price: 278.08)",2025-11-04 (Price: 206.63) (Today),"-25.69%, 68 days","100.0%, Past 20 years, 9","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2025-11-04 (Price: 206.63), 25.69% below",68 days,No Information,No Information,No Information,No Information,No Information,24.54% below/25.2% below/25.69% below,32.32%/6.96%/20.49%,"-0.0%, 18.1%",413 days/109 days/220 days,2027-03-21/2026-01-04/2026-06-14,18.05%,10.32%,7.73%,1.22,0.45,304.581/335.0586/362.56/No Horizontal Resistance/293.2329/455.2123,166.11/117.9612/193.124/131.2534/No F-Track Level/No F-Track Level,272.78/249.41,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"DBC, Long, 2025-07-29 (Price: 22.69)",2025-11-04 (Price: 22.89) (Today),"0.88%, 70 days","85.71%, Past 4 years, 21","Daily, is CONFIRMED on 2025-07-29",Already confirmed,"2025-11-04 (Price: 22.89), 0.88% above",70 days,No Information,No Information,No Information,No Information,No Information,2.19% above/0.88% above/0.88% above,5.33%/1.09%/2.64%,"7.94%, 13.15%",71 days/4 days/19 days,2025-11-08/2025-08-03/2025-08-25,11.28%,6.28%,5.0%,0.33,0.21,23.112/23.289/23.69/28.58/61.3269/86.3141,22.17/19.55/22.4363/93.8694/No F-Track Level/No F-Track Level,22.0/21.98,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
BASELINEDIVERGENCE,"HDFCBANK.NS, Long, 2025-07-27 (Price: 1002.3)",2025-11-04 (Price: 985.25) (Today),"-1.7%, 71 days","86.21%, Past 10 years, 29","Weekly, was CONFIRMED on 2025-07-27",Already confirmed,"2025-11-04 (Price: 985.25), 1.7% below",71 days,No Information,"^NSEI, Normal Case",No Information,No Information,No Information,No Information,11.87%/0.05%/6.52%,"1.95%, 12.56%",100 days/44 days/66 days,2025-12-18/2025-09-28/2025-10-30,59.88%,13.58%,46.3%,1.19,0.56,1105.6371/1067.65/1263.3223/No Horizontal Resistance/1263.3223/2016.6114,818.38/640.9/797.7641/510.0332/No F-Track Level/No F-Track Level,974.21/942.52,88.89%/27/87 days (Across ALL Assets),85.45%/55/76 days (Across ALL Assets)
TRENDPULSE,"GNE.NZ, Long, 2025-07-20 (Price: 2.38)",2025-11-04 (Price: 2.52) (Today),"5.88%, 76 days","86.96%, Past 10 years, 23","Weekly, is CONFIRMED on 2025-07-18",Already confirmed,"2025-11-04 (Price: 2.52), 5.88% above",76 days,No Information,No Information,No Information,No Information,No Information,6.78% above/5.88% above/5.88% above,9.3%/0.78%/5.31%,"22.37%, 34.69%",309 days/19 days/101 days,2026-10-10/2025-08-16/2025-12-13,5.76%,3.37%,2.39%,0.38,0.06,2.4892/2.5064/2.54/3.575/No Next Fib Ext/No Next Fib Ext,2.14/2.0733/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,2.3/2.22,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"PFE, Long, 2025-07-13 (Price: 25.65)",2025-11-04 (Price: 24.3) (Today),"-5.26%, 81 days","80.56%, Past 10 years, 36","Weekly, is CONFIRMED on 2025-07-11",Already confirmed,"2025-11-04 (Price: 24.3), 5.26% below",81 days,No Information,No Information,No Information,No Information,No Information,4.26% below/5.15% below/5.26% below,20.77%/1.93%/7.05%,"41.05%, 50.99%",304 days/19 days/71 days,2026-09-26/2025-08-09/2025-10-23,4.98%,2.87%,2.11%,0.23,0.04,26.4092/27.4583/27.4/55.39/66.4672/73.1352,21.91/25.244/21.508/20.5265/No F-Track Level/No F-Track Level,23.89/25.65,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"EURUSD=X, Long, 2025-07-06 (Price: 1.1771)",2025-11-04 (Price: 1.1488) (Today),"-2.4%, 86 days","88.57%, Past 10 years, 35","Weekly, is CONFIRMED on 2025-07-04",Already confirmed,"2025-11-04 (Price: 1.1488), 2.4% below",86 days,No Information,No Information,No Information,No Information,No Information,1.74% below/2.54% below/2.4% below,5.31%/0.82%/2.41%,"13.11%, 20.04%",319 days/19 days/71 days,2026-10-11/2025-08-02/2025-10-16,3.88%,-1.08%,4.95%,0.46,-0.67,1.1903/1.2055/1.23/1.2286/1.6296/1.7649,1.03/1.0069/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,1.14/1.09,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
PULSEGAUGE,"NVDA, Long, 2025-07-06 (Price: 159.34)",2025-11-02 (Price: 202.49),"27.08%, 84 days","94.12%, Past 25 years, 17","Weekly, was CONFIRMED on 2025-07-06",No Cancellation Possible,"2025-11-04 (Price: 198.69), 24.7% above",86 days,No Information,No Information,No Information,No Information,No Information,No Information,28.19%/20.58%/24.09%,"29.8%, 29.8%",199 days/14 days/74 days,2026-04-20/2025-07-26/2025-10-21,50.71%,30.07%,20.64%,0.55,0.86,165.1718/197.725/176.5924/No Horizontal Resistance/176.5924/239.8943,94.31/13.9695/152.8996/143.3288/No F-Track Level/No F-Track Level,182.87/148.89,73.47%/49/155 days (Across ALL Assets),72.58%/124/147 days (Across ALL Assets)
PULSEGAUGE,"NKE, Long, 2025-07-06 (Price: 76.39)",2025-11-02 (Price: 64.59),"-15.45%, 84 days","82.35%, Past 25 years, 17","Weekly, was CONFIRMED on 2025-07-06",No Cancellation Possible,"2025-11-04 (Price: 61.23), 19.85% below",86 days,No Information,No Information,No Information,No Information,No Information,No Information,26.79%/20.21%/22.44%,"17.2%, 26.91%",409 days/19 days/166 days,2027-02-18/2025-08-02/2026-03-03,11.64%,10.37%,1.27%,0.35,0.37,78.4525/93.5319/171.1647/176.74/171.1647/206.9588,54.39/71.73/60.8668/56.1303/No F-Track Level/No F-Track Level,70.63/69.09,73.47%/49/155 days (Across ALL Assets),72.58%/124/147 days (Across ALL Assets)
TRENDPULSE,"HDB, Long, 2025-06-30 (Price: 38.335)",2025-11-04 (Price: 36.24) (Today),"-5.46%, 91 days","100.0%, Past 25 years, 6","Quarterly, is CONFIRMED on 2025-06-30",Already confirmed,"2025-11-04 (Price: 36.24), 5.46% below",91 days,No Information,No Information,No Information,No Information,No Information,9.09% above/4.58% below/5.46% below,63.19%/27.72%/46.13%,"-0.0%, 15.59%",718 days/456 days/587 days,2028-05-04/2027-04-21/2027-10-28,19.68%,17.43%,2.25%,1.57,0.58,47.0677/56.0189/39.66/38.8512/40.717/47.4928,19.23/25.6925/32.7076/21.1884/No F-Track Level/No F-Track Level,37.0/32.86,86.67%/15/609 days (Across ALL Assets),100.0%/1/155 days (Across ALL Assets)
TRENDPULSE,"GLD, Long, 2025-06-30 (Price: 304.83)",2025-11-04 (Price: 362.32) (Today),"18.86%, 91 days","100.0%, Past 20 years, 4","Quarterly, is CONFIRMED on 2025-06-30",Already confirmed,"2025-11-04 (Price: 362.32), 18.86% above",91 days,No Information,No Information,No Information,No Information,No Information,25.74% above/23.93% above/18.86% above,33.06%/15.19%/24.12%,"-0.0%, 10.36%",586 days/392 days/489 days,2027-10-26/2027-01-18/2027-06-08,10.81%,10.5%,0.31%,0.74,0.5,359.6994/378.355/413.54/No Horizontal Resistance/424.4974/624.146,154.67/150.8/301.1087/224.8487/No F-Track Level/No F-Track Level,306.13/268.69,86.67%/15/609 days (Across ALL Assets),100.0%/1/155 days (Across ALL Assets)
TRENDPULSE,"GDX, Long, 2025-06-30 (Price: 52.06)",2025-11-04 (Price: 68.28) (Today),"31.16%, 91 days","100.0%, Past 19 years, 4","Quarterly, is CONFIRMED on 2025-06-30",Already confirmed,"2025-11-04 (Price: 68.28), 31.16% above",91 days,No Information,No Information,No Information,No Information,No Information,48.53% above/31.51% above/31.16% above,44.96%/44.96%/44.96%,"-0.0%, 21.31%",522 days/522 days/522 days,2027-07-26/2027-07-26/2027-07-26,19.89%,3.19%,16.7%,0.53,0.13,72.2645/75.4662/67.96/No Horizontal Resistance/72.73/88.5521,24.12/25.645/50.0225/36.1563/No F-Track Level/No F-Track Level,50.42/42.59,86.67%/15/609 days (Across ALL Assets),100.0%/1/155 days (Across ALL Assets)
TRENDPULSE,"JETS, Long, 2025-06-30 (Price: 22.97)",2025-11-04 (Price: 23.99) (Today),"4.44%, 91 days","80.0%, Past 20 years, 5","Monthly, is CONFIRMED on 2025-06-30",Already confirmed,"2025-11-04 (Price: 23.99), 4.44% above",91 days,No Information,No Information,No Information,No Information,No Information,5.59% above/4.71% above/4.44% above,7.48%/7.48%/7.48%,"3.13%, 30.25%",86 days/86 days/86 days,2025-11-01/2025-11-01/2025-11-01,2.81%,0.17%,2.64%,0.19,0.02,21.5964/24.6882/26.61/27.271/No Next Fib Ext/No Next Fib Ext,19.82/14.732/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,21.74/22.89,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"FSF.NZ, Long, 2025-06-30 (Price: 6.58)",2025-11-04 (Price: 8.35) (Today),"26.9%, 91 days","100.0%, Past 20 years, 9","Monthly, is CONFIRMED on 2025-06-30",Already confirmed,"2025-11-04 (Price: 8.35), 26.9% above",91 days,No Information,No Information,No Information,No Information,No Information,35.77% above/30.47% above/26.9% above,44.06%/6.89%/28.09%,"-0.0%, 15.01%",370 days/130 days/226 days,2026-12-17/2026-01-04/2026-05-23,27.24%,1.15%,26.09%,1.21,-0.07,7.596/8.4283/8.67/No Horizontal Resistance/8.5311/12.0421,3.0/2.942/6.3611/26.9153/No F-Track Level/No F-Track Level,6.09/5.37,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
FRACTAL TRACK,"SOXX, Long, 2025-06-30 (Price: 238.7)",2025-10-31 (Price: 306.55),"28.42%, 89 days","100.0%, Past 24 years, 20","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2025-11-04 (Price: 296.26), 24.11% above",91 days,No Information,No Information,No Information,"50% (Price: 145.7634), 103.25% above, Upmove Bounce Back","2015-08-31 (Price: 24.2867), 2024-07-31 (Price: 267.24)",No Information,232.86%/6.72%/83.33%,"-0.0%, 59.88%",2847 days/239 days/969 days,2036-10-13/2026-06-11/2029-05-03,6.92%,10.69%,-3.77%,0.53,0.39,278.5629/437.6087/384.47/239.6067/254.997/285.4342,183.84/95.6666/226.8328/161.2/No F-Track Level/No F-Track Level,274.25/230.15,84.44%/45/1293 days (Across ALL Assets),76.0%/100/206 days (Across ALL Assets)
TRENDPULSE,"HDFCBANK.NS, Long, 2025-06-29 (Price: 1007.45)",2025-11-04 (Price: 985.25) (Today),"-2.2%, 91 days","100.0%, Past 10 years, 31","Weekly, is CONFIRMED on 2025-06-27",Already confirmed,"2025-11-04 (Price: 985.25), 2.2% below",91 days,No Information,No Information,No Information,No Information,No Information,0.3% above/0.49% below/2.2% below,11.89%/1.08%/5.97%,"-0.0%, 23.57%",354 days/19 days/104 days,2026-11-23/2025-07-26/2025-11-26,11.86%,15.07%,-3.2%,1.45,0.63,1071.1208/1067.5948/1152.92/No Horizontal Resistance/1263.3223/2016.6114,818.38/640.9/797.7641/510.0332/No F-Track Level/No F-Track Level,969.18/892.58,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"CSCO, Long, 2025-06-29 (Price: 68.65)",2025-11-04 (Price: 72.32) (Today),"5.35%, 91 days","95.83%, Past 10 years, 24","Weekly, is CONFIRMED on 2025-06-27",Already confirmed,"2025-11-04 (Price: 72.32), 5.35% above",91 days,No Information,No Information,No Information,No Information,No Information,9.05% above/5.35% above/5.35% above,14.42%/0.74%/5.37%,"16.99%, 36.88%",199 days/19 days/57 days,2026-04-13/2025-07-26/2025-09-19,13.41%,8.78%,4.63%,0.75,0.32,72.8582/72.3365/74.6/No Horizontal Resistance/78.7458/109.6316,54.54/40.92/68.2017/52.6706/No F-Track Level/No F-Track Level,62.22/59.3,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"COIN, Long, 2025-06-29 (Price: 353.43)",2025-11-04 (Price: 307.32) (Today),"-13.05%, 91 days","100.0%, Past 10 years, 9","Weekly, is CONFIRMED on 2025-06-27",Already confirmed,"2025-11-04 (Price: 307.32), 13.05% below",91 days,No Information,No Information,No Information,No Information,No Information,0.34% below/13.05% below/13.05% below,63.87%/2.91%/33.17%,"-0.0%, 53.28%",194 days/24 days/91 days,2026-04-05/2025-08-02/2025-11-07,63.98%,0.11%,63.87%,1.08,0.47,347.1389/470.6627/381.98/No Horizontal Resistance/359.5789/523.2877,160.55/86.505/234.936/157.903/No F-Track Level/No F-Track Level,245.45/237.22,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"USO, Long, 2025-06-22 (Price: 83.12)",2025-11-04 (Price: 71.93) (Today),"-13.46%, 96 days","87.5%, Past 10 years, 24","Weekly, is CONFIRMED on 2025-06-20",Already confirmed,"2025-11-04 (Price: 71.93), 13.46% below",96 days,No Information,No Information,No Information,No Information,No Information,10.33% below/12.6% below/13.46% below,11.52%/0.56%/5.28%,"70.35%, 78.81%",314 days/24 days/83 days,2026-09-19/2025-07-26/2025-10-20,-0.4%,-8.69%,8.29%,-0.01,-0.2,82.5382/87.5087/86.24/83.47/No Next Fib Ext/No Next Fib Ext,64.01/44.03/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,69.26/72.76,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"CNQ.TO, Long, 2025-06-15 (Price: 45.9)",2025-11-04 (Price: 44.18) (Today),"-3.75%, 101 days","70.0%, Past 10 years, 30","Weekly, is CONFIRMED on 2025-06-13",Already confirmed,"2025-11-04 (Price: 44.18), 3.75% below",101 days,No Information,No Information,No Information,No Information,No Information,2.15% above/0.34% above/3.75% below,19.11%/1.41%/7.62%,"22.31%, 71.02%",129 days/19 days/45 days,2025-12-18/2025-07-12/2025-08-19,1.12%,5.6%,-4.49%,0.03,0.24,46.4783/49.3976/47.29/51.51/65.8353/68.6522,37.72/13.9251/41.121/33.7618/No F-Track Level/No F-Track Level,41.34/44.38,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"NOVA.F, Long, 2025-06-15 (Price: 68.5)",2025-11-04 (Price: 42.0) (Today),"-38.69%, 101 days","100.0%, Past 10 years, 24","Weekly, is CONFIRMED on 2025-06-13",Already confirmed,"2025-11-04 (Price: 42.0), 38.69% below",101 days,No Information,No Information,No Information,No Information,No Information,32.8% below/39.22% below/38.69% below,21.94%/2.36%/10.6%,"-0.0%, 9.84%",129 days/24 days/51 days,2025-12-18/2025-07-19/2025-08-27,40.73%,12.08%,28.66%,1.44,0.44,76.3227/75.761/98.2/126.5/138.0871/146.706,51.0/26.875/61.5779/44.5645/No F-Track Level/No F-Track Level,59.5/85.62,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
BASELINEDIVERGENCE,"HDFCBANK.NS, Long, 2025-06-15 (Price: 958.8)",2025-11-04 (Price: 985.25) (Today),"2.76%, 101 days","86.21%, Past 10 years, 29","Weekly, was CONFIRMED on 2025-06-15",Already confirmed,"2025-11-04 (Price: 985.25), 2.76% above",101 days,No Information,"^NSEI, Normal Case",No Information,No Information,No Information,No Information,11.87%/0.05%/6.52%,"1.95%, 12.56%",100 days/44 days/66 days,2025-11-06/2025-08-17/2025-09-18,59.88%,13.58%,46.3%,1.19,0.56,1057.6523/1021.3138/1098.0619/No Horizontal Resistance/1098.0619/1305.7899,818.38/640.9/765.1075/697.8792/No F-Track Level/No F-Track Level,974.21/942.52,88.89%/27/87 days (Across ALL Assets),85.45%/55/76 days (Across ALL Assets)
TRENDPULSE,"TCS.NS, Long, 2025-06-10 (Price: 3462.8999)",2025-11-04 (Price: 2990.2) (Today),"-13.65%, 105 days","96.97%, Past 4 years, 33","Daily, is CONFIRMED on 2025-06-10",Already confirmed,"2025-11-04 (Price: 2990.2), 13.65% below",105 days,No Information,No Information,No Information,No Information,No Information,11.64% below/13.65% below/13.65% below,13.38%/0.84%/4.51%,"12.98%, 25.8%",93 days/5 days/15 days,2025-10-22/2025-06-17/2025-07-01,36.95%,5.27%,31.68%,0.86,0.17,3561.5925/3619.0767/4063.59/4543.575/5142.5725/5692.579,3371.1/2911.025/3006.8346/2637.2425/No F-Track Level/No F-Track Level,3444.71/3955.18,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"NVO, Long, 2025-06-08 (Price: 74.63)",2025-11-04 (Price: 48.25) (Today),"-35.35%, 106 days","93.33%, Past 10 years, 30","Weekly, is CONFIRMED on 2025-06-06",Already confirmed,"2025-11-04 (Price: 48.25), 35.35% below",106 days,No Information,No Information,No Information,No Information,No Information,28.36% below/35.35% below/35.35% below,21.72%/1.43%/8.14%,"16.75%, 27.09%",149 days/19 days/64 days,2026-01-09/2025-07-05/2025-09-08,16.89%,10.67%,6.22%,0.78,0.39,79.3615/80.7049/113.35/139.01/157.4212/189.8872,58.08/31.6225/70.5125/51.1046/No F-Track Level/No F-Track Level,66.39/94.1,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"CEN.NZ, Long, 2025-06-01 (Price: 9.16)",2025-11-04 (Price: 9.53) (Today),"4.04%, 111 days","100.0%, Past 10 years, 26","Weekly, is CONFIRMED on 2025-05-30",Already confirmed,"2025-11-04 (Price: 9.53), 4.04% above",111 days,No Information,No Information,No Information,No Information,No Information,4.04% above/4.04% above/4.04% above,16.04%/1.09%/5.37%,"-0.0%, 16.12%",204 days/24 days/79 days,2026-03-23/2025-07-05/2025-09-23,15.41%,3.65%,11.76%,1.66,0.08,9.5246/9.6519/9.26/No Horizontal Resistance/11.2606/15.4512,8.52/6.86/8.6706/33.2031/No F-Track Level/No F-Track Level,9.04/8.87,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"GOOG, Long, 2025-05-31 (Price: 172.85)",2025-10-31 (Price: 281.82),"63.04%, 109 days","94.12%, Past 20 years, 17","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2025-11-04 (Price: 278.06), 60.87% above",111 days,No Information,No Information,No Information,No Information,No Information,60.87% above/66.69% above/60.87% above,63.04%/1.54%/29.75%,"3.21%, 18.92%",412 days/86 days/199 days,2027-01-17/2025-10-02/2026-03-15,22.75%,24.26%,-1.52%,1.49,0.85,188.7349/224.2729/233.69/No Horizontal Resistance/219.0619/240.3589,156.23/85.8978/138.1748/130.09/No F-Track Level/No F-Track Level,161.79/172.82,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"EURUSD=X, Long, 2025-05-31 (Price: 1.1378)",2025-10-31 (Price: 1.1572),"1.71%, 109 days","75.0%, Past 20 years, 20","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2025-11-04 (Price: 1.1488), 0.97% above",111 days,No Information,No Information,No Information,No Information,No Information,0.97% above/0.97% above/0.97% above,8.26%/0.88%/4.48%,"18.25%, 23.39%",284 days/109 days/178 days,2026-07-16/2025-11-04/2026-02-12,0.65%,-0.39%,1.04%,0.09,-0.5,1.141/1.1888/1.16/1.2218/1.6296/1.7649,1.04/1.0207/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,1.12/1.08,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"BTC-USD, Long, 2025-05-31 (Price: 104638.0938)",2025-11-04 (Price: 101055.2734) (Today),"-3.42%, 111 days","100.0%, Past 20 years, 6","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2025-11-04 (Price: 101055.2734), 3.42% below",111 days,No Information,No Information,No Information,No Information,No Information,7.27% above/3.42% below/3.42% below,347.58%/48.3%/218.14%,"-0.0%, 15.0%",131 days/108 days/125 days,2025-12-06/2025-11-03/2025-11-28,256.42%,64.47%,191.95%,1.22,1.44,290297.4636/332895.6316/161744.31/108691.664/112399.9298/136097.3501,16547.5/18304.4229/88806.9363/81023.3741/No F-Track Level/No F-Track Level,98179.57/94736.72,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"UBER, Long, 2025-05-31 (Price: 84.16)",2025-10-31 (Price: 96.5),"14.66%, 109 days","100.0%, Past 20 years, 4","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2025-11-04 (Price: 94.67), 12.49% above",111 days,No Information,No Information,No Information,No Information,No Information,16.86% above/12.33% above/12.49% above,38.27%/4.86%/19.26%,"-0.0%, 18.79%",153 days/109 days/123 days,2026-01-07/2025-11-04/2025-11-25,36.82%,14.17%,22.65%,0.8,0.47,102.1366/100.3692/95.92/No Horizontal Resistance/94.5323/103.0637,60.32/28.6593/72.8134/67.6463/No F-Track Level/No F-Track Level,79.37/73.7,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"PG, Long, 2025-05-27 (Price: 167.76)",2025-11-04 (Price: 147.17) (Today),"-12.27%, 115 days","93.75%, Past 4 years, 32","Daily, is CONFIRMED on 2025-05-27",Already confirmed,"2025-11-04 (Price: 147.17), 12.27% below",115 days,No Information,No Information,No Information,No Information,No Information,11.27% below/12.27% below/12.27% below,5.36%/1.29%/2.83%,"6.35%, 12.85%",70 days/4 days/16 days,2025-09-05/2025-06-01/2025-06-19,24.16%,3.91%,20.26%,0.76,0.08,168.7833/172.5076/170.54/179.4533/186.6499/209.3631,157.66/121.86/161.0808/140.2317/No F-Track Level/No F-Track Level,164.47/168.49,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"KXS.TO, Long, 2025-05-18 (Price: 197.98)",2025-11-04 (Price: 168.08) (Today),"-15.1%, 121 days","80.0%, Past 10 years, 15","Weekly, is CONFIRMED on 2025-05-16",Already confirmed,"2025-11-04 (Price: 168.08), 15.1% below",121 days,No Information,No Information,No Information,No Information,No Information,12.66% below/15.1% below/15.1% below,27.78%/2.64%/12.82%,"19.41%, 30.73%",129 days/24 days/60 days,2025-11-20/2025-06-21/2025-08-12,15.69%,24.7%,-9.01%,0.48,0.8,207.7998/223.361/207.8/225.9867/222.5978/243.8843,155.11/125.3967/177.4966/151.1683/No F-Track Level/No F-Track Level,171.96/166.06,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"BRK-B, Long, 2025-05-04 (Price: 539.8)",2025-11-04 (Price: 487.66) (Today),"-9.66%, 131 days","96.77%, Past 10 years, 31","Weekly, is CONFIRMED on 2025-05-02",Already confirmed,"2025-11-04 (Price: 487.66), 9.66% below",131 days,No Information,No Information,No Information,No Information,No Information,9.66% below/9.66% below/9.66% below,11.6%/2.26%/5.43%,"13.62%, 25.57%",209 days/24 days/60 days,2026-03-02/2025-06-07/2025-07-29,16.54%,12.36%,4.19%,0.91,0.56,563.8211/569.1111/624.66/No Horizontal Resistance/533.0296/630.85,442.66/268.082/491.88/449.7662/No F-Track Level/No F-Track Level,516.28/472.29,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
