Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
BAND MATRIX,"CVS, Long, 2025-12-05 (Price: 75.63)",2026-01-27 (Price: 72.0),"-4.8%, 1.8 month","70.0%, Past 5 years, 10","Daily, was CONFIRMED on 2025-12-05",No Cancellation Possible,"2026-01-30 (Price: 74.52), 1.47% below",1.9 month,76.73,No Information,No Information,No Information,No Information,No Information,No Information,23.31%/1.13%/12.66%,"19.57%, 37.23%",6.4 months/1.2 month/3.4 months,2026-09-09/2026-01-26/2026-05-01,13.84%,1.55%,12.29%,0.46,0.07,80.8258/85.2048/83.02/106.045/116.3721/144.3517/No EMA 200 Target,75.0/58.425/70.3769/60.5139/No F-Track Level/No F-Track Level/72.04,82.61%/69/4.1 months (Across ALL Assets),75.98%/254/3.7 months (Across ALL Assets)
SIGMASHELL,"CVS, Long, 2025-12-03 (Price: 75.0)",2026-01-29 (Price: 74.44),"-0.75%, 1.9 month","100.0%, Past 5 years, 9","Daily, was CONFIRMED on 2025-12-03",Already confirmed,"2026-01-30 (Price: 74.52), 0.64% below",1.9 month,77.87,"-3.45, 71.88%",No Information,No Information,No Information,No Information,No Information,21.64%/3.88%/11.16%,"0%, 35.1%",10.9 months/2.2 months/3.7 months,2027-03-21/2026-03-08/2026-05-12,25.69%,5.11%,20.58%,1.78,0.27,78.915/83.37/116.3721/106.045/116.3721/144.3517/No EMA 200 Target,70.26/58.425/70.3769/60.5139/No F-Track Level/No F-Track Level/72.04,85.95%/121/2.4 months (Across ALL Assets),74.78%/230/2.6 months (Across ALL Assets)
DELTADRIFT,"TRI.TO, Long, 2025-11-30 (Price: 189.55)",2026-01-30 (Price: 150.45) (Today),"-20.63%, 2 months","100.0%, Past 15 years, 5","Weekly, was CONFIRMED on 2025-11-30",Already confirmed,"2026-01-30 (Price: 150.45), 20.63% below",2 months,190.76,No Information,No Information,No Information,No Information,No Information,No Information,8.09%/4.48%/6.17%,"-0.0%, 11.31%",1.4 year/14 days/5.6 months,2027-11-28/2025-12-20/2026-07-31,5.14%,6.08%,-0.94%,1.52,0.34,198.2693/201.2452/199.76/240.8933/293.2329/455.2123/229.74,163.51/116.89/131.2534/93.0152/No F-Track Level/No F-Track Level/No EMA 200 Support,94.87%/39/1.3 month (Across ALL Assets),87.5%/112/2.3 months (Across ALL Assets)
FRACTAL TRACK,"MAR, Long, 2025-11-16 (Price: 285.72)",2026-01-30 (Price: 315.3) (Today),"10.35%, 2.5 months","100.0%, Past 20 years, 22","Weekly, was CONFIRMED on 2025-11-16",Already confirmed,"2026-01-30 (Price: 315.3), 10.35% above",2.5 months,292.12,No Information,No Information,No Information,"50% (Price: 256.035), 23.15% above, Upmove Bounce Back","2024-08-11 (Price: 204.55), 2025-02-09 (Price: 307.52)",No Information,23.39%/8.05%/16.44%,"-0.0%, 61.32%",3 years/21 days/8 months,2030-02-27/2025-12-16/2026-10-29,13.69%,8.26%,5.43%,2.62,0.41,300.3774/332.6924/347.5/No Horizontal Resistance/372.972/399.3723/No EMA 200 Target,260.2/129.12/275.4012/235.5515/No F-Track Level/No F-Track Level/275.79,94.55%/55/1.5 year (Across ALL Assets),74.31%/144/5.2 months (Across ALL Assets)
FRACTAL TRACK,"ASML, Long, 2025-10-31 (Price: 1059.23)",2026-01-30 (Price: 1423.0) (Today),"34.34%, 3 months","92.31%, Past 30 years, 13","Monthly, was CONFIRMED on 2025-10-31",Already confirmed,"2026-01-30 (Price: 1423.0), 34.34% above",3 months,965.61,No Information,No Information,No Information,"38.2% (Price: 692.3064), 105.54% above, Upmove Bounce Back","2008-11-30 (Price: 16.4156), 2024-07-31 (Price: 1110.09)",No Information,30.95%/20.8%/23.81%,"6.56%, 49.5%",2.6 years/1 month/8.9 months,2029-07-17/2025-12-13/2026-11-21,12.71%,13.9%,-1.19%,1.74,0.62,1226.5883/1311.4327/1715.43/No Horizontal Resistance/1091.1724/1155.2236/No EMA 200 Target,662.63/561.385/1034.6774/832.8601/No F-Track Level/No F-Track Level/907.93,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
TRENDPULSE,"NZDCAD=X, Long, 2025-10-28 (Price: 0.8079)",2026-01-28 (Price: 0.819),"1.37%, 3.1 months","100.0%, Past 4 years, 7","Daily, is CONFIRMED on 2025-10-28",Already confirmed,"2026-01-30 (Price: 0.8192), 1.4% above",3.1 months,0.8078,No Information,No Information,No Information,No Information,No Information,1.65% above/1.4% above/1.4% above,1.28%/1.12%/1.17%,"-0.0%, 1.49%",13 days/6 days/7 days,2025-11-15/2025-11-05/2025-11-07,6.42%,-0.9%,7.32%,2.3,-0.7,0.8306/0.8174/0.81/0.9093/1.0924/1.3117/0.82,0.8/0.7625/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
SIGMASHELL,"PG, Long, 2025-10-02 (Price: 152.05)",2026-01-28 (Price: 147.34),"-3.1%, 3.9 months","100.0%, Past 5 years, 13","Daily, was CONFIRMED on 2025-10-02",Already confirmed,"2026-01-30 (Price: 151.77), 0.18% below",4 months,152.72,"-3.12, 82.15%",No Information,No Information,No Information,No Information,No Information,15.48%/0.84%/6.94%,"-0.0%, 11.76%",5.3 months/1.2 month/2.3 months,2026-05-20/2025-11-23/2026-01-09,17.9%,6.33%,11.57%,1.15,0.33,155.6384/162.6023/186.6499/179.4533/186.6499/209.3631/154.01,150.47/121.86/140.2317/117.5404/No F-Track Level/No F-Track Level/No EMA 200 Support,85.95%/121/2.4 months (Across ALL Assets),74.78%/230/2.6 months (Across ALL Assets)
SIGMASHELL,"NVO, Long, 2025-09-04 (Price: 56.14)",2026-01-28 (Price: 60.33),"7.46%, 4.9 months","81.82%, Past 5 years, 11","Daily, was CONFIRMED on 2025-09-04",Already confirmed,"2026-01-30 (Price: 59.43), 5.86% above",4.9 months,55.97,"-6.86, 100.0%",No Information,No Information,No Information,No Information,No Information,22.44%/14.95%/18.7%,"28.06%, 44.04%",6.4 months/2.4 months/4.4 months,2026-06-09/2025-12-17/2026-03-14,-0.56%,9.2%,-9.76%,-0.04,0.47,57.3246/66.6382/157.4212/139.01/157.4212/201.8641/58.86,45.38/37.445/51.1046/45.3824/No F-Track Level/No F-Track Level/No EMA 200 Support,85.95%/121/2.4 months (Across ALL Assets),74.78%/230/2.6 months (Across ALL Assets)
TRENDPULSE,"XIU.TO, Long, 2025-08-31 (Price: 42.76)",2026-01-30 (Price: 46.9) (Today),"9.68%, 5.1 months","76.92%, Past 20 years, 13","Monthly, is CONFIRMED on 2025-08-31",Already confirmed,"2026-01-30 (Price: 46.9), 9.68% above",5.1 months,40.71,No Information,No Information,No Information,No Information,No Information,9.68% above/9.68% above/9.68% above,12.69%/8.05%/10.4%,"6.95%, 19.49%",1.2 year/4 months/8.4 months,2027-05-18/2026-02-20/2026-08-31,6.01%,3.56%,2.45%,0.45,0.12,47.0446/47.207/53.49/No Horizontal Resistance/53.8646/79.5406/No EMA 200 Target,28.76/27.9467/37.996/28.1885/No F-Track Level/No F-Track Level/38.98,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"QQQ, Long, 2025-08-31 (Price: 570.4)",2026-01-30 (Price: 621.87) (Today),"9.02%, 5.1 months","100.0%, Past 20 years, 14","Monthly, is CONFIRMED on 2025-08-31",Already confirmed,"2026-01-30 (Price: 621.87), 9.02% above",5.1 months,558.83,No Information,No Information,No Information,No Information,No Information,9.02% above/9.02% above/9.02% above,16.45%/5.89%/12.27%,"-0.0%, 33.07%",10.2 months/5 months/7.4 months,2026-11-17/2026-04-05/2026-07-18,8.4%,6.82%,1.58%,1.2,0.37,649.1722/640.3881/735.71/No Horizontal Resistance/610.7303/836.2536/No EMA 200 Target,468.92/256.995/563.3658/526.8888/No F-Track Level/No F-Track Level/518.49,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"VGT, Long, 2025-08-31 (Price: 697.02)",2026-01-30 (Price: 747.92) (Today),"7.3%, 5.1 months","100.0%, Past 20 years, 17","Monthly, is CONFIRMED on 2025-08-31",Already confirmed,"2026-01-30 (Price: 747.92), 7.3% above",5.1 months,683.16,No Information,No Information,No Information,No Information,No Information,7.3% above/7.3% above/7.3% above,27.2%/4.39%/15.02%,"-0.0%, 51.21%",1.4 year/4.1 months/8 months,2027-08-29/2026-02-23/2026-08-13,6.44%,9.1%,-2.66%,1.52,0.57,820.1137/801.7124/918.34/No Horizontal Resistance/702.1644/946.1588/No EMA 200 Target,542.38/311.83/626.0547/551.3644/No F-Track Level/No F-Track Level/618.84,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
FRACTAL TRACK,"SJ.TO, Long, 2025-08-24 (Price: 78.13)",2026-01-30 (Price: 91.3) (Today),"16.86%, 5.3 months","92.31%, Past 20 years, 13","Weekly, was CONFIRMED on 2025-08-24",Already confirmed,"2026-01-30 (Price: 91.3), 16.86% above",5.3 months,76.84,No Information,No Information,No Information,"23.66% (Price: 74.9138), 21.87% above, Upmove Bounce Back","1999-03-07 (Price: 0.425), 2024-07-28 (Price: 98.0)",No Information,21.37%/7.04%/15.95%,"14.17%, 49.7%",7.2 years/1.2 month/1.3 year,2035-12-04/2025-10-15/2027-07-02,8.85%,12.31%,-3.46%,1.52,0.64,86.9118/90.5917/136.68/84.3925/95.0177/123.2166/79.76,76.98/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/No EMA 200 Support,94.55%/55/1.5 year (Across ALL Assets),74.31%/144/5.2 months (Across ALL Assets)
SIGMASHELL,"PG, Long, 2025-08-01 (Price: 150.65)",2026-01-28 (Price: 147.34),"-2.2%, 6 months","100.0%, Past 5 years, 13","Daily, was CONFIRMED on 2025-08-01",Already confirmed,"2026-01-30 (Price: 151.77), 0.74% above",6.1 months,151.78,"-3.85, 85.0%",No Information,No Information,No Information,No Information,No Information,15.48%/0.84%/6.94%,"-0.0%, 11.76%",5.3 months/1.2 month/2.3 months,2026-03-19/2025-09-22/2025-11-08,17.9%,6.33%,11.57%,1.15,0.33,154.2053/161.1051/186.6499/179.4533/186.6499/209.3631/154.01,150.47/121.86/140.2317/117.5404/No F-Track Level/No F-Track Level/No EMA 200 Support,85.95%/121/2.4 months (Across ALL Assets),74.78%/230/2.6 months (Across ALL Assets)
FRACTAL TRACK,"SJ.TO, Long, 2025-07-06 (Price: 78.82)",2026-01-30 (Price: 91.3) (Today),"15.83%, 6.9 months","92.31%, Past 20 years, 13","Weekly, was CONFIRMED on 2025-07-06",Already confirmed,"2026-01-30 (Price: 91.3), 15.83% above",6.9 months,78.12,No Information,No Information,No Information,"23.66% (Price: 74.9167), 21.87% above, Upmove Bounce Back","2002-02-03 (Price: 0.4375), 2024-07-28 (Price: 98.0)",No Information,21.37%/7.04%/15.95%,"14.17%, 49.7%",7.2 years/1.2 month/1.3 year,2035-10-16/2025-08-27/2027-05-14,8.85%,12.31%,-3.46%,1.52,0.64,87.6794/91.3918/137.36/84.9567/95.0177/123.2166/79.76,65.75/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/No EMA 200 Support,94.55%/55/1.5 year (Across ALL Assets),74.31%/144/5.2 months (Across ALL Assets)
FRACTAL TRACK,"MSFT, Long, 2025-06-30 (Price: 497.41)",2026-01-30 (Price: 433.5) (Today),"-12.85%, 7.1 months","92.31%, Past 39 years, 13","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2026-01-30 (Price: 433.5), 12.85% below",7.1 months,457.14,No Information,No Information,No Information,"50% (Price: 340.89), 27.17% above, Upmove Bounce Back","2022-11-30 (Price: 213.43), 2024-07-31 (Price: 468.35)",No Information,27.88%/6.63%/22.32%,"7.72%, 56.13%",14.2 years/3 months/1.8 year,2045-10-07/2025-11-07/2028-01-24,7.9%,16.21%,-8.31%,1.65,0.79,669.6133/608.4319/650.36/No Horizontal Resistance/517.4523/553.3726/No EMA 200 Target,375.39/216.39/386.873/350.287/No F-Track Level/No F-Track Level/485.73,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
FRACTAL TRACK,"IWM, Long, 2025-06-30 (Price: 215.79)",2026-01-30 (Price: 259.65) (Today),"20.33%, 7.1 months","88.89%, Past 25 years, 9","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2026-01-30 (Price: 259.65), 20.33% above",7.1 months,205.32,No Information,No Information,No Information,"88.6% (Price: 171.1673), 51.69% above, Upmove Bounce Back","2023-10-31 (Price: 161.67), 2024-11-30 (Price: 244.98)",No Information,25.23%/12.67%/20.64%,"34.06%, 36.6%",1.9 year/5 months/1.1 year,2028-03-16/2026-02-02/2027-01-24,7.1%,4.62%,2.48%,0.69,0.22,238.8148/260.3291/265.78/244.72/267.7701/348.4025/231.28,194.86/162.3167/209.2101/157.2742/No F-Track Level/No F-Track Level/No EMA 200 Support,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
FRACTAL TRACK,"PPH, Long, 2025-06-30 (Price: 87.96)",2026-01-30 (Price: 106.81) (Today),"21.43%, 7.1 months","90.0%, Past 26 years, 10","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2026-01-30 (Price: 106.81), 21.43% above",7.1 months,87.83,No Information,No Information,No Information,"38.2% (Price: 78.775), 35.59% above, Upmove Bounce Back","2015-08-31 (Price: 45.23), 2024-09-30 (Price: 99.51)",No Information,23.88%/20.36%/21.19%,"1.09%, 37.34%",6.1 years/10.1 months/3.2 years,2034-03-15/2026-09-11/2030-01-23,4.29%,2.59%,1.7%,1.41,0.03,101.4091/106.5987/120.53/No Horizontal Resistance/100.0174/110.4008/92.38,86.28/65.915/87.7591/70.617/No F-Track Level/No F-Track Level/No EMA 200 Support,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
FRACTAL TRACK,"WMT, Long, 2025-06-30 (Price: 97.78)",2026-01-30 (Price: 119.14) (Today),"21.84%, 7.1 months","76.92%, Past 53 years, 13","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2026-01-30 (Price: 119.14), 21.84% above",7.1 months,98.84,No Information,No Information,No Information,"23.66% (Price: 81.1796), 46.76% above, Upmove Bounce Back","1996-02-29 (Price: 3.3542), 2025-02-28 (Price: 105.3)",No Information,31.01%/7.63%/22.28%,"13.36%, 28.82%",3.7 years/7.1 months/1.5 year,2030-10-11/2026-05-04/2027-08-21,6.18%,11.88%,-5.7%,0.95,0.61,118.6365/119.5654/158.95/No Horizontal Resistance/98.8222/108.7906/103.03,40.53/42.9289/85.5556/72.7913/No F-Track Level/No F-Track Level/No EMA 200 Support,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
TRENDPULSE,"TSLA, Long, 2025-05-31 (Price: 346.46)",2026-01-30 (Price: 416.56),"20.23%, 8.1 months","83.33%, Past 20 years, 6","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2026-01-29 (Price: 416.56), 20.23% above",8.1 months,280.01,No Information,No Information,No Information,No Information,No Information,47.63% above/20.23% above/20.23% above,7.79%/7.79%/7.79%,"2.38%, 35.95%",1.9 year/1.9 year/1.9 year,2028-02-15 (Max),26.29%,28.82%,-2.53%,0.27,1.04,864.2098/373.4492/367.54/408.5817/413.6779/490.132/No EMA 200 Target,175.79/167.4534/330.0827/262.8246/No F-Track Level/No F-Track Level/302.39,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
SIGMASHELL,"NVO, Long, 2025-04-04 (Price: 62.55)",2026-01-28 (Price: 60.33),"-3.55%, 10 months","81.82%, Past 5 years, 11","Daily, was CONFIRMED on 2025-04-04",Already confirmed,"2026-01-30 (Price: 59.43), 4.99% below",10 months,65.23,"-9.9, 100.0%",No Information,No Information,No Information,No Information,No Information,22.44%/14.95%/18.7%,"28.06%, 44.04%",6.4 months/2.4 months/4.4 months,2026-01-07/2025-07-17/2025-10-12,-0.56%,9.2%,-9.76%,-0.04,0.47,63.8698/74.2468/157.4212/139.01/157.4212/215.5132/No EMA 200 Target,No Recent Minima/31.6225/51.1046/45.3824/No F-Track Level/No F-Track Level/58.86,85.95%/121/2.4 months (Across ALL Assets),74.78%/230/2.6 months (Across ALL Assets)
FRACTAL TRACK,"XLU, Long, 2025-03-31 (Price: 39.425)",2026-01-30 (Price: 43.25) (Today),"9.7%, 10.2 months","92.31%, Past 27 years, 13","Monthly, was CONFIRMED on 2025-03-31",Already confirmed,"2026-01-30 (Price: 43.25), 9.7% above",10.2 months,39.57,No Information,No Information,No Information,"23.66% (Price: 36.9765), 16.97% above, Upmove Bounce Back","2020-03-31 (Price: 21.72), 2024-11-30 (Price: 41.705)",No Information,21.37%/2.75%/14.53%,"4.79%, 46.41%",5.9 years/11.1 months/1.7 year,2033-09-01/2026-07-26/2027-09-03,5.35%,2.87%,2.48%,1.11,0.06,40.9429/45.1535/51.42/41.0733/49.4858/72.2363/42.44,29.46/29.76/35.4254/26.7354/No F-Track Level/No F-Track Level/No EMA 200 Support,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
BAND MATRIX,"INFY, Long, 2025-03-16 (Price: 18.4)",2026-01-30 (Price: 17.58) (Today),"-4.46%, 10.7 months","75.0%, Past 15 years, 4","Weekly, was CONFIRMED on 2025-03-16",No Cancellation Possible,"2026-01-30 (Price: 17.58), 4.46% below",10.7 months,19.75,No Information,No Information,No Information,No Information,No Information,No Information,175.09%/39.66%/107.38%,"10.82%, 34.36%",6.7 years/1.8 year/4.3 years,2034-10-08/2027-10-10/2031-05-06,10.72%,3.02%,7.7%,0.62,0.15,21.4838/38.1579/29.82/23.796/31.8515/41.1179/No EMA 200 Target,16.75/16.315/13.0115/No support/No F-Track Level/No F-Track Level/17.54,100.0%/5/1.5 year (Across ALL Assets),80.68%/88/9.5 months (Across ALL Assets)
TRENDPULSE,"MSE.PA, Long, 2025-02-28 (Price: 59.36)",2026-01-30 (Price: 66.58) (Today),"12.16%, 11.2 months","100.0%, Past 20 years, 8","Monthly, is CONFIRMED on 2025-02-28",Already confirmed,"2026-01-30 (Price: 66.58), 12.16% above",11.2 months,56.21,No Information,No Information,No Information,No Information,No Information,12.16% above/12.16% above/12.16% above,11.99%/4.9%/8.12%,"-0.0%, 28.4%",1.7 year/5 months/11.9 months,2027-08-03/2025-10-03/2026-07-30,5.39%,1.99%,3.4%,0.77,-0.0,60.7728/64.18/75.54/No Horizontal Resistance/58.4776/81.1364/No EMA 200 Target,52.08/33.57/44.4738/35.8188/No F-Track Level/No F-Track Level/53.71,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
BAND MATRIX,"NA.TO, Long, 2025-02-23 (Price: 124.43)",2026-01-30 (Price: 162.25) (Today),"30.39%, 11.4 months","100.0%, Past 15 years, 6","Weekly, was CONFIRMED on 2025-02-23",No Cancellation Possible,"2026-01-30 (Price: 162.25), 30.39% above",11.4 months,125.91,No Information,No Information,No Information,No Information,No Information,No Information,61.64%/4.69%/32.82%,"-0.0%, 42.56%",3.7 years/9.3 months/2 years,2030-06-06/2026-04-03/2028-01-01,11.98%,7.53%,4.45%,1.22,0.44,128.4242/165.2679/146.85/No Horizontal Resistance/188.6608/207.1743/149.02,106.39/73.9933/119.9028/88.8057/No F-Track Level/No F-Track Level/No EMA 200 Support,100.0%/5/1.5 year (Across ALL Assets),80.68%/88/9.5 months (Across ALL Assets)
BAND MATRIX,"MX.TO, Long, 2025-02-13 (Price: 66.03)",2026-01-28 (Price: 64.77),"-1.91%, 11.6 months","100.0%, Past 5 years, 4","Daily, was CONFIRMED on 2025-02-13",No Cancellation Possible,"2026-01-30 (Price: 64.97), 1.61% below",11.7 months,67.18,No Information,No Information,No Information,No Information,No Information,No Information,29.34%/1.75%/18.62%,"-0.0%, 44.27%",2.1 years/1.2 month/10.9 months,2028-02-13/2025-04-06/2026-06-01,14.76%,-2.01%,16.77%,0.97,0.03,66.4856/78.3248/72.41/73.435/104.8718/122.9238/No EMA 200 Target,65.11/38.425/48.7635/45.8359/No F-Track Level/No F-Track Level/50.48,82.61%/69/4.1 months (Across ALL Assets),75.98%/254/3.7 months (Across ALL Assets)
SIGMASHELL,"NVO, Long, 2024-11-01 (Price: 111.94)",2026-01-28 (Price: 60.33),"-46.11%, 1.3 year","81.82%, Past 5 years, 11","Daily, was CONFIRMED on 2024-11-01",Already confirmed,"2026-01-30 (Price: 59.43), 46.91% below",1.3 year,112.88,"-11.95, 71.88%",No Information,No Information,No Information,No Information,No Information,22.44%/14.95%/18.7%,"28.06%, 44.04%",6.4 months/2.4 months/4.4 months,2025-08-06/2025-02-13/2025-05-11,-0.56%,9.2%,-9.76%,-0.04,0.47,114.3019/132.8728/157.4212/139.01/157.4212/215.5132/No EMA 200 Target,105.21/32.2375/103.7087/83.4599/No F-Track Level/No F-Track Level/58.86,85.95%/121/2.4 months (Across ALL Assets),74.78%/230/2.6 months (Across ALL Assets)
TRENDPULSE,"AAPL, Long, 2024-09-30 (Price: 233.0)",2026-01-30 (Price: 258.28),"10.85%, 1.4 year","100.0%, Past 20 years, 20","Monthly, is CONFIRMED on 2024-09-30",Already confirmed,"2026-01-29 (Price: 258.28), 10.85% above",1.4 year,228.55,No Information,No Information,No Information,No Information,No Information,10.85% above/10.85% above/10.85% above,49.66%/12.62%/21.67%,"-0.0%, 40.56%",2.5 years/5.1 months/10.5 months,2028-04-25/2025-05-09/2025-12-30,17.77%,21.49%,-3.72%,2.41,1.03,338.9451/283.4911/275.29/No Horizontal Resistance/294.7231/309.0801/No EMA 200 Target,170.33/136.9225/189.8723/119.0319/No F-Track Level/No F-Track Level/197.37,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"ASML, Long, 2024-01-31 (Price: 869.82)",2026-01-30 (Price: 1423.0) (Today),"63.6%, 2 years","93.33%, Past 20 years, 15","Monthly, is CONFIRMED on 2024-01-31",Already confirmed,"2026-01-30 (Price: 1423.0), 63.6% above",2 years,730.0,No Information,No Information,No Information,No Information,No Information,63.6% above/63.6% above/63.6% above,42.83%/5.07%/18.51%,"28.83%, 59.07%",1.4 year/5.1 months/1 year,2026-01-28/2024-09-08/2025-07-05,8.92%,10.16%,-1.24%,0.75,0.49,1035.4337/1030.8237/1286.69/888.525/1034.6774/1091.1724/No EMA 200 Target,588.66/188.78/832.8601/749.8177/No F-Track Level/No F-Track Level/678.52,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
BAND MATRIX,"JPY=X, Long, 2023-12-31 (Price: 141.43)",2026-01-30 (Price: 154.73) (Today),"9.4%, 2.1 years","75.0%, Past 15 years, 4","Weekly, was CONFIRMED on 2023-12-31",No Cancellation Possible,"2026-01-30 (Price: 154.73), 9.4% above",2.1 years,142.342,No Information,No Information,No Information,No Information,No Information,No Information,4.36%/0.69%/2.53%,"3.04%, 15.82%",4.3 years/8.9 months/2.5 years,2030-02-19/2025-01-20/2027-07-26,2.69%,2.94%,-0.25%,0.15,0.02,139.3368/145.0082/142.17/151.92/156.7717/175.8568/149.83,138.07/103.3558/138.2059/No support/No F-Track Level/No F-Track Level/No EMA 200 Support,100.0%/5/1.5 year (Across ALL Assets),80.68%/88/9.5 months (Across ALL Assets)
FRACTAL TRACK,"DIS, Long, 2026-01-30 (Price: 112.8)",No Exit Yet,"0.0%, 0 days","80.0%, Past 64 years, 20","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 101.89 prior to 2026-01-30,"2026-01-30 (Price: 112.8), 0.0% below",0 days,113.44,No Information,No Information,No Information,"50% (Price: 102.395), 10.16% above, Upmove Bounce Back","2025-04-30 (Price: 80.1), 2025-06-30 (Price: 124.69)",No Information,30.57%/6.96%/23.02%,"18.11%, 60.42%",4.2 years/1 month/11.1 months,2032-01-29/2026-03-14/2027-05-27,7.35%,7.97%,-0.62%,0.97,0.4,129.3139/138.7666/139.55/168.455/236.8799/272.4142/No EMA 200 Target,90.95/79.415/109.0737/100.3529/No support/107.1333/112.0,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
FRACTAL TRACK,"GBPUSD=X, Long, 2026-01-30 (Price: 1.372)",No Exit Yet,"0.0%, 0 days","83.33%, Past 56 years, 6","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 1.3012 prior to 2026-01-30,"2026-01-30 (Price: 1.372), 0.0% below",0 days,1.3475,No Information,No Information,No Information,"23.66% (Price: 1.271), 7.95% above, Upmove Bounce Back","2022-09-30 (Price: 1.0379), 2024-09-30 (Price: 1.3433)",No Information,3.79%/3.79%/3.79%,"0.37%, 7.17%",2.9 years/2.9 years/2.9 years,2030-03-22 (Max),4.04%,-0.96%,5.0%,0.36,-0.64,1.3793/1.424/1.56/No Horizontal Resistance/2.4831/2.6524/No EMA 200 Target,1.24/1.1912/No F-Stack Support/No F-Stack Support/No support/No support/1.34,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
FRACTAL TRACK,"NZDCAD=X, Long, 2026-01-30 (Price: 0.8192)",No Exit Yet,"0.0%, 0 days","76.92%, Past 22 years, 13","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 0.7858 prior to 2026-01-30,"2026-01-30 (Price: 0.8192), 0.0% below",0 days,0.7896,No Information,No Information,No Information,"78.6% (Price: 0.8038), 1.92% above, Upmove Bounce Back","2023-12-31 (Price: 0.7882), 2024-09-30 (Price: 0.8609)",No Information,20.75%/1.64%/9.84%,"3.81%, 24.45%",7.4 years/1 year/3.2 years,2036-08-23/2027-07-05/2030-08-25,0.56%,-0.19%,0.75%,0.44,-0.46,0.867/0.8998/0.86/0.8586/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,0.79/0.7834/No F-Stack Support/No F-Stack Support/No support/0.817/0.81,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
