"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,Signal Type,Track Level/Price($),Price on Latest Trading day vs Track Level,"Reference Upmove or Downmove start Date/Price($), end Date/Price($)",Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/Moving Avg) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/Moving Avg) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
"SFTBY, Short, 2025-12-02 (Price: 51.78)",No Exit Yet,"-0.0%, 0 days","100.0%, Past 13 years, 4","Quarterly, is CONFIRMED on 2025-12-02",No Cancellation Possible,"2025-12-02 (Price: 51.78), 0.0% below",0 days,Upmove Break Below,50.0% (Price: 53.39),3.02% below,"2022-06-30 (Price: 16.78), 2025-12-02 (Price: 90.0)",22.05%/16.72%/18.57%,"0%, 22.05%",6.5 months/2.2 months/3.3 months,2026-09-10/2026-03-06/2026-04-22,14.54%,5.4%,9.14%,7.65,0.48,55.8085/42.1645/7.85/16.82/48.0625/43.9946/43.32,63.3/16.82/48.0625/43.9946/44.75/32.4491/No Moving Avg Support,0.0%/1/3 months (Across ALL Assets),53.33%/15/3.1 months (Across ALL Assets)
"KWEB, Short, 2025-12-02 (Price: 37.6)",No Exit Yet,"-0.0%, 0 days","88.89%, Past 12 years, 9","Monthly, is CONFIRMED on 2025-12-02",No Cancellation Possible,"2025-12-02 (Price: 37.6), 0.0% below",0 days,Upmove Break Below,23.66% (Price: 38.4709),2.26% below,"2024-01-31 (Price: 22.68), 2025-10-31 (Price: 43.365)",10.4%/3.11%/6.98%,"19.33%, 16.82%",2.2 months/21 days/1.2 month,2026-03-07/2026-01-01/2026-01-23,21.98%,5.3%,16.68%,0.3,0.14,34.5619/34.9755/25.19/24.5062/No F-Stack Support/No F-Stack Support/36.34,42.01/24.5062/No F-Stack Support/No F-Stack Support/39.3865/41.3508/No Moving Avg Support,85.71%/7/1.5 month (Across ALL Assets),38.89%/18/2.4 months (Across ALL Assets)
"NFLX, Short, 2025-12-02 (Price: 109.35)",No Exit Yet,"-0.0%, 0 days","100.0%, Past 23 years, 7","Quarterly, was CONFIRMED on None",No Cancellation Possible,"2025-12-02 (Price: 109.35), 0.0% below",0 days,Upmove Break Below,23.66% (Price: 106.2331),2.93% above,"2022-06-30 (Price: 16.271), 2025-06-30 (Price: 134.115)",57.17%/10.52%/34.09%,"-0.0%, 57.17%",2.2 months/2.2 months/2.2 months,2026-03-07/2026-03-06/2026-03-06,106.75%,5.4%,101.35%,1.28,0.89,210.2582/72.0726/38.64/34.8663/101.6781/77.3488/No Moving Avg Target,133.91/34.8663/101.6781/77.3488/106.2331/89.0986/113.43,0.0%/1/3 months (Across ALL Assets),53.33%/15/3.1 months (Across ALL Assets)
"NZDUSD=X, Short, 2025-12-02 (Price: 0.5739)",No Exit Yet,"-0.0%, 0 days","93.33%, Past 21 years, 15","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price > 0.6121 prior to 2025-12-31,"2025-12-02 (Price: 0.5739), 0.0% below",0 days,Upmove Break Below,50% (Price: 0.6073),5.5% below,"2023-12-31 (Price: 0.6085), 2025-04-30 (Price: 0.603)",8.02%/0.77%/4.13%,"4.43%, 8.71%",5.1 months/21 days/2.0 months,2026-07-11/2026-01-01/2026-02-28,11.51%,5.4%,6.11%,0.41,-0.35,0.5674/0.5502/0.57/0.5509/No F-Stack Support/No F-Stack Support/No Moving Avg Target,0.61/0.5509/No F-Stack Support/No F-Stack Support/0.693/0.71/0.59,85.71%/7/1.5 month (Across ALL Assets),38.89%/18/2.4 months (Across ALL Assets)
"GBPUSD=X, Short, 2025-12-02 (Price: 1.324)",No Exit Yet,"-0.0%, 0 days","88.89%, Past 55 years, 18","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price > 1.3789 prior to 2025-12-31,"2025-12-02 (Price: 1.324), 0.0% below",0 days,Upmove Break Below,88.6% (Price: 1.3281),0.31% below,"2024-09-30 (Price: 1.3003), 2025-01-31 (Price: 1.2576)",8.35%/0.41%/4.04%,"6.97%, 8.59%",2.9 months/20 days/1.4 month,2026-04-07/2025-12-30/2026-02-02,7.54%,5.4%,2.14%,0.15,-0.64,1.2943/1.2705/1.3/1.1912/No F-Stack Support/No F-Stack Support/No Moving Avg Target,1.37/1.1912/No F-Stack Support/No F-Stack Support/1.3748/1.3942/1.33,85.71%/7/1.5 month (Across ALL Assets),38.89%/18/2.4 months (Across ALL Assets)
"C6L.SI, Short, 2025-12-02 (Price: 6.49)",No Exit Yet,"-0.0%, 0 days","86.21%, Past 39 years, 29","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price > 7.63 prior to 2025-12-31,"2025-12-02 (Price: 6.49), 0.0% below",0 days,Upmove Break Below,78.6% (Price: 7.5813),14.39% below,"2023-06-30 (Price: 6.44), 2024-08-31 (Price: 6.4)",19.3%/3.18%/7.25%,"25.0%, 22.14%",3.6 months/21 days/1.4 month,2026-05-08/2026-01-01/2026-02-02,13.23%,5.4%,7.83%,0.2,-0.19,6.4082/6.0195/6.47/4.7975/No F-Stack Support/No F-Stack Support/No Moving Avg Target,7.13/4.7975/No F-Stack Support/No F-Stack Support/8.5682/8.8866/6.74,85.71%/7/1.5 month (Across ALL Assets),38.89%/18/2.4 months (Across ALL Assets)
"META, Short, 2025-11-30 (Price: 647.95)",No Exit Yet,"0.13%, 1 day","100.0%, Past 13 years, 5","Monthly, was CONFIRMED on 2025-11-30",Already confirmed,"2025-12-02 (Price: 647.1), 0.13% below",1 day,Upmove Break Below,23.66% (Price: 628.6993),2.93% above,"2022-11-30 (Price: 88.09), 2025-08-31 (Price: 796.25)",32.63%/3.19%/11.97%,"-0.0%, 32.63%",2.2 months/20 days/1.2 month,2026-03-04/2025-12-28/2026-01-22,94.49%,5.3%,89.19%,0.68,0.8,579.1377/570.3904/223.05/280.19/556.264/2054.9119/No Moving Avg Target,773.44/280.19/556.264/2054.9119/No F-Track Level/No F-Track Level/672.17,85.71%/7/1.5 month (Across ALL Assets),38.89%/18/2.4 months (Across ALL Assets)
"KWEB, Short, 2025-11-30 (Price: 37.57)",No Exit Yet,"-0.08%, 1 day","88.89%, Past 12 years, 9","Monthly, was CONFIRMED on 2025-11-30",Already confirmed,"2025-12-02 (Price: 37.6), 0.08% above",1 day,Upmove Break Below,23.66% (Price: 37.1791),1.13% above,"2022-10-31 (Price: 17.22), 2025-10-31 (Price: 43.365)",10.4%/3.11%/6.98%,"19.33%, 16.82%",2.2 months/21 days/1.2 month,2026-03-05/2025-12-30/2026-01-21,21.98%,5.3%,16.68%,0.3,0.14,34.5343/34.9476/21.88/24.5062/No F-Stack Support/No F-Stack Support/36.34,42.01/24.5062/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No Moving Avg Support,85.71%/7/1.5 month (Across ALL Assets),38.89%/18/2.4 months (Across ALL Assets)
"NFLX, Short, 2025-11-30 (Price: 107.58)",No Exit Yet,"-1.65%, 1 day","87.5%, Past 23 years, 16","Monthly, was CONFIRMED on 2025-11-30",Already confirmed,"2025-12-02 (Price: 109.35), 1.65% above",1 day,Upmove Break Below,23.66% (Price: 106.2331),2.93% above,"2022-05-31 (Price: 16.271), 2025-06-30 (Price: 134.115)",51.8%/3.55%/19.68%,"21.42%, 51.8%",2.1 months/20 days/27 days,2026-03-02/2025-12-28/2026-01-08,107.65%,5.4%,102.25%,0.58,0.92,198.0978/86.4083/36.87/34.8663/100.8852/86.4764/No Moving Avg Target,133.91/34.8663/100.8852/86.4764/No F-Track Level/No F-Track Level/113.43,85.71%/7/1.5 month (Across ALL Assets),38.89%/18/2.4 months (Across ALL Assets)
"RHHBY, Short, 2025-11-25 (Price: 48.63)",No Exit Yet,"-0.14%, 5 days","89.36%, Past 5 years, 47","Daily, was CONFIRMED on 2025-11-25",Already confirmed,"2025-12-02 (Price: 48.7), 0.14% above",5 days,Upmove Break Below,88.6% (Price: 45.2708),7.57% above,"2025-10-08 (Price: 45.21), 2025-11-03 (Price: 40.54)",5.98%/0.06%/2.18%,"10.54%, 11.17%",14 days/1 day/4 days,2025-12-15/2025-11-26/2025-11-30,22.8%,5.1%,17.7%,0.07,-0.17,48.0805/47.5699/45.83/34.5167/41.5794/31.0544/41.43,49.01/34.5167/41.5794/31.0544/No F-Track Level/No F-Track Level/No Moving Avg Support,48.21%/56/7 days (Across ALL Assets),40.19%/107/15 days (Across ALL Assets)
"SPOT, Short, 2025-11-23 (Price: 583.61)",No Exit Yet,"1.17%, 9 days","87.5%, Past 7 years, 16","Weekly, was CONFIRMED on 2025-11-23",Already confirmed,"2025-12-02 (Price: 576.79), 1.17% below",9 days,Upmove Break Below,23.66% (Price: 615.6618),6.31% below,"2022-11-06 (Price: 69.285), 2025-06-29 (Price: 785.0)",11.53%/3.99%/7.19%,"16.98%, 11.53%",1.1 month/4 days/9 days,2026-01-11/2025-11-28/2025-12-06,38.54%,5.2%,33.34%,0.12,0.66,576.7234/541.6484/154.18/118.6/552.6195/456.7863/No Moving Avg Target,734.92/118.6/552.6195/456.7863/No F-Track Level/No F-Track Level/652.02,50.0%/6/1.1 month (Across ALL Assets),46.15%/13/24 days (Across ALL Assets)
"ETH-USD, Short, 2025-10-31 (Price: 3847.0803)",2025-11-30 (Price: 2992.1125),"22.22%, 1 month","90.0%, Past 10 years, 10","Monthly, was CONFIRMED on 2025-10-31",Already confirmed,"2025-12-02 (Price: 2997.2036), 22.09% below",1.1 month,Upmove Break Below,23.66% (Price: 3801.2773),21.15% below,"2018-12-31 (Price: 82.8299), 2025-08-31 (Price: 4953.7329)",32.85%/5.87%/20.42%,"38.7%, 32.85%",1.4 month/21 days/25 days,2026-01-01/2025-11-30/2025-12-06,120.83%,5.2%,115.63%,0.39,0.97,3818.9966/3061.5065/924.54/1370.4997/3454.2267/2637.9184/3526.38,4390.02/1370.4997/3454.2267/2637.9184/No F-Track Level/No F-Track Level/No Moving Avg Support,85.71%/7/1.5 month (Across ALL Assets),38.89%/18/2.4 months (Across ALL Assets)
"WPM, Short, 2025-10-31 (Price: 96.52)",2025-11-30 (Price: 110.05),"-14.02%, 1 month","100.0%, Past 20 years, 16","Monthly, was CONFIRMED on 2025-10-31",Already confirmed,"2025-12-02 (Price: 107.75), 11.63% above",1.1 month,Upmove Break Below,23.66% (Price: 96.3808),11.8% above,"2023-10-31 (Price: 38.37), 2025-10-31 (Price: 114.36)",24.39%/3.3%/9.68%,"0.0%, 24.39%",2.2 months/20 days/1.1 month,2026-02-02/2025-11-28/2025-12-16,70.35%,5.4%,64.95%,0.87,0.57,100.014/87.1769/50.93/38.3375/85.7049/76.3674/90.89,111.84/38.3375/85.7049/76.3674/No F-Track Level/No F-Track Level/No Moving Avg Support,85.71%/7/1.5 month (Across ALL Assets),38.89%/18/2.4 months (Across ALL Assets)
