"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,Signal Type,Track Level/Price($),Price on Latest Trading day vs Track Level,"Reference Upmove or Downmove start Date/Price($), end Date/Price($)",Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date (Farthest./Earliest./Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2) [$],Moving Average (50-days/200-days),Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
"RY.TO, Long, 2024-06-30 (Price: 145.65)",2025-09-30 (Price: 205.12),"40.83%, 326 days","100.0%, Past 48 years, 12","Quarterly, was CONFIRMED on 2024-06-30",Already confirmed,"2025-11-10 (Price: 205.84), 41.33% above",355 days,Upmove Bounce Back,38.2% (Price: 108.9934),88.86% above,"2011-12-31 (Price: 43.3), 2022-03-31 (Price: 149.6)",55.76%/43.33%/49.55%,"-0.0%, 19.89%",2022 days/847 days/1434 days,2032-07-06/2027-11-08/2030-03-08,6.31%,11.31%,-5.0%,0.46,0.49,151.8693/217.8196/209.43/No Horizontal Resistance/150.7521/166.0471,118.7/100.5025/100.4601/75.5037/No F-Track Level/No F-Track Level,203.7/180.5,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"TD, Long, 2023-09-30 (Price: 60.26)",2025-09-30 (Price: 79.95),"32.68%, 521 days","100.0%, Past 30 years, 10","Quarterly, was CONFIRMED on 2023-09-30",Already confirmed,"2025-11-10 (Price: 81.14), 34.65% above",550 days,Upmove Bounce Back,38.2% (Price: 56.1724),44.45% above,"2002-12-31 (Price: 7.885), 2022-03-31 (Price: 86.02)",2.64%/2.64%/2.64%,"-0.0%, 27.36%",979 days/979 days/979 days,2027-08-17/2027-08-17/2027-08-17,0.68%,9.79%,-9.11%,0.28,0.35,60.6276/61.8509/107.14/74.03/91.6167/96.2571,59.9/54.1725/52.9681/49.552/No F-Track Level/No F-Track Level,79.21/69.25,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"ACWX, Long, 2023-06-30 (Price: 49.22)",2025-09-30 (Price: 65.01),"32.08%, 587 days","100.0%, Past 17 years, 5","Quarterly, was CONFIRMED on 2023-06-30",Already confirmed,"2025-11-10 (Price: 66.8), 35.72% above",616 days,Upmove Bounce Back,78.6% (Price: 38.1331),75.18% above,"2020-03-31 (Price: 32.4), 2021-06-30 (Price: 59.19)",1.16%/1.16%/1.16%,"-0.0%, 16.0%",586 days/586 days/586 days,2025-10-25/2025-10-25/2025-10-25,0.5%,1.58%,-1.08%,0.35,-0.05,50.6178/49.791/65.29/57.978/No Next Fib Ext/No Next Fib Ext,40.01/42.92/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,65.23/60.0,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"IWM, Long, 2023-06-30 (Price: 187.27)",2025-11-10 (Price: 244.03) (Today),"30.31%, 616 days","100.0%, Past 25 years, 8","Quarterly, was CONFIRMED on 2023-06-30",Already confirmed,"2025-11-10 (Price: 244.03), 30.31% above",616 days,Upmove Bounce Back,38.2% (Price: 164.1636),48.65% above,"2009-03-31 (Price: 34.26), 2021-12-31 (Price: 244.46)",56.32%/25.19%/40.76%,"-0.0%, 20.56%",716 days/715 days/715 days,2026-05-02/2026-04-30/2026-04-30,11.21%,6.21%,5.0%,0.5,0.2,180.9028/263.6013/313.39/232.67/348.4025/539.5308,164.92/144.954/157.2742/112.1542/No F-Track Level/No F-Track Level,242.88/219.66,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"CEN.NZ, Long, 2022-12-31 (Price: 7.71)",2025-09-30 (Price: 9.1),"18.03%, 716 days","100.0%, Past 26 years, 4","Quarterly, was CONFIRMED on 2022-12-31",Already confirmed,"2025-11-10 (Price: 9.55), 23.87% above",745 days,Upmove Bounce Back,61.8% (Price: 6.9514),37.38% above,"2016-03-31 (Price: 4.35), 2021-03-31 (Price: 11.16)",22.78%/18.03%/20.4%,"-0.0%, 32.55%",2804 days/716 days/1760 days,2034-02-12/2025-11-02/2029-12-23,2.51%,5.4%,-2.89%,0.82,0.15,7.993/9.2828/11.8/9.05/11.2606/15.4512,5.76/5.52/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,9.22/9.12,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"FRW.NZ, Long, 2022-04-03 (Price: 12.44)",2025-11-02 (Price: 14.72),"18.33%, 934 days","97.22%, Past 20 years, 36","Weekly, was CONFIRMED on 2022-04-03",Already confirmed,"2025-11-10 (Price: 14.05), 12.94% above",940 days,Upmove Bounce Back,23.66% (Price: 11.1977),25.47% above,"2010-07-25 (Price: 2.64), 2021-07-11 (Price: 13.85)",111.65%/0.32%/26.13%,"1.96%, 37.04%",1654 days/59 days/357 days,2028-10-23/2022-06-27/2023-09-02,8.06%,7.81%,0.26%,0.41,0.28,12.5146/15.6906/19.17/13.1133/16.0868/24.3046,11.6/6.725/11.0078/7.8689/No F-Track Level/No F-Track Level,13.27/11.52,94.55%/55/541 days (Across ALL Assets),74.31%/144/156 days (Across ALL Assets)
"FRW.NZ, Long, 2022-03-06 (Price: 12.2)",2025-11-02 (Price: 14.72),"20.66%, 954 days","97.22%, Past 20 years, 36","Weekly, was CONFIRMED on 2022-03-06",Already confirmed,"2025-11-10 (Price: 14.05), 15.16% above",960 days,Upmove Bounce Back,23.66% (Price: 11.6378),20.73% above,"2020-03-22 (Price: 4.5), 2021-07-11 (Price: 13.85)",111.65%/0.32%/26.13%,"1.96%, 37.04%",1654 days/59 days/357 days,2028-09-25/2022-05-30/2023-08-05,8.06%,7.81%,0.26%,0.41,0.28,12.2732/15.3879/17.81/13.1133/16.0868/24.3046,12.05/6.725/11.0078/7.8689/No F-Track Level/No F-Track Level,13.27/11.52,94.55%/55/541 days (Across ALL Assets),74.31%/144/156 days (Across ALL Assets)
"META, Short, 2025-11-10 (Price: 631.76)",No Exit Yet,"-0.0%, 0 days","100.0%, Past 13 years, 5","Monthly, was CONFIRMED on 2025-11-07",No Cancellation Possible,"2025-11-10 (Price: 631.76), 0.0% below",0 days,Upmove Break Below,23.66% (Price: 628.6993),0.49% above,"2022-11-30 (Price: 88.09), 2025-08-31 (Price: 796.25)",32.63%/3.19%/11.97%,"-0.0%, 32.63%",65 days/20 days/37 days,2026-02-12/2025-12-08/2026-01-02,94.49%,5.3%,89.19%,0.68,0.8,564.6671/556.1383/206.86/280.19/627.6205/591.2141,773.44/280.19/627.6205/591.2141/628.6993/525.7329,724.08/678.67,85.71%/7/46 days (Across ALL Assets),38.89%/18/73 days (Across ALL Assets)
"ETH-USD, Short, 2025-10-31 (Price: 3847.0803)",2025-11-10 (Price: 3540.2915) (Today),"7.97%, 6 days","90.0%, Past 10 years, 10","Monthly, was CONFIRMED on 2025-10-31",Already confirmed,"2025-11-10 (Price: 3540.2915), 7.97% below",6 days,Upmove Break Below,23.66% (Price: 3801.2773),6.87% below,"2018-12-31 (Price: 82.8299), 2025-08-31 (Price: 4953.7329)",32.85%/5.87%/20.42%,"38.7%, 32.85%",43 days/21 days/25 days,2026-01-01/2025-11-30/2025-12-06,120.83%,5.2%,115.63%,0.39,0.97,3818.9966/3061.5065/924.54/1370.4997/3454.2267/2637.9184,4390.02/1370.4997/3454.2267/2637.9184/No F-Track Level/No F-Track Level,3993.27/3423.99,85.71%/7/46 days (Across ALL Assets),38.89%/18/73 days (Across ALL Assets)
"WPM, Short, 2025-10-31 (Price: 96.52)",No Exit Yet,"-6.0%, 6 days","100.0%, Past 20 years, 16","Monthly, was CONFIRMED on 2025-10-31",Already confirmed,"2025-11-10 (Price: 102.31), 6.0% above",6 days,Upmove Break Below,23.66% (Price: 96.3808),6.15% above,"2023-10-31 (Price: 38.37), 2025-10-31 (Price: 114.36)",24.39%/3.3%/9.68%,"0.0%, 24.39%",65 days/20 days/32 days,2026-02-02/2025-11-28/2025-12-16,70.35%,5.4%,64.95%,0.87,0.57,100.014/87.1769/50.93/38.3375/85.7049/76.3674,111.84/38.3375/85.7049/76.3674/No F-Track Level/No F-Track Level,104.04/87.9,85.71%/7/46 days (Across ALL Assets),38.89%/18/73 days (Across ALL Assets)
"RHHBY, Short, 2025-10-28 (Price: 40.85)",2025-11-05 (Price: 40.7),"0.37%, 6 days","89.36%, Past 5 years, 47","Daily, was CONFIRMED on 2025-10-28",Already confirmed,"2025-11-10 (Price: 43.85), 7.34% above",9 days,Upmove Break Below,23.66% (Price: 41.9793),4.46% above,"2024-05-02 (Price: 29.2), 2025-10-08 (Price: 45.94)",5.98%/0.06%/2.18%,"10.54%, 11.17%",14 days/1 days/4 days,2025-11-17/2025-10-29/2025-11-02,22.8%,5.1%,17.7%,0.07,-0.17,40.3884/39.9595/30.81/34.5167/31.0544/202.8856,45.66/34.5167/31.0544/202.8856/No F-Track Level/No F-Track Level,42.56/40.87,48.21%/56/7 days (Across ALL Assets),40.19%/107/15 days (Across ALL Assets)
"ETH-USD, Short, 2025-09-30 (Price: 4145.9575)",2025-10-31 (Price: 3847.0803),"7.21%, 23 days","90.0%, Past 10 years, 10","Monthly, was CONFIRMED on 2025-09-30",Already confirmed,"2025-11-10 (Price: 3540.2915), 14.61% below",29 days,Upmove Break Below,23.66% (Price: 3993.6991),11.35% below,"2022-06-30 (Price: 896.109), 2025-08-31 (Price: 4953.7329)",32.85%/5.87%/20.42%,"38.7%, 32.85%",43 days/21 days/25 days,2025-12-01/2025-10-30/2025-11-05,120.83%,5.2%,115.63%,0.39,0.97,4115.692/3299.353/1711.38/1370.4997/3929.1537/3454.2267,4390.02/1370.4997/3929.1537/3454.2267/No F-Track Level/No F-Track Level,3993.27/3423.99,85.71%/7/46 days (Across ALL Assets),38.89%/18/73 days (Across ALL Assets)
"BDGI.TO, Short, 2025-06-30 (Price: 47.58)",2025-09-30 (Price: 61.38),"-29.0%, 66 days","85.71%, Past 33 years, 14","Quarterly, was CONFIRMED on 2025-06-30",Already confirmed,"2025-11-10 (Price: 74.18), 55.91% above",95 days,Upmove Break Below,88.6% (Price: 43.8394),69.21% above,"2021-03-31 (Price: 36.76), 2022-03-31 (Price: 32.49)",35.2%/3.31%/13.74%,"30.52%, 35.2%",194 days/64 days/79 days,2026-04-06/2025-09-30/2025-10-22,13.73%,5.5%,8.23%,0.26,0.42,54.0652/41.0425/45.02/24.32/46.0323/42.8299,50.2/24.32/46.0323/42.8299/No F-Track Level/No F-Track Level,64.22/49.44,0.0%/1/90 days (Across ALL Assets),53.33%/15/92 days (Across ALL Assets)
