Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date (Farthest./Earliest./Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2) [$],Moving Average (50-days/200-days),Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"DIA, Long, 2025-08-24 (Price: 456.64)",2025-11-11 (Price: 479.41) (Today),"4.99%, 56 days","100.0%, Past 10 years, 28","Weekly, is CONFIRMED on 2025-08-22",Already confirmed,"2025-11-11 (Price: 479.41), 4.99% above",56 days,No Information,No Information,No Information,No Information,No Information,4.99% above/4.99% above/4.99% above,8.64%/1.23%/3.89%,"-0.0%, 14.86%",209 days/19 days/87 days,2026-06-22/2025-09-20/2025-12-28,10.29%,9.9%,0.39%,1.56,0.44,467.919/474.4033/469.92/No Horizontal Resistance/538.1343/826.9871,383.22/321.6725/359.6128/249.2814/No F-Track Level/No F-Track Level,441.27/430.51,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
BASELINEDIVERGENCE,"QQQ, Long, 2025-08-10 (Price: 574.55)",2025-11-11 (Price: 621.57) (Today),"8.18%, 66 days","85.53%, Past 10 years, 76","Weekly, was CONFIRMED on 2025-08-10",Already confirmed,"2025-11-11 (Price: 621.57), 8.18% above",66 days,No Information,"^GSPC, Normal Case",No Information,No Information,No Information,No Information,44.95%/0.81%/10.36%,"13.49%, 27.25%",149 days/44 days/81 days,2026-03-13/2025-10-12/2025-12-05,23.29%,18.13%,5.16%,0.88,0.81,643.9556/634.0734/610.7303/No Horizontal Resistance/610.7303/836.2536,422.67/256.995/563.3658/526.8888/No F-Track Level/No F-Track Level,603.52/540.36,88.89%/27/87 days (Across ALL Assets),85.45%/55/76 days (Across ALL Assets)
BASELINEDIVERGENCE,"^NDX, Long, 2025-08-10 (Price: 23611.2695)",2025-11-11 (Price: 25533.4863) (Today),"8.14%, 66 days","85.14%, Past 10 years, 74","Weekly, was CONFIRMED on 2025-08-10",Already confirmed,"2025-11-11 (Price: 25533.4863), 8.14% above",66 days,No Information,"^GSPC, Normal Case",No Information,No Information,No Information,No Information,44.87%/0.79%/10.11%,"13.31%, 27.32%",154 days/44 days/81 days,2026-03-21/2025-10-12/2025-12-05,22.62%,18.15%,4.47%,0.89,0.81,26399.7604/25998.3688/25025.4383/No Horizontal Resistance/25025.4383/33965.62,17397.7/10555.915/22796.2371/21108.1646/No F-Track Level/No F-Track Level,24799.28/22205.04,88.89%/27/87 days (Across ALL Assets),85.45%/55/76 days (Across ALL Assets)
BASELINEDIVERGENCE,"SPY, Long, 2025-08-10 (Price: 637.18)",2025-11-11 (Price: 683.0) (Today),"7.19%, 66 days","90.48%, Past 10 years, 21","Weekly, was CONFIRMED on 2025-08-10",Already confirmed,"2025-11-11 (Price: 683.0), 7.19% above",66 days,No Information,"^GSPC, Tangent Case",No Information,No Information,No Information,No Information,10.23%/0.46%/4.63%,"5.53%, 12.25%",124 days/44 days/75 days,2026-02-05/2025-10-12/2025-11-26,8.38%,12.23%,-3.85%,0.78,0.56,690.8306/666.6814/969.1148/No Horizontal Resistance/969.1148/1522.3697,505.28/412.1625/627.1849/415.8599/No F-Track Level/No F-Track Level,666.73/612.07,88.89%/27/87 days (Across ALL Assets),85.45%/55/76 days (Across ALL Assets)
TRENDPULSE,"EFN.TO, Long, 2025-08-03 (Price: 35.99)",2025-11-09 (Price: 36.81),"2.28%, 69 days","88.89%, Past 10 years, 27","Weekly, is CONFIRMED on 2025-08-01",Already confirmed,"2025-11-11 (Price: 36.64), 1.81% above",71 days,No Information,No Information,No Information,No Information,No Information,2.35% above/1.47% above/1.81% above,26.0%/1.9%/9.06%,"53.48%, 76.43%",129 days/24 days/55 days,2026-02-05/2025-09-06/2025-10-21,4.38%,15.83%,-11.45%,0.07,0.55,37.9982/39.2507/40.52/No Horizontal Resistance/45.1741/70.5281,27.54/11.7733/29.5041/177.9303/No F-Track Level/No F-Track Level,34.02/30.4,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
BASELINEDIVERGENCE,"HDFCBANK.NS, Long, 2025-08-03 (Price: 1006.1)",2025-11-09 (Price: 982.3),"-2.37%, 69 days","86.21%, Past 10 years, 29","Weekly, was CONFIRMED on 2025-08-03",Already confirmed,"2025-11-11 (Price: 991.7), 1.43% below",71 days,No Information,"^NSEI, Normal Case",No Information,No Information,No Information,No Information,11.87%/0.05%/6.52%,"1.95%, 12.56%",100 days/44 days/66 days,2025-12-25/2025-10-05/2025-11-06,59.88%,13.58%,46.3%,1.19,0.56,1109.8289/1071.6977/1098.0619/No Horizontal Resistance/1098.0619/1305.7899,818.38/640.9/962.8007/765.1075/No F-Track Level/No F-Track Level,975.84/946.6,88.89%/27/87 days (Across ALL Assets),85.45%/55/76 days (Across ALL Assets)
TRENDPULSE,"SLV, Long, 2025-07-31 (Price: 33.32)",2025-11-11 (Price: 46.45) (Today),"39.41%, 73 days","72.22%, Past 20 years, 18","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2025-11-11 (Price: 46.45), 39.41% above",73 days,No Information,No Information,No Information,No Information,No Information,41.57% above/39.74% above/39.41% above,30.37%/2.87%/19.11%,"54.87%, 60.6%",522 days/87 days/231 days,2027-08-26/2025-12-04/2026-06-30,3.89%,5.98%,-2.09%,0.2,0.22,36.0589/39.6875/37.48/No Horizontal Resistance/47.5817/54.635,26.33/18.99/31.6598/28.4154/No F-Track Level/No F-Track Level,33.01/29.96,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"AMD, Long, 2025-07-31 (Price: 176.31)",2025-11-11 (Price: 237.52) (Today),"34.72%, 73 days","100.0%, Past 20 years, 21","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2025-11-11 (Price: 237.52), 34.72% above",73 days,No Information,No Information,No Information,No Information,No Information,114.5% above/64.76% above/34.72% above,190.68%/42.09%/96.91%,"-0.0%, 58.95%",653 days/109 days/254 days,2028-03-02/2026-01-04/2026-08-02,29.08%,11.7%,17.38%,1.47,0.49,279.9274/347.172/178.82/No Horizontal Resistance/219.0648/251.3512,97.35/73.114/170.075/140.6278/No F-Track Level/No F-Track Level,136.59/123.49,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"BAC, Long, 2025-07-31 (Price: 47.27)",2025-11-11 (Price: 53.63) (Today),"13.45%, 73 days","75.0%, Past 20 years, 16","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2025-11-11 (Price: 53.63), 13.45% above",73 days,No Information,No Information,No Information,No Information,No Information,21.53% above/11.82% above/13.45% above,30.69%/9.64%/20.1%,"25.08%, 44.87%",412 days/88 days/206 days,2027-03-19/2025-12-05/2026-05-25,4.84%,3.94%,0.9%,0.33,0.19,52.673/56.7713/52.62/48.715/No Next Fib Ext/No Next Fib Ext,26.34/29.49/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,46.1/44.14,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"BDGI.TO, Long, 2025-07-31 (Price: 52.29)",2025-11-11 (Price: 74.83) (Today),"43.11%, 73 days","89.66%, Past 20 years, 29","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2025-11-11 (Price: 74.83), 43.11% above",73 days,No Information,No Information,No Information,No Information,No Information,67.74% above/53.91% above/43.11% above,159.21%/3.87%/50.82%,"37.81%, 54.03%",413 days/106 days/179 days,2027-03-21/2025-12-31/2026-04-16,17.99%,19.81%,-1.82%,0.67,0.65,79.3187/78.8638/64.4/No Horizontal Resistance/50.7492/58.5532,35.88/24.32/46.0323/42.8299/No F-Track Level/No F-Track Level,48.55/41.26,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"EFN.TO, Long, 2025-07-31 (Price: 36.04)",2025-11-11 (Price: 36.64) (Today),"1.66%, 73 days","80.0%, Past 20 years, 10","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2025-11-11 (Price: 36.64), 1.66% above",73 days,No Information,No Information,No Information,No Information,No Information,7.42% above/1.66% above/1.66% above,38.62%/14.85%/28.42%,"56.02%, 79.06%",500 days/130 days/316 days,2027-07-25/2026-02-04/2026-10-31,5.85%,15.7%,-9.85%,0.22,0.57,39.2728/46.2826/50.92/No Horizontal Resistance/45.1741/70.5281,11.47/11.7733/29.5041/177.9303/No F-Track Level/No F-Track Level,33.96/30.37,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"TRI.TO, Long, 2025-07-31 (Price: 278.08)",2025-11-11 (Price: 192.46) (Today),"-30.79%, 73 days","100.0%, Past 20 years, 9","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2025-11-11 (Price: 192.46), 30.79% below",73 days,No Information,No Information,No Information,No Information,No Information,29.72% below/30.33% below/30.79% below,32.32%/6.96%/20.49%,"-0.0%, 18.1%",413 days/109 days/220 days,2027-03-21/2026-01-04/2026-06-14,18.05%,10.32%,7.73%,1.22,0.45,304.581/335.0586/362.56/No Horizontal Resistance/293.2329/455.2123,166.11/117.9612/193.124/131.2534/No F-Track Level/No F-Track Level,272.78/249.41,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
BASELINEDIVERGENCE,"HDFCBANK.NS, Long, 2025-07-27 (Price: 1002.3)",2025-11-09 (Price: 982.3),"-2.0%, 74 days","86.21%, Past 10 years, 29","Weekly, was CONFIRMED on 2025-07-27",Already confirmed,"2025-11-11 (Price: 991.7), 1.06% below",76 days,No Information,"^NSEI, Normal Case",No Information,No Information,No Information,No Information,11.87%/0.05%/6.52%,"1.95%, 12.56%",100 days/44 days/66 days,2025-12-18/2025-09-28/2025-10-30,59.88%,13.58%,46.3%,1.19,0.56,1105.6371/1067.65/1263.3223/No Horizontal Resistance/1263.3223/2016.6114,818.38/640.9/797.7641/510.0332/No F-Track Level/No F-Track Level,975.84/946.6,88.89%/27/87 days (Across ALL Assets),85.45%/55/76 days (Across ALL Assets)
TRENDPULSE,"GNE.NZ, Long, 2025-07-20 (Price: 2.38)",2025-11-09 (Price: 2.52),"5.88%, 79 days","86.96%, Past 10 years, 23","Weekly, is CONFIRMED on 2025-07-18",Already confirmed,"2025-11-11 (Price: 2.47), 3.78% above",81 days,No Information,No Information,No Information,No Information,No Information,4.66% above/3.78% above/3.78% above,9.3%/0.78%/5.31%,"22.37%, 34.69%",309 days/19 days/101 days,2026-10-10/2025-08-16/2025-12-13,5.76%,3.37%,2.39%,0.38,0.06,2.4892/2.5064/2.54/3.575/No Next Fib Ext/No Next Fib Ext,2.14/2.0733/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,2.3/2.22,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"PFE, Long, 2025-07-13 (Price: 25.65)",2025-11-11 (Price: 25.51) (Today),"-0.55%, 86 days","80.56%, Past 10 years, 36","Weekly, is CONFIRMED on 2025-07-11",Already confirmed,"2025-11-11 (Price: 25.51), 0.55% below",86 days,No Information,No Information,No Information,No Information,No Information,0.51% above/0.43% below/0.55% below,20.77%/1.93%/7.05%,"41.05%, 50.99%",304 days/19 days/71 days,2026-09-26/2025-08-09/2025-10-23,4.98%,2.87%,2.11%,0.23,0.04,26.4092/27.4583/27.4/55.39/66.4672/73.1352,21.91/25.244/21.508/20.5265/No F-Track Level/No F-Track Level,23.89/25.65,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"EURUSD=X, Long, 2025-07-06 (Price: 1.1771)",2025-11-11 (Price: 1.1586) (Today),"-1.57%, 91 days","88.57%, Past 10 years, 35","Weekly, is CONFIRMED on 2025-07-04",Already confirmed,"2025-11-11 (Price: 1.1586), 1.57% below",91 days,No Information,No Information,No Information,No Information,No Information,0.91% below/1.71% below/1.57% below,5.31%/0.82%/2.41%,"13.11%, 20.04%",319 days/19 days/71 days,2026-10-11/2025-08-02/2025-10-16,3.88%,-1.08%,4.95%,0.46,-0.67,1.1903/1.2055/1.23/1.2286/1.6296/1.7649,1.03/1.0069/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,1.14/1.09,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
SIGMASHELL,"USDCHF=X, Long, 2025-07-03 (Price: 0.7915)",2025-11-10 (Price: 0.8071),"1.97%, 92 days","71.43%, Past 5 years, 14","Daily, was CONFIRMED on 2025-07-03",Already confirmed,"2025-11-11 (Price: 0.8002), 1.1% above",93 days,"-5.96, 67.5",No Information,No Information,No Information,No Information,No Information,6.29%/0.75%/3.61%,"2.54%, 8.99%",100 days/32 days/57 days,2025-11-24/2025-08-18/2025-09-23,5.9%,-2.36%,8.26%,0.59,-0.6,0.7975/0.8201/0.81/1.0105/No Next Fib Ext/No Next Fib Ext,0.79/No Horizontal Support/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,0.8/0.83,85.95%/121/73 days (Across ALL Assets),74.78%/230/78 days (Across ALL Assets)
TRENDPULSE,"HDB, Long, 2025-06-30 (Price: 38.335)",2025-11-11 (Price: 36.7) (Today),"-4.27%, 96 days","100.0%, Past 25 years, 6","Quarterly, is CONFIRMED on 2025-06-30",Already confirmed,"2025-11-11 (Price: 36.7), 4.27% below",96 days,No Information,No Information,No Information,No Information,No Information,10.48% above/3.37% below/4.27% below,63.19%/27.72%/46.13%,"-0.0%, 15.59%",718 days/456 days/587 days,2028-05-04/2027-04-21/2027-10-28,19.68%,17.43%,2.25%,1.57,0.58,47.0677/56.0189/39.66/38.8512/40.717/47.4928,19.23/25.6925/32.7076/21.1884/No F-Track Level/No F-Track Level,37.0/32.86,86.67%/15/609 days (Across ALL Assets),100.0%/1/155 days (Across ALL Assets)
TRENDPULSE,"GLD, Long, 2025-06-30 (Price: 304.83)",2025-11-11 (Price: 379.87) (Today),"24.62%, 96 days","100.0%, Past 20 years, 4","Quarterly, is CONFIRMED on 2025-06-30",Already confirmed,"2025-11-11 (Price: 379.87), 24.62% above",96 days,No Information,No Information,No Information,No Information,No Information,31.84% above/29.94% above/24.62% above,33.06%/15.19%/24.12%,"-0.0%, 10.36%",586 days/392 days/489 days,2027-10-26/2027-01-18/2027-06-08,10.81%,10.5%,0.31%,0.74,0.5,359.6994/378.355/413.54/No Horizontal Resistance/424.4974/624.146,154.67/150.8/301.1087/224.8487/No F-Track Level/No F-Track Level,306.13/268.69,86.67%/15/609 days (Across ALL Assets),100.0%/1/155 days (Across ALL Assets)
TRENDPULSE,"GDX, Long, 2025-06-30 (Price: 52.06)",2025-11-11 (Price: 76.71) (Today),"47.35%, 96 days","100.0%, Past 19 years, 4","Quarterly, is CONFIRMED on 2025-06-30",Already confirmed,"2025-11-11 (Price: 76.71), 47.35% above",96 days,No Information,No Information,No Information,No Information,No Information,66.87% above/47.75% above/47.35% above,44.96%/44.96%/44.96%,"-0.0%, 21.31%",522 days/522 days/522 days,2027-07-26/2027-07-26/2027-07-26,19.89%,3.19%,16.7%,0.53,0.13,72.2645/75.4662/67.96/No Horizontal Resistance/72.73/88.5521,24.12/25.645/50.0225/36.1563/No F-Track Level/No F-Track Level,50.42/42.59,86.67%/15/609 days (Across ALL Assets),100.0%/1/155 days (Across ALL Assets)
TRENDPULSE,"JETS, Long, 2025-06-30 (Price: 22.97)",2025-11-11 (Price: 24.92) (Today),"8.49%, 96 days","80.0%, Past 20 years, 5","Monthly, is CONFIRMED on 2025-06-30",Already confirmed,"2025-11-11 (Price: 24.92), 8.49% above",96 days,No Information,No Information,No Information,No Information,No Information,9.68% above/8.77% above/8.49% above,7.48%/7.48%/7.48%,"3.13%, 30.25%",86 days/86 days/86 days,2025-11-01/2025-11-01/2025-11-01,2.81%,0.17%,2.64%,0.19,0.02,21.5964/24.6882/26.61/27.271/No Next Fib Ext/No Next Fib Ext,19.82/14.732/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,21.74/22.89,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"FSF.NZ, Long, 2025-06-30 (Price: 6.58)",2025-11-11 (Price: 8.19) (Today),"24.47%, 96 days","100.0%, Past 20 years, 9","Monthly, is CONFIRMED on 2025-06-30",Already confirmed,"2025-11-11 (Price: 8.19), 24.47% above",96 days,No Information,No Information,No Information,No Information,No Information,33.17% above/27.97% above/24.47% above,44.06%/6.89%/28.09%,"-0.0%, 15.01%",370 days/130 days/226 days,2026-12-17/2026-01-04/2026-05-23,27.24%,1.15%,26.09%,1.21,-0.07,7.596/8.4283/8.67/No Horizontal Resistance/8.5311/12.0421,3.0/2.942/6.3611/26.9153/No F-Track Level/No F-Track Level,6.09/5.37,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
FRACTAL TRACK,"ASHR, Long, 2025-06-30 (Price: 27.54)",2025-11-11 (Price: 33.14) (Today),"20.33%, 96 days","100.0%, Past 12 years, 8","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2025-11-11 (Price: 33.14), 20.33% above",96 days,No Information,No Information,No Information,"88.6% (Price: 23.1742), 43.0% above, Upmove Bounce Back","2024-02-29 (Price: 21.56), 2024-10-31 (Price: 35.72)",No Information,6.41%/6.41%/6.41%,"-0.0%, 12.65%",173 days/173 days/173 days,2026-03-07/2026-03-07/2026-03-07,9.59%,2.03%,7.56%,0.36,0.04,28.6196/29.3053/36.04/39.9467/60.2967/80.3432,25.82/23.36/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,32.55/28.63,84.44%/45/1293 days (Across ALL Assets),76.0%/100/206 days (Across ALL Assets)
TRENDPULSE,"HDFCBANK.NS, Long, 2025-06-29 (Price: 1007.45)",2025-11-11 (Price: 991.7) (Today),"-1.56%, 96 days","100.0%, Past 10 years, 31","Weekly, is CONFIRMED on 2025-06-27",Already confirmed,"2025-11-11 (Price: 991.7), 1.56% below",96 days,No Information,No Information,No Information,No Information,No Information,0.95% above/0.16% above/1.56% below,11.89%/1.08%/5.97%,"-0.0%, 23.57%",354 days/19 days/104 days,2026-11-23/2025-07-26/2025-11-26,11.86%,15.07%,-3.2%,1.45,0.63,1071.1208/1067.5948/1152.92/No Horizontal Resistance/1263.3223/2016.6114,818.38/640.9/797.7641/510.0332/No F-Track Level/No F-Track Level,969.18/892.58,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"CSCO, Long, 2025-06-29 (Price: 68.65)",2025-11-11 (Price: 71.71) (Today),"4.46%, 96 days","95.83%, Past 10 years, 24","Weekly, is CONFIRMED on 2025-06-27",Already confirmed,"2025-11-11 (Price: 71.71), 4.46% above",96 days,No Information,No Information,No Information,No Information,No Information,8.13% above/4.46% above/4.46% above,14.42%/0.74%/5.37%,"16.99%, 36.88%",199 days/19 days/57 days,2026-04-13/2025-07-26/2025-09-19,13.41%,8.78%,4.63%,0.75,0.32,72.8582/72.3365/74.6/No Horizontal Resistance/78.7458/109.6316,54.54/40.92/68.2017/52.6706/No F-Track Level/No F-Track Level,62.22/59.3,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"COIN, Long, 2025-06-29 (Price: 353.43)",2025-11-11 (Price: 304.01) (Today),"-13.98%, 96 days","100.0%, Past 10 years, 9","Weekly, is CONFIRMED on 2025-06-27",Already confirmed,"2025-11-11 (Price: 304.01), 13.98% below",96 days,No Information,No Information,No Information,No Information,No Information,1.42% below/13.98% below/13.98% below,63.87%/2.91%/33.17%,"-0.0%, 53.28%",194 days/24 days/91 days,2026-04-05/2025-08-02/2025-11-07,63.98%,0.11%,63.87%,1.08,0.47,347.1389/470.6627/381.98/No Horizontal Resistance/359.5789/523.2877,160.55/86.505/234.936/157.903/No F-Track Level/No F-Track Level,245.45/237.22,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"USO, Long, 2025-06-22 (Price: 83.12)",2025-11-11 (Price: 72.72) (Today),"-12.51%, 101 days","87.5%, Past 10 years, 24","Weekly, is CONFIRMED on 2025-06-20",Already confirmed,"2025-11-11 (Price: 72.72), 12.51% below",101 days,No Information,No Information,No Information,No Information,No Information,9.35% below/11.64% below/12.51% below,11.52%/0.56%/5.28%,"70.35%, 78.81%",314 days/24 days/83 days,2026-09-19/2025-07-26/2025-10-20,-0.4%,-8.69%,8.29%,-0.01,-0.2,82.5382/87.5087/86.24/83.47/No Next Fib Ext/No Next Fib Ext,64.01/44.03/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,69.26/72.76,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"CNQ.TO, Long, 2025-06-15 (Price: 45.9)",2025-11-11 (Price: 45.38) (Today),"-1.13%, 106 days","70.0%, Past 10 years, 30","Weekly, is CONFIRMED on 2025-06-13",Already confirmed,"2025-11-11 (Price: 45.38), 1.13% below",106 days,No Information,No Information,No Information,No Information,No Information,4.92% above/3.07% above/1.13% below,19.11%/1.41%/7.62%,"22.31%, 71.02%",129 days/19 days/45 days,2025-12-18/2025-07-12/2025-08-19,1.12%,5.6%,-4.49%,0.03,0.24,46.4783/49.3976/47.29/51.51/65.8353/68.6522,37.72/13.9251/41.121/33.7618/No F-Track Level/No F-Track Level,41.34/44.38,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"NOVA.F, Long, 2025-06-15 (Price: 68.5)",2025-11-11 (Price: 42.4) (Today),"-38.1%, 106 days","100.0%, Past 10 years, 24","Weekly, is CONFIRMED on 2025-06-13",Already confirmed,"2025-11-11 (Price: 42.4), 38.1% below",106 days,No Information,No Information,No Information,No Information,No Information,32.16% below/38.64% below/38.1% below,21.94%/2.36%/10.6%,"-0.0%, 9.84%",129 days/24 days/51 days,2025-12-18/2025-07-19/2025-08-27,40.73%,12.08%,28.66%,1.44,0.44,76.3227/75.761/98.2/126.5/138.0871/146.706,51.0/26.875/61.5779/44.5645/No F-Track Level/No F-Track Level,59.5/85.62,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
BASELINEDIVERGENCE,"HDFCBANK.NS, Long, 2025-06-15 (Price: 958.8)",2025-11-09 (Price: 982.3),"2.45%, 104 days","86.21%, Past 10 years, 29","Weekly, was CONFIRMED on 2025-06-15",Already confirmed,"2025-11-11 (Price: 991.7), 3.43% above",106 days,No Information,"^NSEI, Normal Case",No Information,No Information,No Information,No Information,11.87%/0.05%/6.52%,"1.95%, 12.56%",100 days/44 days/66 days,2025-11-06/2025-08-17/2025-09-18,59.88%,13.58%,46.3%,1.19,0.56,1057.6523/1021.3138/1098.0619/No Horizontal Resistance/1098.0619/1305.7899,818.38/640.9/765.1075/697.8792/No F-Track Level/No F-Track Level,975.84/946.6,88.89%/27/87 days (Across ALL Assets),85.45%/55/76 days (Across ALL Assets)
TRENDPULSE,"TCS.NS, Long, 2025-06-10 (Price: 3462.8999)",2025-11-11 (Price: 3047.0) (Today),"-12.01%, 110 days","96.97%, Past 4 years, 33","Daily, is CONFIRMED on 2025-06-10",Already confirmed,"2025-11-11 (Price: 3047.0), 12.01% below",110 days,No Information,No Information,No Information,No Information,No Information,9.96% below/12.01% below/12.01% below,13.38%/0.84%/4.51%,"12.98%, 25.8%",93 days/5 days/15 days,2025-10-22/2025-06-17/2025-07-01,36.95%,5.27%,31.68%,0.86,0.17,3561.5925/3619.0767/4063.59/4543.575/5142.5725/5692.579,3371.1/2911.025/3006.8346/2637.2425/No F-Track Level/No F-Track Level,3444.71/3955.18,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"NVO, Long, 2025-06-08 (Price: 74.63)",2025-11-11 (Price: 49.15) (Today),"-34.14%, 111 days","93.33%, Past 10 years, 30","Weekly, is CONFIRMED on 2025-06-06",Already confirmed,"2025-11-11 (Price: 49.15), 34.14% below",111 days,No Information,No Information,No Information,No Information,No Information,27.02% below/34.14% below/34.14% below,21.72%/1.43%/8.14%,"16.75%, 27.09%",149 days/19 days/64 days,2026-01-09/2025-07-05/2025-09-08,16.89%,10.67%,6.22%,0.78,0.39,79.3615/80.7049/113.35/139.01/157.4212/189.8872,58.08/31.6225/70.5125/51.1046/No F-Track Level/No F-Track Level,66.39/94.1,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"CEN.NZ, Long, 2025-06-01 (Price: 9.16)",2025-11-11 (Price: 9.52) (Today),"3.93%, 116 days","100.0%, Past 10 years, 26","Weekly, is CONFIRMED on 2025-05-30",Already confirmed,"2025-11-11 (Price: 9.52), 3.93% above",116 days,No Information,No Information,No Information,No Information,No Information,3.93% above/3.93% above/3.93% above,16.04%/1.09%/5.37%,"-0.0%, 16.12%",204 days/24 days/79 days,2026-03-23/2025-07-05/2025-09-23,15.41%,3.65%,11.76%,1.66,0.08,9.5246/9.6519/9.26/No Horizontal Resistance/11.2606/15.4512,8.52/6.86/8.6706/33.2031/No F-Track Level/No F-Track Level,9.04/8.87,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"BTC-USD, Long, 2025-05-31 (Price: 104638.0938)",2025-11-11 (Price: 102773.2812) (Today),"-1.78%, 116 days","100.0%, Past 20 years, 6","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2025-11-11 (Price: 102773.2812), 1.78% below",116 days,No Information,No Information,No Information,No Information,No Information,9.09% above/1.78% below/1.78% below,347.58%/48.3%/218.14%,"-0.0%, 15.0%",131 days/108 days/125 days,2025-12-06/2025-11-03/2025-11-28,256.42%,64.47%,191.95%,1.22,1.44,290297.4636/332895.6316/161744.31/108691.664/112399.9298/136097.3501,16547.5/18304.4229/88806.9363/81023.3741/No F-Track Level/No F-Track Level,98179.57/94736.72,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
